seqNumber,docID,edinetCode,secCode,JCN,filerName,fundCode,ordinanceCode,formCode,docTypeCode,periodStart,periodEnd,submitDateTime,docDescription,issuerEdinetCode,subjectEdinetCode,subsidiaryEdinetCode,currentReportReason,parentDocID,opeDateTime,withdrawalStatus,docInfoEditStatus,disclosureStatus,xbrlFlag,pdfFlag,attachDocFlag,englishDocFlag
16,S100PU5W,E21708,,4100001016601,ユニオン投信株式会社,G07124,030,04A000,030,,,2022-12-23 09:01,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
17,S100PU2D,E10677,,9010001021473,アセットマネジメントＯｎｅ株式会社,G03961,030,995000,180,,,2022-12-23 09:01,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
18,S100PPUZ,E08957,,4010401049128,三井住友ＤＳアセットマネジメント株式会社,G13295,030,995000,180,,,2022-12-23 09:01,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
19,S100PT8V,E10677,,9010001021473,アセットマネジメントＯｎｅ株式会社,G13483,030,04A000,030,,,2022-12-23 09:01,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
20,S100PUFP,E35360,,3010001208844,中央日本土地建物グループ株式会社,,010,050000,160,2022-04-01,2023-03-31,2022-12-23 09:01,半期報告書－第3期(令和4年4月1日－令和5年3月31日),,,,,,,0,0,0,1,1,0,0
21,S100PPUX,E08957,,4010401049128,三井住友ＤＳアセットマネジメント株式会社,G07661,030,995000,180,,,2022-12-23 09:01,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
22,S100PI8F,E12460,,7010001054021,野村アセットマネジメント株式会社,G09005,030,07A000,120,2022-03-25,2022-09-26,2022-12-23 09:01,有価証券報告書（内国投資信託受益証券）－第20期(令和4年3月25日－令和4年9月26日),,,,,,,0,0,0,1,1,1,0
23,S100PQSE,E06748,,2010001049257,大和アセットマネジメント株式会社,G05076,030,07A000,120,2021-10-12,2022-10-11,2022-12-23 09:01,有価証券報告書（内国投資信託受益証券）－第16期(令和3年10月12日－令和4年10月11日),,,,,,,0,0,0,1,1,1,0
24,S100PPHO,E08957,,4010401049128,三井住友ＤＳアセットマネジメント株式会社,G05077,030,995000,180,,,2022-12-23 09:01,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
25,S100PR9P,E12422,,4010001046310,しんきんアセットマネジメント投信株式会社,G03982,030,10A000,160,2022-04-22,2023-04-21,2022-12-23 09:01,半期報告書（内国投資信託受益証券）－第19期(令和4年4月22日－令和5年4月21日),,,,,,,0,0,0,1,1,0,0
26,S100PU2E,E10677,,9010001021473,アセットマネジメントＯｎｅ株式会社,G05356,030,995000,180,,,2022-12-23 09:02,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
27,S100PLM9,E12460,,7010001054021,野村アセットマネジメント株式会社,G08344,030,04A001,040,,,2022-12-23 09:02,訂正有価証券届出書（内国投資信託受益証券）,,,,,S100O038,,0,0,0,1,1,0,0
28,S100PEOR,E12460,,7010001054021,野村アセットマネジメント株式会社,G04196,030,07A000,120,2022-04-12,2022-10-11,2022-12-23 09:02,有価証券報告書（内国投資信託受益証券）－第36期(令和4年4月12日－令和4年10月11日),,,,,,,0,0,0,1,1,1,0
29,S100PMXB,E10439,,4010001027269,ピクテ・ジャパン株式会社,G14074,030,04A000,030,,,2022-12-23 09:02,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
30,S100PPHI,E08957,,4010401049128,三井住友ＤＳアセットマネジメント株式会社,G13309,030,995000,180,,,2022-12-23 09:02,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
31,S100PI5V,E11518,,9010001034450,三菱ＵＦＪ国際投信株式会社,G13776,030,10A000,160,2022-03-26,2023-03-27,2022-12-23 09:02,半期報告書（内国投資信託受益証券）－第3期(令和4年3月26日－令和5年3月27日),,,,,,,0,0,0,1,1,0,0
32,S100PSGS,E11348,,3010001028755,ベアリングス・ジャパン株式会社,G02382,030,995000,180,,,2022-12-23 09:02,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
33,S100PUDV,E31533,,1020001108566,スカイオーシャン・アセットマネジメント株式会社,G14723,030,04A000,030,,,2022-12-23 09:02,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
34,S100PPHP,E08957,,4010401049128,三井住友ＤＳアセットマネジメント株式会社,G08162,030,995000,180,,,2022-12-23 09:02,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
35,S100PUHV,E21708,,4100001016601,ユニオン投信株式会社,G07124,030,07A000,120,2021-10-01,2022-09-30,2022-12-23 09:02,有価証券報告書（内国投資信託受益証券）－第14期(令和3年10月1日－令和4年9月30日),,,,,,,0,0,0,1,1,1,0
36,S100POB2,E06433,,3010001034076,東京海上アセットマネジメント株式会社,G07914,030,04A000,030,,,2022-12-23 09:02,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
37,S100PURA,E24736,,,ウエスタン・アセット・マネジメント・カンパニー・リミテッド,G09143,030,10C000,160,2022-04-01,2023-03-31,2022-12-23 09:02,半期報告書（外国投資信託受益証券）－第10期(令和4年4月1日－令和5年3月31日),,,,,,,0,0,0,0,1,1,0
38,S100PR9S,E12422,,4010001046310,しんきんアセットマネジメント投信株式会社,G03982,030,04A000,030,,,2022-12-23 09:02,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
39,S100PMY5,E10439,,4010001027269,ピクテ・ジャパン株式会社,G14074,030,10A000,160,2022-03-31,2023-03-30,2022-12-23 09:02,半期報告書（内国投資信託受益証券）－第2期(令和4年3月31日－令和5年3月30日),,,,,,,0,0,0,1,1,0,0
40,S100PT8P,E10677,,9010001021473,アセットマネジメントＯｎｅ株式会社,G13414,030,10A000,160,2022-03-26,2023-03-27,2022-12-23 09:03,半期報告書（内国投資信託受益証券）－第4期(令和4年3月26日－令和5年3月27日),,,,,,,0,0,0,1,1,0,0
41,S100PS90,E08957,,4010401049128,三井住友ＤＳアセットマネジメント株式会社,G07471,030,995000,180,,,2022-12-23 09:03,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
42,S100POAU,E12460,,7010001054021,野村アセットマネジメント株式会社,G05241,030,04A000,030,,,2022-12-23 09:03,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
43,S100PPHQ,E08957,,4010401049128,三井住友ＤＳアセットマネジメント株式会社,G08805,030,995000,180,,,2022-12-23 09:03,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
44,S100PSFI,E12448,,8010401040306,明治安田アセットマネジメント株式会社,G14724,030,04A000,030,,,2022-12-23 09:03,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
45,S100PLM3,E12460,,7010001054021,野村アセットマネジメント株式会社,G08344,030,07A000,120,2022-03-24,2022-09-26,2022-12-23 09:03,有価証券報告書（内国投資信託受益証券）－第23期(令和4年3月24日－令和4年9月26日),,,,,,,0,0,0,1,1,1,0
46,S100PTKD,E31533,,1020001108566,スカイオーシャン・アセットマネジメント株式会社,G12147,030,995000,180,,,2022-12-23 09:03,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
47,S100PUQP,E24736,,,ウエスタン・アセット・マネジメント・カンパニー・リミテッド,G11290,030,04C001,040,,,2022-12-23 09:03,訂正有価証券届出書（外国投資信託受益証券）,,,,,S100P9MV,,0,0,0,0,1,0,0
48,S100PQSG,E06748,,2010001049257,大和アセットマネジメント株式会社,G05076,030,04A000,030,,,2022-12-23 09:03,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
49,S100PI5X,E11518,,9010001034450,三菱ＵＦＪ国際投信株式会社,G13776,030,04A001,040,,,2022-12-23 09:03,訂正有価証券届出書（内国投資信託受益証券）,,,,,S100O7W1,,0,0,0,1,1,0,0
50,S100PEOS,E12460,,7010001054021,野村アセットマネジメント株式会社,G04196,030,04A000,030,,,2022-12-23 09:03,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
51,S100POB7,E06433,,3010001034076,東京海上アセットマネジメント株式会社,G07914,030,07A000,120,2022-03-24,2022-09-26,2022-12-23 09:03,有価証券報告書（内国投資信託受益証券）－第25期(令和4年3月24日－令和4年9月26日),,,,,,,0,0,0,1,1,1,0
52,S100PSGZ,E12425,,5010001048652,フランクリン・テンプルトン・ジャパン株式会社,G03652,030,995000,180,,,2022-12-23 09:03,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
53,S100PT8M,E10677,,9010001021473,アセットマネジメントＯｎｅ株式会社,G13414,030,04A000,030,,,2022-12-23 09:03,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
54,S100PRJ5,E09666,,9010001062807,アムンディ・ジャパン株式会社,G14089,030,07A000,120,2022-03-26,2022-09-26,2022-12-23 09:03,有価証券報告書（内国投資信託受益証券）－第3期(令和4年3月26日－令和4年9月26日),,,,,,,0,0,0,1,1,1,0
55,S100POAS,E12460,,7010001054021,野村アセットマネジメント株式会社,G05241,030,07A000,120,2022-04-12,2022-10-11,2022-12-23 09:04,有価証券報告書（内国投資信託受益証券）－第32期(令和4年4月12日－令和4年10月11日),,,,,,,0,0,0,1,1,1,0
56,S100PT8L,E10677,,9010001021473,アセットマネジメントＯｎｅ株式会社,G12066,030,10A000,160,2022-03-26,2023-03-27,2022-12-23 09:04,半期報告書（内国投資信託受益証券）－第8期(令和4年3月26日－令和5年3月27日),,,,,,,0,0,0,1,1,0,0
57,S100PTEJ,E08957,,4010401049128,三井住友ＤＳアセットマネジメント株式会社,G07472,030,995000,180,,,2022-12-23 09:04,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
58,S100PEP9,E12460,,7010001054021,野村アセットマネジメント株式会社,G03942,030,10A000,160,2022-04-12,2023-04-10,2022-12-23 09:04,半期報告書（内国投資信託受益証券）－第19期(令和4年4月12日－令和5年4月10日),,,,,,,0,0,0,1,1,0,0
59,S100PR1D,E06748,,2010001049257,大和アセットマネジメント株式会社,G08891,030,07A000,120,2022-04-12,2022-10-11,2022-12-23 09:04,有価証券報告書（内国投資信託受益証券）－第20期(令和4年4月12日－令和4年10月11日),,,,,,,0,0,0,1,1,1,0
60,S100PT93,E10677,,9010001021473,アセットマネジメントＯｎｅ株式会社,G13773,030,10A000,160,2022-03-26,2023-03-27,2022-12-23 09:04,半期報告書（内国投資信託受益証券）－第3期(令和4年3月26日－令和5年3月27日),,,,,,,0,0,0,1,1,0,0
61,S100POBG,E06433,,3010001034076,東京海上アセットマネジメント株式会社,G07915,030,04A000,030,,,2022-12-23 09:04,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
62,S100PUSK,E04848,96990,8120001086432,西尾レントオール株式会社,,010,053000,180,,,2022-12-23 09:04,臨時報告書,,,,第19条第2項第9号の2,,,0,0,0,1,1,0,0
63,S100PRJ7,E09666,,9010001062807,アムンディ・ジャパン株式会社,G14089,030,04A000,030,,,2022-12-23 09:05,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
64,S100PBVF,E12430,,8010401072159,日興アセットマネジメント株式会社,G03040,030,10A000,160,2022-03-26,2023-03-27,2022-12-23 09:05,半期報告書（内国投資信託受益証券）－第22期(令和4年3月26日－令和5年3月27日),,,,,,,0,0,0,1,1,0,0
65,S100POHW,E12460,,7010001054021,野村アセットマネジメント株式会社,G04357,030,07A000,120,2022-04-12,2022-10-11,2022-12-23 09:05,有価証券報告書（内国投資信託受益証券）－第35期(令和4年4月12日－令和4年10月11日),,,,,,,0,0,0,1,1,1,0
66,S100PS95,E08957,,4010401049128,三井住友ＤＳアセットマネジメント株式会社,G09018,030,995000,180,,,2022-12-23 09:05,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
67,S100PT92,E10677,,9010001021473,アセットマネジメントＯｎｅ株式会社,G13773,030,04A000,030,,,2022-12-23 09:05,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
68,S100PEPC,E12460,,7010001054021,野村アセットマネジメント株式会社,G03942,030,04A001,040,,,2022-12-23 09:05,訂正有価証券届出書（内国投資信託受益証券）,,,,,S100O3OO,,0,0,0,1,1,1,0
69,S100PMSQ,E11518,,9010001034450,三菱ＵＦＪ国際投信株式会社,G14131,030,10A000,160,2022-03-26,2023-03-27,2022-12-23 09:05,半期報告書（内国投資信託受益証券）－第2期(令和4年3月26日－令和5年3月27日),,,,,,,0,0,0,1,1,0,0
70,S100POBK,E06433,,3010001034076,東京海上アセットマネジメント株式会社,G07915,030,07A000,120,2022-03-24,2022-09-26,2022-12-23 09:05,有価証券報告書（内国投資信託受益証券）－第25期(令和4年3月24日－令和4年9月26日),,,,,,,0,0,0,1,1,1,0
71,S100PR1F,E06748,,2010001049257,大和アセットマネジメント株式会社,G08891,030,04A000,030,,,2022-12-23 09:05,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
72,S100P3XV,E04362,,7180001093548,中部国際空港株式会社,,010,050000,160,2022-04-01,2023-03-31,2022-12-23 09:06,半期報告書－第25期(令和4年4月1日－令和5年3月31日),,,,,,,0,0,0,1,1,0,0
73,S100PUTI,E04848,96990,8120001086432,西尾レントオール株式会社,,010,113001,090,,,2022-12-23 09:06,訂正発行登録書,,,,,S100P8E7,,0,0,0,0,1,0,0
74,S100PBVE,E12430,,8010401072159,日興アセットマネジメント株式会社,G03040,030,04A000,030,,,2022-12-23 09:06,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
75,S100PUR6,E24736,,,ウエスタン・アセット・マネジメント・カンパニー・リミテッド,G09143,030,04C001,040,,,2022-12-23 09:06,訂正有価証券届出書（外国投資信託受益証券）,,,,,S100P9ND,,0,0,0,0,1,0,0
76,S100PSLY,E04164,,4320001000062,大分交通株式会社,,010,050000,160,2022-04-01,2023-03-31,2022-12-23 09:06,半期報告書－第144期(令和4年4月1日－令和5年3月31日),,,,,,,0,0,0,1,1,0,0
77,S100POHY,E12460,,7010001054021,野村アセットマネジメント株式会社,G04357,030,04A001,040,,,2022-12-23 09:06,訂正有価証券届出書（内国投資信託受益証券）,,,,,S100O0F9,,0,0,0,1,1,0,0
78,S100PFDP,E11161,,5010701017007,スパークス・アセット・マネジメント株式会社,G06761,030,10A000,160,2022-03-29,2023-03-27,2022-12-23 09:06,半期報告書（内国投資信託受益証券）－第15期(令和4年3月29日－令和5年3月27日),,,,,,,0,0,0,1,1,0,0
79,S100PU1E,E01606,,5120101000824,旭精工株式会社,,010,050000,160,2022-04-01,2023-03-31,2022-12-23 09:06,半期報告書－第123期(令和4年4月1日－令和5年3月31日),,,,,,,0,0,0,1,1,0,0
80,S100PEPG,E12460,,7010001054021,野村アセットマネジメント株式会社,G07565,030,10A000,160,2022-04-13,2023-04-12,2022-12-23 09:06,半期報告書（内国投資信託受益証券）－第14期(令和4年4月13日－令和5年4月12日),,,,,,,0,0,0,1,1,0,0
81,S100PT91,E10677,,9010001021473,アセットマネジメントＯｎｅ株式会社,G13485,030,10A000,160,2022-03-26,2023-03-27,2022-12-23 09:06,半期報告書（内国投資信託受益証券）－第4期(令和4年3月26日－令和5年3月27日),,,,,,,0,0,0,1,1,0,0
82,S100PSVP,E08957,,4010401049128,三井住友ＤＳアセットマネジメント株式会社,G10064,030,995000,180,,,2022-12-23 09:06,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
83,S100PRO7,E09096,,9010001125976,ブラックロック・ジャパン株式会社,G07744,030,04A000,030,,,2022-12-23 09:06,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
84,S100PBVH,E12430,,8010401072159,日興アセットマネジメント株式会社,G03041,030,10A000,160,2022-03-26,2023-03-27,2022-12-23 09:06,半期報告書（内国投資信託受益証券）－第22期(令和4年3月26日－令和5年3月27日),,,,,,,0,0,0,1,1,0,0
85,S100PTMZ,E12481,,1010401025734,フィデリティ投信株式会社,G07313,030,04A000,030,,,2022-12-23 09:07,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
86,S100PSK2,E12492,,3010001124868,ＨＳＢＣアセットマネジメント株式会社,G14725,030,04A000,030,,,2022-12-23 09:07,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
87,S100PR1K,E06748,,2010001049257,大和アセットマネジメント株式会社,G11639,030,10A000,160,2022-04-01,2023-03-31,2022-12-23 09:07,半期報告書（内国投資信託受益証券）－第7期(令和4年4月1日－令和5年3月31日),,,,,,,0,0,0,1,1,0,0
88,S100P641,E12441,,3010001062358,岡三アセットマネジメント株式会社,G07207,030,07A000,120,2021-09-28,2022-09-26,2022-12-23 09:07,有価証券報告書（内国投資信託受益証券）－第14期(令和3年9月28日－令和4年9月26日),,,,,,,0,0,0,1,1,1,0
89,S100PUUX,E02562,,7010001012862,新生紙パルプ商事株式会社,,010,050000,160,2022-04-01,2023-03-31,2022-12-23 09:07,半期報告書－第163期(令和4年4月1日－令和5年3月31日),,,,,,,0,0,0,1,1,0,0
90,S100PT90,E10677,,9010001021473,アセットマネジメントＯｎｅ株式会社,G13485,030,04A000,030,,,2022-12-23 09:07,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
91,S100POI4,E12460,,7010001054021,野村アセットマネジメント株式会社,G11619,030,07A000,120,2022-03-24,2022-09-26,2022-12-23 09:07,有価証券報告書（内国投資信託受益証券）－第13期(令和4年3月24日－令和4年9月26日),,,,,,,0,0,0,1,1,1,0
92,S100PQIX,E11518,,9010001034450,三菱ＵＦＪ国際投信株式会社,G14131,030,04A001,040,,,2022-12-23 09:07,訂正有価証券届出書（内国投資信託受益証券）,,,,,S100O7H6,,0,0,0,1,1,0,0
93,S100PEPI,E12460,,7010001054021,野村アセットマネジメント株式会社,G07565,030,04A001,040,,,2022-12-23 09:07,訂正有価証券届出書（内国投資信託受益証券）,,,,,S100O6S0,,0,0,0,1,1,1,0
94,S100PNDE,E11518,,9010001034450,三菱ＵＦＪ国際投信株式会社,G14126,030,10A000,160,2022-03-26,2023-03-27,2022-12-23 09:07,半期報告書（内国投資信託受益証券）－第2期(令和4年3月26日－令和5年3月27日),,,,,,,0,0,0,1,1,0,0
95,S100PTJZ,E10439,,4010001027269,ピクテ・ジャパン株式会社,G05191,030,995000,180,,,2022-12-23 09:07,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
96,S100PBVG,E12430,,8010401072159,日興アセットマネジメント株式会社,G03041,030,04A000,030,,,2022-12-23 09:07,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
97,S100PPHK,E08957,,4010401049128,三井住友ＤＳアセットマネジメント株式会社,G13884,030,995000,180,,,2022-12-23 09:07,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
98,S100PT8U,E10677,,9010001021473,アセットマネジメントＯｎｅ株式会社,G13477,030,10A000,160,2022-03-26,2023-03-27,2022-12-23 09:08,半期報告書（内国投資信託受益証券）－第4期(令和4年3月26日－令和5年3月27日),,,,,,,0,0,0,1,1,0,0
99,S100PTK4,E10439,,4010001027269,ピクテ・ジャパン株式会社,G06955,030,995000,180,,,2022-12-23 09:08,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
100,S100PR1O,E06748,,2010001049257,大和アセットマネジメント株式会社,G11639,030,04A000,030,,,2022-12-23 09:08,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
101,S100POVN,E12460,,7010001054021,野村アセットマネジメント株式会社,G11425,030,04A000,030,,,2022-12-23 09:08,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
102,S100PBVJ,E12430,,8010401072159,日興アセットマネジメント株式会社,G03042,030,10A000,160,2022-03-26,2023-03-27,2022-12-23 09:08,半期報告書（内国投資信託受益証券）－第22期(令和4年3月26日－令和5年3月27日),,,,,,,0,0,0,1,1,0,0
103,S100PTLV,E04630,,6030001089545,株式会社飯能ゴルフ倶楽部,,010,050000,160,2022-04-01,2023-03-31,2022-12-23 09:08,半期報告書－第65期(令和4年4月1日－令和5年3月31日),,,,,,,0,0,0,1,1,0,0
104,S100PNDH,E11518,,9010001034450,三菱ＵＦＪ国際投信株式会社,G14126,030,04A001,040,,,2022-12-23 09:08,訂正有価証券届出書（内国投資信託受益証券）,,,,,S100O7UF,,0,0,0,1,1,0,0
105,S100PEPP,E12460,,7010001054021,野村アセットマネジメント株式会社,G08937,030,07A000,120,2022-03-24,2022-09-26,2022-12-23 09:08,有価証券報告書（内国投資信託受益証券）－第20期(令和4年3月24日－令和4年9月26日),,,,,,,0,0,0,1,1,1,0
106,S100PT8S,E10677,,9010001021473,アセットマネジメントＯｎｅ株式会社,G13477,030,04A000,030,,,2022-12-23 09:08,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
107,S100PUS4,E24736,,,ウエスタン・アセット・マネジメント・カンパニー・リミテッド,G08089,030,10C000,160,2022-04-01,2023-03-31,2022-12-23 09:09,半期報告書（外国投資信託受益証券）－第13期(令和4年4月1日－令和5年3月31日),,,,,,,0,0,0,0,1,1,0
108,S100PJM8,E11518,,9010001034450,三菱ＵＦＪ国際投信株式会社,G14124,030,10A000,160,2022-03-26,2023-03-27,2022-12-23 09:09,半期報告書（内国投資信託受益証券）－第2期(令和4年3月26日－令和5年3月27日),,,,,,,0,0,0,1,1,0,0
109,S100PUV1,E01034,49580,2010001063068,長谷川香料株式会社,,010,030000,120,2021-10-01,2022-09-30,2022-12-23 09:09,有価証券報告書－第61期(令和3年10月1日－令和4年9月30日),,,,,,,0,0,0,1,1,1,0
110,S100PTYV,E06748,,2010001049257,大和アセットマネジメント株式会社,G14388,030,995000,180,,,2022-12-23 09:09,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
111,S100PBVI,E12430,,8010401072159,日興アセットマネジメント株式会社,G03042,030,04A000,030,,,2022-12-23 09:09,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
112,S100PT8G,E10677,,9010001021473,アセットマネジメントＯｎｅ株式会社,G12062,030,10A000,160,2022-03-24,2023-03-23,2022-12-23 09:09,半期報告書（内国投資信託受益証券）－第9期(令和4年3月24日－令和5年3月23日),,,,,,,0,0,0,1,1,0,0
113,S100PO56,E11518,,9010001034450,三菱ＵＦＪ国際投信株式会社,G14127,030,10A000,160,2022-03-26,2023-03-27,2022-12-23 09:09,半期報告書（内国投資信託受益証券）－第2期(令和4年3月26日－令和5年3月27日),,,,,,,0,0,0,1,1,0,0
114,S100POVL,E12460,,7010001054021,野村アセットマネジメント株式会社,G11425,030,07A000,120,2022-03-29,2022-09-27,2022-12-23 09:09,有価証券報告書（内国投資信託受益証券）－第14期(令和4年3月29日－令和4年9月27日),,,,,,,0,0,0,1,1,1,0
115,S100PQAR,E11518,,9010001034450,三菱ＵＦＪ国際投信株式会社,G14124,030,04A001,040,,,2022-12-23 09:09,訂正有価証券届出書（内国投資信託受益証券）,,,,,S100O7RY,,0,0,0,1,1,0,0
