seqNumber,docID,edinetCode,secCode,JCN,filerName,fundCode,ordinanceCode,formCode,docTypeCode,periodStart,periodEnd,submitDateTime,docDescription,issuerEdinetCode,subjectEdinetCode,subsidiaryEdinetCode,currentReportReason,parentDocID,opeDateTime,withdrawalStatus,docInfoEditStatus,disclosureStatus,xbrlFlag,pdfFlag,attachDocFlag,englishDocFlag,csvFlag,legalStatus
1,S100YAJ2,E12448,,8010401040306,明治安田アセットマネジメント株式会社,G03455,030,07A000,120,2025-11-08,2026-05-07,2026-08-06 09:00,有価証券報告書（内国投資信託受益証券）－第47期(2025/11/08－2026/05/07),,,,,,,0,0,0,1,1,1,0,1,1
2,S100YU5R,E13447,,2010401045054,ＳＢＩアセットマネジメント株式会社,,060,030002,350,,,2026-08-06 09:00,変更報告書（特例対象株券等）,E01696,,,,,,0,0,0,1,1,1,0,1,1
3,S100YT49,E10677,,9010001021473,アセットマネジメントＯｎｅ株式会社,G11926,030,07A000,120,2025-05-09,2026-05-08,2026-08-06 09:00,有価証券報告書（内国投資信託受益証券）－第11期(2025/05/09－2026/05/08),,,,,,,0,0,0,1,1,1,0,1,1
4,S100YT8T,E39020,,1011001143471,株式会社ＤＯＥ５パーセント,,060,010002,350,,,2026-08-06 09:00,変更報告書,E01405,,,,,,0,0,0,1,1,1,0,1,1
5,S100YQZQ,E06479,,7010401061146,インベスコ・アセット・マネジメント株式会社,G07994,030,04A000,030,,,2026-08-06 09:00,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
6,S100YSMK,E10677,,9010001021473,アセットマネジメントＯｎｅ株式会社,G11865,030,07A000,120,2025-05-09,2026-05-08,2026-08-06 09:00,有価証券報告書（内国投資信託受益証券）－第19期(2025/05/09－2026/05/08),,,,,,,0,0,0,1,1,1,0,1,1
7,S100YUHI,E00373,22060,5120001049268,江崎グリコ株式会社,,010,043A00,160,2026-01-01,2026-12-31,2026-08-06 09:00,半期報告書－第122期(2026/01/01－2026/12/31),,,,,,,0,0,0,1,1,0,0,1,1
8,S100YADS,E30689,,4010001158535,あおぞら投信株式会社,G14579,030,10A000,160,2025-11-11,2026-11-10,2026-08-06 09:00,半期報告書（内国投資信託受益証券）－第5期(2025/11/11－2026/11/10),,,,,,,0,0,0,1,1,0,0,1,1
9,S100YAJ4,E12448,,8010401040306,明治安田アセットマネジメント株式会社,G03455,030,04A000,030,,,2026-08-06 09:00,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
10,S100YT46,E10677,,9010001021473,アセットマネジメントＯｎｅ株式会社,G11926,030,04A000,030,,,2026-08-06 09:01,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
11,S100YUHY,E00373,22060,5120001049268,江崎グリコ株式会社,,010,042000,135,,,2026-08-06 09:01,確認書,,,,,,,0,0,0,0,1,0,0,0,1
12,S100YQZU,E06479,,7010401061146,インベスコ・アセット・マネジメント株式会社,G07994,030,07A000,120,2025-11-11,2026-05-11,2026-08-06 09:01,有価証券報告書（内国投資信託受益証券）－第56期(2025/11/11－2026/05/11),,,,,,,0,0,0,1,1,1,0,1,1
