seqNumber,docID,edinetCode,secCode,JCN,filerName,fundCode,ordinanceCode,formCode,docTypeCode,periodStart,periodEnd,submitDateTime,docDescription,issuerEdinetCode,subjectEdinetCode,subsidiaryEdinetCode,currentReportReason,parentDocID,opeDateTime,withdrawalStatus,docInfoEditStatus,disclosureStatus,xbrlFlag,pdfFlag,attachDocFlag,englishDocFlag
1,S100PB7I,E12460,,7010001054021,野村アセットマネジメント株式会社,G12785,030,07A000,120,2022-03-08,2022-09-07,2022-11-30 09:00,有価証券報告書（内国投資信託受益証券）－第10期(令和4年3月8日－令和4年9月7日),,,,,,,0,0,0,1,1,1,0
2,S100PP6U,E14714,,2010001090483,キャピタル　アセットマネジメント株式会社,G10518,030,995000,180,,,2022-11-30 09:00,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
3,S100PPWC,E31732,61720,2011101057356,株式会社メタップス,,010,053000,180,,,2022-11-30 09:00,臨時報告書,,,,第19条第2項第4号,,,0,0,0,1,1,0,0
4,S100PO1S,E12430,,8010401072159,日興アセットマネジメント株式会社,G04276,030,995000,180,,,2022-11-30 09:01,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
5,S100PB7J,E12460,,7010001054021,野村アセットマネジメント株式会社,G12785,030,04A000,030,,,2022-11-30 09:01,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
6,S100PP1U,E10677,,9010001021473,アセットマネジメントＯｎｅ株式会社,G13120,030,995000,180,,,2022-11-30 09:01,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
7,S100PEQD,E12460,,7010001054021,野村アセットマネジメント株式会社,G12783,030,04A000,030,,,2022-11-30 09:01,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
8,S100PIOS,E06748,,2010001049257,大和アセットマネジメント株式会社,G11291,030,07A000,120,2022-03-08,2022-09-07,2022-11-30 09:01,有価証券報告書（内国投資信託受益証券）－第14期(令和4年3月8日－令和4年9月7日),,,,,,,0,0,0,1,1,1,0
9,S100POK8,E11518,,9010001034450,三菱ＵＦＪ国際投信株式会社,G03350,030,995000,180,,,2022-11-30 09:01,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
10,S100POO5,E14601,,2010401079382,ＰａｙＰａｙアセットマネジメント株式会社,G14062,030,10A000,160,2022-03-08,2023-03-06,2022-11-30 09:01,半期報告書（内国投資信託受益証券）－第2期(令和4年3月8日－令和5年3月6日),,,,,,,0,0,0,1,1,0,0
11,S100POAD,E12430,,8010401072159,日興アセットマネジメント株式会社,G04572,030,995000,180,,,2022-11-30 09:01,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
12,S100PESY,E08957,,4010401049128,三井住友ＤＳアセットマネジメント株式会社,G13353,030,10A000,160,2022-03-04,2023-03-03,2022-11-30 09:01,半期報告書（内国投資信託受益証券）－第7期(令和4年3月4日－令和5年3月3日),,,,,,,0,0,0,1,1,0,0
13,S100PB7P,E12460,,7010001054021,野村アセットマネジメント株式会社,G13039,030,07A000,120,2022-03-08,2022-09-07,2022-11-30 09:02,有価証券報告書（内国投資信託受益証券）－第9期(令和4年3月8日－令和4年9月7日),,,,,,,0,0,0,1,1,1,0
