seqNumber,docID,edinetCode,secCode,JCN,filerName,fundCode,ordinanceCode,formCode,docTypeCode,periodStart,periodEnd,submitDateTime,docDescription,issuerEdinetCode,subjectEdinetCode,subsidiaryEdinetCode,currentReportReason,parentDocID,opeDateTime,withdrawalStatus,docInfoEditStatus,disclosureStatus,xbrlFlag,pdfFlag,attachDocFlag,englishDocFlag,csvFlag,legalStatus
1,S100XOGP,E12460,,7010001054021,野村アセットマネジメント株式会社,G11651,030,04A000,030,,,2026-04-20 09:00,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
2,S100XXOU,E12444,,8010001114914,三井住友トラスト・アセットマネジメント株式会社,G07361,030,07A000,120,2025-01-21,2026-01-20,2026-04-20 09:00,有価証券報告書（内国投資信託受益証券）－第17期(2025/01/21－2026/01/20),,,,,,,0,0,0,1,1,1,0,1,1
3,S100XY6T,E10677,,9010001021473,アセットマネジメントＯｎｅ株式会社,G11829,030,07A000,120,2025-07-23,2026-01-20,2026-04-20 09:00,有価証券報告書（内国投資信託受益証券）－第46期(2025/07/23－2026/01/20),,,,,,,0,0,0,1,1,1,0,1,1
4,S100XLHM,E15787,,1010701021680,楽天投信投資顧問株式会社,G09153,030,07A000,120,2025-01-21,2026-01-20,2026-04-20 09:00,有価証券報告書（内国投資信託受益証券）－第13期(2025/01/21－2026/01/20),,,,,,,0,0,0,1,1,1,0,1,1
5,S100XRBH,E10439,,4010001027269,ピクテ・ジャパン株式会社,G07367,030,04A000,030,,,2026-04-20 09:00,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
6,S100XY5F,E09666,,9010001062807,アムンディ・ジャパン株式会社,G08262,030,995000,180,,,2026-04-20 09:01,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0,1,1
7,S100XXX0,E06748,,2010001049257,大和アセットマネジメント株式会社,G07128,030,995000,180,,,2026-04-20 09:01,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0,1,1
8,S100XLHK,E15787,,1010701021680,楽天投信投資顧問株式会社,G09153,030,04A000,030,,,2026-04-20 09:01,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
9,S100XOGO,E12460,,7010001054021,野村アセットマネジメント株式会社,G11651,030,07A000,120,2025-07-23,2026-01-21,2026-04-20 09:01,有価証券報告書（内国投資信託受益証券）－第20期(2025/07/23－2026/01/21),,,,,,,0,0,0,1,1,1,0,1,1
10,S100XY6V,E10677,,9010001021473,アセットマネジメントＯｎｅ株式会社,G11829,030,04A000,030,,,2026-04-20 09:01,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
