seqNumber,docID,edinetCode,secCode,JCN,filerName,fundCode,ordinanceCode,formCode,docTypeCode,periodStart,periodEnd,submitDateTime,docDescription,issuerEdinetCode,subjectEdinetCode,subsidiaryEdinetCode,currentReportReason,parentDocID,opeDateTime,withdrawalStatus,docInfoEditStatus,disclosureStatus,xbrlFlag,pdfFlag,attachDocFlag,englishDocFlag
41,S100POKX,E08957,,4010401049128,三井住友ＤＳアセットマネジメント株式会社,G13885,030,04A000,030,,,2022-12-08 09:06,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
42,S100POAF,E06748,,2010001049257,大和アセットマネジメント株式会社,G03985,030,07A000,120,2022-03-16,2022-09-15,2022-12-08 09:06,有価証券報告書（内国投資信託受益証券）－第37期(令和4年3月16日－令和4年9月15日),,,,,,,0,0,0,1,1,1,0
43,S100PR7X,E03581,83700,9170001000916,株式会社紀陽銀行,,010,170000,220,,,2022-12-08 09:06,自己株券買付状況報告書（法２４条の６第１項に基づくもの）,,,,,,,0,0,0,1,1,0,0
44,S100PODN,E08957,,4010401049128,三井住友ＤＳアセットマネジメント株式会社,G12704,030,04A000,030,,,2022-12-08 09:06,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
45,S100PGUX,E12492,,3010001124868,ＨＳＢＣアセットマネジメント株式会社,G05519,030,07A000,120,2022-03-11,2022-09-12,2022-12-08 09:06,有価証券報告書（内国投資信託受益証券）－第30期(令和4年3月11日－令和4年9月12日),,,,,,,0,0,0,1,1,1,0
46,S100POAH,E06748,,2010001049257,大和アセットマネジメント株式会社,G03985,030,04A000,030,,,2022-12-08 09:07,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
47,S100PNVX,E12447,,9011301011486,朝日ライフ　アセットマネジメント株式会社,G07866,030,04A000,030,,,2022-12-08 09:07,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
48,S100POC4,E06748,,2010001049257,大和アセットマネジメント株式会社,G04442,030,07A000,120,2022-03-16,2022-09-15,2022-12-08 09:08,有価証券報告書（内国投資信託受益証券）－第35期(令和4年3月16日－令和4年9月15日),,,,,,,0,0,0,1,1,1,0
49,S100PGUZ,E12492,,3010001124868,ＨＳＢＣアセットマネジメント株式会社,G05519,030,04A000,030,,,2022-12-08 09:08,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
50,S100PR00,E06264,,6010001098507,ＪＰモルガン・アセット・マネジメント株式会社,G07674,030,04A001,040,,,2022-12-08 09:09,訂正有価証券届出書（内国投資信託受益証券）,,,,,S100O6ZJ,,0,0,0,1,1,1,0
51,S100PRJX,E34269,,,小松　匡,,060,090001,360,,,2022-12-08 09:09,訂正報告書（大量保有報告書・変更報告書）,E34091,,,,S100PRBV,,0,0,0,1,1,0,0
52,S100POC5,E06748,,2010001049257,大和アセットマネジメント株式会社,G04442,030,04A000,030,,,2022-12-08 09:09,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
53,S100PQNI,E12480,,7010001010313,アライアンス・バーンスタイン株式会社,G10536,030,995000,180,,,2022-12-08 09:09,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
54,S100PQZY,E06264,,6010001098507,ＪＰモルガン・アセット・マネジメント株式会社,G07674,030,07A000,120,2022-03-12,2022-09-12,2022-12-08 09:09,有価証券報告書（内国投資信託受益証券）－第26期(令和4年3月12日－令和4年9月12日),,,,,,,0,0,0,1,1,1,0
55,S100PODR,E08957,,4010401049128,三井住友ＤＳアセットマネジメント株式会社,G12704,030,07A000,120,2021-09-11,2022-09-12,2022-12-08 09:09,有価証券報告書（内国投資信託受益証券）－第5期(令和3年9月11日－令和4年9月12日),,,,,,,0,0,0,1,1,1,0
56,S100PETG,E08957,,4010401049128,三井住友ＤＳアセットマネジメント株式会社,G13263,030,07A000,120,2022-03-15,2022-09-14,2022-12-08 09:10,有価証券報告書（内国投資信託受益証券）－第50期(令和4年3月15日－令和4年9月14日),,,,,,,0,0,0,1,1,1,0
57,S100PN14,E12444,,8010001114914,三井住友トラスト・アセットマネジメント株式会社,G10560,030,04A000,030,,,2022-12-08 09:10,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
58,S100POAO,E06748,,2010001049257,大和アセットマネジメント株式会社,G04975,030,07A000,120,2022-03-16,2022-09-15,2022-12-08 09:10,有価証券報告書（内国投資信託受益証券）－第33期(令和4年3月16日－令和4年9月15日),,,,,,,0,0,0,1,1,1,0
59,S100PQZ5,E06264,,6010001098507,ＪＰモルガン・アセット・マネジメント株式会社,G13002,030,04A001,040,,,2022-12-08 09:10,訂正有価証券届出書（内国投資信託受益証券）,,,,,S100O6ZP,,0,0,0,1,1,1,0
60,S100PRNM,E01659,59460,8250001005924,株式会社長府製作所,,010,170000,220,,,2022-12-08 09:11,自己株券買付状況報告書（法２４条の６第１項に基づくもの）,,,,,,,0,0,0,1,1,0,0
61,S100PQZ4,E06264,,6010001098507,ＪＰモルガン・アセット・マネジメント株式会社,G13002,030,10A000,160,2022-03-12,2023-03-13,2022-12-08 09:11,半期報告書（内国投資信託受益証券）－第5期(令和4年3月12日－令和5年3月13日),,,,,,,0,0,0,1,1,0,0
62,S100POAQ,E06748,,2010001049257,大和アセットマネジメント株式会社,G04975,030,04A000,030,,,2022-12-08 09:11,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
63,S100PETE,E08957,,4010401049128,三井住友ＤＳアセットマネジメント株式会社,G13263,030,04A000,030,,,2022-12-08 09:11,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
64,S100PO4U,E06748,,2010001049257,大和アセットマネジメント株式会社,G10161,030,07A000,120,2021-09-16,2022-09-15,2022-12-08 09:12,有価証券報告書（内国投資信託受益証券）－第9期(令和3年9月16日－令和4年9月15日),,,,,,,0,0,0,1,1,1,0
65,S100PA3P,E08957,,4010401049128,三井住友ＤＳアセットマネジメント株式会社,G13359,030,04A000,030,,,2022-12-08 09:12,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
66,S100PO1M,E06748,,2010001049257,大和アセットマネジメント株式会社,G10161,030,04A000,030,,,2022-12-08 09:13,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
67,S100PCGV,E08957,,4010401049128,三井住友ＤＳアセットマネジメント株式会社,G13281,030,07A000,120,2022-03-11,2022-09-12,2022-12-08 09:13,有価証券報告書（内国投資信託受益証券）－第32期(令和4年3月11日－令和4年9月12日),,,,,,,0,0,0,1,1,1,0
68,S100PCGU,E08957,,4010401049128,三井住友ＤＳアセットマネジメント株式会社,G13281,030,04A000,030,,,2022-12-08 09:14,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
69,S100PO6Z,E06748,,2010001049257,大和アセットマネジメント株式会社,G12213,030,07A000,120,2021-09-16,2022-09-15,2022-12-08 09:14,有価証券報告書（内国投資信託受益証券）－第6期(令和3年9月16日－令和4年9月15日),,,,,,,0,0,0,1,1,1,0
70,S100PA3Q,E08957,,4010401049128,三井住友ＤＳアセットマネジメント株式会社,G13359,030,07A000,120,2022-03-12,2022-09-12,2022-12-08 09:14,有価証券報告書（内国投資信託受益証券）－第10期(令和4年3月12日－令和4年9月12日),,,,,,,0,0,0,1,1,1,0
71,S100PO70,E06748,,2010001049257,大和アセットマネジメント株式会社,G12213,030,04A000,030,,,2022-12-08 09:15,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
72,S100PO1W,E06748,,2010001049257,大和アセットマネジメント株式会社,G12816,030,07A000,120,2021-09-16,2022-09-15,2022-12-08 09:16,有価証券報告書（内国投資信託受益証券）－第5期(令和3年9月16日－令和4年9月15日),,,,,,,0,0,0,1,1,1,0
73,S100P8Q8,E08957,,4010401049128,三井住友ＤＳアセットマネジメント株式会社,G13291,030,07A000,120,2021-09-11,2022-09-12,2022-12-08 09:16,有価証券報告書（内国投資信託受益証券）－第13期(令和3年9月11日－令和4年9月12日),,,,,,,0,0,0,1,1,1,0
74,S100PO1Y,E06748,,2010001049257,大和アセットマネジメント株式会社,G12816,030,04A000,030,,,2022-12-08 09:17,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
75,S100P8Q3,E08957,,4010401049128,三井住友ＤＳアセットマネジメント株式会社,G13291,030,04A000,030,,,2022-12-08 09:17,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
76,S100PQ4S,E10677,,9010001021473,アセットマネジメントＯｎｅ株式会社,G12010,030,07A000,120,2022-03-09,2022-09-08,2022-12-08 09:18,有価証券報告書（内国投資信託受益証券）－第29期(令和4年3月9日－令和4年9月8日),,,,,,,0,0,0,1,1,1,0
77,S100POM4,E06748,,2010001049257,大和アセットマネジメント株式会社,G14359,030,07A000,120,2022-03-16,2022-09-15,2022-12-08 09:18,有価証券報告書（内国投資信託受益証券）－第2期(令和4年3月16日－令和4年9月15日),,,,,,,0,0,0,1,1,1,0
78,S100PQ4R,E10677,,9010001021473,アセットマネジメントＯｎｅ株式会社,G12010,030,04A000,030,,,2022-12-08 09:18,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
79,S100POM6,E06748,,2010001049257,大和アセットマネジメント株式会社,G14359,030,04A000,030,,,2022-12-08 09:19,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
80,S100POMN,E06748,,2010001049257,大和アセットマネジメント株式会社,G14360,030,07A000,120,2022-03-16,2022-09-15,2022-12-08 09:20,有価証券報告書（内国投資信託受益証券）－第2期(令和4年3月16日－令和4年9月15日),,,,,,,0,0,0,1,1,1,0
81,S100POMP,E06748,,2010001049257,大和アセットマネジメント株式会社,G14360,030,04A000,030,,,2022-12-08 09:21,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
82,S100PRPB,E01663,63640,4110001016088,北越工業株式会社,,010,170000,220,,,2022-12-08 09:21,自己株券買付状況報告書（法２４条の６第１項に基づくもの）,,,,,,,0,0,0,1,1,0,0
83,S100PONF,E06748,,2010001049257,大和アセットマネジメント株式会社,G04123,030,07A000,120,2021-09-16,2022-09-15,2022-12-08 09:22,有価証券報告書（内国投資信託受益証券）－第18期(令和3年9月16日－令和4年9月15日),,,,,,,0,0,0,1,1,1,0
84,S100PONH,E06748,,2010001049257,大和アセットマネジメント株式会社,G04123,030,04A000,030,,,2022-12-08 09:23,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
85,S100POMF,E06748,,2010001049257,大和アセットマネジメント株式会社,G11461,030,07A000,120,2021-09-16,2022-09-15,2022-12-08 09:24,有価証券報告書（内国投資信託受益証券）－第7期(令和3年9月16日－令和4年9月15日),,,,,,,0,0,0,1,1,1,0
86,S100POMG,E06748,,2010001049257,大和アセットマネジメント株式会社,G11461,030,04A000,030,,,2022-12-08 09:25,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
87,S100POML,E06748,,2010001049257,大和アセットマネジメント株式会社,G14320,030,07A000,120,2021-10-01,2022-09-15,2022-12-08 09:26,有価証券報告書（内国投資信託受益証券）－第1期(令和3年10月1日－令和4年9月15日),,,,,,,0,0,0,1,1,1,0
88,S100POMO,E06748,,2010001049257,大和アセットマネジメント株式会社,G14320,030,04A000,030,,,2022-12-08 09:26,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
89,S100POMR,E06748,,2010001049257,大和アセットマネジメント株式会社,G05395,030,07A000,120,2022-03-16,2022-09-15,2022-12-08 09:27,有価証券報告書（内国投資信託受益証券）－第31期(令和4年3月16日－令和4年9月15日),,,,,,,0,0,0,1,1,1,0
90,S100POMS,E06748,,2010001049257,大和アセットマネジメント株式会社,G05395,030,04A000,030,,,2022-12-08 09:28,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
91,S100POQT,E06748,,2010001049257,大和アセットマネジメント株式会社,G03986,030,07A000,120,2022-03-16,2022-09-15,2022-12-08 09:31,有価証券報告書（内国投資信託受益証券）－第37期(令和4年3月16日－令和4年9月15日),,,,,,,0,0,0,1,1,1,0
92,S100POQV,E06748,,2010001049257,大和アセットマネジメント株式会社,G03986,030,04A000,030,,,2022-12-08 09:31,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
93,S100PORK,E06748,,2010001049257,大和アセットマネジメント株式会社,G10092,030,07A000,120,2021-09-16,2022-09-15,2022-12-08 09:32,有価証券報告書（内国投資信託受益証券）－第9期(令和3年9月16日－令和4年9月15日),,,,,,,0,0,0,1,1,1,0
94,S100PORL,E06748,,2010001049257,大和アセットマネジメント株式会社,G10092,030,04A000,030,,,2022-12-08 09:33,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
95,S100PRI1,E05354,23740,5010001078518,セントケア・ホールディング株式会社,,010,170000,220,,,2022-12-08 09:33,自己株券買付状況報告書（法２４条の６第１項に基づくもの）,,,,,,,0,0,0,1,1,0,0
96,S100PR4B,E03587,83880,5480001000070,株式会社阿波銀行,,010,170000,220,,,2022-12-08 09:33,自己株券買付状況報告書（法２４条の６第１項に基づくもの）,,,,,,,0,0,0,1,1,0,0
97,S100POUI,E06748,,2010001049257,大和アセットマネジメント株式会社,G09438,030,07A000,120,2021-09-18,2022-09-20,2022-12-08 09:34,有価証券報告書（内国投資信託受益証券）－第9期(令和3年9月18日－令和4年9月20日),,,,,,,0,0,0,1,1,1,0
98,S100POUJ,E06748,,2010001049257,大和アセットマネジメント株式会社,G09438,030,04A000,030,,,2022-12-08 09:35,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
99,S100PPDA,E06748,,2010001049257,大和アセットマネジメント株式会社,G13595,030,995000,180,,,2022-12-08 09:36,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
100,S100PPDB,E06748,,2010001049257,大和アセットマネジメント株式会社,G13878,030,995000,180,,,2022-12-08 09:37,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
101,S100PRQ3,E04145,,3010601023924,東京臨海高速鉄道株式会社,,010,113001,090,,,2022-12-08 09:39,訂正発行登録書,,,,,S100MISE,,0,0,0,0,1,0,0
102,S100PRQ0,E38202,,2220001020849,ダイワ通信株式会社,,010,024001,040,,,2022-12-08 10:00,訂正有価証券届出書（新規公開時）,,,,,S100PO6S,,0,0,0,1,1,1,0
103,S100PQFW,E01650,64570,5140001058614,グローリー株式会社,,010,170000,220,,,2022-12-08 10:02,自己株券買付状況報告書（法２４条の６第１項に基づくもの）,,,,,,,0,0,0,1,1,0,0
104,S100PRQA,E03576,83690,9130001000028,株式会社京都銀行,,010,170000,220,,,2022-12-08 10:04,自己株券買付状況報告書（法２４条の６第１項に基づくもの）,,,,,,,0,0,0,1,1,0,0
105,S100PRQG,E03646,71840,8230001002106,株式会社　富山第一銀行,,010,170000,220,,,2022-12-08 10:06,自己株券買付状況報告書（法２４条の６第１項に基づくもの）,,,,,,,0,0,0,1,1,0,0
106,S100PRNV,E00695,79140,8010001002136,共同印刷株式会社,,010,170000,220,,,2022-12-08 10:07,自己株券買付状況報告書（法２４条の６第１項に基づくもの）,,,,,,,0,0,0,1,1,0,0
107,S100PRAP,E31552,,,中島　諒子,,060,090001,360,,,2022-12-08 10:10,訂正報告書（大量保有報告書・変更報告書）,E31379,,,,S100LE7X,,0,0,0,1,1,1,0
108,S100PR9W,E31552,,,中島　諒子,,060,090001,360,,,2022-12-08 10:11,訂正報告書（大量保有報告書・変更報告書）,E31379,,,,S100CPO4,,0,0,0,1,1,1,0
109,S100PQRC,E31552,,,中島　諒子,,060,010002,350,,,2022-12-08 10:11,変更報告書,E31379,,,,,,0,0,0,1,1,1,0
110,S100PQR8,E31552,,,中島　諒子,,060,010002,350,,,2022-12-08 10:12,変更報告書,E31379,,,,,,0,0,0,1,1,1,0
111,S100PQR7,E31555,,,中島　義兼,,060,010002,350,,,2022-12-08 10:12,変更報告書,E31379,,,,,,0,0,0,1,1,1,0
112,S100PQRB,E31555,,,中島　義兼,,060,010002,350,,,2022-12-08 10:13,変更報告書,E31379,,,,,,0,0,0,1,1,1,0
113,S100PQRD,E31555,,,中島　義兼,,060,010002,350,,,2022-12-08 10:13,変更報告書,E31379,,,,,,0,0,0,1,1,1,0
114,S100PQRE,E31555,,,中島　義兼,,060,010002,350,,,2022-12-08 10:14,変更報告書,E31379,,,,,,0,0,0,1,1,1,0
115,S100PPAP,E31555,,,中島　義兼,,060,010002,350,,,2022-12-08 10:14,変更報告書,E31379,,,,,,0,0,0,1,1,1,0
116,S100PR8Q,E31555,,,中島　義兼,,060,090001,360,,,2022-12-08 10:15,訂正報告書（大量保有報告書・変更報告書）,E31379,,,,S100CPN0,,0,0,0,1,1,1,0
117,S100PR9O,E31555,,,中島　義兼,,060,090001,360,,,2022-12-08 10:15,訂正報告書（大量保有報告書・変更報告書）,E31379,,,,S100CQQ6,,0,0,0,1,1,1,0
118,S100PR9R,E31555,,,中島　義兼,,060,090001,360,,,2022-12-08 10:16,訂正報告書（大量保有報告書・変更報告書）,E31379,,,,S100CVUF,,0,0,0,1,1,1,0
119,S100PRQB,E04869,96580,3010401088688,株式会社ビジネスブレイン太田昭和,,010,170000,220,,,2022-12-08 10:22,自己株券買付状況報告書（法２４条の６第１項に基づくもの）,,,,,,,0,0,0,1,1,0,0
120,S100PRQF,E38211,,,青柳　和洋,,060,010002,350,,,2022-12-08 10:22,変更報告書,E03451,,,,S100PHXP,,0,0,0,1,1,0,0
121,S100PRIA,E04804,97440,1180001027412,株式会社メイテック,,010,170000,220,,,2022-12-08 10:30,自己株券買付状況報告書（法２４条の６第１項に基づくもの）,,,,,,,0,0,0,1,1,0,0
122,S100PRPT,E00820,42040,1120001059650,積水化学工業株式会社,,010,170000,220,,,2022-12-08 10:46,自己株券買付状況報告書（法２４条の６第１項に基づくもの）,,,,,,,0,0,0,1,1,0,0
