seqNumber,docID,edinetCode,secCode,JCN,filerName,fundCode,ordinanceCode,formCode,docTypeCode,periodStart,periodEnd,submitDateTime,docDescription,issuerEdinetCode,subjectEdinetCode,subsidiaryEdinetCode,currentReportReason,parentDocID,opeDateTime,withdrawalStatus,docInfoEditStatus,disclosureStatus,xbrlFlag,pdfFlag,attachDocFlag,englishDocFlag
11,S100PBJH,E12460,,7010001054021,野村アセットマネジメント株式会社,G05133,030,04A001,040,,,2022-11-24 09:01,訂正有価証券届出書（内国投資信託受益証券）,,,,,S100NXZ1,,0,0,0,1,1,0,0
12,S100PHD5,E08957,,4010401049128,三井住友ＤＳアセットマネジメント株式会社,G08455,030,07A000,120,2022-03-01,2022-08-29,2022-11-24 09:02,有価証券報告書（内国投資信託受益証券）－第22期(令和4年3月1日－令和4年8月29日),,,,,,,0,0,0,1,1,1,0
13,S100PGR0,E12447,,9011301011486,朝日ライフ　アセットマネジメント株式会社,G14303,030,10A000,160,2022-02-26,2023-02-27,2022-11-24 09:02,半期報告書（内国投資信託受益証券）－第2期(令和4年2月26日－令和5年2月27日),,,,,,,0,0,0,1,1,0,0
14,S100PBSF,E11518,,9010001034450,三菱ＵＦＪ国際投信株式会社,G11040,030,10A000,160,2022-02-26,2023-02-27,2022-11-24 09:02,半期報告書（内国投資信託受益証券）－第23期(令和4年2月26日－令和5年2月27日),,,,,,,0,0,0,1,1,0,0
15,S100PBPC,E08957,,4010401049128,三井住友ＤＳアセットマネジメント株式会社,G10278,030,995000,180,,,2022-11-24 09:02,臨時報告書（内国特定有価証券）,,,,第29条第2項第14号,,,0,0,0,1,1,0,0
16,S100PNMQ,E12448,,8010401040306,明治安田アセットマネジメント株式会社,G13972,030,995000,180,,,2022-11-24 09:02,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
17,S100PBJG,E12460,,7010001054021,野村アセットマネジメント株式会社,G05133,030,10A000,160,2022-03-01,2023-02-27,2022-11-24 09:02,半期報告書（内国投資信託受益証券）－第17期(令和4年3月1日－令和5年2月27日),,,,,,,0,0,0,1,1,0,0
18,S100PAZA,E12460,,7010001054021,野村アセットマネジメント株式会社,G03086,030,07A000,120,2021-08-31,2022-08-29,2022-11-24 09:02,有価証券報告書（内国投資信託受益証券）－第21期(令和3年8月31日－令和4年8月29日),,,,,,,0,0,0,1,1,1,0
19,S100POJI,E05097,47650,9010401049949,モーニングスター株式会社,,010,053000,180,,,2022-11-24 09:02,臨時報告書,,,,第19条第2項第3号,,,0,0,0,1,1,0,0
20,S100POAJ,E06234,,9010401034513,タワー投資顧問株式会社,,060,010002,350,,,2022-11-24 09:02,変更報告書,E00442,,,,S100L5IW,,0,0,0,1,1,0,0
21,S100PNQT,E14601,,2010401079382,ＰａｙＰａｙアセットマネジメント株式会社,G13514,030,04A000,030,,,2022-11-24 09:03,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
22,S100PBSH,E11518,,9010001034450,三菱ＵＦＪ国際投信株式会社,G11040,030,04A001,040,,,2022-11-24 09:03,訂正有価証券届出書（内国投資信託受益証券）,,,,,S100NZC8,,0,0,0,1,1,0,0
23,S100PDWH,E12460,,7010001054021,野村アセットマネジメント株式会社,G03087,030,07A000,120,2021-08-31,2022-08-29,2022-11-24 09:03,有価証券報告書（内国投資信託受益証券）－第21期(令和3年8月31日－令和4年8月29日),,,,,,,0,0,0,1,1,1,0
24,S100P8HG,E08957,,4010401049128,三井住友ＤＳアセットマネジメント株式会社,G10278,030,10A000,160,2022-03-01,2023-02-27,2022-11-24 09:03,半期報告書（内国投資信託受益証券）－第9期(令和4年3月1日－令和5年2月27日),,,,,,,0,0,0,1,1,0,0
25,S100PBK0,E12460,,7010001054021,野村アセットマネジメント株式会社,G03085,030,04A000,030,,,2022-11-24 09:03,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
26,S100PNMW,E13447,,2010401045054,ＳＢＩアセットマネジメント株式会社,G14599,030,995000,180,,,2022-11-24 09:03,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
27,S100PHD2,E08957,,4010401049128,三井住友ＤＳアセットマネジメント株式会社,G08455,030,04A000,030,,,2022-11-24 09:03,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
28,S100PHB9,E08957,,4010401049128,三井住友ＤＳアセットマネジメント株式会社,G09097,030,07A000,120,2022-03-01,2022-08-31,2022-11-24 09:03,有価証券報告書（内国投資信託受益証券）－第43期(令和4年3月1日－令和4年8月31日),,,,,,,0,0,0,1,1,1,0
29,S100P8HH,E08957,,4010401049128,三井住友ＤＳアセットマネジメント株式会社,G10278,030,04A000,030,,,2022-11-24 09:03,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
30,S100PAZF,E12460,,7010001054021,野村アセットマネジメント株式会社,G03086,030,04A000,030,,,2022-11-24 09:03,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
31,S100PBJY,E12460,,7010001054021,野村アセットマネジメント株式会社,G03085,030,07A000,120,2021-08-31,2022-08-29,2022-11-24 09:03,有価証券報告書（内国投資信託受益証券）－第21期(令和3年8月31日－令和4年8月29日),,,,,,,0,0,0,1,1,1,0
32,S100PCA6,E12441,,3010001062358,岡三アセットマネジメント株式会社,G03752,030,995000,180,,,2022-11-24 09:03,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
33,S100PNB3,E06433,,3010001034076,東京海上アセットマネジメント株式会社,G13958,030,995000,180,,,2022-11-24 09:04,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
34,S100PADL,E12460,,7010001054021,野村アセットマネジメント株式会社,G03084,030,04A000,030,,,2022-11-24 09:04,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
35,S100PEB7,E12460,,7010001054021,野村アセットマネジメント株式会社,G03091,030,10A000,160,2022-03-01,2023-02-27,2022-11-24 09:04,半期報告書（内国投資信託受益証券）－第22期(令和4年3月1日－令和5年2月27日),,,,,,,0,0,0,1,1,0,0
36,S100PDSY,E12460,,7010001054021,野村アセットマネジメント株式会社,G08170,030,995000,180,,,2022-11-24 09:04,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
37,S100P8HC,E08957,,4010401049128,三井住友ＤＳアセットマネジメント株式会社,G12752,030,10A000,160,2022-03-01,2023-02-27,2022-11-24 09:04,半期報告書（内国投資信託受益証券）－第6期(令和4年3月1日－令和5年2月27日),,,,,,,0,0,0,1,1,0,0
38,S100PADJ,E12460,,7010001054021,野村アセットマネジメント株式会社,G03084,030,07A000,120,2021-08-31,2022-08-29,2022-11-24 09:04,有価証券報告書（内国投資信託受益証券）－第21期(令和3年8月31日－令和4年8月29日),,,,,,,0,0,0,1,1,1,0
39,S100PGRC,E12447,,9011301011486,朝日ライフ　アセットマネジメント株式会社,G14303,030,04A000,030,,,2022-11-24 09:05,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
40,S100PDSZ,E12460,,7010001054021,野村アセットマネジメント株式会社,G08435,030,995000,180,,,2022-11-24 09:05,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
41,S100PERQ,E12492,,3010001124868,ＨＳＢＣアセットマネジメント株式会社,G04578,030,04A001,040,,,2022-11-24 09:05,訂正有価証券届出書（内国投資信託受益証券）,,,,,S100O8MY,,0,0,0,1,1,1,0
42,S100PESW,E08957,,4010401049128,三井住友ＤＳアセットマネジメント株式会社,G11548,030,04A000,030,,,2022-11-24 09:05,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
43,S100PADY,E12460,,7010001054021,野村アセットマネジメント株式会社,G03088,030,04A000,030,,,2022-11-24 09:05,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
44,S100PN7B,E10677,,9010001021473,アセットマネジメントＯｎｅ株式会社,G11819,030,04A000,030,,,2022-11-24 09:05,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
45,S100PIBU,E12480,,7010001010313,アライアンス・バーンスタイン株式会社,G13993,030,10A000,160,2022-02-26,2023-02-27,2022-11-24 09:05,半期報告書（内国投資信託受益証券）－第2期(令和4年2月26日－令和5年2月27日),,,,,,,0,0,0,1,1,0,0
46,S100PEB8,E12460,,7010001054021,野村アセットマネジメント株式会社,G03091,030,04A001,040,,,2022-11-24 09:05,訂正有価証券届出書（内国投資信託受益証券）,,,,,S100NTYE,,0,0,0,1,1,0,0
47,S100PADX,E12460,,7010001054021,野村アセットマネジメント株式会社,G03088,030,07A000,120,2021-08-31,2022-08-29,2022-11-24 09:06,有価証券報告書（内国投資信託受益証券）－第21期(令和3年8月31日－令和4年8月29日),,,,,,,0,0,0,1,1,1,0
48,S100P8HD,E08957,,4010401049128,三井住友ＤＳアセットマネジメント株式会社,G12752,030,04A000,030,,,2022-11-24 09:06,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
49,S100PDT2,E12460,,7010001054021,野村アセットマネジメント株式会社,G10537,030,995000,180,,,2022-11-24 09:06,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
50,S100PJJZ,E06479,,7010401061146,インベスコ・アセット・マネジメント株式会社,G02044,030,04A000,030,,,2022-11-24 09:06,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
51,S100POEK,E00722,78700,2220001005602,福島印刷株式会社,,010,053000,180,,,2022-11-24 09:06,臨時報告書,,,,第19条第2項第9号の2,,,0,0,0,1,1,0,0
52,S100PAEP,E12460,,7010001054021,野村アセットマネジメント株式会社,G04093,030,04A000,030,,,2022-11-24 09:06,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
53,S100PNDP,E10439,,4010001027269,ピクテ・ジャパン株式会社,G03447,030,995000,180,,,2022-11-24 09:06,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
54,S100PDT3,E12460,,7010001054021,野村アセットマネジメント株式会社,G10573,030,995000,180,,,2022-11-24 09:06,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
55,S100PEI2,E12460,,7010001054021,野村アセットマネジメント株式会社,G02944,030,04A000,030,,,2022-11-24 09:07,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
56,S100PG8V,E12492,,3010001124868,ＨＳＢＣアセットマネジメント株式会社,G04984,030,04A001,040,,,2022-11-24 09:07,訂正有価証券届出書（内国投資信託受益証券）,,,,,S100P2CH,,0,0,0,1,1,1,0
57,S100PESV,E08957,,4010401049128,三井住友ＤＳアセットマネジメント株式会社,G11548,030,10A000,160,2022-03-01,2023-02-27,2022-11-24 09:07,半期報告書（内国投資信託受益証券）－第7期(令和4年3月1日－令和5年2月27日),,,,,,,0,0,0,1,1,0,0
58,S100PAEO,E12460,,7010001054021,野村アセットマネジメント株式会社,G04093,030,07A000,120,2022-03-01,2022-08-29,2022-11-24 09:07,有価証券報告書（内国投資信託受益証券）－第36期(令和4年3月1日－令和4年8月29日),,,,,,,0,0,0,1,1,1,0
59,S100PJK0,E06479,,7010401061146,インベスコ・アセット・マネジメント株式会社,G02044,030,07A000,120,2022-03-01,2022-08-29,2022-11-24 09:07,有価証券報告書（内国投資信託受益証券）－第52期(令和4年3月1日－令和4年8月29日),,,,,,,0,0,0,1,1,1,0
60,S100PDT7,E12460,,7010001054021,野村アセットマネジメント株式会社,G13706,030,995000,180,,,2022-11-24 09:07,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
61,S100PI12,E08957,,4010401049128,三井住友ＤＳアセットマネジメント株式会社,G11160,030,07A000,120,2022-03-01,2022-08-29,2022-11-24 09:08,有価証券報告書（内国投資信託受益証券）－第15期(令和4年3月1日－令和4年8月29日),,,,,,,0,0,0,1,1,1,0
62,S100PEI0,E12460,,7010001054021,野村アセットマネジメント株式会社,G02944,030,07A000,120,2021-08-31,2022-08-29,2022-11-24 09:08,有価証券報告書（内国投資信託受益証券）－第21期(令和3年8月31日－令和4年8月29日),,,,,,,0,0,0,1,1,1,0
63,S100PGKT,E12447,,9011301011486,朝日ライフ　アセットマネジメント株式会社,G14304,030,07A000,120,2022-02-26,2022-08-25,2022-11-24 09:08,有価証券報告書（内国投資信託受益証券）－第2期(令和4年2月26日－令和4年8月25日),,,,,,,0,0,0,1,1,1,0
64,S100PKTO,E12431,,3010001068479,ＢＮＰパリバ・アセットマネジメント株式会社,G05602,030,995000,180,,,2022-11-24 09:08,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
65,S100PNDN,E10439,,4010001027269,ピクテ・ジャパン株式会社,G03635,030,995000,180,,,2022-11-24 09:08,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
66,S100PNMZ,E00600,81270,3120001077584,ヤマトインターナショナル株式会社,,010,030000,120,2021-09-01,2022-08-31,2022-11-24 09:08,有価証券報告書－第76期(令和3年9月1日－令和4年8月31日),,,,,,,0,0,0,1,1,1,0
67,S100PDT8,E12460,,7010001054021,野村アセットマネジメント株式会社,G07059,030,995000,180,,,2022-11-24 09:08,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
68,S100PEP6,E12460,,7010001054021,野村アセットマネジメント株式会社,G04884,030,10A000,160,2022-03-01,2023-02-27,2022-11-24 09:09,半期報告書（内国投資信託受益証券）－第17期(令和4年3月1日－令和5年2月27日),,,,,,,0,0,0,1,1,0,0
69,S100PCA8,E12441,,3010001062358,岡三アセットマネジメント株式会社,G04356,030,995000,180,,,2022-11-24 09:09,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
70,S100PI1N,E08957,,4010401049128,三井住友ＤＳアセットマネジメント株式会社,G12316,030,04A000,030,,,2022-11-24 09:09,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
71,S100PI0Y,E08957,,4010401049128,三井住友ＤＳアセットマネジメント株式会社,G11160,030,04A000,030,,,2022-11-24 09:09,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
72,S100PDTA,E12460,,7010001054021,野村アセットマネジメント株式会社,G08451,030,995000,180,,,2022-11-24 09:09,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
73,S100P75Q,E13591,,1010001076871,新生インベストメント・マネジメント株式会社,G05527,030,07A000,120,2021-08-27,2022-08-26,2022-11-24 09:09,有価証券報告書（内国投資信託受益証券）－第15期(令和3年8月27日－令和4年8月26日),,,,,,,0,0,0,1,1,1,0
74,S100PEPT,E12460,,7010001054021,野村アセットマネジメント株式会社,G04884,030,04A001,040,,,2022-11-24 09:09,訂正有価証券届出書（内国投資信託受益証券）,,,,,S100NYF5,,0,0,0,1,1,0,0
75,S100PNDM,E10439,,4010001027269,ピクテ・ジャパン株式会社,G08302,030,995000,180,,,2022-11-24 09:10,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
76,S100P75P,E13591,,1010001076871,新生インベストメント・マネジメント株式会社,G05527,030,04A000,030,,,2022-11-24 09:10,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
77,S100PODU,E03556,83310,2040001000019,株式会社千葉銀行,,010,043000,140,2022-07-01,2022-09-30,2022-11-24 09:10,四半期報告書－第117期第2四半期(令和4年7月1日－令和4年9月30日),,,,,,,0,0,0,1,1,0,0
78,S100PDTC,E12460,,7010001054021,野村アセットマネジメント株式会社,G08562,030,995000,180,,,2022-11-24 09:10,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
79,S100POLY,E31382,45920,6010601044067,サンバイオ株式会社,,010,053000,180,,,2022-11-24 09:10,臨時報告書,,,,第19条第2項第4号,,,0,0,0,1,1,0,0
80,S100PNN4,E00600,81270,3120001077584,ヤマトインターナショナル株式会社,,015,010000,235,,,2022-11-24 09:10,内部統制報告書－第76期(令和3年9月1日－令和4年8月31日),,,,,,,0,0,0,1,1,0,0
81,S100PI1J,E08957,,4010401049128,三井住友ＤＳアセットマネジメント株式会社,G12316,030,10A000,160,2022-03-01,2023-02-27,2022-11-24 09:11,半期報告書（内国投資信託受益証券）－第7期(令和4年3月1日－令和5年2月27日),,,,,,,0,0,0,1,1,0,0
82,S100PGL6,E12447,,9011301011486,朝日ライフ　アセットマネジメント株式会社,G14304,030,04A000,030,,,2022-11-24 09:11,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
83,S100PODZ,E03556,83310,2040001000019,株式会社千葉銀行,,010,042000,135,,,2022-11-24 09:11,確認書,,,,,,,0,0,0,0,1,0,0
84,S100PNDL,E10439,,4010001027269,ピクテ・ジャパン株式会社,G08694,030,995000,180,,,2022-11-24 09:11,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
85,S100PDTD,E12460,,7010001054021,野村アセットマネジメント株式会社,G08626,030,995000,180,,,2022-11-24 09:11,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
86,S100PCA9,E12441,,3010001062358,岡三アセットマネジメント株式会社,G05492,030,995000,180,,,2022-11-24 09:11,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
87,S100PKS8,E15787,,1010701021680,楽天投信投資顧問株式会社,G13049,030,995000,180,,,2022-11-24 09:11,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
88,S100PNN1,E00600,81270,3120001077584,ヤマトインターナショナル株式会社,,010,042000,135,,,2022-11-24 09:12,確認書,,,,,,,0,0,0,0,1,0,0
89,S100PKN4,E15787,,1010701021680,楽天投信投資顧問株式会社,G13051,030,995000,180,,,2022-11-24 09:12,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
90,S100PDTF,E12460,,7010001054021,野村アセットマネジメント株式会社,G13395,030,995000,180,,,2022-11-24 09:12,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
91,S100P77H,E15787,,1010701021680,楽天投信投資顧問株式会社,G13568,030,07A000,120,2021-08-26,2022-08-25,2022-11-24 09:13,有価証券報告書（内国投資信託受益証券）－第3期(令和3年8月26日－令和4年8月25日),,,,,,,0,0,0,1,1,1,0
92,S100POFE,E13343,,8010001040648,ＢＮＹメロン・インベストメント・マネジメント・ジャパン株式会社,G14353,030,995000,180,,,2022-11-24 09:13,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
93,S100P77G,E15787,,1010701021680,楽天投信投資顧問株式会社,G13568,030,04A000,030,,,2022-11-24 09:14,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
94,S100P77J,E15787,,1010701021680,楽天投信投資顧問株式会社,G13904,030,07A000,120,2021-08-26,2022-08-25,2022-11-24 09:14,有価証券報告書（内国投資信託受益証券）－第2期(令和3年8月26日－令和4年8月25日),,,,,,,0,0,0,1,1,1,0
95,S100PNW5,E08707,,9011001026405,モルガン・スタンレー・インベストメント・マネジメント株式会社,G07032,030,995000,180,,,2022-11-24 09:15,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
96,S100P77I,E15787,,1010701021680,楽天投信投資顧問株式会社,G13904,030,04A000,030,,,2022-11-24 09:15,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
97,S100PD34,E11518,,9010001034450,三菱ＵＦＪ国際投信株式会社,G14052,030,10A000,160,2022-02-26,2023-02-27,2022-11-24 09:16,半期報告書（内国投資信託受益証券）－第2期(令和4年2月26日－令和5年2月27日),,,,,,,0,0,0,1,1,0,0
98,S100P77L,E15787,,1010701021680,楽天投信投資顧問株式会社,G14077,030,07A000,120,2021-08-26,2022-08-25,2022-11-24 09:16,有価証券報告書（内国投資信託受益証券）－第2期(令和3年8月26日－令和4年8月25日),,,,,,,0,0,0,1,1,1,0
99,S100P77K,E15787,,1010701021680,楽天投信投資顧問株式会社,G14077,030,04A000,030,,,2022-11-24 09:17,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
100,S100P77O,E15787,,1010701021680,楽天投信投資顧問株式会社,G14078,030,07A000,120,2021-08-26,2022-08-25,2022-11-24 09:18,有価証券報告書（内国投資信託受益証券）－第2期(令和3年8月26日－令和4年8月25日),,,,,,,0,0,0,1,1,1,0
101,S100PGQI,E11518,,9010001034450,三菱ＵＦＪ国際投信株式会社,G14052,030,04A001,040,,,2022-11-24 09:18,訂正有価証券届出書（内国投資信託受益証券）,,,,,S100NZDD,,0,0,0,1,1,0,0
102,S100PNFC,E06264,,6010001098507,ＪＰモルガン・アセット・マネジメント株式会社,G09164,030,04A001,040,,,2022-11-24 09:18,訂正有価証券届出書（内国投資信託受益証券）,,,,,S100O46A,,0,0,0,1,1,1,0
103,S100P77M,E15787,,1010701021680,楽天投信投資顧問株式会社,G14078,030,04A000,030,,,2022-11-24 09:18,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
104,S100PNFA,E06264,,6010001098507,ＪＰモルガン・アセット・マネジメント株式会社,G09164,030,07A000,120,2022-03-01,2022-08-26,2022-11-24 09:19,有価証券報告書（内国投資信託受益証券）－第19期(令和4年3月1日－令和4年8月26日),,,,,,,0,0,0,1,1,1,0
105,S100P77R,E15787,,1010701021680,楽天投信投資顧問株式会社,G14079,030,07A000,120,2021-08-26,2022-08-25,2022-11-24 09:19,有価証券報告書（内国投資信託受益証券）－第2期(令和3年8月26日－令和4年8月25日),,,,,,,0,0,0,1,1,1,0
106,S100P77P,E15787,,1010701021680,楽天投信投資顧問株式会社,G14079,030,04A000,030,,,2022-11-24 09:20,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
107,S100POE3,E03627,,2010001146005,三井住友信託銀行株式会社,G14431,030,09A000,120,2022-02-22,2022-09-07,2022-11-24 09:25,有価証券報告書（内国信託受益証券等）－第1期(令和4年2月22日－令和4年9月7日),,,,,,,0,0,0,1,1,1,0
108,S100PO3P,E04580,,3110001022475,株式会社コープビル,,010,050000,160,2022-03-01,2023-02-28,2022-11-24 09:26,半期報告書－第41期(令和4年3月1日－令和5年2月28日),,,,,,,0,0,0,1,1,0,0
109,S100PNY9,E03627,,2010001146005,三井住友信託銀行株式会社,G14429,030,09A000,120,2022-02-22,2022-09-07,2022-11-24 09:38,有価証券報告書（内国信託受益証券等）－第1期(令和4年2月22日－令和4年9月7日),,,,,,,0,0,0,1,1,1,0
110,S100POAL,E03248,74530,5013301012443,株式会社　良品計画,,010,053000,180,,,2022-11-24 09:38,臨時報告書,,,,第19条第2項第9号の2,,,0,0,0,1,1,0,0
111,S100POAI,E03248,74530,5013301012443,株式会社　良品計画,,010,042000,135,,,2022-11-24 09:44,確認書,,,,,,,0,0,0,0,1,0,0
112,S100POA3,E03248,74530,5013301012443,株式会社　良品計画,,010,030000,120,2021-09-01,2022-08-31,2022-11-24 09:46,有価証券報告書－第44期(令和3年9月1日－令和4年8月31日),,,,,,,0,0,0,1,1,1,0
113,S100POAA,E03248,74530,5013301012443,株式会社　良品計画,,015,010000,235,,,2022-11-24 09:47,内部統制報告書－第44期(令和3年9月1日－令和4年8月31日),,,,,,,0,0,0,1,1,0,0
114,S100POBP,E15296,,,ＵＢＳ（Ｌｕｘ）キー・セレクション・シキャブ,G06324,030,04D001,040,,,2022-11-24 09:56,訂正有価証券届出書（外国投資証券）,,,,,S100NR2Y,,0,0,0,0,1,0,0
115,S100POIU,E03652,85220,8180001036398,株式会社　名古屋銀行,,010,043000,140,2022-07-01,2022-09-30,2022-11-24 09:56,四半期報告書－第105期第2四半期(令和4年7月1日－令和4年9月30日),,,,,,,0,0,0,1,1,0,0
116,S100POIZ,E03652,85220,8180001036398,株式会社　名古屋銀行,,010,042000,135,,,2022-11-24 09:58,確認書,,,,,,,0,0,0,0,1,0,0
117,S100POBT,E15296,,,ＵＢＳ（Ｌｕｘ）キー・セレクション・シキャブ,G13012,030,04D001,040,,,2022-11-24 09:58,訂正有価証券届出書（外国投資証券）,,,,,S100NR4F,,0,0,0,0,1,0,0
118,S100POJ0,E01690,62890,5490001000359,株式会社技研製作所,,010,030000,120,2021-09-01,2022-08-31,2022-11-24 10:00,有価証券報告書－第41期(令和3年9月1日－令和4年8月31日),,,,,,,0,0,0,1,1,1,0
