seqNumber,docID,edinetCode,secCode,JCN,filerName,fundCode,ordinanceCode,formCode,docTypeCode,periodStart,periodEnd,submitDateTime,docDescription,issuerEdinetCode,subjectEdinetCode,subsidiaryEdinetCode,currentReportReason,parentDocID,opeDateTime,withdrawalStatus,docInfoEditStatus,disclosureStatus,xbrlFlag,pdfFlag,attachDocFlag,englishDocFlag,csvFlag,legalStatus
1,S100UTJU,E12425,,5010001048652,フランクリン・テンプルトン・ジャパン株式会社,G13581,030,995000,180,,,2024-12-03 09:00,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0,1,1
2,S100UU1N,E31678,,9010601038669,ちばぎんアセットマネジメント株式会社,G15258,030,995000,180,,,2024-12-03 09:00,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0,1,1
3,S100UULN,E13447,,2010401045054,ＳＢＩアセットマネジメント株式会社,G14784,030,995000,180,,,2024-12-03 09:00,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0,1,1
4,S100UTV0,E06748,,2010001049257,大和アセットマネジメント株式会社,G04559,030,07A000,120,2023-09-12,2024-09-10,2024-12-03 09:01,有価証券報告書（内国投資信託受益証券）－第19期(2023/09/12－2024/09/10),,,,,,,0,0,0,1,1,1,0,1,1
5,S100UTKG,E12473,,4010001031576,ＵＢＳアセット・マネジメント株式会社,G14158,030,995000,180,,,2024-12-03 09:01,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0,1,1
6,S100UTV1,E06748,,2010001049257,大和アセットマネジメント株式会社,G04559,030,04A000,030,,,2024-12-03 09:02,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
7,S100UVVJ,E15786,,2120001113885,株式会社パリミキアセットマネジメント,G06756,030,10A000,160,2024-03-05,2025-03-03,2024-12-03 09:03,半期報告書（内国投資信託受益証券）－第17期(2024/03/05－2025/03/03),,,,,,,0,0,0,1,1,0,0,1,1
8,S100UTVX,E06748,,2010001049257,大和アセットマネジメント株式会社,G04971,030,07A000,120,2024-03-12,2024-09-10,2024-12-03 09:03,有価証券報告書（内国投資信託受益証券）－第37期(2024/03/12－2024/09/10),,,,,,,0,0,0,1,1,1,0,1,1
9,S100UUFV,E26704,,6010001141324,カレラアセットマネジメント株式会社,G15148,030,995000,180,,,2024-12-03 09:03,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0,1,1
10,S100UU6Z,E15787,,1010701021680,楽天投信投資顧問株式会社,G15398,030,04A000,030,,,2024-12-03 09:03,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
