seqNumber,docID,edinetCode,secCode,JCN,filerName,fundCode,ordinanceCode,formCode,docTypeCode,periodStart,periodEnd,submitDateTime,docDescription,issuerEdinetCode,subjectEdinetCode,subsidiaryEdinetCode,currentReportReason,parentDocID,opeDateTime,withdrawalStatus,docInfoEditStatus,disclosureStatus,xbrlFlag,pdfFlag,attachDocFlag,englishDocFlag,csvFlag,legalStatus
1,S100TB8O,E38888,,3011001106732,ガバナンス・パートナーズ株式会社,,060,010002,350,,,2024-04-23 09:00,変更報告書,E03032,,,,,,0,0,0,1,1,0,0,1,1
2,S100T9VJ,E09666,,9010001062807,アムンディ・ジャパン株式会社,G07981,030,995000,180,,,2024-04-23 09:00,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0,1,1
3,S100T56I,E11764,,1010401064261,Ｔ＆Ｄアセットマネジメント株式会社,G08875,030,07A000,120,2023-07-26,2024-01-25,2024-04-23 09:00,有価証券報告書（内国投資信託受益証券）－第23期(2023/07/26－2024/01/25),,,,,,,0,0,0,1,1,1,0,1,1
4,S100T0F1,E12460,,7010001054021,野村アセットマネジメント株式会社,G10775,030,10A000,160,2023-07-25,2024-07-24,2024-04-23 09:00,半期報告書（内国投資信託受益証券）－第10期(2023/07/25－2024/07/24),,,,,,,0,0,0,1,1,0,0,1,1
5,S100T92D,E12566,,2010001066780,イーストスプリング・インベストメンツ株式会社,G03546,030,995000,180,,,2024-04-23 09:00,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0,1,1
6,S100T56A,E11764,,1010401064261,Ｔ＆Ｄアセットマネジメント株式会社,G08875,030,04A000,030,,,2024-04-23 09:00,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
7,S100T4FF,E12460,,7010001054021,野村アセットマネジメント株式会社,G03183,030,04A000,030,,,2024-04-23 09:01,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
8,S100T92F,E12566,,2010001066780,イーストスプリング・インベストメンツ株式会社,G10824,030,995000,180,,,2024-04-23 09:01,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0,1,1
9,S100T0F3,E12460,,7010001054021,野村アセットマネジメント株式会社,G10775,030,04A001,040,,,2024-04-23 09:01,訂正有価証券届出書（内国投資信託受益証券）,,,,,S100RUXP,,0,0,0,1,1,0,0,1,1
10,S100T9ZV,E10677,,9010001021473,アセットマネジメントＯｎｅ株式会社,G11389,030,07A000,120,2023-07-25,2024-01-23,2024-04-23 09:01,有価証券報告書（内国投資信託受益証券）－第17期(2023/07/25－2024/01/23),,,,,,,0,0,0,1,1,1,0,1,1
11,S100T0QA,E08957,,4010401049128,三井住友ＤＳアセットマネジメント株式会社,G10478,030,07A000,120,2023-07-27,2024-01-26,2024-04-23 09:02,有価証券報告書（内国投資信託受益証券）－第19期(2023/07/27－2024/01/26),,,,,,,0,0,0,1,1,1,0,1,1
12,S100T9ZM,E10677,,9010001021473,アセットマネジメントＯｎｅ株式会社,G10527,030,07A000,120,2023-07-25,2024-01-23,2024-04-23 09:02,有価証券報告書（内国投資信託受益証券）－第19期(2023/07/25－2024/01/23),,,,,,,0,0,0,1,1,1,0,1,1
13,S100T4FD,E12460,,7010001054021,野村アセットマネジメント株式会社,G03183,030,07A000,120,2023-01-25,2024-01-24,2024-04-23 09:02,有価証券報告書（内国投資信託受益証券）－第22期(2023/01/25－2024/01/24),,,,,,,0,0,0,1,1,1,0,1,1
14,S100T0E1,E08957,,4010401049128,三井住友ＤＳアセットマネジメント株式会社,G13855,030,07A000,120,2023-07-27,2024-01-26,2024-04-23 09:02,有価証券報告書（内国投資信託受益証券）－第7期(2023/07/27－2024/01/26),,,,,,,0,0,0,1,1,1,0,1,1
15,S100T9ZN,E10677,,9010001021473,アセットマネジメントＯｎｅ株式会社,G11389,030,04A000,030,,,2024-04-23 09:02,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
