seqNumber,docID,edinetCode,secCode,JCN,filerName,fundCode,ordinanceCode,formCode,docTypeCode,periodStart,periodEnd,submitDateTime,docDescription,issuerEdinetCode,subjectEdinetCode,subsidiaryEdinetCode,currentReportReason,parentDocID,opeDateTime,withdrawalStatus,docInfoEditStatus,disclosureStatus,xbrlFlag,pdfFlag,attachDocFlag,englishDocFlag,csvFlag,legalStatus
1,S100YVX9,E40399,330A0,3010001192221,株式会社ＴａｌｅｎｔＸ,,010,170000,220,,,2026-08-14 09:00,自己株券買付状況報告書（法２４条の６第１項に基づくもの）,,,,,,,0,0,0,1,1,0,0,1,1
2,S100YOQJ,E12460,,7010001054021,野村アセットマネジメント株式会社,G13067,030,04A000,030,,,2026-08-14 09:00,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
3,S100YW3D,E04149,90220,3180001031569,東海旅客鉄道株式会社,,010,170000,220,,,2026-08-14 09:00,自己株券買付状況報告書（法２４条の６第１項に基づくもの）,,,,,,,0,0,0,1,1,0,0,1,1
4,S100YW2F,E03867,88180,6120001078852,京阪神ビルディング株式会社,,010,110000,080,,,2026-08-14 09:00,発行登録書（株券､社債券等）,,,,,,,0,0,0,1,1,1,0,1,1
5,S100YKJ0,E12448,,8010401040306,明治安田アセットマネジメント株式会社,G08123,030,10A000,160,2025-11-18,2026-11-16,2026-08-14 09:00,半期報告書（内国投資信託受益証券）－第21期(2025/11/18－2026/11/16),,,,,,,0,0,0,1,1,0,0,1,1
6,S100YOMI,E10439,,4010001027269,ピクテ・ジャパン株式会社,G03635,030,04A000,030,,,2026-08-14 09:00,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
7,S100YWT7,E31042,34450,3010701024500,株式会社ＲＳ　Ｔｅｃｈｎｏｌｏｇｉｅｓ,,010,042000,135,,,2026-08-14 09:00,確認書,,,,,,,0,0,0,0,1,0,0,0,1
8,S100YTTF,E09096,,9010001125976,ブラックロック・ジャパン株式会社,G07750,030,07A000,120,2025-11-21,2026-05-20,2026-08-14 09:01,有価証券報告書（内国投資信託受益証券）－第37期(2025/11/21－2026/05/20),,,,,,,0,0,0,1,1,1,0,1,1
9,S100YAKR,E13347,,9010001065462,日立投資顧問株式会社,G03172,030,07A000,120,2025-05-16,2026-05-15,2026-08-14 09:01,有価証券報告書（内国投資信託受益証券）－第25期(2025/05/16－2026/05/15),,,,,,,0,0,0,1,1,1,0,1,1
10,S100YKJ6,E12448,,8010401040306,明治安田アセットマネジメント株式会社,G08123,030,04A000,030,,,2026-08-14 09:01,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
11,S100YOQE,E12460,,7010001054021,野村アセットマネジメント株式会社,G13067,030,07A000,120,2025-05-16,2026-05-15,2026-08-14 09:01,有価証券報告書（内国投資信託受益証券）－第8期(2025/05/16－2026/05/15),,,,,,,0,0,0,1,1,1,0,1,1
12,S100YUE5,E10677,,9010001021473,アセットマネジメントＯｎｅ株式会社,G05345,030,07A000,120,2025-05-16,2026-05-15,2026-08-14 09:01,有価証券報告書（内国投資信託受益証券）－第19期(2025/05/16－2026/05/15),,,,,,,0,0,0,1,1,1,0,1,1
