seqNumber,docID,edinetCode,secCode,JCN,filerName,fundCode,ordinanceCode,formCode,docTypeCode,periodStart,periodEnd,submitDateTime,docDescription,issuerEdinetCode,subjectEdinetCode,subsidiaryEdinetCode,currentReportReason,parentDocID,opeDateTime,withdrawalStatus,docInfoEditStatus,disclosureStatus,xbrlFlag,pdfFlag,attachDocFlag,englishDocFlag
17,S100PBWG,E11348,,3010001028755,ベアリングス・ジャパン株式会社,G02386,030,04A000,030,,,2022-12-27 09:02,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
18,S100PLFE,E12460,,7010001054021,野村アセットマネジメント株式会社,G03967,030,07A000,120,2022-04-07,2022-10-06,2022-12-27 09:02,有価証券報告書（内国投資信託受益証券）－第37期(令和4年4月7日－令和4年10月6日),,,,,,,0,0,0,1,1,1,0
19,S100PUU3,E10677,,9010001021473,アセットマネジメントＯｎｅ株式会社,G12178,030,995000,180,,,2022-12-27 09:02,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
20,S100PEQT,E12460,,7010001054021,野村アセットマネジメント株式会社,G10231,030,07A000,120,2022-04-08,2022-10-07,2022-12-27 09:02,有価証券報告書（内国投資信託受益証券）－第18期(令和4年4月8日－令和4年10月7日),,,,,,,0,0,0,1,1,1,0
21,S100PV3C,E06458,,6010001024529,ドイチェ・アセット・マネジメント株式会社,G07632,030,995000,180,,,2022-12-27 09:02,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
22,S100PVUU,E03485,30670,4011101033768,株式会社東京一番フーズ,,015,010000,235,,,2022-12-27 09:02,内部統制報告書－第24期(令和3年10月1日－令和4年9月30日),,,,,,,0,0,0,1,1,0,0
23,S100POHM,E12460,,7010001054021,野村アセットマネジメント株式会社,G03024,030,07A000,120,2022-03-29,2022-09-28,2022-12-27 09:02,有価証券報告書（内国投資信託受益証券）－第42期(令和4年3月29日－令和4年9月28日),,,,,,,0,0,0,1,1,1,0
24,S100PBWK,E11348,,3010001028755,ベアリングス・ジャパン株式会社,G05483,030,07A000,120,2022-03-29,2022-09-27,2022-12-27 09:02,有価証券報告書（内国投資信託受益証券）－第30期(令和4年3月29日－令和4年9月27日),,,,,,,0,0,0,1,1,1,0
25,S100PFP0,E12460,,7010001054021,野村アセットマネジメント株式会社,G04607,030,07A000,120,2021-09-29,2022-09-28,2022-12-27 09:02,有価証券報告書（内国投資信託受益証券）－第17期(令和3年9月29日－令和4年9月28日),,,,,,,0,0,0,1,1,1,0
26,S100PQ1R,E12460,,7010001054021,野村アセットマネジメント株式会社,G12427,030,07A000,120,2022-04-08,2022-10-07,2022-12-27 09:03,有価証券報告書（内国投資信託受益証券）－第12期(令和4年4月8日－令和4年10月7日),,,,,,,0,0,0,1,1,1,0
27,S100PEQU,E12460,,7010001054021,野村アセットマネジメント株式会社,G10231,030,04A001,040,,,2022-12-27 09:03,訂正有価証券届出書（内国投資信託受益証券）,,,,,S100O00W,,0,0,0,1,1,0,0
28,S100PVHW,E03137,82270,6030001004272,株式会社しまむら,,010,043000,140,2022-08-21,2022-11-20,2022-12-27 09:03,四半期報告書－第70期第3四半期(令和4年8月21日－令和4年11月20日),,,,,,,0,0,0,1,1,0,0
29,S100PBWI,E11348,,3010001028755,ベアリングス・ジャパン株式会社,G05483,030,04A000,030,,,2022-12-27 09:03,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
30,S100PVVT,E14979,,,タワー・アセット・マネジメント・リミテッド,G06013,030,10C000,160,2022-04-01,2023-03-31,2022-12-27 09:03,半期報告書（外国投資信託受益証券）－第24期(令和4年4月1日－令和5年3月31日),,,,,,,0,0,0,0,1,1,0
31,S100PQ2X,E12460,,7010001054021,野村アセットマネジメント株式会社,G13415,030,07A000,120,2022-04-08,2022-10-07,2022-12-27 09:03,有価証券報告書（内国投資信託受益証券）－第7期(令和4年4月8日－令和4年10月7日),,,,,,,0,0,0,1,1,1,0
32,S100PUGC,E04395,,3230001000758,北日本放送株式会社,,010,050000,160,2022-04-01,2023-03-31,2022-12-27 09:03,半期報告書－第94期(令和4年4月1日－令和5年3月31日),,,,,,,0,0,0,1,1,0,0
33,S100PQ1U,E12460,,7010001054021,野村アセットマネジメント株式会社,G12427,030,04A001,040,,,2022-12-27 09:04,訂正有価証券届出書（内国投資信託受益証券）,,,,,S100O6D4,,0,0,0,1,1,0,0
34,S100PRYX,E08957,,4010401049128,三井住友ＤＳアセットマネジメント株式会社,G09098,030,10A000,160,2022-04-01,2023-03-31,2022-12-27 09:04,半期報告書（内国投資信託受益証券）－第21期(令和4年4月1日－令和5年3月31日),,,,,,,0,0,0,1,1,0,0
35,S100PFOQ,E12460,,7010001054021,野村アセットマネジメント株式会社,G09133,030,07A000,120,2022-04-08,2022-10-07,2022-12-27 09:04,有価証券報告書（内国投資信託受益証券）－第20期(令和4年4月8日－令和4年10月7日),,,,,,,0,0,0,1,1,1,0
36,S100PVI1,E03137,82270,6030001004272,株式会社しまむら,,010,042000,135,,,2022-12-27 09:04,確認書,,,,,,,0,0,0,0,1,0,0
37,S100PQ2Y,E12460,,7010001054021,野村アセットマネジメント株式会社,G13415,030,04A001,040,,,2022-12-27 09:04,訂正有価証券届出書（内国投資信託受益証券）,,,,,S100O6DL,,0,0,0,1,1,0,0
38,S100PBVY,E12430,,8010401072159,日興アセットマネジメント株式会社,G01445,030,07A000,120,2021-09-28,2022-09-27,2022-12-27 09:04,有価証券報告書（内国投資信託受益証券）－第22期(令和3年9月28日－令和4年9月27日),,,,,,,0,0,0,1,1,1,0
39,S100PQ36,E12460,,7010001054021,野村アセットマネジメント株式会社,G11251,030,10A000,160,2022-04-08,2023-04-07,2022-12-27 09:04,半期報告書（内国投資信託受益証券）－第8期(令和4年4月8日－令和5年4月7日),,,,,,,0,0,0,1,1,0,0
40,S100PQ37,E12460,,7010001054021,野村アセットマネジメント株式会社,G11251,030,04A001,040,,,2022-12-27 09:05,訂正有価証券届出書（内国投資信託受益証券）,,,,,S100O0GT,,0,0,0,1,1,0,0
41,S100PBVV,E12430,,8010401072159,日興アセットマネジメント株式会社,G01445,030,04A000,030,,,2022-12-27 09:05,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
42,S100PFOU,E12460,,7010001054021,野村アセットマネジメント株式会社,G09133,030,04A001,040,,,2022-12-27 09:05,訂正有価証券届出書（内国投資信託受益証券）,,,,,S100O3ZD,,0,0,0,1,1,0,0
43,S100PBW1,E12430,,8010401072159,日興アセットマネジメント株式会社,G08993,030,07A000,120,2021-09-28,2022-09-27,2022-12-27 09:06,有価証券報告書（内国投資信託受益証券）－第10期(令和3年9月28日－令和4年9月27日),,,,,,,0,0,0,1,1,1,0
44,S100PVUS,E03485,30670,4011101033768,株式会社東京一番フーズ,,010,042000,135,,,2022-12-27 09:06,確認書,,,,,,,0,0,0,0,1,0,0
45,S100PRYY,E08957,,4010401049128,三井住友ＤＳアセットマネジメント株式会社,G09104,030,04A000,030,,,2022-12-27 09:06,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
46,S100PBW0,E12430,,8010401072159,日興アセットマネジメント株式会社,G08993,030,04A000,030,,,2022-12-27 09:06,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
47,S100PSIX,E27426,,2010901027584,株式会社ポートフォリア,G09185,030,10A000,160,2022-04-01,2023-03-31,2022-12-27 09:07,半期報告書（内国投資信託受益証券）－第10期(令和4年4月1日－令和5年3月31日)【みなし訂正有価証券届出書】,,,,,S100OGKY,,0,0,0,1,1,1,0
48,S100PU4C,E06087,,,フィンランド地方金融公社,,020,090003,100,,,2022-12-27 09:07,発行登録追補書類,,,,,S100N74D,,0,0,0,0,1,1,0
49,S100PVP7,E32462,,,大房　翔,,060,010002,350,,,2022-12-27 09:08,変更報告書,E01321,,,,,,0,0,0,1,1,0,0
50,S100PRZ4,E08957,,4010401049128,三井住友ＤＳアセットマネジメント株式会社,G09104,030,10A000,160,2022-04-06,2023-04-05,2022-12-27 09:08,半期報告書（内国投資信託受益証券）－第20期(令和4年4月6日－令和5年4月5日),,,,,,,0,0,0,1,1,0,0
51,S100PVU7,E03287,75450,6140001060486,株式会社西松屋チェーン,,010,043000,140,2022-08-21,2022-11-20,2022-12-27 09:08,四半期報告書－第67期第3四半期(令和4年8月21日－令和4年11月20日),,,,,,,0,0,0,1,1,0,0
52,S100PSF6,E27426,,2010901027584,株式会社ポートフォリア,G12261,030,10A000,160,2022-04-01,2023-03-31,2022-12-27 09:09,半期報告書（内国投資信託受益証券）－第7期(令和4年4月1日－令和5年3月31日)【みなし訂正有価証券届出書】,,,,,S100OIHA,,0,0,0,1,1,1,0
53,S100PSTJ,E08957,,4010401049128,三井住友ＤＳアセットマネジメント株式会社,G13287,030,995000,180,,,2022-12-27 09:09,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
54,S100PVU9,E03287,75450,6140001060486,株式会社西松屋チェーン,,010,042000,135,,,2022-12-27 09:09,確認書,,,,,,,0,0,0,0,1,0,0
55,S100PVSG,E05073,47540,3370001005710,株式会社トスネット,,010,030000,120,2021-10-01,2022-09-30,2022-12-27 09:15,有価証券報告書－第46期(令和3年10月1日－令和4年9月30日),,,,,,,0,0,0,1,1,1,0
56,S100PUSQ,E04142,,5220001016828,のと鉄道株式会社,,010,050000,160,2022-04-01,2023-03-31,2022-12-27 09:15,半期報告書－第36期(令和4年4月1日－令和5年3月31日),,,,,,,0,0,0,1,1,0,0
57,S100PVRJ,E05073,47540,3370001005710,株式会社トスネット,,010,042000,135,,,2022-12-27 09:15,確認書,,,,,,,0,0,0,0,1,0,0
58,S100PVRW,E05073,47540,3370001005710,株式会社トスネット,,015,010000,235,,,2022-12-27 09:15,内部統制報告書－第46期(令和3年10月1日－令和4年9月30日),,,,,,,0,0,0,1,1,0,0
59,S100PVLC,E03802,,7010001058567,みらい證券株式会社,,010,050000,160,2022-04-01,2023-03-31,2022-12-27 09:16,半期報告書－第25期(令和4年4月1日－令和5年3月31日),,,,,,,0,0,0,1,1,0,0
60,S100PVW2,E32462,,,大房　翔,,060,010002,350,,,2022-12-27 09:17,変更報告書,E01321,,,,S100PVP7,,0,0,0,1,1,0,0
61,S100PVSE,E06479,,7010401061146,インベスコ・アセット・マネジメント株式会社,G03561,030,995000,180,,,2022-12-27 09:17,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
62,S100PVSF,E06479,,7010401061146,インベスコ・アセット・マネジメント株式会社,G11783,030,995000,180,,,2022-12-27 09:18,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
63,S100PVSB,E06479,,7010401061146,インベスコ・アセット・マネジメント株式会社,G07991,030,995000,180,,,2022-12-27 09:18,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
64,S100PVM6,E36117,,7010003026448,合同会社エメラルド,,060,010002,350,,,2022-12-27 09:22,変更報告書,E36969,,,,S100N77D,,0,0,0,1,1,0,0
65,S100PHWZ,E12460,,7010001054021,野村アセットマネジメント株式会社,G13772,030,10A000,160,2022-04-06,2023-03-15,2022-12-27 09:22,半期報告書（内国投資信託受益証券）－第3期(令和4年4月6日－令和5年3月15日),,,,,,,0,0,0,1,1,0,0
66,S100PVMH,E38337,,9010003038342,合同会社ルビィ,,060,010000,350,,,2022-12-27 09:23,大量保有報告書,E36969,,,,,,0,0,0,1,1,0,0
67,S100PVJC,E14915,,,スパークス・オーバーシーズ・リミテッド,G05921,030,07C000,120,2021-07-01,2022-06-30,2022-12-27 09:24,有価証券報告書（外国投資信託受益証券）－第23期(令和3年7月1日－令和4年6月30日),,,,,,,0,0,0,0,1,1,0
68,S100PVIN,E01918,,9021001001704,日電工業株式会社,,010,050000,160,2022-04-01,2023-03-31,2022-12-27 09:25,半期報告書－第76期(令和4年4月1日－令和5年3月31日),,,,,,,0,0,0,1,1,0,0
69,S100PVW8,E32462,,,大房　翔,,060,010002,350,,,2022-12-27 09:25,変更報告書,E01321,,,,S100PVP7,,0,0,0,1,1,0,0
70,S100PVWB,E03340,76430,6460101000896,株式会社ダイイチ,,010,053000,180,,,2022-12-27 09:26,臨時報告書,,,,第19条第2項第9号の2,,,0,0,0,1,1,0,0
71,S100PU1M,E03761,,7030001016837,むさし証券株式会社,,010,050000,160,2022-04-01,2023-03-31,2022-12-27 09:30,半期報告書－第78期(令和4年4月1日－令和5年3月31日),,,,,,,0,0,0,1,1,0,0
72,S100PV43,E21391,32640,7011101028617,株式会社アスコット,,010,030000,120,2021-10-01,2022-09-30,2022-12-27 09:31,有価証券報告書－第24期(令和3年10月1日－令和4年9月30日),,,,,,,0,0,0,1,1,1,0
73,S100PV50,E12444,,8010001114914,三井住友トラスト・アセットマネジメント株式会社,,060,010002,350,,,2022-12-27 09:32,変更報告書,E00703,,,,S100KZ3F,,0,0,0,1,1,1,0
74,S100PVQV,E21391,32640,7011101028617,株式会社アスコット,,010,042000,135,,,2022-12-27 09:32,確認書,,,,,,,0,0,0,0,1,0,0
75,S100PVR0,E21391,32640,7011101028617,株式会社アスコット,,015,010000,235,,,2022-12-27 09:34,内部統制報告書－第24期(令和3年10月1日－令和4年9月30日),,,,,,,0,0,0,1,1,0,0
76,S100PUNU,E34542,,,クレディ・スイス・ファンド・マネジメント・エスエイ,G13203,030,10C000,160,2022-04-01,2023-03-31,2022-12-27 09:34,半期報告書（外国投資信託受益証券）－第30期(令和4年4月1日－令和5年3月31日),,,,,,,0,0,0,0,1,1,0
77,S100PUNW,E34542,,,クレディ・スイス・ファンド・マネジメント・エスエイ,G13203,030,04C001,040,,,2022-12-27 09:35,訂正有価証券届出書（外国投資信託受益証券）,,,,,S100P9ER,,0,0,0,0,1,1,0
78,S100PVVV,E03810,,6010001074037,野村證券株式会社,,060,010002,350,,,2022-12-27 09:35,変更報告書,E31382,,,,S100PODL,,0,0,0,1,1,0,0
79,S100PUDF,E03207,99560,5200001023784,株式会社バローホールディングス,,010,030001,130,,,2022-12-27 09:37,訂正有価証券報告書－第63期(平成31年4月1日－令和2年3月31日),,,,,S100J0X0,,0,0,0,1,1,0,0
80,S100PVPD,E05174,88890,4010001078337,ＡＰＡＭＡＮ株式会社,,010,053000,180,,,2022-12-27 09:40,臨時報告書,,,,第19条第2項第9号の2,,,0,0,0,1,1,0,0
81,S100PVMU,E04850,96960,9120001076820,株式会社ウィザス,,010,053000,180,,,2022-12-27 09:42,臨時報告書,,,,第19条第2項第4号,,,0,0,0,1,1,0,0
82,S100PVWD,E02290,,7140001035636,大和製衡株式会社,,010,050000,160,2022-04-01,2023-03-31,2022-12-27 09:42,半期報告書－第111期(令和4年4月1日－令和5年3月31日),,,,,,,0,0,0,1,1,0,0
83,S100PVWG,E03207,99560,5200001023784,株式会社バローホールディングス,,010,042100,135,,,2022-12-27 09:46,確認書,,,,,S100PUDF,,0,0,0,0,1,0,0
84,S100PVJV,E11943,,,Ｅｖｏ　Ｆｕｎｄ,,060,010002,350,,,2022-12-27 09:47,変更報告書,E02775,,,,S100PPI2,,0,0,0,1,1,1,0
85,S100PVWH,E04286,93040,6010601038102,澁澤倉庫株式会社,,010,110000,080,,,2022-12-27 09:49,発行登録書（株券､社債券等）,,,,,,,0,0,0,1,1,1,0
86,S100PVRI,E04165,,7340001003192,南国交通株式会社,,010,030000,120,2021-10-01,2022-09-30,2022-12-27 09:50,有価証券報告書－第87期(令和3年10月1日－令和4年9月30日),,,,,,,0,0,0,1,1,1,0
87,S100PVMB,E36751,92470,2010001221609,ＴＲＥホールディングス株式会社,,010,030001,130,,,2022-12-27 09:50,訂正有価証券報告書－第1期(令和3年4月1日－令和4年3月31日),,,,,S100OJFO,,0,0,0,1,1,0,0
88,S100PUJA,E03207,99560,5200001023784,株式会社バローホールディングス,,010,030001,130,,,2022-12-27 09:51,訂正有価証券報告書－第65期(令和3年4月1日－令和4年3月31日),,,,,S100OGOL,,0,0,0,1,1,0,0
89,S100PVJU,E05685,,9010401077017,株式会社タケエイ,,010,030001,130,,,2022-12-27 09:51,訂正有価証券報告書－第45期(令和2年4月1日－令和3年3月31日),,,,,S100LLPH,,0,0,0,1,1,0,0
90,S100PVLS,E05685,,9010401077017,株式会社タケエイ,,010,030001,130,,,2022-12-27 09:52,訂正有価証券報告書－第46期(令和3年4月1日－令和4年3月31日),,,,,S100OJ1M,,0,0,0,1,1,0,0
91,S100PVWJ,E04385,,9400001000033,株式会社アイビーシー岩手放送,,010,050000,160,2022-04-01,2023-03-31,2022-12-27 09:54,半期報告書－第83期(令和4年4月1日－令和5年3月31日),,,,,,,0,0,0,1,1,0,0
92,S100PVWM,E03207,99560,5200001023784,株式会社バローホールディングス,,010,042100,135,,,2022-12-27 09:54,確認書,,,,,S100PUJA,,0,0,0,0,1,0,0
93,S100PVWN,E36751,92470,2010001221609,ＴＲＥホールディングス株式会社,,010,042100,135,,,2022-12-27 09:56,確認書,,,,,S100PVMB,,0,0,0,0,1,0,0
94,S100PVWC,E24859,,,山本　正信,,060,090001,360,,,2022-12-27 09:57,訂正報告書（大量保有報告書・変更報告書）,E00204,,,,S100PTX2,,0,0,0,1,1,0,0
95,S100PUM8,E22035,,,五十嵐　幹,,060,090001,360,,,2022-12-27 09:58,訂正報告書（大量保有報告書・変更報告書）,E27421,,,,S100NNNP,,0,0,0,1,1,1,0
96,S100PVTY,E36129,48840,7120901027189,クリングルファーマ株式会社,,010,053000,180,,,2022-12-27 09:58,臨時報告書,,,,第19条第2項第9号の2,,,0,0,0,1,1,0,0
97,S100PUMB,E22035,,,五十嵐　幹,,060,090001,360,,,2022-12-27 09:58,訂正報告書（大量保有報告書・変更報告書）,E27421,,,,S100ONX4,,0,0,0,1,1,1,0
98,S100PVQY,E05982,,,バークレイズ・バンク・ピーエルシー,,060,090001,360,,,2022-12-27 10:04,訂正報告書（大量保有報告書・変更報告書）,E24158,,,,S100NBPB,,0,0,0,1,1,1,0
99,S100PVR8,E05982,,,バークレイズ・バンク・ピーエルシー,,060,090001,360,,,2022-12-27 10:05,訂正報告書（大量保有報告書・変更報告書）,E24158,,,,S100NK1C,,0,0,0,1,1,1,0
100,S100PVRL,E05982,,,バークレイズ・バンク・ピーエルシー,,060,090001,360,,,2022-12-27 10:07,訂正報告書（大量保有報告書・変更報告書）,E24158,,,,S100NQ1V,,0,0,0,1,1,1,0
101,S100PVRQ,E05982,,,バークレイズ・バンク・ピーエルシー,,060,090001,360,,,2022-12-27 10:08,訂正報告書（大量保有報告書・変更報告書）,E24158,,,,S100NVL6,,0,0,0,1,1,1,0
102,S100PVRZ,E05982,,,バークレイズ・バンク・ピーエルシー,,060,090001,360,,,2022-12-27 10:09,訂正報告書（大量保有報告書・変更報告書）,E24158,,,,S100NYSS,,0,0,0,1,1,1,0
103,S100PVS5,E05982,,,バークレイズ・バンク・ピーエルシー,,060,090001,360,,,2022-12-27 10:10,訂正報告書（大量保有報告書・変更報告書）,E24158,,,,S100PDV9,,0,0,0,1,1,1,0
104,S100PVWA,E38305,,,東京大元持株会　理事長　宮﨑雅晴,,060,090001,360,,,2022-12-27 10:11,訂正報告書（大量保有報告書・変更報告書）,E00194,,,,S100PTWW,,0,0,0,1,1,0,0
105,S100PVSC,E05982,,,バークレイズ・バンク・ピーエルシー,,060,090001,360,,,2022-12-27 10:12,訂正報告書（大量保有報告書・変更報告書）,E24158,,,,S100PN18,,0,0,0,1,1,1,0
106,S100PVQQ,E02597,,2010801007777,東京青果株式会社,,010,050000,160,2022-04-01,2023-03-31,2022-12-27 10:12,半期報告書－第81期(令和4年4月1日－令和5年3月31日),,,,,,,0,0,0,1,1,0,0
107,S100PVSJ,E05982,,,バークレイズ・バンク・ピーエルシー,,060,090001,360,,,2022-12-27 10:12,訂正報告書（大量保有報告書・変更報告書）,E24158,,,,S100PO40,,0,0,0,1,1,1,0
108,S100PVSO,E05982,,,バークレイズ・バンク・ピーエルシー,,060,090001,360,,,2022-12-27 10:13,訂正報告書（大量保有報告書・変更報告書）,E24158,,,,S100PRPM,,0,0,0,1,1,1,0
109,S100PVSY,E05982,,,バークレイズ・バンク・ピーエルシー,,060,090001,360,,,2022-12-27 10:16,訂正報告書（大量保有報告書・変更報告書）,E36129,,,,S100N9M2,,0,0,0,1,1,1,0
110,S100PVTF,E05982,,,バークレイズ・バンク・ピーエルシー,,060,090001,360,,,2022-12-27 10:17,訂正報告書（大量保有報告書・変更報告書）,E36129,,,,S100ND74,,0,0,0,1,1,1,0
111,S100PVTN,E05982,,,バークレイズ・バンク・ピーエルシー,,060,090001,360,,,2022-12-27 10:18,訂正報告書（大量保有報告書・変更報告書）,E36129,,,,S100NKHU,,0,0,0,1,1,1,0
112,S100PVUW,E00552,32010,2140001012193,日本毛織株式会社,,010,110000,080,,,2022-12-27 10:20,発行登録書（株券､社債券等）,,,,,,,0,0,0,1,1,1,0
113,S100PS58,E22658,,8120001102627,グローバルリンクアドバイザーズ株式会社,G07460,030,12E000,160,2022-04-01,2023-03-31,2022-12-27 10:23,半期報告書（内国有価証券投資事業権利等）－第17期(令和4年4月1日－令和5年3月31日),,,,,,,0,0,0,1,1,1,0
114,S100PVUJ,E14924,,,ＭＵＦＧルクスマネジメントカンパニーＳ．Ａ．,G05955,030,10C000,160,2022-04-01,2023-03-31,2022-12-27 10:27,半期報告書（外国投資信託受益証券）－第23期(令和4年4月1日－令和5年3月31日),,,,,,,0,0,0,0,1,1,0
115,S100PVWT,E05492,87890,7010401025761,フィンテック　グローバル株式会社,,010,053000,180,,,2022-12-27 10:28,臨時報告書,,,,第19条第2項第9号の2,,,0,0,0,1,1,0,0
116,S100PVIS,E11943,,,Ｅｖｏ　Ｆｕｎｄ,,060,010002,350,,,2022-12-27 10:35,変更報告書,E27280,,,,S100PNME,,0,0,0,1,1,1,0
117,S100PVW0,E35258,70760,1180001116041,名南Ｍ＆Ａ株式会社,,010,053000,180,,,2022-12-27 10:46,臨時報告書,,,,第19条第2項第9号の2,,,0,0,0,1,1,0,0
118,S100PV6W,E04919,96000,7020001030145,株式会社アイネット,,010,042100,135,,,2022-12-26 09:10,確認書,,,,,S100PV6I,2022-12-27 10:53,0,1,0,0,1,0,0
119,S100PVXB,E04655,,9340001003199,南国産業開発株式会社,,010,050000,160,2022-04-01,2023-03-31,2022-12-27 10:54,半期報告書－第64期(令和4年4月1日－令和5年3月31日),,,,,,,0,0,0,1,1,0,0
120,S100PVUK,E14924,,,ＭＵＦＧルクスマネジメントカンパニーＳ．Ａ．,G05955,030,04C001,040,,,2022-12-27 10:56,訂正有価証券届出書（外国投資信託受益証券）,,,,,S100PA1H,,0,0,0,0,1,1,0
121,S100PVWR,E04355,,7010001026202,株式会社農協観光,,010,050000,160,2022-04-01,2023-03-31,2022-12-27 10:56,半期報告書－第34期(令和4年4月1日－令和5年3月31日),,,,,,,0,0,0,1,1,0,0
122,S100PVJ5,E01253,54630,5120001047593,丸一鋼管株式会社,,010,030001,130,,,2022-12-27 11:02,訂正有価証券報告書－第87期(令和2年4月1日－令和3年3月31日),,,,,S100LLVF,,0,0,0,1,1,0,0
123,S100PVXR,E01253,54630,5120001047593,丸一鋼管株式会社,,010,042100,135,,,2022-12-27 11:06,確認書,,,,,S100PVJ5,,0,0,0,0,1,0,0
124,S100PVXV,E04739,,1200001022906,株式会社　明世カントリークラブ,,010,030000,120,2021-10-01,2022-09-30,2022-12-27 11:13,有価証券報告書－第18期(令和3年10月1日－令和4年9月30日),,,,,,,0,0,0,1,1,1,0
