seqNumber,docID,edinetCode,secCode,JCN,filerName,fundCode,ordinanceCode,formCode,docTypeCode,periodStart,periodEnd,submitDateTime,docDescription,issuerEdinetCode,subjectEdinetCode,subsidiaryEdinetCode,currentReportReason,parentDocID,opeDateTime,withdrawalStatus,docInfoEditStatus,disclosureStatus,xbrlFlag,pdfFlag,attachDocFlag,englishDocFlag,csvFlag,legalStatus
1,S100YOWA,E03992,88920,8010001067609,株式会社エスコン,,010,113001,090,,,2026-07-07 09:00,訂正発行登録書,,,,,S100XBAO,,0,0,0,0,1,0,0,0,1
2,S100YONZ,E13447,,2010401045054,ＳＢＩアセットマネジメント株式会社,G15978,030,04A000,030,,,2026-07-07 09:00,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
3,S100YOTS,E04115,,8250001005486,サンデン交通株式会社,,010,030001,130,,,2026-07-07 09:00,訂正有価証券報告書－第149期(2025/04/01－2026/03/31),,,,,S100YLZ7,,0,0,0,1,1,0,0,1,1
4,S100YEYN,E08957,,4010401049128,三井住友ＤＳアセットマネジメント株式会社,G04621,030,07A000,120,2025-10-11,2026-04-10,2026-07-07 09:01,有価証券報告書（内国投資信託受益証券）－第41期(2025/10/11－2026/04/10),,,,,,,0,0,0,1,1,1,0,1,1
5,S100YD07,E12434,,7010001031160,ＳＯＭＰＯアセットマネジメント株式会社,G04401,030,07A000,120,2025-10-09,2026-04-08,2026-07-07 09:01,有価証券報告書（内国投資信託受益証券）－第42期(2025/10/09－2026/04/08),,,,,,,0,0,0,1,1,1,0,1,1
6,S100YMX2,E09666,,9010001062807,アムンディ・ジャパン株式会社,G15444,030,995000,180,,,2026-07-07 09:01,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0,1,1
7,S100YEYV,E08957,,4010401049128,三井住友ＤＳアセットマネジメント株式会社,G04621,030,04A000,030,,,2026-07-07 09:02,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
8,S100YJFS,E12444,,8010001114914,三井住友トラスト・アセットマネジメント株式会社,G14144,030,07A000,120,2025-10-08,2026-04-07,2026-07-07 09:02,有価証券報告書（内国投資信託受益証券）－第10期(2025/10/08－2026/04/07),,,,,,,0,0,0,1,1,1,0,1,1
9,S100YO4R,E40450,,,土井　正太郎,,060,010002,350,,,2026-07-07 09:02,変更報告書,E01166,,,,,,0,0,0,1,1,0,0,1,1
10,S100YCZQ,E12434,,7010001031160,ＳＯＭＰＯアセットマネジメント株式会社,G04401,030,04A000,030,,,2026-07-07 09:02,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
11,S100YGKV,E06748,,2010001049257,大和アセットマネジメント株式会社,G14321,030,07A000,120,2025-10-15,2026-04-14,2026-07-07 09:02,有価証券報告書（内国投資信託受益証券）－第9期(2025/10/15－2026/04/14),,,,,,,0,0,0,1,1,1,0,1,1
12,S100YOE3,E10677,,9010001021473,アセットマネジメントＯｎｅ株式会社,G08087,030,995000,180,,,2026-07-07 09:02,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0,1,1
13,S100Y4W4,E08957,,4010401049128,三井住友ＤＳアセットマネジメント株式会社,G05327,030,07A000,120,2025-04-11,2026-04-10,2026-07-07 09:03,有価証券報告書（内国投資信託受益証券）－第19期(2025/04/11－2026/04/10),,,,,,,0,0,0,1,1,1,0,1,1
14,S100YOLI,E10677,,9010001021473,アセットマネジメントＯｎｅ株式会社,G08168,030,995000,180,,,2026-07-07 09:03,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0,1,1
15,S100Y4W3,E08957,,4010401049128,三井住友ＤＳアセットマネジメント株式会社,G05327,030,04A000,030,,,2026-07-07 09:04,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
16,S100YGDU,E08957,,4010401049128,三井住友ＤＳアセットマネジメント株式会社,G12497,030,07A000,120,2025-04-11,2026-04-10,2026-07-07 09:05,有価証券報告書（内国投資信託受益証券）－第9期(2025/04/11－2026/04/10),,,,,,,0,0,0,1,1,1,0,1,1
17,S100YGKY,E06748,,2010001049257,大和アセットマネジメント株式会社,G14321,030,04A000,030,,,2026-07-07 09:05,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
18,S100YOLK,E10677,,9010001021473,アセットマネジメントＯｎｅ株式会社,G09136,030,995000,180,,,2026-07-07 09:05,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0,1,1
19,S100YD1U,E12434,,7010001031160,ＳＯＭＰＯアセットマネジメント株式会社,G04802,030,07A000,120,2025-10-09,2026-04-08,2026-07-07 09:05,有価証券報告書（内国投資信託受益証券）－第41期(2025/10/09－2026/04/08),,,,,,,0,0,0,1,1,1,0,1,1
20,S100YJFN,E12444,,8010001114914,三井住友トラスト・アセットマネジメント株式会社,G14144,030,04A000,030,,,2026-07-07 09:05,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
21,S100YGDP,E08957,,4010401049128,三井住友ＤＳアセットマネジメント株式会社,G12497,030,04A000,030,,,2026-07-07 09:06,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
22,S100YOLL,E10677,,9010001021473,アセットマネジメントＯｎｅ株式会社,G11914,030,995000,180,,,2026-07-07 09:06,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0,1,1
23,S100Y4W6,E08957,,4010401049128,三井住友ＤＳアセットマネジメント株式会社,G13295,030,07A000,120,2025-10-11,2026-04-10,2026-07-07 09:07,有価証券報告書（内国投資信託受益証券）－第30期(2025/10/11－2026/04/10),,,,,,,0,0,0,1,1,1,0,1,1
24,S100YD1L,E12434,,7010001031160,ＳＯＭＰＯアセットマネジメント株式会社,G04802,030,04A000,030,,,2026-07-07 09:07,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
25,S100YEB6,E06748,,2010001049257,大和アセットマネジメント株式会社,G15202,030,10A000,160,2025-10-15,2026-10-13,2026-07-07 09:07,半期報告書（内国投資信託受益証券）－第3期(2025/10/15－2026/10/13),,,,,,,0,0,0,1,1,0,0,1,1
