seqNumber,docID,edinetCode,secCode,JCN,filerName,fundCode,ordinanceCode,formCode,docTypeCode,periodStart,periodEnd,submitDateTime,docDescription,issuerEdinetCode,subjectEdinetCode,subsidiaryEdinetCode,currentReportReason,parentDocID,opeDateTime,withdrawalStatus,docInfoEditStatus,disclosureStatus,xbrlFlag,pdfFlag,attachDocFlag,englishDocFlag,csvFlag,legalStatus
1,S100YR0N,E12448,,8010401040306,明治安田アセットマネジメント株式会社,G08117,030,995000,180,,,2026-07-23 09:00,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0,1,1
2,S100XXW8,E12441,,3010001062358,ＳＢＩ岡三アセットマネジメント株式会社,G13550,030,07A000,120,2025-10-25,2026-04-24,2026-07-23 09:00,有価証券報告書（内国投資信託受益証券）－第13期(2025/10/25－2026/04/24),,,,,,,0,0,0,1,1,1,0,1,1
3,S100YRWH,E32163,14360,6480001006042,株式会社グリーンエナジー＆カンパニー,,010,030000,120,2025-05-01,2026-04-30,2026-07-23 09:00,有価証券報告書－第18期(2025/05/01－2026/04/30),,,,,,,0,0,0,1,1,1,0,1,1
4,S100YM6W,E06479,,7010401061146,インベスコ・アセット・マネジメント株式会社,G01339,030,04A000,030,,,2026-07-23 09:00,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
5,S100Y8NP,E12460,,7010001054021,野村アセットマネジメント株式会社,G04628,030,10A000,160,2025-10-28,2026-10-26,2026-07-23 09:00,半期報告書（内国投資信託受益証券）－第21期(2025/10/28－2026/10/26),,,,,,,0,0,0,1,1,0,0,1,1
6,S100YM72,E06479,,7010401061146,インベスコ・アセット・マネジメント株式会社,G01339,030,07A000,120,2025-04-29,2026-04-27,2026-07-23 09:00,有価証券報告書（内国投資信託受益証券）－第26期(2025/04/29－2026/04/27),,,,,,,0,0,0,1,1,1,0,1,1
7,S100Y36G,E12566,,2010001066780,イーストスプリング・インベストメンツ株式会社,G13139,030,07A000,120,2025-10-25,2026-04-24,2026-07-23 09:00,有価証券報告書（内国投資信託受益証券）－第15期(2025/10/25－2026/04/24),,,,,,,0,0,0,1,1,1,0,1,1
8,S100YQXC,E12481,,1010401025734,フィデリティ投信株式会社,G14922,030,07A000,120,2025-04-26,2026-04-27,2026-07-23 09:01,有価証券報告書（内国投資信託受益証券）－第3期(2025/04/26－2026/04/27),,,,,,,0,0,0,1,1,1,0,1,1
9,S100YPHE,E11679,,5060002016793,有限会社欅,,060,010002,350,,,2026-07-23 09:01,変更報告書,E02116,,,,S100VWAG,,0,0,0,1,1,1,0,1,1
10,S100Y36F,E12566,,2010001066780,イーストスプリング・インベストメンツ株式会社,G13139,030,04A000,030,,,2026-07-23 09:01,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
11,S100YKZE,E26491,,6260001004357,中銀アセットマネジメント株式会社,G11645,030,07A000,120,2025-04-24,2026-04-23,2026-07-23 09:01,有価証券報告書（内国投資信託受益証券）－第10期(2025/04/24－2026/04/23),,,,,,,0,0,0,1,1,1,0,1,1
12,S100Y8NQ,E12460,,7010001054021,野村アセットマネジメント株式会社,G04628,030,04A001,040,,,2026-07-23 09:01,訂正有価証券届出書（内国投資信託受益証券）,,,,,S100X3GV,,0,0,0,1,1,1,0,1,1
13,S100YR2W,E06458,,6010001024529,ドイチェ・アセット・マネジメント株式会社,G05489,030,995000,180,,,2026-07-23 09:02,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0,1,1
14,S100YA27,E08957,,4010401049128,三井住友ＤＳアセットマネジメント株式会社,G10945,030,07A000,120,2025-04-29,2026-04-27,2026-07-23 09:02,有価証券報告書（内国投資信託受益証券）－第11期(2025/04/29－2026/04/27),,,,,,,0,0,0,1,1,1,0,1,1
