seccode,market,jcn,name,pref,city,type,marketcap_m,since
1844,S,9011801002605,大盛工業,東京都,千代田区,3,3574,1967
1847,S,7010501028268,イチケン,東京都,港区,3,17825,1930
1848,S,6290001010204,富士ピー・エス,福岡県,福岡市,3,8464,1954
1850,S,3120001039386,南海辰村建設,大阪府,大阪市,3,9199,1944
1852,P,8120001022651,淺沼組,大阪府,大阪市,3,68022,1937
1853,S,4120001077567,森組,大阪府,大阪市,3,11742,1934
1860,P,6010001034874,戸田建設,東京都,中央区,3,311396,1936
1861,P,1210001001082,熊谷組,福井県,福井市,3,163187,1938
1866,S,7100001000742,北野建設,長野県,長野市,3,21673,1946
1867,S,8110001017149,植木組,新潟県,柏崎市,3,12201,1948
1870,P,6180001018506,矢作建設工業,愛知県,名古屋市,3,70257,1949
1871,P,1010001008742,ピーエス三菱,東京都,港区,3,50003,1952
1873,P,6400001001397,日本ハウスホールディングス,東京都,千代田区,3,12520,1969
1878,P,4010401016607,大東建託,東京都,港区,17,1201258,1974
1879,P,2040001003186,新日本建設,千葉県,千葉市,3,78726,1969
1882,P,7010401020201,東亜道路工業,東京都,港区,3,67860,1930
1884,P,9010401023409,日本道路,東京都,港区,3,90310,1929
1885,P,3011101055078,東亜建設工業,東京都,新宿区,3,107974,1920
1887,P,3010401022812,日本国土開発,東京都,港区,3,48679,1951
1888,P,6290801012011,若築建設,福岡県,北九州市,3,42525,1890
1890,P,9120001077496,東洋建設,大阪府,大阪市,3,125231,1929
1893,P,1010001000006,五洋建設,東京都,文京区,3,220402,1950
1897,S,8130001040495,金下建設,京都府,宮津市,3,10761,1951
1898,P,1010401015438,世紀東急工業,東京都,港区,3,72641,1950
1899,P,9110001004880,福田組,新潟県,新潟市,3,47907,1927
1904,S,3010701005946,大成温調,東京都,品川区,3,35995,1952
1905,S,7010401018815,テノックス,東京都,港区,3,8156,
1909,S,2010701007860,日本ドライケミカル,東京都,北区,8,18328,1955
1911,P,4010001090011,住友林業,東京都,千代田区,3,869155,1948
1914,S,9120001072753,日本基礎技術,大阪府,大阪市,3,13294,28
1921,S,9010001034839,巴コーポレーション,東京都,中央区,3,26333,1934
1925,P,6120001059662,大和ハウス工業,大阪府,大阪市,3,2896533,1947
1926,P,7010001008811,ライト工業,東京都,千代田区,3,102826,1948
1928,P,8120001059652,積水ハウス,大阪府,大阪市,3,2235173,1960
1929,P,7010001053304,日特建設,東京都,中央区,3,48326,1947
1930,P,6230001003007,北陸電気工事,富山県,富山市,3,37035,1944
1934,P,4370001006286,ユアテック,宮城県,仙台市,3,92664,1944
1938,P,5011501002891,日本リーテック,東京都,千代田区,3,32611,1945
1939,P,7470001004244,四電工,香川県,高松市,3,68354,1963
1941,P,9240001006971,中電工,広島県,広島市,3,175286,1944
1942,P,9010401006818,関電工,東京都,港区,3,328461,1944
1944,P,1120001063033,きんでん,大阪府,大阪市,3,537982,1944
1945,P,6010401020680,東京エネシス,東京都,中央区,3,43000,1947
1946,P,8180001038758,トーエネック,愛知県,名古屋市,3,103802,1944
1948,S,3010001034778,弘電社,東京都,中央区,3,11356,1917
1949,P,7120001044515,住友電設,大阪府,大阪市,3,109224,1950
1950,P,6010501016240,日本電設工業,東京都,台東区,3,128059,1942
1951,P,3011001031955,エクシオグループ,東京都,渋谷区,3,336139,1954
1952,P,2010001062912,新日本空調,東京都,中央区,3,69787,1969
1959,P,6290001001120,九電工,福岡県,福岡市,3,404143,1944
1960,S,4010001008681,サンテック,東京都,千代田区,3,13804,1948
1961,P,2010001008683,三機工業,東京都,中央区,3,110886,1949
1963,P,3010001008732,日揮ホールディングス,神奈川県,横浜市,3,353674,1928
1964,P,2120001049015,中外炉工業,大阪府,大阪市,3,21684,1945
1965,S,3010401018661,テクノ菱和,東京都,港区,3,43832,
1966,S,4290801010231,高田工業所,福岡県,北九州市,3,13857,1948
1967,S,5070001001977,ヤマト,群馬県,前橋市,3,26254,1946
1968,P,4010001008748,太平電業,東京都,千代田区,3,88182,
1969,P,3010001008749,高砂熱学工業,東京都,新宿区,3,300976,1923
1971,S,2010001034861,中央ビルト工業,東京都,中央区,3,1777,
1972,S,9010401038472,三晃金属工業,東京都,港区,3,19661,1949
1973,P,6010001135680,ＮＥＣネッツエスアイ,東京都,港区,10,367032,1953
1975,P,5010401000023,朝日工業社,東京都,港区,3,40800,1940
1976,P,1120001049032,明星工業,大阪府,大阪市,3,69694,1947
1979,P,7011101011812,大氣社,東京都,新宿区,3,161697,1949
1980,P,6120001045084,ダイダン,大阪府,大阪市,3,85171,1933
1981,S,5011001006550,協和日成,東京都,中央区,3,14927,
1982,P,9010401025405,日比谷総合設備,東京都,港区,3,62194,
1992,S,6010001013597,神田通信機,東京都,千代田区,3,5813,
1994,S,1010001049480,高橋カーテンウォール工業,東京都,中央区,3,5350,
1997,S,7050001000351,暁飯島工業,茨城県,水戸市,3,3377,1953
2001,P,9011001017684,ニップン,東京都,千代田区,1,188784,1896
2002,P,8010001008736,日清製粉グループ本社,東京都,千代田区,1,650565,1900
2003,S,3010001034893,日東富士製粉,東京都,中央区,1,50021,1914
2004,P,3010001008690,昭和産業,東京都,千代田区,1,117929,1936
2009,S,5290001055183,鳥越製粉,福岡県,うきは市,1,18408,1935
2053,P,2180001094757,中部飼料,愛知県,名古屋市,1,38512,1949
2055,S,7140001002355,日和産業,兵庫県,神戸市,1,6353,1924
2060,P,7020001107810,フィード・ワン,神奈川県,横浜市,1,40593,2014
2107,S,2010001034845,東洋精糖,東京都,中央区,1,14360,1949
2108,P,8010401054826,日本甜菜製糖,東京都,港区,1,32414,1919
2109,P,1010001034929,ＤＭ三井製糖ホールディングス,東京都,港区,1,106242,
2112,S,7010001079324,塩水港精糖,東京都,中央区,1,10850,1950
2114,S,5010001034982,フジ日本精糖,東京都,中央区,1,30403,1949
2117,P,2010001142672,ウェルネオシュガー,東京都,中央区,1,80728,2011
2120,P,1010401091628,ＬＩＦＵＬＬ,東京都,千代田区,10,22284,1997
2121,P,1011001035512,ＭＩＸＩ,東京都,渋谷区,10,180051,1999
2122,S,8011101028715,インタースペース,東京都,新宿区,10,6410,1999
2124,P,1010001019483,ジェイエイシーリクルートメント,東京都,千代田区,10,121850,1988
2127,P,6010001033744,日本Ｍ＆Ａセンターホールディングス,東京都,千代田区,10,347380,1991
2130,P,7010701022764,メンバーズ,東京都,中央区,10,12388,1995
2134,S,4120001048543,燦キャピタルマネージメント,大阪府,大阪市,10,1982,1997
2136,S,9020001015813,ヒップ,神奈川県,横浜市,10,4711,
2138,S,3010401083482,クルーズ,東京都,渋谷区,10,11377,2001
2139,S,2200001003384,中広,岐阜県,岐阜市,10,2874,1978
2146,P,6010701020975,ＵＴグループ,東京都,品川区,10,130823,2007
2148,P,1010001092299,アイティメディア,東京都,千代田区,10,40588,1999
2150,G,4010001075490,ケアネット,東京都,千代田区,10,30232,1996
2152,S,3010701010137,幼児活動研究会,東京都,品川区,10,14718,1972
2153,P,3260001010102,Ｅ・Ｊホールディングス,岡山県,岡山市,10,27045,2007
2154,P,5010401078571,オープンアップグループ,東京都,港区,10,202350,
2156,S,9470001002353,セーラー広告,香川県,高松市,10,1848,1951
2157,P,7070001003674,コシダカホールディングス,群馬県,前橋市,10,75222,2000
2158,G,1010401051219,ＦＲＯＮＴＥＯ,東京都,港区,10,29241,2003
2160,G,4011101053527,ジーエヌアイグループ,東京都,中央区,5,173752,2001
2162,S,7011101037766,ｎｍｓ　ホールディングス,東京都,新宿区,10,7607,1985
2163,P,6140001047590,アルトナー,大阪府,大阪市,10,26017,1962
2164,G,6040001020962,地域新聞社,千葉県,八千代市,10,825,1984
2168,P,6010001114024,パソナグループ,東京都,千代田区,10,111980,2007
2169,S,9180301001381,ＣＤＳ,愛知県,岡崎市,10,11903,1980
2170,P,5010001068254,リンクアンドモチベーション,東京都,中央区,10,67615,2000
2173,G,3010001099004,博展,東京都,中央区,10,9254,1970
2175,P,2010001134117,エス・エム・エス,東京都,港区,10,228711,2003
2179,S,6120001140744,成学社,大阪府,大阪市,10,4689,
2180,S,1011001044042,サニーサイドアップグループ,東京都,渋谷区,10,10486,1985
2181,P,8011001058176,パーソルホールディングス,東京都,渋谷区,10,517937,2008
2183,S,9120001111255,リニカル,大阪府,大阪市,10,10663,
2185,S,4180001036617,シイエム・シイ,愛知県,名古屋市,10,17194,1962
2186,S,9010801008257,ソーバル,東京都,品川区,10,8127,1983
2193,S,6010401071872,クックパッド,神奈川県,横浜市,10,13321,1997
2195,G,3010001129669,アミタホールディングス,京都府,京都市,10,12465,2010
2196,S,9010401057687,エスクリ,東京都,中央区,10,4398,
2198,P,5300001005459,アイ・ケイ・ケイホールディングス,佐賀県,伊万里市,10,21868,1995
2201,P,1010401029660,森永製菓,東京都,港区,1,254851,1910
2204,S,6011101015442,中村屋,東京都,新宿区,1,18825,1923
2206,P,5120001049268,江崎グリコ,大阪府,大阪市,1,323719,1929
2207,P,5180001027409,名糖産業,愛知県,名古屋市,1,32067,1945
2208,S,6110001017563,ブルボン,新潟県,柏崎市,1,64957,1924
2209,P,5190001000125,井村屋グループ,三重県,津市,1,32415,1947
2211,P,3010001034910,不二家,東京都,文京区,1,64565,1938
2212,P,4010001008806,山崎製パン,東京都,千代田区,1,824739,1948
2215,S,8012701009955,第一屋製パン,東京都,小平市,1,5211,1955
2216,S,9011201001240,カンロ,東京都,新宿区,1,37646,1950
2217,P,2140001002665,モロゾフ,兵庫県,神戸市,1,30020,1931
2220,P,4110001006378,亀田製菓,新潟県,新潟市,1,97979,1957
2221,S,5110001023736,岩塚製菓,新潟県,長岡市,1,30455,1954
2222,P,1270001003263,寿スピリッツ,鳥取県,米子市,1,304291,1952
2224,S,1180001075799,コモ,愛知県,小牧市,1,10745,1984
2226,S,9011401005578,湖池屋,東京都,板橋区,1,45348,1977
2229,P,8010001133757,カルビー,東京都,千代田区,1,422147,1949
2264,P,8010401029662,森永乳業,東京都,港区,1,293317,1949
2266,P,6140001011869,六甲バター,兵庫県,神戸市,1,29582,1948
2267,P,7010401029746,ヤクルト本社,東京都,港区,1,1078270,1955
2268,S,8010701008226,Ｂ－Ｒ　サーティワン　アイスクリーム,東京都,品川区,1,39060,
2269,P,9010001123947,明治ホールディングス,東京都,中央区,1,1010086,2009
2270,P,8430001041570,雪印メグミルク,北海道,札幌市,1,155725,2009
2281,P,6010701008888,プリマハム,東京都,品川区,1,114438,1948
2282,P,6120001077615,日本ハム,大阪府,大阪市,1,554948,1949
2286,S,8250001006179,林兼産業,山口県,下関市,1,5052,1941
2288,P,3120901012046,丸大食品,大阪府,高槻市,1,43761,1958
2291,S,6240001010290,福留ハム,広島県,広島市,1,5151,1958
2292,P,6140001069164,Ｓ　Ｆｏｏｄｓ,兵庫県,西宮市,1,102611,1967
2293,S,4060001017356,滝沢ハム,栃木県,栃木市,1,6810,1950
2294,P,7190001012102,柿安本店,三重県,桑名市,1,33034,1968
2296,P,6011001110293,伊藤ハム米久ホールディングス,東京都,目黒区,1,239079,2016
2300,S,7290001012793,きょくとう,福岡県,福岡市,10,3059,1964
2301,P,3120001047728,学情,東京都,千代田区,10,28864,1977
2303,S,9140001018622,ドーン,兵庫県,神戸市,10,6610,1997
2304,S,2010001072812,ＣＳＳホールディングス,東京都,中央区,10,4223,1984
2305,P,5120001096533,スタジオアリス,大阪府,大阪市,10,35317,1974
2307,P,5010701002818,クロスキャット,東京都,港区,10,20543,
2309,P,1010701011418,シミックホールディングス,東京都,港区,10,49958,1985
2311,S,4011801000662,エプコ,東京都,墨田区,10,8384,
2315,S,7010701017566,ＣＡＩＣＡ　ＤＩＧＩＴＡＬ,東京都,港区,10,6009,1989
2317,P,6010401088867,システナ,東京都,港区,10,131657,1983
2321,G,4430001024067,ソフトフロントホールディングス,東京都,千代田区,10,2254,1997
2323,S,6011301016389,ｆｏｎｆｕｎ,東京都,渋谷区,10,3347,1997
2325,P,6011101045308,ＮＪＳ,東京都,港区,10,27722,1951
2326,P,3010001096117,デジタルアーツ,東京都,千代田区,10,64164,1995
2327,P,9010001045803,日鉄ソリューションズ,東京都,港区,10,452930,1980
2329,S,3010401015790,東北新社,東京都,港区,10,65429,1961
2330,S,9290001059247,フォーサイド,東京都,中央区,10,11118,2000
2331,P,3010401016070,綜合警備保障,東京都,港区,10,415609,1965
2332,S,8010401008344,クエスト,東京都,港区,10,6744,
2334,G,3010901015200,イオレ,東京都,中央区,10,2363,
2335,P,4010701002678,キューブシステム,東京都,品川区,10,17388,1972
2337,P,1010001068118,いちご,東京都,千代田区,17,202658,2000
2338,S,2011101046458,クオンタムソリューションズ,東京都,千代田区,10,16601,
2340,S,5010001063544,極楽湯ホールディングス,東京都,千代田区,10,12632,1980
2341,S,8010001084372,アルバイトタイムス,東京都,中央区,10,4471,1973
2342,G,9330001006698,トランスジェニック,福岡県,福岡市,10,3978,
2344,S,4021001037562,平安レイサービス,神奈川県,平塚市,10,10892,1969
2345,S,9010001041967,クシム,東京都,港区,10,3775,1997
2349,S,8040001063472,エヌアイデイ,千葉県,香取市,10,24974,
2351,G,2030001073593,ＡＳＪ,埼玉県,川口市,10,3347,1984
2353,P,8120001093305,日本駐車場開発,大阪府,大阪市,17,63757,1991
2354,S,7290801010765,ＹＥ　ＤＩＧＩＴＡＬ,福岡県,北九州市,10,14454,1978
2359,P,4010901003823,コア,東京都,世田谷区,10,27726,
2370,G,1020001039274,メディネット,東京都,品川区,10,11923,
2371,P,9011001065997,カカクコム,東京都,渋谷区,10,348445,1997
2372,P,8010701014711,アイロムグループ,東京都,千代田区,10,22579,
2373,S,5120001101680,ケア２１,大阪府,大阪市,10,9456,1993
2374,P,5010001078518,セントケア・ホールディング,東京都,中央区,10,22824,1983
2375,S,5011101030772,ギグワークス,東京都,港区,10,11571,1977
2376,S,1120001079723,サイネックス,大阪府,大阪市,10,5409,1966
2378,P,3010601020797,ルネサンス,東京都,墨田区,10,23389,1982
2379,P,6010401050785,ディップ,東京都,港区,10,161957,1997
2384,P,4010601013288,ＳＢＳホールディングス,東京都,新宿区,12,96714,1987
2385,G,4120901026508,総医研ホールディングス,大阪府,豊中市,10,4002,
2388,G,7010001085875,ウェッジホールディングス,東京都,江東区,16,3952,2001
2389,P,4010001102162,デジタルホールディングス,東京都,千代田区,10,19887,1994
2391,S,5010401026654,プラネット,東京都,港区,10,8503,
2393,S,3010401035013,日本ケアサプライ,東京都,港区,10,31688,1998
2395,P,9340001000031,新日本科学,鹿児島県,鹿児島市,10,67236,1973
2397,S,7020001035045,ＤＮＡチップ研究所,東京都,港区,10,5102,1999
2402,G,1010701000676,アマナ,東京都,品川区,10,1697,1979
2404,S,5013201010877,鉄人化計画,東京都,目黒区,10,5036,1999
2408,S,8470001001397,ＫＧ情報,香川県,高松市,10,5068,1980
2410,P,8010401008039,キャリアデザインセンター,東京都,港区,10,12515,1993
2411,S,8010101001161,ゲンダイエージェンシー,東京都,新宿区,10,4526,
2412,P,8011001045281,ベネフィット・ワン,東京都,新宿区,10,345205,1996
2413,P,1010401063016,エムスリー,東京都,港区,10,1388668,2000
2415,S,2011101033968,ヒューマンホールディングス,東京都,新宿区,10,14104,2002
2418,S,2011001035049,ツカダ・グローバルホールディング,東京都,港区,10,19682,
2424,S,5180001085084,ブラス,愛知県,名古屋市,10,3859,1998
2425,S,8010801003671,ケアサービス,東京都,大田区,10,3402,
2427,P,2080001012662,アウトソーシング,東京都,千代田区,10,216576,1997
2428,S,5010001125807,ウェルネット,北海道,札幌市,10,10573,1983
2429,P,4290801004051,ワールドホールディングス,福岡県,北九州市,10,43905,
2432,P,4011001032721,ディー・エヌ・エー,東京都,渋谷区,10,152621,1999
2433,P,4010401051711,博報堂ＤＹホールディングス,東京都,港区,10,558044,2003
2435,S,3290801004110,シダー,福岡県,北九州市,10,2892,1981
2436,S,4010001041427,共同ピーアール,東京都,中央区,10,6535,1964
2437,S,7010001047124,Ｓｈｉｎｗａ　Ｗｉｓｅ　Ｈｏｌｄｉｎｇｓ,東京都,中央区,10,5049,
2438,G,7240001000407,アスカネット,広島県,広島市,10,11876,1995
2440,P,1010001034565,ぐるなび,東京都,千代田区,10,16844,1989
2445,P,5120001102126,タカミヤ,大阪府,大阪市,10,25156,1969
2449,S,7010401097578,プラップジャパン,東京都,港区,10,4824,1970
2453,P,9180001044664,ジャパンベストレスキューシステム,愛知県,名古屋市,10,34025,1997
2454,S,7011001034665,オールアバウト,東京都,渋谷区,10,5797,1993
2459,S,4010001078254,アウンコンサルティング,東京都,千代田区,10,1628,1998
2461,P,7011001035606,ファンコミュニケーションズ,東京都,渋谷区,10,31157,1999
2462,P,5120001111993,ライク,大阪府,大阪市,10,32068,1993
2464,S,9010001027297,Ａｏｂａ‐ＢＢＴ,東京都,千代田区,10,5592,1998
2468,S,1120001095092,フュートレック,大阪府,大阪市,10,2728,
2469,S,8010401025232,ヒビノ,東京都,港区,10,21239,1964
2471,P,8010001072939,エスプール,東京都,千代田区,10,24650,1999
2475,P,5140001062244,ＷＤＢホールディングス,兵庫県,姫路市,10,45637,1985
2477,S,6011001044649,手間いらず,東京都,渋谷区,10,17853,2003
2479,G,9010001065586,ジェイテック,東京都,中央区,10,2117,
2480,S,7013201018258,システム・ロケーション,東京都,目黒区,10,4927,1968
2481,S,4021001022663,タウンニュース社,神奈川県,横浜市,10,4622,1980
2483,S,1120001089458,翻訳センター,大阪府,大阪市,10,6330,1986
2484,S,3120001089729,出前館,東京都,渋谷区,10,52704,1999
2485,S,6180001045104,ティア,愛知県,名古屋市,10,10377,1997
2487,S,6120001054993,ＣＤＧ,大阪府,大阪市,10,7763,
2488,S,6010701025248,ＪＴＰ,東京都,品川区,10,5673,
2489,P,7011101041652,アドウェイズ,東京都,新宿区,10,20415,2001
2491,P,1010401062075,バリューコマース,東京都,千代田区,10,39194,1996
2492,P,2010401041383,インフォマート,東京都,港区,10,103772,
2493,S,2013301018864,イーサポートリンク,東京都,豊島区,10,4000,
2497,G,6010401094782,ユナイテッド,東京都,渋谷区,10,36250,1998
2498,S,5011001048948,オリエンタルコンサルタンツホールディングス,東京都,渋谷区,10,17881,2006
2499,S,5010001111724,日本和装ホールディングス,東京都,港区,10,3032,1986
2501,P,4011001009265,サッポロホールディングス,東京都,渋谷区,1,544941,1949
2502,P,6010601036386,アサヒグループホールディングス,東京都,墨田区,1,2767224,1949
2503,P,5010001034768,キリンホールディングス,東京都,中野区,1,1962358,1907
2531,P,4130001014981,宝ホールディングス,京都府,京都市,1,242935,1925
2533,P,2010001034770,オエノンホールディングス,東京都,墨田区,1,22693,1924
2540,P,2011001024084,養命酒製造,東京都,渋谷区,1,31004,1923
2573,S,9430001021794,北海道コカ・コーラボトリング,北海道,札幌市,1,33884,1963
2579,P,4290001002946,コカ・コーラ　ボトラーズジャパンホールディングス,東京都,港区,1,432133,1960
2585,P,7120901008940,ライフドリンク　カンパニー,大阪府,大阪市,1,65240,1972
2586,G,4010001094581,フルッタフルッタ,東京都,千代田区,1,1370,
2587,P,8010401080079,サントリー食品インターナショナル,東京都,港区,1,1585170,2009
2588,S,9090001010626,プレミアムウォーターホールディングス,山梨県,富士吉田市,1,95652,2006
2590,P,2120001083154,ダイドーグループホールディングス,大阪府,大阪市,1,101731,1975
2593,P,3011001002279,伊藤園,東京都,渋谷区,1,380848,1966
2594,P,4010401007523,キーコーヒー,東京都,港区,1,46717,1952
2597,S,9010401030413,ユニカフェ,東京都,港区,1,12621,1972
2599,S,2040001059014,ジャパンフーズ,千葉県,長柄町,1,6900,1976
2602,P,1010001034887,日清オイリオグループ,東京都,中央区,1,174987,1907
2607,P,8120001088461,不二製油グループ本社,大阪府,泉佐野市,1,211743,1950
2612,S,9010701002351,かどや製油,東京都,品川区,1,36660,1957
2613,P,6010001078021,Ｊ－オイルミルズ,東京都,中央区,1,65543,2002
2651,P,2010701019195,ローソン,東京都,品川区,14,1029078,1975
2652,S,4011201005139,まんだらけ,東京都,中野区,14,15073,1987
2653,S,6290001017604,イオン九州,福岡県,福岡市,14,113906,1972
2654,S,9120001030926,アスモ,東京都,新宿区,14,5604,1975
2656,S,7011101035588,ベクターホールディングス,東京都,新宿区,14,2406,1989
2659,P,5360001008803,サンエー,沖縄県,宜野湾市,14,145357,1970
2664,P,3060001014164,カワチ薬品,栃木県,小山市,14,66351,1980
2666,S,4040001001139,オートウェーブ,千葉県,千葉市,14,2269,1990
2667,S,9011101002149,イメージ　ワン,東京都,品川区,13,3706,
2668,S,8120001020754,タビオ,大阪府,大阪市,13,8456,1977
2669,S,1180001023411,カネ美食品,愛知県,名古屋市,14,34050,1971
