seccode,market,jcn,name,pref,city,type,marketcap_m
1376,S,5070001000715,カネコ種苗株式会社,群馬県,前橋市,1,16541
1377,P,6020001008662,株式会社サカタのタネ,神奈川県,横浜市,1,192725
1375,P,1010001185037,株式会社雪国まいたけ,新潟県,南魚沼市,1,37277
1379,P,6100001003151,ホクト株式会社,長野県,長野市,1,60880
1381,S,5340001000258,株式会社アクシーズ,鹿児島県,鹿児島市,1,16206
1382,S,9450001002677,株式会社ホーブ,北海道,東神楽町,1,1383
1911,P,4010001090011,住友林業株式会社,東京都,千代田区,3,742012
1301,P,1010401033225,株式会社極洋,東京都,港区,1,40872
1332,P,1010001016860,株式会社ニッスイ,東京都,港区,1,221232
1333,P,2010601040697,マルハニチロ株式会社,東京都,江東区,1,140660
5711,P,6010001023786,三菱マテリアル株式会社,東京都,千代田区,7,318796
5713,P,9010401015273,住友金属鉱山株式会社,東京都,港区,7,1218511
5706,P,7010701011370,三井金属鉱業株式会社,東京都,品川区,7,218587
5729,S,2011101016386,日本精鉱株式会社,東京都,新宿区,7,6775
1491,S,7010001008720,中外鑛業株式会社,東京都,千代田区,7,8692
5714,P,1010001008750,ＤＯＷＡホールディングス株式会社,東京都,千代田区,7,299098
3315,P,5010601029770,日本コークス工業株式会社,東京都,江東区,2,33863
5715,P,7010001008803,古河機械金属株式会社,東京都,千代田区,7,81619
9675,S,9380001014473,常磐興産株式会社,福島県,いわき市,10,10703
8835,S,8010501031238,太平洋興発株式会社,東京都,台東区,13,5993
7021,S,4010401054508,株式会社ニッチツ,東京都,港区,8,3470
1515,P,5010001008730,日鉄鉱業株式会社,東京都,千代田区,2,84024
1518,P,5290001010634,三井松島ホールディングス株式会社,福岡県,福岡市,2,35901
1662,P,3010001108219,石油資源開発株式会社,東京都,千代田区,2,294849
1605,P,7010401078520,株式会社ＩＮＰＥＸ,東京都,港区,2,2828801
1925,P,6120001059662,大和ハウス工業株式会社,大阪府,大阪市,3,2844444
1801,P,4011101011880,大成建設株式会社,東京都,新宿区,3,968776
1803,P,1010401013565,清水建設株式会社,東京都,中央区,3,708500
1802,P,7010401088742,株式会社大林組,東京都,港区,3,939406
1861,P,1210001001082,株式会社熊谷組,福井県,福井市,3,160456
1812,P,8010401006744,鹿島建設株式会社,東京都,港区,3,1309745
1887,P,3010401022812,日本国土開発株式会社,東京都,港区,3,56606
1820,P,8010401021454,西松建設株式会社,東京都,港区,3,207968
1805,P,8010001008703,飛島建設株式会社,東京都,港区,3,26262
1810,P,7010001034956,松井建設株式会社,東京都,中央区,3,23271
1815,P,2010001008709,鉄建建設株式会社,東京都,千代田区,3,31761
1882,P,7010401020201,東亜道路工業株式会社,東京都,港区,3,69740
1884,P,9010401023409,日本道路株式会社,東京都,港区,3,82795
1811,S,5120001049004,株式会社錢高組,大阪府,大阪市,3,26287
1941,P,9240001006971,株式会社中電工,広島県,広島市,3,140694
1942,P,9010401006818,株式会社関電工,東京都,港区,3,288430
1944,P,1120001063033,株式会社きんでん,大阪府,大阪市,3,474594
1946,P,8180001038758,株式会社トーエネック,愛知県,名古屋市,3,81573
1885,P,3011101055078,東亜建設工業株式会社,東京都,新宿区,3,79631
1888,P,6290801012011,若築建設株式会社,福岡県,北九州市,3,37080
1890,P,9120001077496,東洋建設株式会社,大阪府,大阪市,3,114661
1833,P,7120001004931,株式会社奥村組,大阪府,大阪市,3,176507
1821,P,2010001131477,三井住友建設株式会社,東京都,中央区,3,65720
1893,P,1010001000006,五洋建設株式会社,東京都,文京区,3,237363
1808,P,7010401024061,株式会社長谷工コーポレーション,東京都,港区,3,562786
1971,S,2010001034861,中央ビルト工業株式会社,東京都,中央区,3,1308
1945,P,6010401020680,株式会社東京エネシス,東京都,中央区,3,35920
1814,P,5120001083408,大末建設株式会社,大阪府,大阪市,3,13745
1951,P,3011001031955,エクシオグループ株式会社,東京都,渋谷区,3,345689
1822,P,3010001034869,大豊建設株式会社,東京都,中央区,3,66546
1813,P,4010001141053,株式会社不動テトラ,東京都,中央区,3,33556
1926,P,7010001008811,ライト工業株式会社,東京都,千代田区,3,106710
1841,S,9010801004850,サンユー建設株式会社,東京都,大田区,3,3700
1827,S,4010001008731,株式会社ナカノフドー建設,東京都,千代田区,3,13523
1961,P,2010001008683,三機工業株式会社,東京都,中央区,3,99157
1972,S,9010401038472,三晃金属工業株式会社,東京都,港区,3,19028
1835,P,6011101014147,東鉄工業株式会社,東京都,新宿区,3,105195
1968,P,4010001008748,太平電業株式会社,東京都,千代田区,3,81470
1949,P,7120001044515,住友電設株式会社,大阪府,大阪市,3,90800
1950,P,6010501016240,日本電設工業株式会社,東京都,台東区,3,123813
1847,P,7010501028268,株式会社イチケン,東京都,港区,3,16237
1850,S,3120001039386,南海辰村建設株式会社,大阪府,大阪市,3,9256
1964,P,2120001049015,中外爐工業株式会社,大阪府,大阪市,3,16497
1852,P,8120001022651,株式会社淺沼組,大阪府,大阪市,3,58974
1826,S,9070001001420,佐田建設株式会社,群馬県,前橋市,3,10104
1853,S,4120001077567,株式会社森組,大阪府,大阪市,3,10922
1897,S,8130001040495,金下建設株式会社,京都府,宮津市,3,10503
1934,P,4370001006286,株式会社ユアテック,宮城県,仙台市,3,69624
1967,S,5070001001977,株式会社ヤマト,群馬県,前橋市,3,24208
1929,P,7010001053304,日特建設株式会社,東京都,中央区,3,43151
1928,P,8120001059652,積水ハウス株式会社,大阪府,大阪市,3,1983285
1959,P,6290001001120,株式会社九電工,福岡県,福岡市,3,319388
1860,P,6010001034874,戸田建設株式会社,東京都,中央区,3,282970
1870,P,6180001018506,矢作建設工業株式会社,愛知県,名古屋市,3,57856
1969,P,3010001008749,高砂熱学工業株式会社,東京都,新宿区,3,215284
1975,P,5010401000023,株式会社朝日工業社,東京都,港区,3,36094
8157,P,9010401054908,都築電気株式会社,東京都,港区,10,42596
1976,P,1120001049032,明星工業株式会社,大阪府,大阪市,3,63491
8836,S,8010001128641,株式会社ＲＩＳＥ,東京都,港区,17,1824
1807,S,5010401031200,株式会社佐藤渡辺,東京都,港区,3,8360
1982,P,9010401025405,日比谷総合設備株式会社,東京都,港区,3,52953
1960,S,4010001008681,株式会社サンテック,東京都,千代田区,3,11798
1866,S,7100001000742,北野建設株式会社,長野県,長野市,3,21468
1898,P,1010401015438,世紀東急工業株式会社,東京都,港区,3,60478
1867,S,8110001017149,株式会社植木組,新潟県,柏崎市,3,9850
1939,P,7470001004244,株式会社四電工,香川県,高松市,3,47368
1992,S,6010001013597,神田通信機株式会社,東京都,千代田区,3,4412
1979,P,7011101011812,株式会社大氣社,東京都,新宿区,3,154477
1938,P,5011501002891,日本リーテック株式会社,東京都,千代田区,3,31382
9767,S,1011101015686,日建工学株式会社,東京都,新宿区,10,3022
1981,S,5011001006550,株式会社協和日成,東京都,中央区,3,16780
1980,P,6120001045084,ダイダン株式会社,大阪府,大阪市,3,68072
1899,P,9110001004880,株式会社福田組,新潟県,新潟市,3,45030
1873,P,6400001001397,株式会社日本ハウスホールディングス,東京都,千代田区,3,13600
1914,S,9120001072753,日本基礎技術株式会社,大阪府,大阪市,3,14057
1930,P,6230001003007,北陸電気工事株式会社,富山県,富山市,3,29904
9743,P,3010501007440,株式会社丹青社,東京都,港区,10,42032
1966,S,4290801010231,株式会社高田工業所,福岡県,北九州市,3,9171
1973,P,6010001135680,ＮＥＣネッツエスアイ株式会社,東京都,港区,10,316113
1878,P,4010401016607,大東建託株式会社,東京都,港区,17,1095467
1879,P,2040001003186,新日本建設株式会社,千葉県,千葉市,3,71915
1994,S,1010001049480,高橋カーテンウォール工業株式会社,東京都,中央区,3,4948
1965,S,3010401018661,株式会社テクノ菱和,東京都,港区,3,30694
1952,P,2010001062912,新日本空調株式会社,東京都,中央区,3,53858
1905,S,7010401018815,株式会社テノックス,東京都,港区,3,8736
1904,S,3010701005946,大成温調株式会社,東京都,品川区,3,16325
1848,S,6290001010204,株式会社富士ピー・エス,福岡県,福岡市,3,8371
1844,S,9011801002605,株式会社大盛工業,東京都,千代田区,3,3280
1840,S,7430001010659,株式会社土屋ホールディングス,北海道,札幌市,3,5671
1828,S,5110001019890,田辺工業株式会社,新潟県,上越市,3,14408
1997,S,7050001000351,暁飯島工業株式会社,茨城県,水戸市,3,3051
1799,S,4110001002922,第一建設工業株式会社,新潟県,新潟市,3,33666
1798,S,7100001003530,株式会社守谷商会,長野県,長野市,3,6554
1795,S,7010601006280,株式会社マサル,東京都,江東区,3,3028
1793,S,7260001001493,株式会社大本組,岡山県,岡山市,3,38493
1789,S,3011101040583,株式会社ＥＴＳホールディングス,東京都,豊島区,3,4278
1788,S,7160001005521,株式会社三東工業社,滋賀県,甲賀市,3,2164
1787,S,7010001053015,株式会社ナカボーテック,東京都,中央区,3,12882
1783,S,7010401066847,株式会社アジアゲートホールディングス,東京都,港区,3,8332
1780,P,6100001021418,株式会社ヤマウラ,長野県,駒ヶ根市,3,26612
1776,S,1011101036179,三井住建道路株式会社,東京都,新宿区,3,9537
1775,S,6020001077096,富士古河Ｅ＆Ｃ株式会社,神奈川県,川崎市,3,41703
1770,S,6070001008237,藤田エンジニアリング株式会社,群馬県,高崎市,3,12753
1768,S,6140001044324,株式会社ソネック,兵庫県,高砂市,3,7073
1766,P,1180001054828,東建コーポレーション株式会社,愛知県,名古屋市,3,108584
1764,S,5020001011279,工藤建設株式会社,神奈川県,横浜市,3,3248
1762,P,2120001056705,株式会社高松コンストラクショングループ,大阪府,大阪市,3,92513
1758,S,7180001019940,太洋基礎工業株式会社,愛知県,名古屋市,3,4881
1757,S,7010401063241,株式会社創建エース,東京都,新宿区,3,7762
1743,S,8340001001600,コーアツ工業株式会社,鹿児島県,鹿児島市,3,2711
1739,G,9130001012782,株式会社メルディアＤＣ,京都府,京都市,3,5054
1736,S,8010601001272,株式会社オーテック,東京都,江東区,3,16673
1730,S,7020001068771,麻生フオームクリート株式会社,神奈川県,川崎市,3,1450
8904,P,8180001036547,株式会社ＡＶＡＮＴＩＡ,愛知県,名古屋市,17,12428
1726,P,1240001015542,株式会社ビーアールホールディングス,広島県,広島市,3,16944
1723,S,1010601021483,日本電技株式会社,東京都,墨田区,3,34757
1718,S,8140001061763,美樹工業株式会社,兵庫県,姫路市,3,5293
1720,P,9011001040166,東急建設株式会社,東京都,渋谷区,3,84768
1719,P,2010401051696,株式会社安藤・間,東京都,港区,3,194598
1716,P,5021001007060,第一カッター興業株式会社,神奈川県,茅ヶ崎市,3,15216
1721,P,3010701014889,コムシスホールディングス株式会社,東京都,品川区,3,440097
1401,G,9250001004074,株式会社エムビーエス,山口県,宇部市,3,4214
1407,S,9240001016913,株式会社ウエストホールディングス,広島県,広島市,3,151891
1414,P,8010001135778,ショーボンドホールディングス株式会社,東京都,中央区,3,335931
2264,P,8010401029662,森永乳業株式会社,東京都,港区,1,262814
2282,P,6120001077615,日本ハム株式会社,大阪府,大阪市,1,450239
2281,P,6010701008888,プリマハム株式会社,東京都,品川区,1,112720
2266,P,6140001011869,六甲バター株式会社,兵庫県,神戸市,1,30591
2291,S,6240001010290,福留ハム株式会社,広島県,広島市,1,5025
2292,P,6140001069164,エスフーズ株式会社,兵庫県,西宮市,1,105677
2293,S,4060001017356,滝沢ハム株式会社,栃木県,栃木市,1,6558
1380,S,9250001000008,株式会社秋川牧園,山口県,山口市,1,4388
2001,P,9011001017684,株式会社ニップン,東京都,千代田区,1,177590
2002,P,8010001008736,株式会社日清製粉グループ本社,東京都,千代田区,1,663652
2003,S,3010001034893,日東富士製粉株式会社,東京都,中央区,1,44390
2004,P,3010001008690,昭和産業株式会社,東京都,千代田区,1,103656
2009,S,5290001055183,鳥越製粉株式会社,福岡県,うきは市,1,18434
2107,S,2010001034845,東洋精糖株式会社,東京都,中央区,1,10055
2108,P,8010401054826,日本甜菜製糖株式会社,東京都,港区,1,29042
2109,P,1010001034929,ＤＭ三井製糖ホールディングス株式会社,東京都,港区,1,99388
2114,S,5010001034982,フジ日本精糖株式会社,東京都,中央区,1,26863
2112,S,7010001079324,塩水港精糖株式会社,東京都,中央区,1,8330
2201,P,1010401029660,森永製菓株式会社,東京都,港区,1,248417
2209,P,5190001000125,井村屋グループ株式会社,三重県,津市,1,30111
2204,P,6011101015442,株式会社中村屋,東京都,新宿区,1,18437
2206,P,5120001049268,江崎グリコ株式会社,大阪府,大阪市,1,290101
2211,P,3010001034910,株式会社不二家,東京都,文京区,1,64436
2212,P,4010001008806,山崎製パン株式会社,東京都,千代田区,1,694992
2207,P,5180001027409,名糖産業株式会社,愛知県,名古屋市,1,27973
2215,S,8012701009955,第一屋製パン株式会社,東京都,小平市,1,3299
2216,S,9011201001240,カンロ株式会社,東京都,新宿区,1,35318
2208,S,6110001017563,株式会社ブルボン,新潟県,柏崎市,1,62242
2217,P,2140001002665,モロゾフ株式会社,兵庫県,神戸市,1,27255
2220,P,4110001006378,亀田製菓株式会社,新潟県,新潟市,1,87378
2221,S,5110001023736,岩塚製菓株式会社,新潟県,長岡市,1,30754
2222,P,1270001003263,寿スピリッツ株式会社,鳥取県,米子市,1,361087
2224,S,1180001075799,株式会社コモ,愛知県,小牧市,1,10015
2226,S,9011401005578,株式会社湖池屋,東京都,板橋区,1,43800
2501,P,4011001009265,サッポロホールディングス株式会社,東京都,渋谷区,1,435260
2502,P,6010601036386,アサヒグループホールディングス株式会社,東京都,墨田区,1,2873695
2503,P,5010001034768,キリンホールディングス株式会社,東京都,中野区,1,2005773
2531,P,4130001014981,宝ホールディングス株式会社,京都府,京都市,1,244532
2533,P,2010001034770,オエノンホールディングス株式会社,東京都,墨田区,1,25710
2540,P,2011001024084,養命酒製造株式会社,東京都,渋谷区,1,30575
2267,P,7010401029746,株式会社ヤクルト本社,東京都,港区,1,1271552
2573,S,9430001021794,北海道コカ・コーラボトリング株式会社,北海道,札幌市,1,35762
2593,P,3011001002279,株式会社伊藤園,東京都,渋谷区,1,430717
2579,P,4290001002946,コカ・コーラボトラーズジャパンホールディングス株式会社,東京都,港区,1,419757
2599,S,2040001059014,ジャパンフーズ株式会社,千葉県,長柄町,1,5855
2590,P,2120001083154,ダイドーグループホールディングス株式会社,大阪府,大阪市,1,96097
2602,P,1010001034887,日清オイリオグループ株式会社,東京都,中央区,1,141945
2607,P,8120001088461,不二製油グループ本社株式会社,大阪府,泉佐野市,1,212312
2612,S,9010701002351,かどや製油株式会社,東京都,品川区,1,33182
2613,P,6010001078021,株式会社Ｊ－オイルミルズ,東京都,中央区,1,62996
2801,P,2040001071167,キッコーマン株式会社,千葉県,野田市,1,1880667
2802,P,8010001034740,味の素株式会社,東京都,中央区,1,2920013
2053,P,2180001094757,中部飼料株式会社,愛知県,名古屋市,1,32194
2892,S,8010001133971,日本食品化工株式会社,東京都,千代田区,1,24448
2286,S,8250001006179,林兼産業株式会社,山口県,下関市,1,5123
2811,P,2180001035109,カゴメ株式会社,愛知県,名古屋市,1,300464
2871,P,8010001034889,株式会社ニチレイ,東京都,中央区,1,440036
2872,S,3110001002790,株式会社セイヒョー,新潟県,新潟市,1,3056
4229,P,7070001006735,群栄化学工業株式会社,群馬県,高崎市,4,28120
2805,S,6010001034750,ヱスビー食品株式会社,東京都,中央区,1,54012
2894,S,7040001016687,石井食品株式会社,千葉県,船橋市,1,5205
2055,S,7140001002355,日和産業株式会社,兵庫県,神戸市,1,5791
8006,S,6040001019014,ユアサ・フナショク株式会社,千葉県,船橋市,13,14889
2897,P,7120001057574,日清食品ホールディングス株式会社,大阪府,大阪市,1,1507435
2288,P,3120901012046,丸大食品株式会社,大阪府,高槻市,1,43708
2875,P,2010401020321,東洋水産株式会社,東京都,港区,1,895032
2810,P,2122001005872,ハウス食品グループ本社株式会社,大阪府,東大阪市,1,337515
2809,P,6011001006277,キユーピー株式会社,東京都,渋谷区,1,362382
2806,S,7180001092285,ユタカフーズ株式会社,愛知県,武豊町,1,15457
2804,P,6010001034924,ブルドックソース株式会社,東京都,中央区,1,29012
2899,P,6010401021134,株式会社永谷園ホールディングス,東京都,港区,1,43789
2901,S,6010001010603,石垣食品株式会社,東京都,千代田区,1,2116
2903,S,2120001049881,シノブフーズ株式会社,大阪府,大阪市,1,13312
2268,S,8010701008226,Ｂ－Ｒサーティワンアイスクリーム株式会社,東京都,品川区,1,38723
2812,S,1080001015385,焼津水産化学工業株式会社,静岡県,焼津市,1,13534
2904,P,5110001001304,一正蒲鉾株式会社,新潟県,新潟市,1,13645
2813,S,9430001050661,和弘食品株式会社,北海道,小樽市,1,8757
2907,S,4240001000392,株式会社あじかん,広島県,広島市,1,7546
2908,P,9140001010604,フジッコ株式会社,兵庫県,神戸市,1,59170
2910,P,4140001002820,株式会社ロック・フィールド,兵庫県,神戸市,1,43746
2814,S,5180001075845,佐藤食品工業株式会社,愛知県,小牧市,1,16881
2815,P,3011001030833,アリアケジャパン株式会社,東京都,渋谷区,1,157646
2911,S,5100001022185,旭松食品株式会社,長野県,飯田市,1,4157
2876,S,7011001041298,株式会社デルソーレ,東京都,江東区,1,5591
2594,P,4010401007523,キーコーヒー株式会社,東京都,港区,1,46762
2914,P,4010401023000,日本たばこ産業株式会社,東京都,港区,1,7440000
2915,P,6140001003305,ケンコーマヨネーズ株式会社,兵庫県,神戸市,1,25653
2916,S,6060001009351,仙波糖化工業株式会社,栃木県,真岡市,1,7706
2917,S,1120001034595,株式会社大森屋,大阪府,大阪市,1,4634
2918,P,9012701001077,わらべや日洋ホールディングス株式会社,東京都,新宿区,1,60632
2877,S,6390001011877,日東ベスト株式会社,山形県,寒河江市,1,10287
2816,S,8010601023878,株式会社ダイショー,東京都,墨田区,1,13846
2830,S,3240001037171,アヲハタ株式会社,広島県,竹原市,1,21476
2597,S,9010401030413,株式会社ユニカフェ,東京都,港区,1,13190
2922,P,9011501003449,株式会社なとり,東京都,北区,1,30485
2831,S,3080001008932,はごろもフーズ株式会社,静岡県,静岡市,1,32164
2923,S,8110001002068,サトウ食品株式会社,新潟県,新潟市,1,27611
2924,S,7290001038112,イフジ産業株式会社,福岡県,粕屋町,1,11900
2818,P,3290001018662,株式会社ピエトロ,福岡県,福岡市,1,11338
2819,S,5020001022870,エバラ食品工業株式会社,神奈川県,横浜市,1,30108
2926,S,5030001051126,株式会社篠崎屋,埼玉県,春日部市,1,1285
3002,P,7130001041734,グンゼ株式会社,京都府,綾部市,4,83614
3010,S,5010001128140,ポラリス・ホールディングス株式会社,東京都,千代田区,10,18644
3003,P,9010001008702,ヒューリック株式会社,東京都,中央区,17,1069695
3001,S,9010001034764,片倉工業株式会社,東京都,中央区,4,59689
3101,P,2120001059666,東洋紡株式会社,大阪府,大阪市,4,89761
3103,P,8140001051822,ユニチカ株式会社,大阪府,大阪市,4,10857
3106,P,4260001013120,倉敷紡績株式会社,岡山県,倉敷市,4,48140
3107,P,7120001077473,ダイワボウホールディングス株式会社,大阪府,大阪市,13,296296
3109,P,7120001077432,シキボウ株式会社,大阪府,大阪市,4,12803
3111,S,9120001077372,オーミケンシ株式会社,大阪府,大阪市,4,2139
3123,S,7030001075016,サイボー株式会社,埼玉県,川口市,4,6827
3116,P,2180301014324,トヨタ紡織株式会社,愛知県,刈谷市,6,504539
3113,S,3010401054921,株式会社ＵＮＩＶＡ・Ｏａｋホールディングス,東京都,港区,16,7342
3110,P,4380001001146,日東紡績株式会社,福島県,福島市,3,147120
3104,P,3010001034927,富士紡ホールディングス株式会社,東京都,中央区,4,42602
3105,P,6010001034882,日清紡ホールディングス株式会社,東京都,中央区,9,186366
3121,S,7010001101599,マーチャント・バンカーズ株式会社,東京都,港区,10,8994
3202,S,7010001034832,ダイトウボウ株式会社,東京都,中央区,4,2637
3205,S,4010001008715,株式会社ダイドーリミテッド,東京都,千代田区,4,12244
3201,P,2140001012193,日本毛織株式会社,兵庫県,神戸市,4,109400
3204,S,2120001104579,株式会社トーア紡コーポレーション,大阪府,大阪市,4,3835
3306,S,6230001008369,日本製麻株式会社,富山県,砺波市,13,2711
3302,P,7010001034840,帝國纎維株式会社,東京都,中央区,4,54340
3569,P,9210001001785,セーレン株式会社,福井県,福井市,4,156478
3577,S,6180001031533,東海染工株式会社,愛知県,清須市,4,3419
3409,S,5220001002217,北日本紡績株式会社,石川県,白山市,4,2208
3529,P,4021001026648,アツギ株式会社,神奈川県,海老名市,4,7482
3571,S,8180001084265,株式会社ソトー,愛知県,一宮市,4,9781
8091,P,7010701011833,ニチモウ株式会社,東京都,品川区,13,17702
8013,S,3010501024502,株式会社ナイガイ,東京都,港区,4,2210
3513,S,1010001000708,イチカワ株式会社,東京都,文京区,4,7987
3512,S,4011501003552,日本フエルト株式会社,東京都,北区,4,8314
3501,P,3120001082312,住江織物株式会社,大阪府,大阪市,4,16801
3521,P,7010001076098,エコナックホールディングス株式会社,東京都,港区,10,3758
3526,P,3120001048973,芦森工業株式会社,大阪府,摂津市,6,13622
3524,S,3010401022044,日東製網株式会社,東京都,港区,4,3741
3583,S,6010601009020,オーベクス株式会社,東京都,墨田区,4,2703
3011,S,6030001085230,株式会社バナーズ,埼玉県,熊谷市,14,2752
3591,P,5130001012084,株式会社ワコールホールディングス,京都府,京都市,4,201788
3580,P,1220001012764,小松マテーレ株式会社,石川県,能美市,4,35117
8011,P,1010401075845,株式会社三陽商会,東京都,新宿区,4,32807
8127,S,3120001077584,ヤマトインターナショナル株式会社,大阪府,大阪市,4,6284
8114,P,6120001024419,株式会社デサント,大阪府,大阪市,4,336159
8111,P,3230001008974,株式会社ゴールドウイン,富山県,小矢部市,4,533080
8029,S,5013201006462,株式会社ルックホールディングス,東京都,港区,4,15309
8143,S,3120001071942,株式会社ラピーヌ,東京都,千代田区,4,770
3597,S,1240001033610,株式会社自重堂,広島県,福山市,4,28137
9980,S,1120001120362,ＭＲＫホールディングス株式会社,大阪府,大阪市,14,10940
3600,S,5130001005385,株式会社フジックス,京都府,京都市,4,2290
3604,S,9120001077174,川本産業株式会社,大阪府,大阪市,4,5136
3607,S,9130001000639,株式会社クラウディアホールディングス,京都府,京都市,4,4099
7905,P,7230001008590,大建工業株式会社,富山県,南砺市,10,81159
7898,S,4240001027972,株式会社ウッドワン,広島県,廿日市市,10,10216
7822,S,7120001030374,永大産業株式会社,大阪府,大阪市,10,10059
7897,S,5120101037593,ホクシン株式会社,大阪府,岸和田市,10,3376
7896,S,1200001017170,セブン工業株式会社,岐阜県,美濃加茂市,10,2411
7887,S,9470001003062,南海プライウッド株式会社,香川県,高松市,10,5583
7879,S,6010501010276,株式会社ノダ,東京都,台東区,10,21327
7827,S,1240001030054,株式会社オービス,広島県,福山市,10,2749
7820,P,8480001003475,ニホンフラッシュ株式会社,徳島県,小松島市,10,22253
3861,P,5010001034743,王子ホールディングス株式会社,東京都,中央区,4,580734
3864,P,8010001008769,三菱製紙株式会社,東京都,墨田区,4,24474
3865,P,6110001023149,北越コーポレーション株式会社,新潟県,長岡市,4,226416
3877,P,3010001034877,中越パルプ工業株式会社,東京都,千代田区,4,20820
3878,S,9010001034871,株式会社巴川製紙所,東京都,中央区,4,6701
7919,S,8130001005275,野崎印刷紙業株式会社,京都府,京都市,10,3026
3941,P,1120001036880,レンゴー株式会社,大阪府,大阪市,4,252624
3880,P,9500001014345,大王製紙株式会社,愛媛県,四国中央市,4,187266
3944,S,6120001088901,古林紙工株式会社,大阪府,大阪市,4,4442
7975,S,1120001077594,株式会社リヒトラブ,大阪府,大阪市,10,3839
3947,S,1180001037535,ダイナパック株式会社,愛知県,名古屋市,4,15474
3946,P,7010001024692,株式会社トーモク,東京都,千代田区,4,41372
7984,P,6120001012282,コクヨ株式会社,大阪府,大阪市,10,295834
3950,P,5120001012382,ザ・パック株式会社,大阪府,大阪市,4,64476
3945,S,8013301005766,スーパーバッグ株式会社,東京都,豊島区,4,4151
3943,S,9290801009087,大石産業株式会社,福岡県,北九州市,4,9589
8113,P,8500001014833,ユニ・チャーム株式会社,愛媛県,四国中央市,4,3036501
7987,P,4120001086023,ナカバヤシ株式会社,大阪府,大阪市,10,14858
3953,S,8021001006662,大村紙業株式会社,神奈川県,茅ヶ崎市,4,2076
3891,S,2490001001698,ニッポン高度紙工業株式会社,高知県,高知市,4,19016
3954,S,9011101009961,昭和パックス株式会社,東京都,新宿区,4,7774
3892,S,1260001001078,株式会社岡山製紙,岡山県,岡山市,4,5489
3955,S,1120001074740,株式会社イムラ,大阪府,大阪市,4,12253
3895,S,6200001004239,ハビックス株式会社,岐阜県,岐阜市,4,3393
3708,P,3080001014336,特種東海製紙株式会社,静岡県,島田市,4,48146
7911,P,7010501016231,ＴＯＰＰＡＮホールディングス株式会社,東京都,台東区,10,1114643
7912,P,5011101012069,大日本印刷株式会社,東京都,新宿区,10,1153765
7914,P,8010001002136,共同印刷株式会社,東京都,文京区,10,29462
7916,S,4010701009442,光村印刷株式会社,東京都,品川区,10,3957
7915,P,9130001023441,ＮＩＳＳＨＡ株式会社,京都府,京都市,10,77911
7918,P,6010001000249,株式会社ヴィア・ホールディングス,東京都,新宿区,14,7421
9470,P,7010701021114,株式会社学研ホールディングス,東京都,品川区,10,38474
3948,S,5010101003318,光ビジネスフォーム株式会社,東京都,八王子市,4,4972
7921,P,1013301013404,株式会社ＴＡＫＡＲＡ＆ＣＯＭＰＡＮＹ,東京都,豊島区,10,31463
7946,S,2120001077412,株式会社光陽社,東京都,文京区,10,2100
7922,S,8011001034045,三光産業株式会社,東京都,渋谷区,10,3284
7923,S,2040001066043,トーイン株式会社,千葉県,柏市,10,3240
3951,S,3230001000097,朝日印刷株式会社,富山県,富山市,4,20630
7901,S,9290801005722,株式会社マツモト,福岡県,北九州市,10,3489
7893,P,4010401001245,株式会社プロネクサス,東京都,港区,10,32373
9474,P,5290801002046,株式会社ゼンリン,福岡県,北九州市,10,51170
7883,S,9200001013658,サンメッセ株式会社,岐阜県,大垣市,10,6542
7875,S,5180001008739,竹田ｉＰホールディングス株式会社,愛知県,名古屋市,10,5831
9475,S,7010001018224,株式会社昭文社ホールディングス,東京都,千代田区,10,6726
9476,S,1010001022710,株式会社中央経済社ホールディングス,東京都,千代田区,10,2058
7868,P,7010401009665,株式会社広済堂ホールディングス,東京都,港区,10,89202
7864,P,1120001002503,株式会社フジシールインターナショナル,大阪府,大阪市,10,99267
9478,S,8011101028203,ＳＥホールディングス・アンド・インキュベーションズ株式会社,東京都,新宿区,10,5775
7857,S,9500001002341,セキ株式会社,愛媛県,松山市,10,5892
9479,S,9010001066320,株式会社インプレスホールディングス,東京都,千代田区,10,6839
7863,S,5011601005828,株式会社平賀,東京都,練馬区,10,3574
7850,S,8430001009031,総合商研株式会社,北海道,札幌市,10,2650
7849,S,7011701004273,スターツ出版株式会社,東京都,江戸川区,10,12845
2376,S,1120001079723,株式会社サイネックス,大阪府,大阪市,10,5267
2388,G,7010001085875,株式会社ウェッジホールディングス,東京都,江東区,16,5779
7831,S,7220001008889,株式会社ウイルコホールディングス,石川県,白山市,10,3254
4004,P,9010401014548,株式会社レゾナック・ホールディングス,東京都,港区,4,480836
4005,P,2010001071327,住友化学株式会社,東京都,中央区,4,626138
4008,P,6140001044373,住友精化株式会社,兵庫県,播磨町,4,71021
4021,P,1010001008734,日産化学株式会社,東京都,中央区,4,898774
4022,P,8010001034971,ラサ工業株式会社,東京都,千代田区,4,15769
4023,P,7010001034766,株式会社クレハ,東京都,中央区,4,161866
4025,P,5140001043137,多木化学株式会社,兵庫県,加古川市,4,31072
4026,S,2120001077049,神島化学工業株式会社,大阪府,大阪市,3,11892
4027,P,7120001027825,テイカ株式会社,大阪府,大阪市,4,36412
4028,P,9120001048976,石原産業株式会社,大阪府,大阪市,4,56093
4041,P,1010001008833,日本曹達株式会社,東京都,千代田区,4,151500
4042,P,5250001010002,東ソー株式会社,山口県,周南市,4,609689
