法人番号,法人名,法人名ふりがな,法人名英語,本店所在地
1120001087750,株式会社日阪製作所,ひさかせいさくしょ,,大阪府大阪市北区曾根崎２丁目１２番７号
4240001012215,株式会社横田製作所,よこたせいさくしょ,,広島県広島市中区南吉島１丁目３番６号
7010001139202,株式会社ゲームカード・ジョイコホールディングス,げーむかーどじょいこほーるでぃんぐす,,東京都台東区上野５丁目１８－１０アイセ上野ビル
1013101005329,株式会社やまびこ,やまびこ,,東京都青梅市末広町１丁目７番地２
2021001020322,野村マイクロ・サイエンス株式会社,のむらまいくろさいえんす,,神奈川県厚木市岡田２丁目９番１０号
9011501005718,株式会社エヌ・ピー・シー,えぬぴーしー,,東京都台東区東上野１丁目７番１５号
6120001099576,株式会社藤商事,ふじしょうじ,,大阪府大阪市中央区内本町１丁目１番４号
4010701008411,平田機工株式会社,ひらたきこう,,熊本県熊本市北区植木町一木１１１番地
6120001036356,株式会社ＰＥＧＡＳＵＳ,ぺがさす,"PEGASUS CO., LTD",大阪府大阪市福島区鷺洲５丁目７番２号
2340001011885,株式会社マルマエ,まるまえ,,鹿児島県出水市大野原町２１４１番地
4010801011620,コンバム株式会社,こんばむ,,東京都大田区下丸子２丁目６番１８号
6260001018266,タツモ株式会社,たつも,,岡山県岡山市北区芳賀５３１１番地
6180001045896,ゼネラルパッカー株式会社,ぜねらるぱっかー,,愛知県北名古屋市宇福寺神明６５番地
3010001142283,ナブテスコ株式会社,なぶてすこ,Nabtesco Corporation,東京都千代田区平河町２丁目７番９号
8010001007886,三井海洋開発株式会社,みついかいようかいはつ,"MODEC, Inc.",東京都中央区日本橋２丁目３番１０号
8060001004788,レオン自動機株式会社,れおんじどうき,,栃木県宇都宮市野沢町２番地３
3010001097635,ＳＭＣ株式会社,えすえむしー,,東京都千代田区外神田４丁目１４番１号
3120101005362,シリウスビジョン株式会社,しりうすびじょん,,神奈川県横浜市港北区新横浜２丁目４番地１７
2120001151786,ホソカワミクロン株式会社,ほそかわみくろん,,大阪府枚方市招提田近１丁目９番地
5010701010077,ユニオンツール株式会社,ゆにおんつーる,UNION TOOL CO.,東京都品川区南大井６丁目１７番１号
7120901009526,株式会社瑞光,ずいこう,,大阪府茨木市彩都はなだ２丁目１番２号
1010401006049,オイレス工業株式会社,おいれすこうぎょう,OILES CORPORATION,神奈川県藤沢市桐原町８番地
7100001008315,日精エー・エス・ビー機械株式会社,にっせいえーえすびーきかい,,長野県小諸市甲４５８６番地３
5080001008518,靜甲株式会社,せいこう,,静岡県静岡市清水区天神２丁目８番１号
7013201017276,サトーホールディングス株式会社,さとーほーるでぃんぐす,,東京都港区芝浦３丁目１番１号
5490001000359,株式会社技研製作所,ぎけんせいさくしょ,,高知県高知市布師田３９４８番地１
5010501009996,日本エアーテック株式会社,にほんえあーてっく,,東京都台東区入谷１丁目１４番９号
6120001042354,株式会社カワタ,かわた,,大阪府大阪市西区阿波座１丁目１５番１５号
1100001011530,日精樹脂工業株式会社,にっせいじゅしこうぎょう,,長野県埴科郡坂城町大字南条２１１０番地
3120001028645,オカダアイヨン株式会社,おかだあいよん,,大阪府大阪市港区海岸通４丁目１番１８号
8013301022968,鉱研工業株式会社,こうけんこうぎょう,,東京都豊島区高田２丁目１７番２２号
3012801002666,ワイエイシイホールディングス株式会社,わいえいしいほーるでぃんぐす,,東京都昭島市武蔵野３丁目１１番１０号
1010401010455,株式会社小松製作所,こまつせいさくしょ,,東京都港区赤坂２丁目３番６号
9010701005032,住友重機械工業株式会社,すみともじゅうきかいこうぎょう,,東京都品川区大崎２丁目１番１号
3010001026998,日立建機株式会社,ひたちけんき,"Hitachi Construction Machinery Co.,Ltd.",東京都台東区東上野２丁目１６番１号
6140001035281,日工株式会社,にっこう,,兵庫県明石市大久保町江井島１０１３番地の１
3120001055482,サンセイ株式会社,さんせい,,大阪府大阪市淀川区西宮原１丁目６番２号
2010701018429,巴工業株式会社,ともえこうぎょう,,東京都品川区北品川５丁目５番１５号
2500001000533,井関農機株式会社,いせきのうき,,愛媛県松山市馬木町７００番地
4011101018760,フロイント産業株式会社,ふろいんとさんぎょう,,東京都新宿区西新宿６丁目２５番１３号
7130001011258,ＴＯＷＡ株式会社,とーわ,,京都府京都市南区上鳥羽上調子町５番地
5010001008788,株式会社丸山製作所,まるやませいさくしょ,,東京都千代田区内神田３丁目４番１５号
4240001034184,株式会社北川鉄工所,きたがわてっこうしょ,,広島県府中市元町７７番地の１
2050001024009,株式会社シンニッタン,しんにったん,,茨城県高萩市大字上手綱３３３３番地３
1120001083948,株式会社タクミナ,たくみな,,大阪府大阪市中央区淡路町２丁目２番１４号
9240001029584,ローツェ株式会社,ろーつぇ,,広島県福山市神辺町字道上１５８８番地の２
3010701008189,株式会社ハーモニック・ドライブ・システムズ,はーもにっくどらいぶしゅすてむず,,東京都品川区南大井６丁目２５番３号
4190001009381,株式会社タカキタ,たかきた,,三重県名張市夏見２８２８番地
1120001037978,株式会社クボタ,くぼた,KUBOTA CORPORATION,大阪府大阪市浪速区敷津東１丁目２番４７号
7240001034181,北川精機株式会社,きたがわせいき,,広島県府中市鵜飼町８００番地の８
5010001039024,荏原実業株式会社,えばらじつぎょう,,東京都中央区銀座７丁目１４番１号
9010001024113,東洋エンジニアリング株式会社,とうようえんじにありんぐ,,東京都港区西新橋１丁目１番１号
7020001074662,三菱化工機株式会社,みつびしかこうき,,神奈川県川崎市川崎区大川町２番１号
8010001034856,月島ホールディングス株式会社,つきしまほーるでぃんぐす,,東京都中央区晴海３丁目５番１号
3140001039376,株式会社帝国電機製作所,ていこくでんきせいさくしょ,,兵庫県たつの市新宮町平野６０番地
2010001030563,明治機械株式会社,めいじきかい,,東京都千代田区神田多町２丁目２番地２２
9010401020496,株式会社東京機械製作所,とうきょうきかいせいさくしょ,,東京都港区三田３丁目１１番３６号
4240001029432,株式会社石井表記,いしいひょうき,,広島県福山市神辺町旭丘５番地
5012801003522,株式会社テセック,てせっく,,東京都東大和市上北台３丁目３９１番地の１
2150001010683,株式会社タカトリ,たかとり,,奈良県橿原市新堂町３１３番地の１
5180001030627,新東工業株式会社,しんとうこうぎょう,,愛知県名古屋市中村区名駅３丁目２８番１２号
7220001003337,澁谷工業株式会社,しぶやこうぎょう,,石川県金沢市大豆田本町甲５８番地
6180001076066,株式会社太平製作所,たいへいせいさくしょ,,愛知県小牧市大字入鹿出新田字宮前９５５番８
3010001000012,フリージア・マクロス株式会社,ふりーじあまくろす,,東京都千代田区神田東松下町１７番地
1030001042723,株式会社アイチコーポレーション,あいちこーぽれーしょん,,埼玉県上尾市大字領家字山下１１５２番地の１０
8190001006573,キクカワエンタープライズ株式会社,きくかわえんたーぷらいず,,三重県伊勢市朝熊町３４７７番地３６
6030001018165,株式会社プラコー,ぷらこー,,埼玉県さいたま市岩槻区大字笹久保新田５５０番地
9010601010719,株式会社小森コーポレーション,こもりこーぽれーしょん,Komori Corporation,東京都墨田区吾妻橋３丁目１１番１号
9120001002215,株式会社鶴見製作所,つるみせいさくしょ,,大阪府大阪市鶴見区鶴見４丁目１６番４０号
3021001001619,日本ギア工業株式会社,にっぽんぎあこうぎょう,"Nippon Gear Co., Ltd.",東京都港区西新橋１丁目７番１４号
3120901006634,三精テクノロジーズ株式会社,さんせいてくのろじーず,,大阪府大阪市淀川区宮原４丁目３番２９号
1010401011081,酒井重工業株式会社,さかいじゅうこうぎょう,,東京都港区芝大門１丁目９番９号
7010001034205,株式会社東京自働機械製作所,とうきょうじどうきかいせいさくしょ,"TOKYO AUTOMATIC MACHINERY WORKS, LTD.",東京都千代田区岩本町３丁目１０番７号（東自機ビル）
1010801001748,株式会社荏原製作所,えばらせいさくしょ,EBARA CORPORATION,東京都大田区羽田旭町１１番１号
3010001034745,株式会社石井鐵工所,いしいてっこうしょ,,東京都中央区月島３丁目２６番１１号
9120901011562,株式会社酉島製作所,とりしませいさくしょ,"Torishima Pump Mfg. Co., Ltd.",大阪府高槻市宮田町１丁目１番８号
4110001016088,北越工業株式会社,ほくえつこうぎょう,"Hokuetsu Industries Co., Ltd.",新潟県燕市下粟生津３０７４番地
8010801007581,株式会社電業社機械製作所,でんぎょうしゃきかいせいさくしょ,,東京都大田区大森北１丁目５番１号
3020001018029,千代田化工建設株式会社,ちよだかこうけんせつ,,神奈川県横浜市西区みなとみらい４丁目６番２号
8120001059660,ダイキン工業株式会社,だいきんこうぎょう,,大阪府大阪市北区梅田１丁目１３番１号大阪梅田ツインタワーズ・サウス
3010601025111,オルガノ株式会社,おるがの,,東京都江東区新砂１丁目２番８号
2010601004909,トーヨーカネツ株式会社,とーよーかねつ,,東京都江東区南砂２丁目１１番１号
8011101023170,栗田工業株式会社,くりたこうぎょう,,東京都中野区中野４丁目１０番１号
2120001002188,株式会社椿本チエイン,つばきもとちえいん,,大阪府大阪市北区中之島３丁目３番３号
4220001013264,大同工業株式会社,だいどうこうぎょう,,石川県加賀市熊坂町イ１９７番地
7011001017109,日機装株式会社,にっきそう,"NIKKISO CO., LTD.",東京都渋谷区恵比寿４丁目２０番３号
7140001048448,木村化工機株式会社,きむらかこうき,,兵庫県尼崎市杭瀬寺島２丁目１番２号
3020001017402,レイズネクスト株式会社,れいずねくすと,,神奈川県横浜市中区桜木町１丁目１番地８
8220001009044,オリエンタルチエン工業株式会社,おりえんたるちえんこうぎょう,,石川県白山市宮永市町４８５番地
3020001043522,アネスト岩田株式会社,あねすといわた,,神奈川県横浜市港北区新吉田町３１７６番地
6180301021663,トリニティ工業株式会社,とりにてぃこうぎょう,,愛知県豊田市柿本町１丁目９番地
5120001050011,株式会社ダイフク,だいふく,,大阪府大阪市西淀川区御幣島３丁目２番１１号
9021001012619,株式会社昭和真空,しょうわしんくう,,神奈川県相模原市中央区田名３０６２番地１０
4130001014511,サムコ株式会社,さむこ,,京都府京都市伏見区竹田藁屋町３６番地
3010701002324,株式会社加藤製作所,かとうせいさくしょ,,東京都品川区東大井１丁目９番３７号
2120101021427,株式会社加地テック,かぢてっく,,大阪府堺市美原区菩提６番地
9010801012135,株式会社ヤマダコーポレーション,やまだこーぽれーしょん,YAMADA CORPORATION,東京都大田区南馬込１丁目１番３号
7021001028468,油研工業株式会社,ゆけんこうぎょう,,神奈川県綾瀬市上土棚中４丁目４番３４号
9470001002700,株式会社タダノ,ただの,,香川県高松市新田町甲３４番地
4011001003103,株式会社宇野澤組鐵工所,うのざわぐみてっこうじょ,,東京都渋谷区恵比寿１丁目１９番１５号
3120001018670,不二精機株式会社,ふじせいき,,大阪府大阪市生野区巽東４丁目４番３７号
5490001000318,兼松エンジニアリング株式会社,かねまつえんじにありんぐ,,高知県高知市布師田３９８１番地７
5010901005975,水道機工株式会社,すいどうきこう,,東京都世田谷区桜丘５丁目４８番１６号
3011601010978,鈴茂器工株式会社,すずもきこう,,東京都中野区中野４丁目１０番１号中野セントラルパークイースト
3160001009212,フジテック株式会社,ふじてっく,,滋賀県彦根市宮田町５９１番地１
6180001075968,ＣＫＤ株式会社,しーけーでぃ,,愛知県小牧市応時２丁目２５０番地
1070001015725,小倉クラッチ株式会社,おぐらくらっち,,群馬県桐生市相生町２丁目６７８番地
6010401021159,中野冷機株式会社,なかのれいき,,東京都港区芝浦２丁目１５番４号
3010501026647,株式会社平和,へいわ,,東京都台東区東上野１丁目１６番１号
9010401031452,理想科学工業株式会社,りそうかがくこうぎょう,,東京都港区芝５丁目３４番７号
1010801002630,桂川電機株式会社,かつらがわでんき,,東京都大田区矢口１丁目５番１号
3011001057538,株式会社三共,さんきょう,,東京都渋谷区渋谷３丁目２９番１４号
7120001022181,日本金銭機械株式会社,にほんきんせんきかい,,大阪府大阪市浪速区難波中２丁目１１番１８号
7011101019888,株式会社マースグループホールディングス,まーすぐるーぷほーるでぃんぐす,,東京都新宿区新宿１丁目１０番７号
9120001050544,フクシマガリレイ株式会社,ふくしまがりれい,,大阪府大阪市西淀川区竹島２丁目６番１８号
7011201003197,株式会社高見沢サイバネティックス,たかみさわさいばねてぃっくす,,東京都中野区中央２丁目４８番５号
6010601025422,株式会社ユニバーサルエンターテインメント,ゆにばーさるえんたーていんめんと,,東京都江東区有明３丁目７番２６号有明フロンティアビルＡ棟
5021001020996,株式会社オーイズミ,おーいずみ,,神奈川県厚木市中町２丁目７番１０号
4180001048892,ダイコク電機株式会社,だいこくでんき,,愛知県名古屋市中村区那古野１丁目４３番５号
4100001011503,株式会社竹内製作所,たけうちせいさくしょ,,長野県埴科郡坂城町大字上平２０５番地
6030001056900,ヒーハイスト株式会社,ひーはいすと,,埼玉県川越市大字今福５８０番地１
3020001019365,アマノ株式会社,あまの,,神奈川県横浜市港北区大豆戸町２７５番地
8013401006169,ＪＵＫＩ株式会社,じゅーき,,東京都多摩市鶴牧２丁目１１番地１
5070001013386,サンデン株式会社,さんでん,,群馬県伊勢崎市寿町２０番地
7010101008876,株式会社ジャノメ,じゃのめ,,東京都八王子市狭間町１４６３番地
8180001010997,ブラザー工業株式会社,ぶらざーこうぎょう,"BROTHER INDUSTRIES, LTD.",愛知県名古屋市瑞穂区苗代町１５番１号
2010001057739,マックス株式会社,まっくす,,東京都中央区日本橋箱崎町６番６号
7120001019062,株式会社モリタホールディングス,もりたほーるでぃんぐす,,大阪府大阪市中央区道修町３丁目６番１号
5140001058614,グローリー株式会社,ぐろーりー,,兵庫県姫路市下手野１丁目３番１号
6120001065727,新晃工業株式会社,しんこうこうぎょう,,大阪府大阪市北区南森町１丁目４番５号
9120001083783,大和冷機工業株式会社,だいわれいきこうぎょう,,大阪府大阪市天王寺区小橋町３番１３号
9010401055278,セガサミーホールディングス株式会社,せがさみーほーるでぃんぐす,,東京都品川区西品川１丁目１番１号住友不動産大崎ガーデンタワー
3010001034852,ＴＰＲ株式会社,てぃーぴーあーる,,東京都千代田区丸の内１丁目６番２号
2150001014908,株式会社ツバキ・ナカシマ,つばきなかしま,,奈良県葛城市尺土１９番地
4180001069484,ホシザキ株式会社,ほしざき,,愛知県豊明市栄町南館３番の１６
3140001052189,株式会社ＴＶＥ,てぃーぶいいー,,兵庫県尼崎市西立花町５丁目１２番１号
2130001038818,株式会社ニチダイ,にちだい,,京都府京田辺市薪北町田１３番地
6021001020459,株式会社放電精密加工研究所,ほうでんせいみつかこうけんきゅうしょ,"HODEN SEIMITSU KAKO KENKYUSHO CO.,LTD.",神奈川県横浜市港北区新横浜３丁目１７番６号イノテックビル１１階
7180301018584,大豊工業株式会社,たいほうこうぎょう,,愛知県豊田市緑ケ丘３丁目６５番地
8010701007715,日本精工株式会社,にっぽんせいこう,,東京都品川区大崎１丁目６番３号
3120001048981,ＮＴＮ株式会社,えぬてぃえぬ,NTN CORPORATION,大阪府大阪市北区中之島３丁目６番３２号
9120001079055,株式会社ジェイテクト,じぇいてくと,,愛知県刈谷市朝日町１丁目１番地
4230001002687,株式会社不二越,ふじこし,,東京都港区東新橋１丁目９番２号
8100001007753,ミネベアミツミ株式会社,みねべあみつみ,,長野県北佐久郡御代田町大字御代田４１０６番地７３
4010401023033,日本トムソン株式会社,にっぽんとむそん,"NIPPON THOMPSON CO.,LTD.",東京都港区高輪２丁目１９番１９号
3010701006176,ＴＨＫ株式会社,ていえちけー,,東京都港区芝浦２丁目１２番１０号
3130001015997,株式会社ユーシン精機,ゆーしんせいき,"YUSHIN PRECISION EQUIPMENT CO., LTD.",京都府京都市南区久世殿城町５５５番地
6200001001871,株式会社ＫＶＫ,けーぶいけー,,岐阜県加茂郡富加町高畑字稲荷６４１番地
8013201005478,前澤給装工業株式会社,まえざわきゅうそうこうぎょう,,東京都目黒区鷹番２丁目１４番４号
2010401002451,イーグル工業株式会社,いーぐるこうぎょう,,東京都港区芝大門１丁目１２番１５号
9180001011318,株式会社ヨシタケ,よしたけ,,愛知県名古屋市昭和区御器所通２丁目２７番１
5010001057579,前澤工業株式会社,まえざわこうぎょう,,東京都中央区新川１丁目５番１７号
3120001059450,日本ピラー工業株式会社,にっぽんぴらーこうぎょう,,大阪府大阪市西区新町１丁目７番１号
4290801005157,岡野バルブ製造株式会社,おかのばるぶせいぞう,,福岡県北九州市門司区中町１番１４号
3021001022920,株式会社ＮＩＴＴＡＮ,にったん,,神奈川県秦野市曽屋５１８番地
9020001018394,株式会社ＮＦＫホールディングス,えぬえふけーほーるでぃんぐす,,東京都港区南青山７丁目８番４号
8010001034955,株式会社宮入バルブ製作所,みやいりばるぶせいさくしょ,,東京都中央区銀座西一丁目２番地
5122001015687,株式会社中北製作所,なかきたせいさくしょ,,大阪府大東市深野南町１番１号
6010701008104,株式会社ハマイ,はまい,,東京都品川区西五反田７丁目７番７号ＳＧスクエア２階
2040001001644,株式会社キッツ,きっつ,,千葉県千葉市美浜区中瀬１丁目１０番１
7010001008844,株式会社日立製作所,ひたちせいさくしょ,"Hitachi, Ltd.",東京都千代田区丸の内１丁目６番６号
2010401044997,株式会社東芝,とうしば,,東京都港区芝浦１丁目１番１号
4010001008772,三菱電機株式会社,みつびしでんき,,東京都千代田区丸の内２丁目７番３号
9020001071492,富士電機株式会社,ふじでんき,,神奈川県川崎市川崎区田辺新田１番１号
7010001034857,東洋電機製造株式会社,とうようでんきせいぞう,,東京都中央区八重洲１丁目４番１６号
5290801010767,株式会社安川電機,やすかわでんき,,福岡県北九州市八幡西区黒崎城石２番１号
2010401054443,シンフォニアテクノロジー株式会社,しんふぉにあてくのろじー,,東京都港区芝大門１丁目１番３０号
4010701009640,株式会社明電舎,めいでんしゃ,MEIDENSHA CORPORATION,東京都品川区大崎２丁目１番１号
3013301003097,株式会社オリジン,おりじん,,埼玉県さいたま市桜区栄和３丁目３番２７号
1013301004808,山洋電気株式会社,さんようでんき,"SANYO DENKI CO., LTD.",東京都豊島区南大塚３丁目３３番１号
4010001105371,デンヨー株式会社,でんよー,,東京都中央区日本橋堀留町２丁目８番５号
5140001059091,三相電機株式会社,さんそうでんき,"Sanso Electric Co.,Ltd.",兵庫県姫路市青山北１丁目１番１号
9090001011376,株式会社オキサイド,おきさいど,,山梨県北杜市武川町牧原１７４７番地１
3120001164267,株式会社アスタリスク,あすたりすく,,大阪府大阪市淀川区西中島５丁目６番１６号
6010001155349,ＰＨＣホールディングス株式会社,ぴーえいちしーほーるでぃんぐす,,東京都港区西新橋２丁目３８番５号
9160001007235,湖北工業株式会社,こほくこうぎょう,,滋賀県長浜市高月町高月１６２３番地
4010003024801,株式会社ＫＯＫＵＳＡＩ　ＥＬＥＣＴＲＩＣ,こくさいえれくとりっく,,東京都千代田区神田鍛冶町３丁目４番地
7020001107604,株式会社ソシオネクスト,そしおねくすと,,神奈川県横浜市港北区新横浜２丁目１０番２３
7010401111553,株式会社ベイカレント・コンサルティング,べいかれんとこんさるてぃんぐ,,東京都港区虎ノ門１丁目２３番１号虎ノ門ヒルズ森タワー９階
3011001061184,株式会社Ｏｒｃｈｅｓｔｒａ　Ｈｏｌｄｉｎｇｓ,おーけすとらほーるでぃんぐす,,東京都渋谷区恵比寿４丁目２０番３号
4011001059087,株式会社アイモバイル,あいもばいる,,東京都渋谷区桜丘町２２番１４号Ｎ．Ｅ．Ｓ．ビルＮ棟２階
7350001002813,ＷＡＳＨハウス株式会社,うぉっしゅはうす,,宮崎県宮崎市新栄町８６番地１
4010401081592,株式会社キャリアインデックス,きゃりあいんでっくす,,東京都港区白金台５丁目１２番７号
9120001111949,株式会社ＭＳ－Ｊａｐａｎ,えむえすじゃぱん,,東京都千代田区富士見２丁目１０番２号飯田橋グラン・ブルーム
4010501032297,株式会社船場,せんば,,東京都港区芝浦１丁目２番３号
3290001076297,株式会社ＦＣホールディングス,えふしーほーるでぃんぐす,,福岡県福岡市博多区博多駅東３丁目６番１８号
8010001071429,株式会社日宣,にっせん,,東京都千代田区神田司町２丁目６番地５
5010001019182,ジャパンエレベーターサービスホールディングス株式会社,じゃぱんえれべーたーさーびすほーるでぃんぐす,,東京都中央区日本橋１丁目３番１３号
2010001088949,株式会社インターネットインフィニティー,いんたーねっといんふぃにてぃー,,東京都千代田区二番町１１番地１９
3430001013822,フルテック株式会社,ふるてっく,,北海道札幌市中央区北十三条西１７丁目１番３１号
5190001014736,株式会社グリーンズ,ぐりーんず,,三重県四日市市浜田町５番３号
4013301007221,株式会社旅工房,たびこうぼう,,東京都豊島区東池袋３丁目１番１号サンシャイン６０・８階
9012401014057,ディーエムソリューションズ株式会社,でぃーえむそりゅーしょんず,,東京都武蔵野市御殿山１丁目１番３号
4011001092468,Ｕｎｉｐｏｓ株式会社,ゆにぽす,,東京都渋谷区神宮前５丁目５２番２号
8010001107240,株式会社ツナググループ・ホールディングス,つなぐぐるーぷほーるでぃんぐす,,東京都千代田区神田三崎町３丁目１番１６号
2010401106079,株式会社ＧａｍｅＷｉｔｈ,げーむういず,,東京都港区三田１丁目４番１号
6130001017685,株式会社エスユーエス,えすゆーえす,,京都府京都市下京区四条通烏丸東入ル長刀鉾町８京都三井ビルディング５階
3010001152084,株式会社ＭＳ＆Ｃｏｎｓｕｌｔｉｎｇ,えむえすあんどこんさるてぃんぐ,,東京都中央区日本橋小伝馬町４番９号
5010401097027,ウェルビー株式会社,うぇるびー,,東京都中央区銀座２丁目３番６号
6010601048836,ＡＩＡＩグループ株式会社,あいあいぐるーぷ,,東京都墨田区錦糸１丁目２番１号
7120001128193,クックビズ株式会社,くっくびず,,大阪府大阪市北区芝田２丁目７番１８号
8011101053812,株式会社エル・ティー・エス,えるてぃーえす,,東京都港区元赤坂１丁目３番１３号
3010401058864,株式会社ＨＡＮＡＴＯＵＲ　ＪＡＰＡＮ,はなつあーじゃぱん,,東京都新宿区新宿２丁目３番１５号大橋御苑ビル
7010401087406,株式会社ジーニー,じーにー,,東京都新宿区西新宿６丁目８番１号
4011001072890,株式会社みらいワークス,みらいわーくす,,東京都港区虎ノ門４丁目１番１３号２階
6080401005304,株式会社ミダックホールディングス,みだっくほーるでぃんぐす,,静岡県浜松市東区有玉南町２１６３番地
1180301027293,ＡＢホテル株式会社,えーびーほてる,,愛知県安城市三河安城町１丁目９番地２
7013301003168,株式会社要興業,かなめこうぎょう,,東京都豊島区池袋２丁目１４番８号池袋エヌエスビル
1120001198713,株式会社ＳＥＲＩＯホールディングス,せりおほーるでぃんぐす,,大阪府大阪市北区堂島１丁目５番１７号
3140001022497,神戸天然物化学株式会社,こうべてんねんぶつかがく,"KNC Laboratories Co., Ltd.",兵庫県神戸市中央区港島南町７丁目１番地の１９
1100001000797,株式会社共和コーポレーション,きょうわこーぽれーしょん,,長野県長野市若里３丁目１０番２８号
6010001163541,キュービーネットホールディングス株式会社,きゅーびーねっとほーるでぃんぐす,,東京都渋谷区渋谷２丁目１２番２４号
1010401098870,ＲＰＡホールディングス株式会社,あーるぴーえーほーるでぃんぐす,,東京都港区虎ノ門１丁目２３番１号
6011001056801,アジャイルメディア・ネットワーク株式会社,あじゃいるめでぃあねっとわーく,,東京都港区虎ノ門４丁目１番４０号
8011001095822,株式会社コンヴァノ,こんヴぁの,,東京都渋谷区桜丘町２２番１４号Ｎ．Ｅ．Ｓ．ビルＳ棟Ｂ３Ｆ
9011001045578,株式会社ベストワンドットコム,べすとわんどっとこむ,,東京都新宿区富久町１６番６号西倉ＬＫビル２階
2013301031289,株式会社エヌリンクス,えぬりんくす,,東京都豊島区南池袋２丁目３２番４号
9010001121488,ログリー株式会社,ろぐりー,,東京都渋谷区道玄坂１丁目１６番３号
1011001041171,株式会社ライトアップ,らいとあっぷ,,東京都渋谷区渋谷２丁目１５番１号
6011001045853,三櫻工業株式会社,さんおうこうぎょう,"Sanoh Industrial Co., Ltd.",東京都渋谷区渋谷３丁目６番６号
2180301013342,株式会社マキタ,まきた,,愛知県安城市住吉町３丁目１１番８号
8010701016022,東芝テック株式会社,とうしばてっく,,東京都品川区大崎１丁目１１番１号
8020001032660,芝浦メカトロニクス株式会社,しばうらめかとろにくす,,神奈川県横浜市栄区笠間２丁目５番１号
2040001036954,マブチモーター株式会社,まぶちもーたー,,千葉県松戸市松飛台４３０番地
9130001002387,ニデック株式会社,にでっく,,京都府京都市南区久世殿城町３３８番地
4010401096252,ＨＰＣシステムズ株式会社,えいちぴーしーしすてむず,,東京都港区海岸３丁目９番１５号
4010101000605,エブレン株式会社,えぶれん,,東京都八王子市石川町２９７０番地６
1012701010928,バルミューダ株式会社,ばるみゅーだ,BALMUDA Inc.,東京都武蔵野市境南町５丁目１番２１号
8020001085428,株式会社ＱＤレーザ,きゅーでぃーれーざ,,神奈川県川崎市川崎区南渡田町１番１号
3230001007092,株式会社シキノハイテック,しきのはいてっく,,富山県魚津市吉島８２９番地
1030001044117,ユー・エム・シー・エレクトロニクス株式会社,ゆーえむしーえれくとろにくす,,埼玉県上尾市大字瓦葺７２１番地
2010001079907,トレックス・セミコンダクター株式会社,とれっくすせみこんだくたー,,東京都中央区新川１丁目２４番１号
5010601043417,株式会社東光高岳,とうこうたかおか,,東京都江東区豊洲５丁目６番３６号
1030001027575,株式会社大泉製作所,おおいずみせいさくしょ,,埼玉県狭山市新狭山１丁目１１番４号
2020001077950,ダブル・スコープ株式会社,だぶるすこーぷ,W-SCOPE Corporation,東京都品川区東五反田１丁目２２番６号
6010801021964,宮越ホールディングス株式会社,みやこしほーるでぃんぐす,,東京都大田区大森北１丁目２３番１号
6120001056461,株式会社ダイヘン,だいへん,,大阪府大阪市淀川区田川２丁目１番１１号
7010001142692,ＪＡＬＣＯホールディングス株式会社,じゃるこほーるでぃんぐす,,東京都中央区日本橋２丁目１６番１１号
5010601008733,ＳＥＭＩＴＥＣ株式会社,せみてっく,,東京都墨田区錦糸１丁目７番７号
9020001053623,株式会社テラプローブ,てらぷろーぶ,,神奈川県横浜市港北区新横浜２丁目７番１７号
4180001088600,テクノホライゾン株式会社,てくのほらいぞん,,愛知県名古屋市南区千竈通２丁目１３番地１
5010601020184,ヤーマン株式会社,やーまん,YA-MAN LTD.,東京都江東区古石場１丁目４番４号
8020001059159,株式会社ＪＶＣケンウッド,じぇいぶいしーけんうっど,,神奈川県横浜市神奈川区守屋町３丁目１２番地
4010701025183,株式会社Ｃ＆Ｇシステムズ,しーあんどじーしすてむず,,東京都品川区東品川２丁目２番２４号
8400001008341,株式会社ネクスグループ,,,岩手県花巻市椚ノ目第２地割３２番地１
4060001008446,株式会社大日光・エンジニアリング,だいにっこうえんじにありんぐ,,栃木県日光市根室６９７番地１
6120001005889,寺崎電気産業株式会社,てらさきでんきさんぎょう,,大阪府大阪市平野区加美東６丁目１３番４７号
5100001010883,株式会社ミマキエンジニアリング,みまきえんじにありんぐ,,長野県東御市滋野乙２１８２番地３
4130001014899,Ｉ－ＰＥＸ株式会社,あいぺっくす,,京都府京都市伏見区桃山町根来１２番地の４
5300001000526,株式会社戸上電機製作所,とがみでんきせいさくしょ,,佐賀県佐賀市大財北町１番１号
6010701001918,大崎電気工業株式会社,おおさきでんきこうぎょう,,東京都品川区東五反田２丁目１０番２号
1130001016824,オムロン株式会社,おむろん,"Omron Co.,Ltd.",京都府京都市下京区塩小路通堀川東入南不動堂町８０１番地
5011801004902,森尾電機株式会社,もりおでんき,,東京都葛飾区立石４丁目３４番１号
4390001010708,株式会社かわでん,かわでん,,山形県南陽市小岩沢２２５番地
9180001067905,日東工業株式会社,にっとうこうぎょう,,愛知県長久手市蟹原２２０１番地
6120001053789,ＩＤＥＣ株式会社,あいでっく,,大阪府大阪市淀川区西宮原２丁目６番６４号
6290001014089,株式会社正興電機製作所,せいこうでんきせいさくしょ,,福岡県福岡市博多区東光２丁目７番２５号
9130001022352,不二電機工業株式会社,ふじでんきこうぎょう,,京都府京都市中京区御池通富小路西入る東八幡町５８５番地
7410001008548,インスペック株式会社,いんすぺっく,,秋田県仙北市角館町雲然荒屋敷７９番地の１
