日付,コード,銘柄名,33業種コード,17業種コード,規模コード,市場コード,法人番号,法人名,法人名ふりがな,法人名英語,本店所在地,設立,時価総額
20231031,8101,ＧＳＩクレオス,6050,13,7,P,3010001008666,株式会社ＧＳＩクレオス,じーえすあいくれおす,GSI Creos Corporation,東京都港区芝３丁目８番２号,1931年10月31日,25449
20231031,8103,明和産業,6050,13,7,P,7010001008786,明和産業株式会社,めいわさんぎょう,,東京都千代田区丸の内３丁目３番１号,1947年7月25日,27366
20231031,8104,クワザワホールディングス,6050,13,7,S,9430001005194,クワザワホールディングス株式会社,くわざわほーるでぃんぐす,,北海道札幌市白石区中央二条７丁目１番１号,1951年（昭和26年）2月1日（株式会社桑澤商店）,10551
20231031,8105,堀田丸正,6050,13,-,S,1010001034953,堀田丸正株式会社,ほったまるしょう,,東京都中央区日本橋室町４丁目１番１１号,1933年（昭和8年）2月1日（株式会社丸正商店）,3042
20231031,8107,キムラタン,3100,4,7,S,8140001007130,株式会社キムラタン,きむらたん,,兵庫県神戸市中央区京町８３番地三宮センチュリービル,1964年12月10日,4504
20231031,8111,ゴールドウイン,3100,4,4,P,3230001008974,株式会社ゴールドウイン,ごーるどういん,,富山県小矢部市清沢２１０番地,1951年12月22日,533317
20231031,8113,ユニ・チャーム,3200,4,2,P,8500001014833,ユニ・チャーム株式会社,ゆにちゃーむ,,愛媛県四国中央市金生町下分１８２番地,1961年（昭和36年）2月10日,3024705
20231031,8114,デサント,3100,4,6,P,6120001024419,株式会社デサント,でさんと,,大阪府大阪市浪速区湊町１丁目２番３号マルイト難波ビル１３階,1935年 2月,332312
20231031,8115,ムーンバット,6050,13,-,S,5130001019030,ムーンバット株式会社,むーんばっと,,京都府京都市下京区室町通四条南入鶏鉾町４９３番地,1941年（昭和16年）9月6日,2898
20231031,8117,中央自動車工業,6050,13,-,S,3120001067115,中央自動車工業株式会社,ちゅうおうじどうしゃこうぎょう,CENTRAL AUTOMOTIVE PRODUCTS LTD.,大阪府大阪市北区中之島４丁目２番３０号,1946年5月10日,75475
20231031,8118,キング,3100,4,7,S,8130001017089,株式会社キング,きんぐ,,京都府京都市下京区東塩小路高倉町２番の１,,17043
20231031,8119,三栄コーポレーション,6050,13,-,S,1010501004662,株式会社三栄コーポレーション,さんえいこーぽれーしょん,,東京都台東区寿４丁目１番２号,,5816
20231031,8123,川辺,6050,13,-,S,5011101004900,川辺株式会社,かわべ,,東京都新宿区四谷４丁目１６番３号,1942年11月25日,2001
20231031,8125,ワキタ,6050,13,7,P,5120001048550,株式会社ワキタ,わきた,,大阪府大阪市西区江戸堀１丁目３番２０号,1949年5月4日,78032
20231031,8127,ヤマトインターナショナル,3100,4,7,S,3120001077584,ヤマトインターナショナル株式会社,やまといんたーなしょなる,,大阪府大阪市中央区博労町２丁目３番９号,1947年6月16日,6348
20231031,8129,東邦ホールディングス,6050,13,4,P,4010901008153,東邦ホールディングス株式会社,とうほうほーるでぃんぐす,,東京都世田谷区代沢５丁目２番１号,1948年9月17日,253517
20231031,8130,サンゲツ,6050,13,6,P,3180001025521,株式会社サンゲツ,さんげつ,,愛知県名古屋市西区幅下１丁目４番１号,1953年（昭和28年）4月21日（株式会社山月堂）（創業　: 1849年（嘉永2年））,168069
20231031,8131,ミツウロコグループホールディングス,6050,13,7,S,4010001034942,株式会社ミツウロコグループホールディングス,みつうろこぐるーぷほーるでぃんぐす,,東京都中央区京橋３丁目１番１号,1926年（大正15年）5月10日（三鱗煉炭原料株式会社）（創業：1886年（明治19年））,78896
20231031,8132,シナネンホールディングス,6050,13,7,P,5010401013396,シナネンホールディングス株式会社,しなねんほーるでぃんぐす,,東京都港区三田３丁目５番２７号,1934年（昭和9年）4月25日（品川豆炭株式会社）（創業 1927年（昭和2年）4月11日）,51469
20231031,8133,伊藤忠エネクス,6050,13,6,P,9010401078551,伊藤忠エネクス株式会社,いとうちゅうえねくす,,東京都千代田区霞が関３丁目２番５号,1961年（昭和36年）1月28日（伊藤忠燃料株式会社）,187244
20231031,8135,ゼット,6050,13,-,S,6120001023916,ゼット株式会社,ぜっと,,大阪府大阪市天王寺区烏ケ辻１丁目２番１６号,1950年12月16日,5950
20231031,8136,サンリオ,6050,13,4,P,5010701003956,株式会社サンリオ,さんりお,,東京都品川区大崎１丁目６番１号,1960年8月10日[3],569016
20231031,8137,サンワテクノス,6050,13,7,P,5010001045369,サンワテクノス株式会社,さんわてくのす,,東京都中央区京橋３丁目１番１号,,34767
20231031,8138,三京化成,6050,13,-,S,8120001080385,三京化成株式会社,さんきょうかせい,,大阪府大阪市中央区北久宝寺町１丁目９番８号,1947年2月10日,4680
20231031,8139,ナガホリ,6050,13,-,S,9010501010760,株式会社ナガホリ,ながほり,,東京都台東区上野１丁目１５番３号,,28263
20231031,8140,リョーサン,6050,13,6,P,8010001008810,株式会社リョーサン,りょーさん,,東京都千代田区東神田２丁目３番５号,,118500
20231031,8141,新光商事,6050,13,7,P,3010701019351,新光商事株式会社,しんこうしょうじ,,東京都品川区大崎１丁目２番２号,1953年（昭和28年）11月25日,44510
20231031,8142,トーホー,6050,13,7,P,1140001002071,株式会社トーホー,とーほー,,兵庫県神戸市東灘区向洋町西５丁目９番,1947年10月,34854
20231031,8143,ラピーヌ,3100,4,-,S,3120001071942,株式会社ラピーヌ,らぴーぬ,,東京都千代田区神田東松下町１７番地,1950年（昭和25年）2月11日（株式会社大東）,786
20231031,8144,デンキョーグループホールディングス,6050,13,-,S,7120001039110,株式会社デンキョーグループホールディングス,でんきょーぐるーぷほーるでぃんぐす,"Denkyo Group Holdings Co.,Ltd.",大阪府大阪市浪速区日本橋東２丁目１番３号,,8131
20231031,8147,トミタ,6050,13,-,S,8010001052494,株式会社トミタ,とみた,,東京都中央区銀座８丁目３番１０号,1943年4月,7975
20231031,8150,三信電気,6050,13,7,P,1010401012096,三信電気株式会社,さんしんでんき,"SANSHIN ELECTRONICS CO., LTD.",東京都港区芝４丁目４番１２号,,36307
20231031,8151,東陽テクニカ,6050,13,7,P,8010001051991,株式会社東陽テクニカ,とうようてくにか,,東京都中央区八重洲１丁目１番６号,1953年9月4日,34563
20231031,8152,ソマール,6050,13,-,S,9010001048632,ソマール株式会社,そまーる,,東京都中央区銀座４丁目１１番２号,,5247
20231031,8153,モスフードサービス,6050,13,6,P,5010701019713,株式会社モスフードサービス,もすふーどさーびす,,東京都品川区大崎２丁目１番１号,1972年（昭和47年）7月21日（株式会社モス・フード・サービス）[1],103392
20231031,8154,加賀電子,6050,13,6,P,4010001001752,加賀電子株式会社,かがでんし,,東京都千代田区神田松永町２０番地,1968年（昭和43年）9月12日,182545
20231031,8155,三益半導体工業,3550,3,6,P,5070001009541,三益半導体工業株式会社,みますはんどうたいこうぎょう,,群馬県高崎市保渡田町２１７４番地１,1969年6月4日,97901
20231031,8157,都築電気,5250,10,7,P,9010401054908,都築電気株式会社,つづきでんき,,東京都港区新橋６丁目１９番１５号,1941年3月26日（都築電話工業株式会社）,43060
20231031,8158,ソーダニッカ,6050,13,7,P,9010001048574,ソーダニッカ株式会社,そーだにっか,,東京都中央区日本橋３丁目６番２号,1947年（昭和22年）4月11日（曹達商事株式会社）,23106
20231031,8159,立花エレテック,6050,13,7,P,2120001049007,株式会社立花エレテック,たちばなえれてっく,,大阪府大阪市西区西本町１丁目１３番２５号,1948年7月12日,71973
20231031,8160,木曽路,6100,14,6,P,9180001008132,株式会社木曽路,きそじ,,愛知県名古屋市昭和区白金３丁目１８番１３号,1952年（昭和27年）9月30日（株式会社まつば喫茶）[1],71617
20231031,8163,ＳＲＳホールディングス,6100,14,7,P,4120101022786,ＳＲＳホールディングス株式会社,えすあーるえすほーるでぃんぐす,,大阪府大阪市中央区安土町２丁目３番１３号大阪国際ビルディング３０階,1968年8月27日,42922
20231031,8165,千趣会,6100,14,7,S,5120001066081,株式会社千趣会,せんしゅかい,,大阪府大阪市北区同心１丁目６番２３号,1946年（昭和21年）3月22日（注1）,20823
20231031,8166,タカキュー,6100,14,7,S,5011401003916,株式会社タカキュー,たかきゅー,,東京都板橋区板橋３丁目９番７号,1950年（昭和25年）6月30日[1],1909
20231031,8167,リテールパートナーズ,6100,14,6,P,1250001002242,株式会社リテールパートナーズ,りてーるぱーとなーず,,山口県防府市大字江泊１９３６番地,1954年3月12日（株式会社防府専門大店）,84569
20231031,8168,ケーヨー,6100,14,7,P,4040001002054,株式会社ケーヨー,けーよー,,千葉県千葉市若葉区みつわ台１丁目２８番１号,1952年（昭和27年）5月31日[2][1],84487
20231031,8173,上新電機,6100,14,6,P,9120001038564,上新電機株式会社,じょうしんでんき,,大阪府大阪市浪速区日本橋西１丁目６番５号,1950年2月2日（上新電機産業株式会社）,63952
20231031,8174,日本瓦斯,6100,14,4,P,9010001061924,日本瓦斯株式会社,にっぽんがす,,東京都渋谷区代々木４丁目３１番８号,1955年（昭和30年）7月29日,266382
20231031,8179,ロイヤルホールディングス,6100,14,6,P,2290001017525,ロイヤルホールディングス株式会社,ろいやるほーるでぃんぐす,,福岡県福岡市博多区那珂３丁目２８番５号,1950年4月4日（キルロイ特殊貿易株式会社）※特記事項を参照,131486
20231031,8181,東天紅,6100,14,7,S,5010501016225,株式会社東天紅,とうてんこう,,東京都台東区池之端１丁目４番１号,1948年（昭和23年）9月7日(※),2099
20231031,8182,いなげや,6100,14,7,P,2012801000159,株式会社いなげや,いなげや,,東京都立川市栄町６丁目１番地の１,1948年（昭和23年）5月20日（株式会社稲毛屋）[1],83706
20231031,8185,チヨダ,6100,14,7,P,1011301004381,株式会社チヨダ,ちよだ,,東京都杉並区荻窪４丁目３０番１６号,1948年（昭和23年）6月4日（株式会社チヨダ靴店）[1]（創業1936年（昭和11年）5月）[3],31776
20231031,8194,ライフコーポレーション,6100,14,6,P,9010001060208,株式会社ライフコーポレーション,らいふこーぽれーしょん,,大阪府大阪市淀川区西宮原２丁目２番２２号,1941年（昭和16年）2月22日（大興セルロイド株式会社）,169863
20231031,8198,マックスバリュ東海,6100,14,-,S,1080101006499,マックスバリュ東海株式会社,まっくすばりゅとうかい,,静岡県浜松市東区篠ケ瀬町１２９５番地１,1948年（昭和23年）6月3日（株式会社田中板硝子店）（注1）,96241
20231031,8200,リンガーハット,6100,14,6,P,5310001001011,株式会社リンガーハット,りんがーはっと,,長崎県長崎市鍛冶屋町６番５０号,1970年6月13日（浜勝商事株式会社）（創業 1962年）,59904
20231031,8202,ラオックスホールディングス,6100,14,-,S,7010401099079,ラオックスホールディングス株式会社,らおっくすほーるでぃんぐす,,東京都港区虎ノ門４丁目３番１号,1976年（昭和51年）9月27日（ラオックス株式会社）,22027
20231031,8203,ＭｒＭａｘＨＤ,6100,14,7,P,3290001004134,株式会社ミスターマックス・ホールディングス,みすたーまっくすほーるでぃんぐす,,福岡県福岡市東区松田１丁目５番７号,1950年1月（有限会社平野ラジオ電気商会）（創業 1925年10月）,24638
20231031,8207,テンアライド,6100,14,7,S,3010001051286,テンアライド株式会社,てんあらいど,,東京都目黒区鷹番２丁目１６番１８号（Ｋビル）,1969年12月20日,10545
20231031,8208,エンチョー,6100,14,-,S,7080101008234,株式会社エンチョー,えんちょー,,静岡県富士市中央町２丁目１２番１２号,1962年（昭和37年）7月19日,6796
20231031,8209,フレンドリー,6100,14,-,S,9122001015873,株式会社フレンドリー,ふれんどりー,,大阪府大東市寺川３丁目１２番１号,1954年（昭和29年）8月9日（株式会社すし半）,1419
20231031,8214,ＡＯＫＩホールディングス,6100,14,6,P,5020001091635,株式会社ＡＯＫＩホールディングス,あおきほーるでぃんぐす,,神奈川県横浜市都筑区葛が谷６番５６号,1976年（昭和51年）8月21日[1]（アオキファッション販売株式会社）[1],95314
20231031,8215,銀座山形屋,6100,14,-,S,5010001041228,株式会社銀座山形屋,ぎんざやまがたや,,東京都中央区湊２丁目４番１号,1946年（昭和21年）11月14日[1],1931
20231031,8217,オークワ,6100,14,7,P,2170001002092,株式会社オークワ,おーくわ,,和歌山県和歌山市中島１８５番地の３,1969年（昭和44年）2月21日（株式会社主婦の店オークワ）[2]創業:1938年（昭和13年）5月[2]1959年（昭和34年）2月27日（有限会社主婦の店新宮店）,37864
20231031,8218,コメリ,6100,14,6,P,9110001002050,株式会社コメリ,こめり,,新潟県新潟市南区清水４５０１番地１,1962年（昭和37年）7月2日（株式会社米利商店）[1],172477
20231031,8219,青山商事,6100,14,6,P,1240001029674,青山商事株式会社,あおやましょうじ,,広島県福山市王子町１丁目３番５号,1964年（昭和39年）5月6日[1],77103
20231031,8225,タカチホ,6050,13,-,S,9100001001862,株式会社タカチホ,たかちほ,,長野県長野市大字大豆島５８８８番地,1949年2月28日,1505
20231031,8226,理経,6050,13,-,S,8011101022577,株式会社理経,りけい,,東京都新宿区西新宿３丁目２番１１号,1957年6月8日,3475
20231031,8227,しまむら,6100,14,4,P,6030001004272,株式会社しまむら,しまむら,,埼玉県さいたま市大宮区北袋町１丁目６０２番１号,1953年（昭和28年）5月7日（株式会社島村呉服店）[1]1923年（大正12年）（創業）[1],587106
20231031,8230,はせがわ,6100,14,7,S,3290001015800,株式会社はせがわ,はせがわ,,福岡県福岡市博多区上川端町１２番１９２号,1966年12月28日,6582
20231031,8233,高島屋,6100,14,4,P,5120001077467,株式会社高島屋,たかしまや,,大阪府大阪市中央区難波５丁目１番５号,1919年8月20日（株式会社高島屋呉服店）[2],360230
20231031,8237,松屋,6100,14,6,P,1010001034945,株式会社松屋,まつや,,東京都中央区銀座３丁目６番１号,1919年3月1日,46469
20231031,8242,エイチ・ツー・オー　リテイリング,6100,14,6,P,1120001059683,エイチ・ツー・オーリテイリング株式会社,えいちつーおーりていりんぐ,,大阪府大阪市北区角田町８番７号,1947年（昭和22年）3月7日（株式会社阪急百貨店）,206457
20231031,8244,近鉄百貨店,6100,14,7,S,3120001098201,株式会社近鉄百貨店,きんてつひゃっかてん,,大阪府大阪市阿倍野区阿倍野筋１丁目１番４３号,1934年9月29日（株式会社丸物）（注1）,109789
20231031,8247,大和,6100,14,-,S,6220001003957,株式会社大和,だいわ,,石川県金沢市片町２丁目２番５号,1943年（昭和18年）12月21日[2],2678
20231031,8252,丸井グループ,6100,14,4,P,9011201005150,株式会社丸井グループ,まるいぐるーぷ,,東京都中野区中野４丁目３番２号,1937年（昭和12年）3月30日[1]（旧・株式会社丸井）,470425
20231031,8253,クレディセゾン,7200,16,4,P,2013301002884,株式会社クレディセゾン,くれでぃせぞん,,東京都豊島区東池袋３丁目１番１号,1951年（昭和26年）5月1日（株式会社緑屋）,445346
20231031,8254,さいか屋,6100,14,-,S,3020001074170,株式会社さいか屋,さいかや,,神奈川県川崎市川崎区日進町１番地,1950年（昭和25年）11月18日[2]（株式会社大洋会館[3]）,1829
20231031,8255,アクシアル　リテイリング,6100,14,7,P,9110001023311,アクシアルリテイリング株式会社,あくしあるりていりんぐ,,新潟県長岡市中興野１８番地２,1967年8月15日,89693
20231031,8256,プロルート丸光,6050,13,-,S,5120001089000,株式会社プロルート丸光,ぷろるーとまるみつ,,大阪府大阪市中央区北久宝寺町２丁目１番３号,,1195
20231031,8260,井筒屋,6100,14,7,S,7290801000329,株式会社井筒屋,いづつや,,福岡県北九州市小倉北区船場町１番１号,1935年（昭和10年）7月30日（株式会社井筒屋百貨店）,4007
20231031,8267,イオン,6100,14,2,P,6040001003380,イオン株式会社,いおん,,千葉県千葉市美浜区中瀬１丁目５番地１,1926年9月21日（株式会社岡田屋呉服店）,2676808
20231031,8273,イズミ,6100,14,4,P,8240001000777,株式会社イズミ,いずみ,,広島県広島市東区二葉の里３丁目３番１号,1961年（昭和36年）10月27日創業日：同年11月3日[1],258210
20231031,8275,フォーバル,6050,13,7,S,4011001025865,株式会社フォーバル,ふぉーばる,,東京都渋谷区神宮前５丁目５２番２号,1980年（昭和55年）9月18日（新日本工販株式会社）,34472
20231031,8276,平和堂,6100,14,6,P,3160001008726,株式会社平和堂,,,滋賀県彦根市西今町１番地,1957年（昭和32年）6月18日,120174
20231031,8278,フジ,6100,14,6,P,9500001003505,株式会社フジ,ふじ,,愛媛県松山市宮西１丁目２番１号,,161207
20231031,8279,ヤオコー,6100,14,4,P,4030001055722,株式会社ヤオコー,やおこー,,埼玉県川越市新宿町１丁目１０番地１,1957年（昭和32年）7月9日[3]創業は1890年（明治23年）[3],321110
20231031,8281,ゼビオホールディングス,6100,14,6,P,1380001005620,ゼビオホールディングス株式会社,ぜびおほーるでぃんぐす,,福島県郡山市朝日３丁目７番３５号,1973年（昭和48年）7月5日（株式会社サンスーツ）[1],45180
20231031,8282,ケーズホールディングス,6100,14,4,P,6050001000897,株式会社ケーズホールディングス,けーずほーるでぃんぐす,,茨城県水戸市城南２丁目７番５号,1955年10月創業：1947年3月（登記上は1980年9月）,260500
20231031,8283,ＰＡＬＴＡＣ,6050,13,4,P,2120001077528,株式会社ＰＡＬＴＡＣ,ぱるたっく,,大阪府大阪市中央区本町橋２番４６号,1928年12月22日,303913
20231031,8285,三谷産業,6050,13,7,S,5220001006845,三谷産業株式会社,みたにさんぎょう,,石川県金沢市玉川町１番５号,1949年8月11日,20138
20231031,8289,Ｏｌｙｍｐｉｃグループ,6100,14,7,S,2012801000308,株式会社Ｏｌｙｍｐｉｃグループ,おりんぴっくぐるーぷ,,東京都国分寺市本町４丁目１２番１号,1973年2月22日,11864
20231031,8291,日産東京販売ホールディングス,6100,14,7,S,4010701012495,日産東京販売ホールディングス株式会社,にっさんとうきょうはんばいほーるでぃんぐす,,東京都品川区西五反田４丁目３２番１号,1942年（昭和17年）11月16日（東京府自動車配給株式会社）,29519
20231031,8304,あおぞら銀行,7050,15,4,P,9010001016861,株式会社あおぞら銀行,あおぞらぎんこう,"Aozora Bank, Ltd.",東京都千代田区麹町６丁目１番地１,1957年（昭和32年）4月1日（日本不動産銀行）,362202
20231031,8306,三菱ＵＦＪフィナンシャル・グループ,7050,15,1,P,4010001073486,株式会社三菱ＵＦＪフィナンシャル・グループ,みつびしゆーえふじぇいふぃなんしゃるぐるーぷ,,東京都千代田区丸の内２丁目７番１号,2001年（平成13年）4月2日,16056298
20231031,8308,りそなホールディングス,7050,15,2,P,5010601039654,株式会社りそなホールディングス,りそなほーるでぃんぐす,,東京都江東区木場１丁目５番６５号,2001年（平成13年）12月12日（株式会社大和銀ホールディングス）,1866465
20231031,8309,三井住友トラスト・ホールディングス,7050,15,2,P,9010001139555,三井住友トラスト・ホールディングス株式会社,みついすみともとらすとほーるでぃんぐす,,東京都千代田区丸の内１丁目４番１号,2002年（平成14年）2月1日（三井トラスト・ホールディングス株式会社）,1997046
20231031,8316,三井住友フィナンシャルグループ,7050,15,1,P,2010001081053,株式会社三井住友フィナンシャルグループ,みついすみともふぃなんしゃるぐるーぷ,"Sumitomo Mitsui Financial Group, Inc.",東京都千代田区丸の内１丁目１番２号,2002年（平成14年）12月2日,9817463
20231031,8331,千葉銀行,7050,15,4,P,2040001000019,株式会社千葉銀行,ちばぎんこう,,千葉県千葉市中央区千葉港１番２号,1943年（昭和18年）3月31日,906859
20231031,8334,群馬銀行,7050,15,4,P,3070001003513,株式会社群馬銀行,ぐんまぎんこう,,群馬県前橋市元総社町１９４番地,1932年（昭和7年）9月14日,317926
20231031,8336,武蔵野銀行,7050,15,6,P,6030001002490,株式会社武蔵野銀行,むさしのぎんこう,,埼玉県さいたま市大宮区桜木町１丁目１０番地８,1952年（昭和27年）3月6日,95540
20231031,8337,千葉興業銀行,7050,15,7,P,9040001000020,株式会社千葉興業銀行,ちばこうぎょうぎんこう,,千葉県千葉市美浜区幸町２丁目１番２号,1952年（昭和27年）1月18日,52329
20231031,8338,筑波銀行,7050,15,7,P,4050001009057,株式会社筑波銀行,つくばぎんこう,,茨城県土浦市中央２丁目１１番７号,1952年9月25日（株式会社関東銀行）,21629
20231031,8341,七十七銀行,7050,15,6,P,1370001003352,株式会社七十七銀行,,,宮城県仙台市青葉区中央３丁目３番２０号,1932年（昭和7年）1月31日,265229
20231031,8343,秋田銀行,7050,15,7,P,1410001000221,株式会社秋田銀行,あきたぎんこう,,秋田県秋田市山王３丁目２番１号,1941年（昭和16年）10月20日（創業1879年（明治12年）1月）,35970
20231031,8344,山形銀行,7050,15,7,P,5390001002010,株式会社山形銀行,やまがたぎんこう,,山形県山形市七日町３丁目１番２号,1896年（明治29年）4月14日,33800
20231031,8345,岩手銀行,7050,15,7,P,7400001000423,株式会社岩手銀行,いわてぎんこう,,岩手県盛岡市中央通１丁目２番３号,1932年(昭和7年)5月2日（株式会社岩手殖産銀行）,46448
20231031,8346,東邦銀行,7050,15,6,P,9380001001018,株式会社東邦銀行,とうほうぎんこう,,福島県福島市大町３番２５号,1941年（昭和16年）11月4日,72468
20231031,8349,東北銀行,7050,15,7,S,7400001001891,株式会社東北銀行,とうほくぎんこう,,岩手県盛岡市内丸３番１号,1950年（昭和25年）10月7日,11317
20231031,8354,ふくおかフィナンシャルグループ,7050,15,4,P,9290001028986,株式会社ふくおかフィナンシャルグループ,,,福岡県福岡市中央区大手門１丁目８番３号,2007年（平成19年）4月2日,685804
20231031,8358,スルガ銀行,7050,15,6,P,9080101000957,スルガ銀行株式会社,するがぎんこう,,静岡県沼津市通横町２３番地,1895年10月19日（株式会社根方銀行）,170854
20231031,8359,八十二銀行,7050,15,4,P,3100001002833,株式会社八十二銀行,はちじゅうにぎんこう,,長野県長野市大字中御所字岡田１７８番地８,1931年（昭和6年）8月1日,416768
20231031,8360,山梨中央銀行,7050,15,7,P,3090001002315,株式会社山梨中央銀行,やまなしちゅうおうぎんこう,,山梨県甲府市丸の内１丁目２０番８号,1941年（昭和16年）12月1日,62353
20231031,8361,大垣共立銀行,7050,15,6,P,7200001013379,株式会社大垣共立銀行,おおがききょうりつぎんこう,,岐阜県大垣市郭町３丁目９８番地,1896年（明治29年）3月9日,80526
20231031,8362,福井銀行,7050,15,7,P,9210001003641,株式会社福井銀行,ふくいぎんこう,,福井県福井市順化１丁目１番１号,1899年（明治32年）12月19日[2],38004
20231031,8364,清水銀行,7050,15,7,P,8080001001858,株式会社清水銀行,しみずぎんこう,,静岡県静岡市清水区富士見町２番１号,1928年（昭和3年）7月1日,18137
20231031,8365,富山銀行,7050,15,7,S,9230001011196,株式会社富山銀行,とやまぎんこう,,富山県高岡市下関町３番１号,1954年（昭和29年）2月1日[2],9451
20231031,8366,滋賀銀行,7050,15,6,P,6160001000993,株式会社滋賀銀行,,,滋賀県大津市浜町１番３８号,1933年10月1日,203866
20231031,8367,南都銀行,7050,15,6,P,5150001001622,株式会社南都銀行,なんとぎんこう,,奈良県奈良市橋本町１６番地,1934年（昭和9年）6月1日,82135
20231031,8368,百五銀行,7050,15,6,P,5190001000892,株式会社百五銀行,ひゃくごぎんこう,,三重県津市岩田２１番２７号,1878年（明治11年）12月4日,140528
20231031,8370,紀陽銀行,7050,15,6,P,9170001000916,株式会社紀陽銀行,きようぎんこう,,和歌山県和歌山市本町１丁目３５番地,1895年（明治28年）5月2日,109295
20231031,8377,ほくほくフィナンシャルグループ,7050,15,4,P,1230001004554,株式会社ほくほくフィナンシャルグループ,ほくほくふぃなんしゃるぐるーぷ,,富山県富山市堤町通り１丁目２番２６号,2003年（平成15年）9月26日（株式会社ほくぎんフィナンシャルグループ）,204981
20231031,8381,山陰合同銀行,7050,15,6,P,6280001000230,株式会社山陰合同銀行,さんいんごうどうぎんこう,,島根県松江市魚町１０番地,1941年（昭和16年）7月1日,153838
20231031,8383,鳥取銀行,7050,15,7,S,2270001000870,株式会社鳥取銀行,とっとりぎんこう,,鳥取県鳥取市永楽温泉町１７１番地,1949年（昭和24年）10月1日,12775
20231031,8386,百十四銀行,7050,15,6,P,6470001000203,株式会社百十四銀行,ひゃくじゅうしぎんこう,,香川県高松市亀井町５番地の１,1924年（大正13年）3月30日（株式会社高松百十四銀行）,75027
20231031,8387,四国銀行,7050,15,7,P,7490001000786,株式会社四国銀行,しこくぎんこう,,高知県高知市南はりまや町１丁目１番１号,1878年（明治11年）10月17日（第三十七国立銀行）,43029
20231031,8388,阿波銀行,7050,15,6,P,5480001000070,株式会社阿波銀行,あわぎんこう,,徳島県徳島市西船場町２丁目２４番地の１,1896年6月19日,105309
20231031,8392,大分銀行,7050,15,7,P,7320001000084,株式会社大分銀行,おおいたぎんこう,,大分県大分市府内町３丁目４番１号,1893年（明治26年）2月1日,43176
20231031,8393,宮崎銀行,7050,15,7,P,4350001001677,株式会社宮崎銀行,みやざきぎんこう,,宮崎県宮崎市橘通東４丁目３番５号,1932年（昭和7年）7月27日（日向興業銀行),47628
20231031,8395,佐賀銀行,7050,15,7,P,9300001000183,株式会社佐賀銀行,さがぎんこう,,佐賀県佐賀市唐人２丁目７番２０号,1955年（昭和30年）7月11日創業1882年（明治15年）3月9日,32541
20231031,8399,琉球銀行,7050,15,7,P,6360001000404,株式会社琉球銀行,りゅうきゅうぎんこう,,沖縄県那覇市久茂地１丁目１１番１号,1948年（昭和23年）5月1日,48799
20231031,8410,セブン銀行,7050,15,4,P,5010001073618,株式会社セブン銀行,せぶんぎんこう,,東京都千代田区丸の内１丁目６番１号,2001年（平成13年）4月10日（アイワイバンク銀行）,363934
20231031,8411,みずほフィナンシャルグループ,7050,15,1,P,9010001081419,株式会社みずほフィナンシャルグループ,みずほふぃなんしゃるぐるーぷ,"Mizuho Financial Group, Inc.",東京都千代田区大手町１丁目５番５号,"2003年（平成15年）1月8日（FG）
2000年（平成12年）9月29日（HD）",6430650
20231031,8416,高知銀行,7050,15,7,S,4490001000608,株式会社高知銀行,こうちぎんこう,,高知県高知市堺町２番２４号,1930年（昭和5年）1月20日（高知無尽株式会社）,10030
20231031,8418,山口フィナンシャルグループ,7050,15,4,P,5250001007270,株式会社山口フィナンシャルグループ,やまぐちふぃなんしゃるぐるーぷ,,山口県下関市竹崎町４丁目２番３６号,2006年10月2日,315762
20231031,8424,芙蓉総合リース,7200,16,4,P,3010001028689,芙蓉総合リース株式会社,ふようそうごうりーす,,東京都千代田区麹町５丁目１番地１,1969年（昭和44年）5月1日,364362
20231031,8425,みずほリース,7200,16,6,P,3010401094447,みずほリース株式会社,みずほりーす,,東京都港区虎ノ門１丁目２番６号,1947年（昭和22年）12月13日（注）（光南機工株式会社）,242325
20231031,8439,東京センチュリー,7200,16,4,P,6010401015821,東京センチュリー株式会社,とうきょうせんちゅりー,,東京都千代田区神田練塀町３番地,1969年（昭和44年）7月1日,731280
20231031,8462,フューチャーベンチャーキャピタル,7100,16,-,S,3130001022390,フューチャーベンチャーキャピタル株式会社,ふゅーちゃーべんちゃーきゃぴたる,,京都府京都市中京区烏丸通錦小路上る手洗水町６５９番地烏丸中央ビル,1998年（平成10年）9月11日,5021
20231031,8473,ＳＢＩホールディングス,7100,16,4,P,6010401045208,ＳＢＩホールディングス株式会社,えすびーあいほーるでぃんぐす,,東京都港区六本木１丁目６番１号,1999年7月8日（ソフトバンク・インベストメント株式会社）,891152
20231031,8508,Ｊトラスト,7200,16,-,S,2010401094729,Ｊトラスト株式会社,じぇいとらすと,,東京都渋谷区恵比寿４丁目２０番３号,1977年3月18日,71020
20231031,8511,日本証券金融,7200,16,6,P,3010001034992,日本証券金融株式会社,にほんしょうけんきんゆう,,東京都中央区日本橋茅場町１丁目２番１０号,1927年（昭和2年）7月8日（東株代行株式会社）,133848
20231031,8515,アイフル,7200,16,6,P,3130001000082,アイフル株式会社,あいふる,,京都府京都市下京区烏丸通五条上る高砂町３８１－１,1978年2月1日（創業：1967年4月）,185610
20231031,8518,日本アジア投資,7100,16,7,S,6010001032820,日本アジア投資株式会社,にほんあじあとうし,,東京都千代田区九段北３丁目２番４号,1981年7月10日,4078
