日付,コード,銘柄名,33業種コード,17業種コード,規模コード,市場コード,法人番号,法人名,法人名ふりがな,法人名英語,本店所在地,設立,時価総額
20231031,2221,岩塚製菓,3050,1,-,S,5110001023736,岩塚製菓株式会社,いわつかせいか,,新潟県長岡市飯塚２９５８番地,1954年4月27日,29705
20231031,2222,寿スピリッツ,3050,1,4,P,1270001003263,寿スピリッツ株式会社,ことぶきすぴりっつ,,鳥取県米子市旗ヶ崎２０２８番地,1952年4月25日,373458
20231031,2224,コモ,3050,1,-,S,1180001075799,株式会社コモ,こも,,愛知県小牧市大字村中字下之坪５０５番地の１,1984年（昭和59年）6月18日[1],10022
20231031,2226,湖池屋,3050,1,-,S,9011401005578,株式会社湖池屋,こいけや,,東京都板橋区成増５丁目９番７号,1977年1月13日（創業：1953年）,43053
20231031,2229,カルビー,3050,1,4,P,8010001133757,カルビー株式会社,かるびー,,東京都千代田区丸の内１丁目８番３号,1949年（昭和24年）4月30日,369780
20231031,2264,森永乳業,3050,1,4,P,8010401029662,森永乳業株式会社,もりながにゅうぎょう,,東京都港区芝５丁目３３番１号,1949年（昭和24年）4月13日（創業：1917年（大正6年）9月1日）,262432
20231031,2266,六甲バター,3050,1,7,P,6140001011869,六甲バター株式会社,ろっこうばたー,,兵庫県神戸市中央区坂口通１丁目３番１３号,1948年（昭和23年）12月13日,29711
20231031,2267,ヤクルト本社,3050,1,4,P,7010401029746,株式会社ヤクルト本社,やくるとほんしゃ,,東京都港区海岸１丁目１０番３０号,1955年（昭和30年）1月29日（創業：1935年（昭和10年））,1181924
20231031,2268,Ｂ－Ｒ　サーティワン　アイスクリーム,3050,1,-,S,8010701008226,Ｂ－Ｒサーティワンアイスクリーム株式会社,びーあーるさーてぃわんあいすくりーむ,,東京都品川区上大崎３丁目１番１号,,39205
20231031,2269,明治ホールディングス,3050,1,4,P,9010001123947,明治ホールディングス株式会社,めいじほーるでぃんぐす,,東京都中央区京橋２丁目４番１６号,2009年（平成21年）4月1日,1030041
20231031,2270,雪印メグミルク,3050,1,6,P,8430001041570,雪印メグミルク株式会社,ゆきじるしめぐみるく,,北海道札幌市東区苗穂町６丁目１番１号,2009年10月1日（創業：1925年）,155937
20231031,2281,プリマハム,3050,1,6,P,6010701008888,プリマハム株式会社,ぷりまはむ,,東京都品川区東大井３丁目１７番４号,1948年7月9日（創業：1931年9月1日）[1],114337
20231031,2282,日本ハム,3050,1,4,P,6120001077615,日本ハム株式会社,にっぽんはむ,,大阪府大阪市北区梅田２丁目４番９号,1949年5月30日（創業：1942年3月3日[1]）,446842
20231031,2286,林兼産業,3050,1,7,S,8250001006179,林兼産業株式会社,はやしかねさんぎょう,,山口県下関市大和町２丁目４番８号,1941年1月15日,5364
20231031,2288,丸大食品,3050,1,7,P,3120901012046,丸大食品株式会社,まるだいしょくひん,,大阪府高槻市緑町２１番３号,1958年6月10日（創業：1954年）,41958
20231031,2291,福留ハム,3050,1,-,S,6240001010290,福留ハム株式会社,ふくとめはむ,,広島県広島市西区草津港２丁目６番７５号,1958年3月22日（創業：1919年）,5018
20231031,2292,Ｓ　Ｆｏｏｄｓ,3050,1,6,P,6140001069164,エスフーズ株式会社,えすふーず,,兵庫県西宮市鳴尾浜１丁目２２番１３,1967年5月22日,102450
20231031,2293,滝沢ハム,3050,1,-,S,4060001017356,滝沢ハム株式会社,たきざわはむ,,栃木県栃木市泉川町５５６番地,1950年12月20日,6569
20231031,2294,柿安本店,3050,1,7,P,7190001012102,株式会社柿安本店,かきやすほんてん,,三重県桑名市吉之丸８番地,1968年（昭和43年）11月19日[2],30843
20231031,2296,伊藤ハム米久ホールディングス,3050,1,6,P,6011001110293,伊藤ハム米久ホールディングス株式会社,いとうはむよねきゅうほーるでぃんぐす,,東京都目黒区三田１丁目６番２１号,2016年（平成28年）4月1日,227585
20231031,2300,きょくとう,9050,10,-,S,7290001012793,株式会社きょくとう,きょくとう,,福岡県福岡市博多区金の隈１丁目２８番５３号,1964年6月1日,2765
20231031,2301,学情,9050,10,7,P,3120001047728,株式会社学情,がくじょう,,東京都千代田区有楽町１丁目１番３号,1977年11月7日,31509
20231031,2303,ドーン,5250,10,-,S,9140001018622,株式会社ドーン,どーん,,兵庫県神戸市中央区磯上通２丁目２番２１号三宮グランドビル５Ｆ,1997年3月24日,6250
20231031,2304,ＣＳＳホールディングス,9050,10,-,S,2010001072812,株式会社ＣＳＳホールディングス,しーえすえすほーるでぃんぐす,,東京都中央区日本橋小伝馬町１０番１号,1984年（昭和59年）12月,3747
20231031,2305,スタジオアリス,9050,10,7,P,5120001096533,株式会社スタジオアリス,すたじおありす,,大阪府大阪市北区梅田１丁目８番１７号,1974年5月10日,35196
20231031,2307,クロスキャット,5250,10,7,P,5010701002818,株式会社クロスキャット,くろすきゃっと,,東京都港区港南１丁目２番７０号,,19063
20231031,2309,シミックホールディングス,9050,10,7,P,1010701011418,シミックホールディングス株式会社,しみっくほーるでぃんぐす,,東京都港区芝浦１丁目１番１号,1985年（昭和60年）3月14日,50015
20231031,2311,エプコ,9050,10,7,S,4011801000662,株式会社エプコ,えぷこ,,東京都墨田区太平４丁目１番３号,,7294
20231031,2315,ＣＡＩＣＡ　ＤＩＧＩＴＡＬ,5250,10,-,S,7010701017566,株式会社ＣＡＩＣＡ　ＤＩＧＩＴＡＬ,かいかでじたる,,東京都港区南青山５丁目１１番９号,1989年7月14日,6282
20231031,2317,システナ,5250,10,6,P,6010401088867,株式会社システナ,しすてな,,東京都港区海岸１丁目２番２０号,1983年3月24日,125345
20231031,2321,ソフトフロントホールディングス,5250,10,-,G,4430001024067,株式会社ソフトフロントホールディングス,そふとふろんとほーるでぃんぐす,,東京都千代田区九段南１丁目４番５号,1997年（平成9年）4月18日,2655
20231031,2323,ｆｏｎｆｕｎ,5250,10,-,S,6011301016389,株式会社ｆｏｎｆｕｎ,ふぉんふぁん,,東京都渋谷区笹塚２丁目１番６号,1997年3月3日,2482
20231031,2325,ＮＪＳ,9050,10,7,P,6011101045308,株式会社ＮＪＳ,えぬじぇーえす,"NJS Co.,Ltd.",東京都港区芝浦１丁目１番１号,1951年9月3日,26567
20231031,2326,デジタルアーツ,5250,10,6,P,3010001096117,デジタルアーツ株式会社,でじたるあーつ,,東京都千代田区大手町１丁目５番１号,1995年（平成7年）6月,66001
20231031,2327,日鉄ソリューションズ,5250,10,6,P,9010001045803,日鉄ソリューションズ株式会社,にってつそりゅーしょんず,,東京都港区虎ノ門１丁目１７番１号,1980年（昭和55年）10月1日,428225
20231031,2329,東北新社,5250,10,-,S,3010401015790,株式会社東北新社,とうほくしんしゃ,,東京都港区赤坂４丁目８番１０号,1961年4月1日[1],56082
20231031,2330,フォーサイド,5250,10,-,S,9290001059247,株式会社フォーサイド,ふぉーさいど,,東京都中央区日本橋室町３丁目３番１号,2000年3月31日,2676
20231031,2331,綜合警備保障,9050,10,4,P,3010401016070,綜合警備保障株式会社,そうごうけいびほしょう,,東京都港区元赤坂１丁目６番６号,1965年7月16日,435558
20231031,2332,クエスト,5250,10,-,S,8010401008344,株式会社クエスト,くえすと,,東京都港区芝浦３丁目１番１号,,6635
20231031,2334,イオレ,9050,10,-,G,3010901015200,株式会社イオレ,いおれ,,東京都中央区日本橋横山町６番１６号,,3192
20231031,2335,キューブシステム,5250,10,7,P,4010701002678,株式会社キューブシステム,きゅーぶしすてむ,,東京都品川区大崎２丁目１１番１号大崎ウィズタワー,1972年（昭和47年）7月5日（カストマエンジニアーズ株式会社）,17120
20231031,2337,いちご,8050,17,6,P,1010001068118,いちご株式会社,いちご,,東京都千代田区内幸町１丁目１番１号,2000年（平成12年）3月17日,178399
20231031,2338,クオンタムソリューションズ,5250,10,-,S,2011101046458,クオンタムソリューションズ株式会社,くおんたむそりゅーしょんず,,東京都千代田区九段北１丁目１０番９号,,46277
20231031,2340,極楽湯ホールディングス,9050,10,-,S,5010001063544,株式会社極楽湯ホールディングス,ごくらくゆほーるでぃんぐす,,東京都千代田区麹町２丁目４番地,1980年（昭和55年）4月10日（三洋実業株式会社）,12872
20231031,2341,アルバイトタイムス,9050,10,-,S,8010001084372,株式会社アルバイトタイムス,あるばいとたいむす,,東京都中央区京橋２丁目６番１３号,1973年10月29日,4194
20231031,2342,トランスジェニック,9050,10,-,G,9330001006698,株式会社トランスジェニック,とらんすじぇにっく,,福岡県福岡市中央区天神２丁目３番３６号,,4777
20231031,2344,平安レイサービス,9050,10,-,S,4021001037562,平安レイサービス株式会社,,,神奈川県平塚市桜ケ丘１番３５号,1969年（昭和44年）9月17日（株式会社雅裳苑）,9501
20231031,2345,クシム,5250,10,-,S,9010001041967,株式会社クシム,くしむ,,東京都港区南青山６丁目７番２号,1997年6月12日,4439
20231031,2349,エヌアイデイ,5250,10,-,S,8040001063472,株式会社エヌアイデイ,えぬあいでい,,千葉県香取市玉造３丁目１番５号,,23046
20231031,2351,ＡＳＪ,5250,10,-,G,2030001073593,株式会社ＡＳＪ,えーえすじぇい,,埼玉県川口市栄町３丁目２番１６号,1984年（昭和59年）2月15日,4739
20231031,2353,日本駐車場開発,8050,17,6,P,8120001093305,日本駐車場開発株式会社,にほんちゅうしゃじょうかいはつ,,大阪府大阪市北区小松原町２番４号大阪富国生命ビル,1991年12月24日,71422
20231031,2354,ＹＥ　ＤＩＧＩＴＡＬ,5250,10,-,S,7290801010765,株式会社ＹＥ　ＤＩＧＩＴＡＬ,わいいーでじたる,,福岡県北九州市小倉北区米町２丁目１番２１号,1978年2月1日,14908
20231031,2359,コア,5250,10,7,P,4010901003823,株式会社コア,こあ,,東京都世田谷区三軒茶屋１丁目２２番３号,,25872
20231031,2370,メディネット,9050,10,-,G,1020001039274,株式会社メディネット,めでぃねっと,,東京都品川区勝島１丁目５番２１号,,10741
20231031,2371,カカクコム,9050,10,4,P,9011001065997,株式会社カカクコム,かかくこむ,,東京都渋谷区恵比寿南３丁目５番７号,1997年（平成9年）12月,341484
20231031,2372,アイロムグループ,9050,10,7,P,8010701014711,株式会社アイロムグループ,あいろむぐるーぷ,,東京都千代田区富士見２丁目１０番２号,,23875
20231031,2373,ケア２１,9050,10,-,S,5120001101680,株式会社ケア２１,けあにじゅういち,,大阪府大阪市北区堂島２丁目２番２号,1993年11月1日,9574
20231031,2374,セントケア・ホールディング,9050,10,7,P,5010001078518,セントケア・ホールディング株式会社,せんとけあほーるでぃんぐ,,東京都中央区京橋２丁目８番７号,1983年（昭和58年）3月24日（日本福祉サービス株式会社）,23374
20231031,2375,ギグワークス,9050,10,-,S,5011101030772,ギグワークス株式会社,ぎぐわーくす,,東京都港区虎ノ門２丁目１０番１号,1977年1月20日,18361
20231031,2376,サイネックス,9050,10,7,S,1120001079723,株式会社サイネックス,さいねっくす,,大阪府大阪市天王寺区上本町５丁目３番１５号,1966年2月25日,5552
20231031,2378,ルネサンス,9050,10,7,P,3010601020797,株式会社ルネサンス,るねさんす,,東京都墨田区両国２丁目１０番１４号,1982年（昭和57年）8月13日（株式会社ディッククリエーション）,18642
20231031,2379,ディップ,9050,10,6,P,6010401050785,ディップ株式会社,でぃっぷ,,東京都港区六本木３丁目２番１号,1997年3月14日,196658
20231031,2384,ＳＢＳホールディングス,5050,12,6,P,4010601013288,ＳＢＳホールディングス株式会社,えすびーえすほーるでぃんぐす,,東京都新宿区西新宿８丁目１７番１号,1987年（昭和62年）12月16日,99335
20231031,2385,総医研ホールディングス,9050,10,-,G,4120901026508,株式会社総医研ホールディングス,そういけんほーるでぃんぐす,,大阪府豊中市新千里東町１丁目４番２号,,4761
20231031,2388,ウェッジホールディングス,7200,16,-,G,7010001085875,株式会社ウェッジホールディングス,うぇっじほーるでぃんぐす,,東京都江東区南砂２丁目３６番１０号,2001年10月31日,4589
20231031,2389,デジタルホールディングス,9050,10,7,P,4010001102162,株式会社デジタルホールディングス,でじたるほーるでぃんぐす,,東京都千代田区四番町６番,1994年3月4日（有限会社デカレッグス）,27486
20231031,2391,プラネット,9050,10,-,S,5010401026654,株式会社プラネット,ぷらねっと,,東京都港区浜松町１丁目３１番,,8138
20231031,2393,日本ケアサプライ,9050,10,-,S,3010401035013,株式会社日本ケアサプライ,にっぽんけあさぷらい,,東京都港区芝大門１丁目１番３０号,1998年（平成10年）3月26日,28158
20231031,2395,新日本科学,9050,10,6,P,9340001000031,株式会社新日本科学,しんにほんかがく,,鹿児島県鹿児島市宮之浦町２４３８番地,1973年5月18日創業は1957年（昭和32年）,69942
20231031,2397,ＤＮＡチップ研究所,9050,10,-,S,7020001035045,株式会社ＤＮＡチップ研究所,でぃーえぬえーちっぷけんきゅうじょ,,東京都港区海岸１丁目１５番１号,1999年4月1日,4612
20231031,2402,アマナ,9050,10,-,G,1010701000676,株式会社アマナ,あまな,amana inc.,東京都品川区東品川２丁目２番４３号,1979年（昭和54年）4月28日,524
20231031,2404,鉄人化計画,9050,10,-,S,5013201010877,株式会社鉄人化計画,てつじんかけいかく,,東京都目黒区碑文谷５丁目１５番１号,1999年（平成11年）12月14日[広報 2],4504
20231031,2408,ＫＧ情報,9050,10,-,S,8470001001397,株式会社ＫＧ情報,けーじーじょうほう,,香川県高松市今里町２丁目２番地１０,1980年（昭和55年）1月30日,4394
20231031,2410,キャリアデザインセンター,9050,10,7,P,8010401008039,株式会社キャリアデザインセンター,きゃりあでざいんせんたー,,東京都港区赤坂３丁目２１番２０号,1993年（平成5年）7月8日,13093
20231031,2411,ゲンダイエージェンシー,5250,10,-,S,8010101001161,ゲンダイエージェンシー株式会社,げんだいえーじぇんしー,,東京都新宿区西新宿３丁目２０番２号,,4588
20231031,2412,ベネフィット・ワン,9050,10,4,P,8011001045281,株式会社ベネフィット・ワン,べねふぃっとわん,,東京都新宿区西新宿３丁目７番１号,1996年3月15日（株式会社ビジネス・コープ）,236398
20231031,2413,エムスリー,9050,10,2,P,1010401063016,エムスリー株式会社,えむすりー,,東京都港区赤坂１丁目１１番４４号,2000年（平成12年）9月29日,1641517
20231031,2415,ヒューマンホールディングス,9050,10,-,S,2011101033968,ヒューマンホールディングス株式会社,ひゅーまんほーるでぃんぐす,,東京都新宿区西新宿７丁目５番２５号,2002年8月,11657
20231031,2418,ツカダ・グローバルホールディング,9050,10,7,S,2011001035049,株式会社ツカダ・グローバルホールディング,つかだぐろーばるほーるでぃんぐ,,東京都港区海岸１丁目１６番１号,,18801
20231031,2424,ブラス,9050,10,7,S,5180001085084,株式会社ブラス,ぶらす,,愛知県名古屋市中村区名駅２丁目３６番２０号,1998年4月3日[1],4048
20231031,2425,ケアサービス,9050,10,-,S,8010801003671,株式会社ケアサービス,けあさーびす,,東京都大田区大森北１丁目２番３号,,3020
20231031,2427,アウトソーシング,9050,10,4,P,2080001012662,株式会社アウトソーシング,あうとそーしんぐ,,東京都千代田区丸の内１丁目８番３号,1997年（平成9年）1月6日,150412
20231031,2428,ウェルネット,9050,10,7,S,5010001125807,ウェルネット株式会社,うぇるねっと,,北海道札幌市中央区大通東１０丁目１１番地４,1983年4月1日,10806
20231031,2429,ワールドホールディングス,9050,10,7,P,4290801004051,株式会社ワールドホールディングス,わーるどほーるでぃんぐす,,福岡県北九州市小倉北区大手町１１番２号,,48461
20231031,2432,ディー・エヌ・エー,9050,10,4,P,4011001032721,株式会社ディー・エヌ・エー,でぃーえぬえー,,東京都渋谷区渋谷２丁目２４番１２号,1999年3月4日（有限会社ディー・エヌ・エー）,180836
20231031,2433,博報堂ＤＹホールディングス,9050,10,4,P,4010401051711,株式会社博報堂ＤＹホールディングス,はくほうどうでぃーわいほーるでぃんぐす,,東京都港区赤坂５丁目３番１号,2003年（平成15年）10月1日,447214
20231031,2435,シダー,9050,10,-,S,3290801004110,株式会社シダー,しだー,,福岡県北九州市小倉北区足立２丁目１番１号,1981年（昭和56年）4月,2961
20231031,2436,共同ピーアール,9050,10,-,S,4010001041427,共同ピーアール株式会社,きょうどうぴーあーる,,東京都中央区築地１丁目１３番１号,1964年11月14日,4894
20231031,2437,Ｓｈｉｎｗａ　Ｗｉｓｅ　Ｈｏｌｄｉｎｇｓ,9050,10,-,S,7010001047124,Ｓｈｉｎｗａ　Ｗｉｓｅ　Ｈｏｌｄｉｎｇｓ株式会社,しんわわいずほーるでぃんぐす,,東京都中央区銀座７丁目４番１２号,,5627
20231031,2438,アスカネット,9050,10,-,G,7240001000407,株式会社アスカネット,あすかねっと,,広島県広島市安佐南区祇園３丁目２８番１４号,1995年7月6日,12207
20231031,2440,ぐるなび,9050,10,7,P,1010001034565,株式会社ぐるなび,ぐるなび,,東京都千代田区有楽町１丁目１番２号,1989年（平成元年）10月2日（株式会社交通アド）,16957
20231031,2445,タカミヤ,9050,10,7,P,5120001102126,株式会社タカミヤ,たかみや,,大阪府大阪市北区大深町３番１号,1969年6月21日,21709
20231031,2449,プラップジャパン,9050,10,-,S,7010401097578,株式会社プラップジャパン,ぷらっぷじゃぱん,,東京都港区赤坂９丁目７番２号ミッドタウン・イースト,1970年9月9日,4946
20231031,2453,ジャパンベストレスキューシステム,9050,10,7,P,9180001044664,ジャパンベストレスキューシステム株式会社,じゃぱんべすとれすきゅーしすてむ,,愛知県名古屋市中区錦１丁目１０番２０号,1997年（平成9年）2月12日（日本二輪車ロードサービス株式会社）,34025
20231031,2454,オールアバウト,9050,10,-,S,7011001034665,株式会社オールアバウト,おーるあばうと,,東京都渋谷区恵比寿南１丁目１５番１号,1993年（平成5年）3月25日(※)（株式会社リクルートエリアネット西東京）,6065
20231031,2459,アウンコンサルティング,9050,10,-,S,4010001078254,アウンコンサルティング株式会社,あうんこんさるてぃんぐ,,東京都千代田区丸の内２丁目２番１号,1998年6月8日,1125
20231031,2461,ファンコミュニケーションズ,9050,10,7,P,7011001035606,株式会社ファンコミュニケーションズ,ふぁんこみゅにけーしょんず,,東京都渋谷区渋谷１丁目１番８号,1999年10月1日,31926
20231031,2462,ライク,9050,10,7,P,5120001111993,ライク株式会社,らいく,,大阪府大阪市北区角田町８番１号,1993年（平成5年）9月22日（株式会社パワーズインターナショナル）,28978
20231031,2464,Ａｏｂａ‐ＢＢＴ,9050,10,7,S,9010001027297,株式会社Ａｏｂａ‐ＢＢＴ,あおばびーびーてぃー,,東京都千代田区六番町１番７号,1998年4月8日,6077
20231031,2468,フュートレック,9050,10,-,S,1120001095092,株式会社フュートレック,ふゅーとれっく,,大阪府大阪市淀川区西中島６丁目１番１号,,2262
20231031,2469,ヒビノ,9050,10,-,S,8010401025232,ヒビノ株式会社,ひびの,,東京都港区港南３丁目５番１４号,1964年（昭和39年）11月13日（ヒビノ電気音響株式会社）,18344
20231031,2471,エスプール,9050,10,6,P,8010001072939,株式会社エスプール,えすぷーる,,東京都千代田区外神田１丁目１８番１３号,1999年（平成11年）12月1日,31682
20231031,2475,ＷＤＢホールディングス,9050,10,7,P,5140001062244,ＷＤＢホールディングス株式会社,だぶりゅーでぃーびーほーるでぃんぐす,,兵庫県姫路市豊沢町７９番地,1985年（昭和60年）7月6日,45255
20231031,2477,手間いらず,5250,10,7,S,6011001044649,手間いらず株式会社,てまいらず,,東京都渋谷区恵比寿１丁目２１番３号,2003年8月4日,16246
20231031,2479,ジェイテック,9050,10,-,G,9010001065586,株式会社ジェイテック,じぇいてっく,,東京都中央区京橋１丁目１０番７号ＫＰＰ八重洲ビル,,2143
20231031,2480,システム・ロケーション,5250,10,-,S,7013201018258,システム・ロケーション株式会社,しすてむろけーしょん,,東京都目黒区東山２丁目６番３号,1968年4月1日,4862
20231031,2481,タウンニュース社,9050,10,-,S,4021001022663,株式会社タウンニュース社,たうんにゅーすしゃ,,神奈川県横浜市青葉区荏田西２丁目１番３号,1980年8月1日,3780
20231031,2483,翻訳センター,9050,10,-,S,1120001089458,株式会社翻訳センター,ほんやくせんたー,,大阪府大阪市中央区久太郎町４丁目１番３号,1986年（昭和61年）4月,5744
20231031,2484,出前館,5250,10,-,S,3120001089729,株式会社出前館,でまえかん,,東京都渋谷区千駄ヶ谷５丁目２７番５号,1999年（平成11年）9月9日（夢の街創造委員会株式会社）,51247
20231031,2485,ティア,9050,10,7,S,6180001045104,株式会社ティア,てぃあ,,愛知県名古屋市北区黒川本通３丁目３５番地１,1997年（平成9年）7月7日,10417
20231031,2487,ＣＤＧ,9050,10,7,S,6120001054993,株式会社ＣＤＧ,しーでぃーじー,"CDG Co.,Ltd.",大阪府大阪市北区梅田２丁目５番２５号,,7675
20231031,2488,ＪＴＰ,9050,10,-,S,6010701025248,ＪＴＰ株式会社,じぇいてぃーぴー,,東京都品川区北品川４丁目７番３５号,,5486
20231031,2489,アドウェイズ,9050,10,7,P,7011101041652,株式会社アドウェイズ,あどうぇいず,,東京都新宿区西新宿５丁目１番１号,2001年2月28日,23607
20231031,2491,バリューコマース,9050,10,7,P,1010401062075,バリューコマース株式会社,ばりゅーこまーす,,東京都千代田区紀尾井町１番３号,1996年3月12日,47398
20231031,2492,インフォマート,9050,10,6,P,2010401041383,株式会社インフォマート,いんふぉまーと,,東京都港区海岸１丁目２番３号,,124527
20231031,2493,イーサポートリンク,9050,10,-,S,2013301018864,イーサポートリンク株式会社,いーさぽーとりんく,,東京都豊島区高田２丁目１７番２２号,,3792
20231031,2497,ユナイテッド,9050,10,-,G,6010401094782,ユナイテッド株式会社,ゆないてっど,,東京都渋谷区渋谷１丁目２番５号,1998年（平成10年）2月20日（株式会社ネットエイジ）,34472
20231031,2498,オリエンタルコンサルタンツホールディングス,9050,10,-,S,5011001048948,株式会社オリエンタルコンサルタンツホールディングス,おりえんたるこんさるたんつほーるでぃんぐす,,東京都渋谷区本町３丁目１２番１号,2006年8月28日,16504
20231031,2499,日本和装ホールディングス,9050,10,-,S,5010001111724,日本和装ホールディングス株式会社,にほんわそうほーるでぃんぐす,,東京都港区六本木６丁目２番３１号,1986年（昭和61年）7月（有限会社デリコ）,3197
20231031,2501,サッポロホールディングス,3050,1,4,P,4011001009265,サッポロホールディングス株式会社,,,東京都渋谷区恵比寿４丁目２０番１号,1949年（昭和24年）9月1日（日本麦酒株式会社）,458031
20231031,2502,アサヒグループホールディングス,3050,1,2,P,6010601036386,アサヒグループホールディングス株式会社,あさひぐるーぷほーるでぃんぐす,"Asahi Group Holdings, Ltd.",東京都墨田区吾妻橋１丁目２３番１号,1949年（昭和24年）9月1日（朝日麦酒株式会社）,2793082
20231031,2503,キリンホールディングス,3050,1,2,P,5010001034768,キリンホールディングス株式会社,きりんほーるでぃんぐす,,東京都中野区中野４丁目１０番２号,1907年（明治40年）2月23日（麒麟麦酒株式会社）,1973326
20231031,2531,宝ホールディングス,3050,1,4,P,4130001014981,宝ホールディングス株式会社,たからほーるでぃんぐす,,京都府京都市下京区四条通烏丸東入長刀鉾町２０番地,1925年（大正14年）9月6日創業1842年（天保13年）,237243
20231031,2533,オエノンホールディングス,3050,1,7,P,2010001034770,オエノンホールディングス株式会社,おえのんほーるでぃんぐす,,東京都墨田区東駒形１丁目１７番６号,1924年10月31日（合同酒精株式会社）,24923
20231031,2540,養命酒製造,3050,1,7,P,2011001024084,養命酒製造株式会社,ようめいしゅせいぞう,,東京都渋谷区南平台町１６番２５号,1923年（大正12年）6月20日,30278
20231031,2573,北海道コカ・コーラボトリング,3050,1,-,S,9430001021794,北海道コカ・コーラボトリング株式会社,ほっかいどうこかこーらぼとりんぐ,,北海道札幌市清田区清田一条１丁目２番１号,1963年1月24日,36483
20231031,2579,コカ・コーラ　ボトラーズジャパンホールディングス,3050,1,4,P,4290001002946,コカ・コーラボトラーズジャパンホールディングス株式会社,こかこーらぼとらーずじゃぱんほーるでぃんぐす,,東京都港区赤坂９丁目７番１号,1960年12月20日（日米飲料株式会社）,395933
20231031,2585,ライフドリンク　カンパニー,3050,1,7,P,7120901008940,株式会社ライフドリンクカンパニー,らいふどりんくかんぱにー,,大阪府大阪市北区梅田３丁目３番１０号,1972年3月28日（株式会社あさみや）[1],53624
20231031,2586,フルッタフルッタ,3050,1,-,G,4010001094581,株式会社フルッタフルッタ,ふるったふるった,,東京都千代田区九段北３丁目２番２８号,,1753
20231031,2587,サントリー食品インターナショナル,3050,1,4,P,8010401080079,サントリー食品インターナショナル株式会社,さんとりーしょくひんいんたーなしょなる,,東京都港区芝浦３丁目１番１号,2009年1月23日,1429125
20231031,2588,プレミアムウォーターホールディングス,3050,1,-,S,9090001010626,株式会社プレミアムウォーターホールディングス,ぷれみあむうぉーたーほーるでぃんぐす,,山梨県富士吉田市上吉田４５９７番地の１,2006年10月13日,83983
20231031,2590,ダイドーグループホールディングス,3050,1,6,P,2120001083154,ダイドーグループホールディングス株式会社,だいどーぐるーぷほーるでぃんぐす,,大阪府大阪市北区中之島２丁目２番７号,1975年1月27日,100736
20231031,2593,伊藤園,3050,1,4,P,3011001002279,株式会社伊藤園,いとうえん,"ITO EN, LTD.",東京都渋谷区本町３丁目４７番１０号,1966年(昭和41年)8月22日,431699
20231031,2594,キーコーヒー,3050,1,7,P,4010401007523,キーコーヒー株式会社,きーこーひー,,東京都港区西新橋２丁目３４番４号,1952年（昭和27年）10月16日（株式会社木村コーヒー店）,46512
20231031,2597,ユニカフェ,3050,1,7,S,9010401030413,株式会社ユニカフェ,ゆにかふぇ,,東京都港区赤坂８丁目５番２６号,1972年（昭和47年）11月7日,13425
20231031,2599,ジャパンフーズ,3050,1,7,S,2040001059014,ジャパンフーズ株式会社,じゃぱんふーず,,千葉県長生郡長柄町皿木２０３番地１,1976年（昭和51年）12月23日,5993
20231031,2602,日清オイリオグループ,3050,1,6,P,1010001034887,日清オイリオグループ株式会社,にっしんおいりおぐるーぷ,,東京都中央区新川１丁目２３番１号,1907年（明治40年）3月7日（日清豆粕製造株式会社）,141777
20231031,2607,不二製油グループ本社,3050,1,4,P,8120001088461,不二製油グループ本社株式会社,ふじせいゆぐるーぷほんしゃ,,大阪府泉佐野市住吉町１番地,1950年（昭和25年）10月9日,211480
20231031,2612,かどや製油,3050,1,7,S,9010701002351,かどや製油株式会社,かどやせいゆ,,東京都品川区北品川５丁目１番１８号,1957年（昭和32年）5月2日（加登屋製油株式会社）,33464
20231031,2613,Ｊ－オイルミルズ,3050,1,7,P,6010001078021,株式会社Ｊ－オイルミルズ,じぇいおいるみるず,,東京都中央区明石町８番１号,2002年（平成14年）4月1日（豊年味の素製油株式会社）,64068
20231031,2651,ローソン,6100,14,4,P,2010701019195,株式会社ローソン,ろーそん,,東京都品川区大崎１丁目１１番２号,1975年（昭和50年）4月15日（ダイエーローソン株式会社）,740013
20231031,2652,まんだらけ,6100,14,-,S,4011201005139,株式会社まんだらけ,まんだらけ,,東京都中野区中野５丁目５２番１５号,1987年（昭和62年）2月20日[1],13539
20231031,2653,イオン九州,6100,14,-,S,6290001017604,イオン九州株式会社,いおんきゅうしゅう,,福岡県福岡市博多区博多駅南２丁目９番１１号,1972年（昭和47年）6月29日（福岡ジャスコ株式会社[1]）（創業：1954年（昭和29年））,81336
20231031,2654,アスモ,6100,14,-,S,9120001030926,株式会社アスモ,あすも,,東京都新宿区西新宿２丁目４番１号新宿ＮＳビル,1975年4月26日,5286
20231031,2656,ベクターホールディングス,6100,14,-,S,7011101035588,株式会社ベクターホールディングス,べくたーほーるでぃんぐす,,東京都新宿区西新宿２丁目１番１号新宿三井ビルディング４９階,1989年（平成元年）2月3日,4812
20231031,2659,サンエー,6100,14,6,P,5360001008803,株式会社サンエー,さんえー,,沖縄県宜野湾市大山７丁目２番１０号,1970年（昭和45年）5月28日,145357
20231031,2664,カワチ薬品,6100,14,6,P,3060001014164,株式会社カワチ薬品,かわちやくひん,,栃木県小山市大字卒島１２９３番地,1980年（昭和55年）7月4日,59984
20231031,2666,オートウェーブ,6100,14,-,S,4040001001139,株式会社オートウェーブ,おーとうぇーぶ,,千葉県千葉市稲毛区宮野木町１８５０番地,1990年9月10日,2312
