ＥＤＩＮＥＴコード,提出者種別,上場区分,連結の有無,資本金,決算日,提出者名,提出者名（英字）,提出者名（ヨミ）,所在地,提出者業種,証券コード,提出者法人番号
E27217,個人（組合発行者を除く）,,,,,下田　寛二,,シモダ　カンジ,,個人（組合発行者を除く）,,
E27228,個人（組合発行者を除く）,,,,,水上　浩次,,ミズカミ　コウジ,,個人（組合発行者を除く）,,
E27230,内国法人・組合（有価証券報告書等の提出義務者以外）,,,455270,,日本プロロジスリート投資法人,,ニッポンプロロジスリートトウシホウジン,千代田区丸の内二丁目７番３号　東京ビルディング,内国法人・組合（有価証券報告書等の提出義務者以外）,,1010005019769
E27231,個人（組合発行者を除く）,,,,,尾下　順治,,オシタ　ジュンジ,,個人（組合発行者を除く）,,
E27235,内国法人・組合,上場,有,203, 3月31日,協立情報通信株式会社,"Kyoritsu Computer & Communication Co.,Ltd.",キョウリツジョウホウツウシンカブシキカイシャ,港区浜松町一丁目９番１０号,サービス業,36700,2010401008184
E27236,内国法人・組合（有価証券報告書等の提出義務者以外）,,,0,,株式会社南青山不動産,,カブシキガイシャミナミアオヤマフドウサン,渋谷区東３－２２－１４,内国法人・組合（有価証券報告書等の提出義務者以外）,,9010403007715
E27242,内国法人・組合（有価証券報告書等の提出義務者以外）,,,0,,合同会社ＴＫＣ,,ゴウドウガイシャティーケーシー,中央区東日本橋一丁目五番六号,内国法人・組合（有価証券報告書等の提出義務者以外）,,1011003004374
E27244,内国法人・組合（有価証券報告書等の提出義務者以外）,,,3,,有限会社ＤＥＮ,,ユウゲンカイシャデン,香取市小見１０２１番地,内国法人・組合（有価証券報告書等の提出義務者以外）,,7040002088081
E27246,内国法人・組合（有価証券報告書等の提出義務者以外）,,,10,,株式会社インスパイア・インベストメント,,カブシキカイシャインスパイアインベストメント,港区南青山５目３番１０号,内国法人・組合（有価証券報告書等の提出義務者以外）,,4010401061009
E27247,個人（組合発行者を除く）,,,,,野村　秀輝,,ノムラ　ヒデキ,,個人（組合発行者を除く）,,
E27248,個人（組合発行者を除く）,,,,,供田　修一,,トモダ　シュウイチ,,個人（組合発行者を除く）,,
E27260,内国法人・組合,上場,有,1259, 3月末日,オイシックス・ラ・大地株式会社,,オイシックスラダイチカブシキガイシャ,品川区大崎一丁目１１番２号,サービス業,31820,6010701012329
E27267,内国法人・組合（有価証券報告書等の提出義務者以外）,,,25000,,ジャパンマリンユナイテッド株式会社,,ジャパンマリンユナイテッドカブシキガイシャ,横浜市西区みなとみらい四丁目４番２号,内国法人・組合（有価証券報告書等の提出義務者以外）,,8020001076641
E27273,内国法人・組合,上場,有,5945, 3月31日,サンヨーホームズ株式会社,Sanyo Homes Corporation,サンヨーホームズカブシキカイシャ,大阪市西区西本町一丁目４番１号,建設業,14200,3120001039510
E27275,外国法人・組合（有価証券報告書等の提出義務者以外）,,,20576,,ニプシー・インターナショナル・リミテッド,,ニプシーインターナショナルリミテッド,香港、ニューテリトリーズ、セン湾区、Ｕｋロード　ヤン　８、ニナタワー、第２タワー、３２階、３２０３及び３２０４室,外国法人・組合（有価証券報告書等の提出義務者以外）,,
E27276,内国法人・組合,上場,無,437,12月31日,ソフトマックス株式会社,"SOFTMAX CO.,LTD",ソフトマックスカブシキガイシャ,鹿児島市加治屋町１２番１１号,情報・通信業,36710,8340001002433
E27279,個人（組合発行者を除く）,,,,,古賀　脩平,,コガ　シュウヘイ,,個人（組合発行者を除く）,,
E27280,内国法人・組合,上場,有,10, 9月30日,株式会社オルトプラス,AltPlusInc.,カブシキカイシャオルトプラス,豊島区東池袋三丁目１番１号,情報・通信業,36720,6011001065018
E27281,内国法人・組合,上場,有,5000, 3月31日,株式会社フージャースホールディングス,"Hoosiers Holdings Co., Ltd.",カブシキカイシャフージャースホールディングス,千代田区丸の内二丁目２番３号,不動産業,32840,7010001152568
E27283,内国法人・組合（有価証券報告書等の提出義務者以外）,,,50,,アルファレオ株式会社,,アルファレオカブシキガイシャ,千代田区永田町二丁目１１番１号　山王パークタワー,内国法人・組合（有価証券報告書等の提出義務者以外）,,2010401093020
E27286,内国法人・組合（有価証券報告書等の提出義務者以外）,,,97,,株式会社不二総業,,カブシキガイシャフジソウギョウ,渋谷区神宮前４丁目３２番１４号,内国法人・組合（有価証券報告書等の提出義務者以外）,,7011001065256
E27292,内国法人・組合（有価証券報告書等の提出義務者以外）,,,0,,ＭＴキャピタル合同会社,,エムティーキャピタルゴウドウガイシャ,中央区日本橋兜町３番１１号三田証券内,内国法人・組合（有価証券報告書等の提出義務者以外）,,3010003017995
E27293,個人（組合発行者を除く）,,,,,向井山　達也,,ムカイヤマ　タツヤ,,個人（組合発行者を除く）,,
E27294,内国法人・組合,上場,有,4329, 3月31日,株式会社プレミアムウォーターホールディングス,"Premium Water Holdings,Inc.",カブシキガイシャプレミアムウォーターホールディングス,富士吉田市上吉田４５９７番地の１,食料品,25880,9090001010626
E27295,内国法人・組合（有価証券報告書等の提出義務者以外）,,,0,,神戸市,,コウベシ,神戸市中央区加納町６－５－１,内国法人・組合（有価証券報告書等の提出義務者以外）,,9000020281000
E27296,内国法人・組合（有価証券報告書等の提出義務者以外）,,,3,,株式会社ＢＨＡＧコーポレーション,,カブシキガイシャビーエイチエージーコーポレーション,千代田区三番町９番地４,内国法人・組合（有価証券報告書等の提出義務者以外）,,6010002043032
E27297,内国法人・組合（有価証券報告書等の提出義務者以外）,,,0,,京都市,,キョウトシ,京都市中京区寺町通御池上る上本能寺前町４８８番地,内国法人・組合（有価証券報告書等の提出義務者以外）,,2000020261009
E27298,内国法人・組合,非上場,無,90, 3月31日,株式会社桑名カントリー倶楽部,"The Kuwana Country Club Co.,Ltd.",カブシキガイシャクワナカントリークラブ,桑名市大字嘉例川８６１番地,サービス業,,9190001020763
E27303,内国法人・組合,上場,有,1161, 3月31日,株式会社アサンテ,ASANTE INCORPORATED,カブシキガイシャアサンテ,新宿区新宿一丁目３３番１５号,サービス業,60730,2011101000803
E27305,内国法人・組合,上場,有,4310, 5月31日,タマホーム株式会社,"Tama Home Co., Ltd.",タマホームカブシキガイシャ,港区高輪３丁目２２番９号,建設業,14190,7010401057862
E27311,内国法人・組合,非上場,有,50, 9月末日,株式会社オウチーノ,"O-uccino,Inc.",カブシキガイシャオウチーノ,港区三田一丁目４番２８号,サービス業,,2010401059839
E27312,外国法人・組合（有価証券報告書等の提出義務者以外）,,,2286,,チャイナ・アセット・マネジメント（香港）・リミテッド,,チャイナアセットマネジメントホンコンリミテッド,香港、ガーデンロード１、バンク・オブ・チャイナ・タワー３７階,外国法人・組合（有価証券報告書等の提出義務者以外）,,
E27313,内国法人・組合（有価証券報告書等の提出義務者以外）,,,0,,公益財団法人　神戸やまぶき財団,,コウエキザイダンホウジン　コウベヤマブキザイダン,神戸市中央区栄町通２丁目４－１４日栄ビル２階,内国法人・組合（有価証券報告書等の提出義務者以外）,,7140005020535
E27314,個人（非居住者）（組合発行者を除く）,,,,,ＭＡＲＩＬＹＮ　ＨＷＥＥＴＩＡＮＧ　ＴＡＮＧ,,マリリン　ヒュティアン　タン,,個人（非居住者）（組合発行者を除く）,,
E27318,外国法人・組合（有価証券報告書等の提出義務者以外）,,,2286,,中国南方アセット・マネジメント・リミテッド,,チュウゴクナンポウアセット　マネジメント　リミテッド,香港特別行政区　セントラル　コノート・プレイス８　ツー・エクスチェンジ・スクエア　スイート２８０２,外国法人・組合（有価証券報告書等の提出義務者以外）,,
E27320,内国法人・組合（有価証券報告書等の提出義務者以外）,,,0,,公益財団法人ウエスコ学術振興財団,,コウエキザイダンホウジンウエスコガクジュツシンコウザイダン,岡山市北区島田本町二丁目５－３５,内国法人・組合（有価証券報告書等の提出義務者以外）,,5260005000147
E27325,内国法人・組合（有価証券報告書等の提出義務者以外）,,,50,,株式会社ストラテジックキャピタル,,カブシキガイシャストラテジックキャピタル,渋谷区東三丁目１４番１５号ＭＯビル６Ｆ,内国法人・組合（有価証券報告書等の提出義務者以外）,,6011001091831
E27331,個人（組合発行者を除く）,,,,,山田　拓郎,,ヤマダ　タクロウ,,個人（組合発行者を除く）,,
E27332,個人（組合発行者を除く）,,,,,長谷川　太一,,ハセガワ　タイチ,,個人（組合発行者を除く）,,
E27333,個人（組合発行者を除く）,,,,,長谷川　和夫,,ハセガワ　カズオ,,個人（組合発行者を除く）,,
E27350,内国法人・組合（有価証券報告書等の提出義務者以外）,,,10,,ＳＯＮ　Ｆｉｎａｎｃｉａｌ合同会社,,ソンフィナンシャルゴウドウガイシャ,中央区東日本橋二丁目２６番１７号,内国法人・組合（有価証券報告書等の提出義務者以外）,,6010401064050
E27352,外国法人・組合（有価証券報告書等の提出義務者以外）,,,1,,ダンキン　ブランズ　インターナショナル　ホールディングス　リミテッド,,ダンキン　ブランズ　インターナショナル　ホールディングス　リミテッド,英国ロンドン　フィンズゲート　クランウッドストリート５－７、ＥＣ１Ｖ　９ＥＥ,外国法人・組合（有価証券報告書等の提出義務者以外）,,
E27361,内国法人・組合,上場,有,5615,12月末日,株式会社ブロードリーフ,"Broadleaf Co.,Ltd.",カブシキガイシャブロードリーフ,品川区東品川四丁目１３番１４号,情報・通信業,36730,3010701023163
E27364,個人（組合発行者を除く）,,,,,鴻池　忠彦,,コウノイケ　タダヒコ,,個人（組合発行者を除く）,,
E27366,個人（組合発行者を除く）,,,,,小川　浩平,,オガワ　コウヘイ,,個人（組合発行者を除く）,,
E27367,個人（組合発行者を除く）,,,,,國分　哲夫,,コクブン　テツオ,,個人（組合発行者を除く）,,
E27368,内国法人・組合（有価証券報告書等の提出義務者以外）,,,100,,プロロジス・プロパティ・ジャパン特定目的会社,,プロロジスプロパティジャパントクテイモクテキカイシャ,千代田区丸の内二丁目７番３号　東京ビルディング,内国法人・組合（有価証券報告書等の提出義務者以外）,,2010005015164
E27379,内国法人・組合（有価証券報告書等の提出義務者以外）,,,100,,株式会社ヤマハミュージックジャパン,,カブシキガイシャヤマハミュージックジャパン,港区高輪二丁目１７番１１号,内国法人・組合（有価証券報告書等の提出義務者以外）,,9010001059563
E27383,個人（組合発行者を除く）,,,,,鴻池　一季,,コウノイケ　カズスエ,,個人（組合発行者を除く）,,
E27385,内国法人・組合（有価証券報告書等の提出義務者以外）,,,0,,一般社団法人エス・エム・エムＣＬ２コーポレーション,,イッパンシャダンホウジンエスエムエムシーエルツーコーポレーション,千代田区丸の内三丁目１番１号東京共同会計事務所内,内国法人・組合（有価証券報告書等の提出義務者以外）,,4010005020006
E27389,内国法人・組合（有価証券報告書等の提出義務者以外）,,,10,,株式会社ウォーターフィールド,,カブシキガイシャウォーターフィールド,渋谷区恵比寿３－１６－１０,内国法人・組合（有価証券報告書等の提出義務者以外）,,8011001038748
E27393,個人（組合発行者を除く）,,,,,沓名　裕一郎,,クツナ　ユウイチロウ,,個人（組合発行者を除く）,,
E27394,内国法人・組合,上場,有,884, 9月30日,株式会社オークファン,,カブシキガイシャオークファン,品川区上大崎二丁目１３番３０号　ｏａｋ　ｍｅｇｕｒｏ　３階,情報・通信業,36740,7011001053434
E27399,個人（組合発行者を除く）,,,,,畑中　浩太郎,,ハタナカ　コウタロウ,,個人（組合発行者を除く）,,
E27400,個人（組合発行者を除く）,,,,,畑中　雄介,,ハタナカ　ユウスケ,,個人（組合発行者を除く）,,
E27408,個人（組合発行者を除く）,,,,,髙島　宏平,,タカシマ　コウヘイ,,個人（組合発行者を除く）,,
E27411,個人（組合発行者を除く）,,,,,汀　寛,,ミギワ　ヒロシ,,個人（組合発行者を除く）,,
E27412,内国法人・組合（有価証券報告書等の提出義務者以外）,,,1000,,鈴与株式会社,,スズヨカブシキガイシャ,静岡市清水区入船町１１番１号,内国法人・組合（有価証券報告書等の提出義務者以外）,,2080001009460
E27414,個人（組合発行者を除く）,,,,,石井　武,,イシイ　タケシ,,個人（組合発行者を除く）,,
E27418,個人（組合発行者を除く）,,,,,寺西　豊彦,,テラニシ　トヨヒコ,,個人（組合発行者を除く）,,
E27421,内国法人・組合,上場,有,646, 6月30日,株式会社クロス・マーケティンググループ,Cross Marketing Group Inc.,カブシキガイシャクロスマーケティンググループ,新宿区西新宿三丁目２０番２号,情報・通信業,36750,5010001153857
E27422,個人（組合発行者を除く）,,,,,早川　良一,,ハヤカワ　リョウイチ,,個人（組合発行者を除く）,,
E27426,内国法人・組合（有価証券報告書等の提出義務者以外）,,,163,,株式会社ポートフォリア,,カブシキガイシャポートフォリア,渋谷区千駄ヶ谷一丁目８番１４号,内国法人・組合（有価証券報告書等の提出義務者以外）,,2010901027584
E27427,内国法人・組合（有価証券報告書等の提出義務者以外）,,,0,,一般財団法人佐々木環境技術振興財団,,イッパンザイダンホウジンササキカンキョウギジュツシンコウザイダン,新潟市南区北田中７８０番地６,内国法人・組合（有価証券報告書等の提出義務者以外）,,1110005002095
E27435,内国法人・組合（有価証券報告書等の提出義務者以外）,,,100,,エスエヌ興産合同会社,,エスエヌコウサンゴウドウガイシャ,京都市中京区烏丸通二条下ル秋野々町５１８番地,内国法人・組合（有価証券報告書等の提出義務者以外）,,8130002016189
E27444,内国法人・組合（有価証券報告書等の提出義務者以外）,,,125,,株式会社ムネマサ,,カブシキカイシャムネマサ,杉並区永福１－３９－２３,内国法人・組合（有価証券報告書等の提出義務者以外）,,3011301007003
E27445,個人（組合発行者を除く）,,,,,宗政　ヨシ,,ムネマサ　ヨシ,,個人（組合発行者を除く）,,
E27461,個人（組合発行者を除く）,,,,,山下　耕一,,ヤマシタ　コウイチ,,個人（組合発行者を除く）,,
E27464,内国法人・組合,上場,有,422, 6月30日,トラストホールディングス株式会社,TRUST Holdings Inc.,トラストホールディングスカブシキガイシャ,福岡市博多区博多駅南五丁目１５番１８号,不動産業,32860,5290001063277
E27472,内国法人・組合（有価証券報告書等の提出義務者以外）,,,100,,株式会社ＳＸキャピタル,,カブシキガイシャエスエックスキャピタル,港区虎ノ門４－１－２８,内国法人・組合（有価証券報告書等の提出義務者以外）,,7010601027277
E27473,内国法人・組合（有価証券報告書等の提出義務者以外）,,,20,,株式会社船橋カントリー倶楽部,,カブシキカイシャフナバシカントリークラブ,白井市清戸７０３番地,内国法人・組合（有価証券報告書等の提出義務者以外）,,4040001043940
E27486,内国法人・組合,上場,無,3956,12月31日,ペプチドリーム株式会社,PeptiDream Inc.,ペプチドリームカブシキガイシャ,川崎市川崎区殿町三丁目２５番２３号,医薬品,45870,5013201015694
E27488,個人（組合発行者を除く）,,,,,水落　憲吾,,ミズオチ　ケンゴ,,個人（組合発行者を除く）,,
E27498,内国法人・組合（有価証券報告書等の提出義務者以外）,,,20,,東拓観光有限会社,,トウタクカンコウユウゲンガイシャ,広島市中区広瀬北町３番３６号,内国法人・組合（有価証券報告書等の提出義務者以外）,,1240002011160
E27505,外国法人・組合（有価証券報告書等の提出義務者以外）,,,299,,サンダーソン・アセット・マネジメント・エルエルピー,,サンダーソン　アセット　マネジメント　エルエルピー,英国ロンドン、ダブリュー１エス　３ピーアール、セヴィルロウ２０、ヒースコートハウス,外国法人・組合（有価証券報告書等の提出義務者以外）,,
E27506,内国法人・組合,上場,無,330, 3月末日,株式会社ジェイエスエス,JSS CORPORATION,カブシキガイシャジェイエスエス,大阪市西区土佐堀一丁目４番１１号,サービス業,60740,1120001064799
E27509,個人（組合発行者を除く）,,,,,金　武祚,,キム　ムジョウ,,個人（組合発行者を除く）,,
E27512,内国法人・組合（有価証券報告書等の提出義務者以外）,,,40,,ロイヤル観光有限会社,,ロイヤルカンコウユウゲンガイシャ,広島市中区広瀬北町３－３６,内国法人・組合（有価証券報告書等の提出義務者以外）,,7240002018497
E27530,内国法人・組合,上場,無,130, 3月31日,株式会社横田製作所,"Yokota Manufacturing Co., Ltd.",カブシキガイシャヨコタセイサクショ,広島市中区南吉島一丁目３番６号,機械,62480,4240001012215
E27540,個人（組合発行者を除く）,,,,,下村　博,,シモムラ　ヒロシ,,個人（組合発行者を除く）,,
E27557,内国法人・組合（有価証券報告書等の提出義務者以外）,,,7,,有限会社越智産業,,ユウゲンカイシャオチサンギョウ,北葛城郡広陵町大字疋相３０９番地２,内国法人・組合（有価証券報告書等の提出義務者以外）,,8150002010132
E27559,個人（組合発行者を除く）,,,,,伊井　剛,,イイ　タケシ,,個人（組合発行者を除く）,,
E27561,外国法人・組合,非上場,有,45711,12月31日,スヴェンスカ・ハンデルスバンケン・エイ・ビー・プブリクト（Ｓｖｅｎｓｋａ　Ｈａｎｄｅｌｓｂａｎｋｅｎ　ＡＢ　（ｐｕｂｌ））,,スヴェンスカハンデルスバンケンエイビープブリクト,スウェーデン王国　ＳＥ－１０６　７０　ストックホルム　クングストラッドゴードシュガータン２,外国法人・組合,,
E27562,内国法人・組合,非上場,有,1452, 3月末日,ＳＢＩ　ＦｉｎＴｅｃｈ　Ｓｏｌｕｔｉｏｎｓ株式会社,"SBI FinTech Solutions Co., Ltd.",エスビーアイフィンテックソリューションズカブシキカイシャ,渋谷区渋谷２－１－１　青山ファーストビル９Ｆ,情報・通信業,,8011001068885
E27569,内国法人・組合（有価証券報告書等の提出義務者以外）,,,100,,株式会社ＤＧベンチャーズ,,カブシキガイシャディージーベンチャーズ,渋谷区恵比寿南三丁目５番７号,内国法人・組合（有価証券報告書等の提出義務者以外）,,3011001061291
E27571,外国法人・組合（有価証券報告書等の提出義務者以外）,,,10,,ワサッチ・アドバイザーズ・インク,,ワサッチ　アドバイザーズ　インク,アメリカ合衆国　８４１０８　ユタ州ソールト・レーク・シティ、ワカラ・ウェイ　５０５番３階,外国法人・組合（有価証券報告書等の提出義務者以外）,,
E27572,内国法人・組合,上場,有,1161, 3月末日,ＩＣＤＡホールディングス株式会社,"International Conglomerate of Distribution for Automobile Holdings Co., Ltd.",アイシーディーエーホールディングス,鈴鹿市飯野寺家町２３４番地の１,小売業,31840,2190001006257
E27576,個人（組合発行者を除く）,,,,,武永　修一,,タケナガ　シュウイチ,,個人（組合発行者を除く）,,
E27577,外国法人・組合（有価証券報告書等の提出義務者以外）,,,491,,ＦＰＴファンド・マネジメント・ジョイント・ストック・カンパニー,,エフピーティーファンドマネジメントジョイントストックカンパニー,ベトナム、ハノイ、カウ・ギアイ・ディストリクト・ディッチ・ヴォン・ハウ・ワード、デュイ・タン・ストリート、ライト・アンド・スモール・スケール・インダストリアル・エリア・ロットＢ１Ａ、ＴＴＣビルディング９階,外国法人・組合（有価証券報告書等の提出義務者以外）,,
E27579,内国法人・組合,非上場,有,2237, 3月31日,株式会社ナローピーク,"Narrow Peak,Inc.",カブシキガイシャナローピーク,新宿区新宿五丁目１７番１８号　Ｈ＆Ｉビル,保険業,71690,1011101060955
E27580,外国法人・組合（有価証券報告書等の提出義務者以外）,,,4082,,スイス・リインシュアランス・カンパニー・リミテッド,,スイスリインシュアランスカンパニーリミテッド,スイス国チューリッヒ市ミテンケ６０、８００２,外国法人・組合（有価証券報告書等の提出義務者以外）,,
E27584,外国法人・組合（有価証券報告書等の提出義務者以外）,,,420,,ＨＡＹＡＴＥ　ＰＡＲＴＮＥＲＳ　ＰＴＥ　ＬＴＤ,,ハヤテパートナーズ　ピーティーイー　エルティーディー,８１　アンソンロード　＃８－１２　シンガポール　０７９９０８,外国法人・組合（有価証券報告書等の提出義務者以外）,,
E27585,内国法人・組合,上場,有,2955, 3月31日,株式会社リプロセル,ReproCELL Incorporated,カブシキガイシャリプロセル,横浜市港北区新横浜３－８－１１,化学,49780,2020001086778
E27586,内国法人・組合（有価証券報告書等の提出義務者以外）,,,100,,八木通商株式会社,,ヤギツウショウカブシキカイシャ,大阪市中央区北浜３丁目１番９号,内国法人・組合（有価証券報告書等の提出義務者以外）,,1120001077578
E27588,個人（組合発行者を除く）,,,,,上田和彦,,ウエダカズヒコ,,個人（組合発行者を除く）,,
E27596,個人（組合発行者を除く）,,,,,清水　一郷,,シミズ　カズサト,,個人（組合発行者を除く）,,
E27604,内国法人・組合（有価証券報告書等の提出義務者以外）,,,100,,山西ワールド株式会社,,ヤマニシワールドカブシキガイシャ,広島市東区二葉の里三丁目３番１号,内国法人・組合（有価証券報告書等の提出義務者以外）,,8240002017325
E27606,個人（組合発行者を除く）,,,,,小林　徹,,コバヤシ　トオル,,個人（組合発行者を除く）,,
E27615,内国法人・組合,上場,有,712, 3月31日,夢展望株式会社,"DREAM VISION CO.,LTD.",ユメテンボウカブシキガイシャ,池田市石橋三丁目２番１号,小売業,31850,6120901020756
E27616,個人（組合発行者を除く）,,,,,内野　弘幸,,ウチノ　ヒロユキ,,個人（組合発行者を除く）,,
E27622,内国法人・組合,上場,有,168384,12月31日,サントリー食品インターナショナル株式会社,,サントリーショクヒンインターナショナルカブシキガイシャ,中央区京橋三丁目１番１号,食料品,25870,8010401080079
E27624,内国法人・組合,上場,有,2099, 3月31日,カーリットホールディングス株式会社,"Carlit Holdings Co.,Ltd.",カーリットホールディングスカブシキガイシャ,中央区京橋１丁目１７番１０号,化学,42750,6010001156165
E27632,個人（組合発行者を除く）,,,,,千野　和俊,,センノ　カズトシ,,個人（組合発行者を除く）,,
E27633,内国法人・組合,上場,有,77562, 3月末日,東急不動産ホールディングス株式会社,Tokyu Fudosan Holdings Corporation,トウキュウフドウサンホールディングスカブシキカイシャ,渋谷区道玄坂一丁目２１番１号,不動産業,32890,2011001096933
E27636,個人（組合発行者を除く）,,,,,窪田　規一,,クボタ　キイチ,,個人（組合発行者を除く）,,
E27638,個人（組合発行者を除く）,,,,,リード　パトリック　クロフオード,,リード　パトリック　クロフオード,,個人（組合発行者を除く）,,
E27639,個人（組合発行者を除く）,,,,,菅　裕明,,スガ　ヒロアキ,,個人（組合発行者を除く）,,
E27640,外国法人・組合（有価証券報告書等の提出義務者以外）,,,39,,ゼニス・ロジスティクス・ピーティーイー・リミテッド,,ゼニス　ロジスティクス　ピーティーイー　リミテッド,シンガポール共和国　５８９６２２　シンガポール、ブキット・ティマー・ロード９１１,外国法人・組合（有価証券報告書等の提出義務者以外）,,
E27641,個人（組合発行者を除く）,,,,,田中　正治,,タナカ　ショウジ,,個人（組合発行者を除く）,,
E27646,外国法人・組合,非上場,無,103365,12月31日,ビーポスト・エスエー／エヌヴィー,,ビーポストエスエーエヌヴィー,ベルギー王国　１０００　ブリュッセル　サントル　モネ－マンサントラン,外国法人・組合,,
E27651,個人（組合発行者を除く）,,,,,倉田　陽一郎,,クラタ　ヨウイチロウ,,個人（組合発行者を除く）,,
E27652,内国法人・組合（有価証券報告書等の提出義務者以外）,,,123843,,星野リゾート・リート投資法人,,ホシノリゾートリートトウシホウジン,中央区京橋三丁目６番１８号,内国法人・組合（有価証券報告書等の提出義務者以外）,,2010005020156
E27655,内国法人・組合,上場,有,300, 3月31日,株式会社デジタルハーツホールディングス,"DIGITAL HEARTS HOLDINGS Co., Ltd.",カブシキガイシャデジタルハーツホールディングス,新宿区西新宿三丁目２０番２号,サービス業,36760,1010401108134
E27663,内国法人・組合（有価証券報告書等の提出義務者以外）,,,499,,株式会社レンブラントホールディングス,,カブシキカイシャレンブラントホールディングス,厚木市中町二丁目１３番１号,内国法人・組合（有価証券報告書等の提出義務者以外）,,7021001046817
E27668,外国法人・組合（有価証券報告書等の提出義務者以外）,,,34000,,北京如意時尚投資控股有限公司,,ペキンニョイジショウトウシコウコユウゲンコウシ,中華人民共和国北京市朝陽区光華路１号（オフィスビル）６階６２８室,外国法人・組合（有価証券報告書等の提出義務者以外）,,
E27669,外国法人・組合,非上場,有,2421307,12月31日,ザ・ホンコン・アンド・シャンハイ・バンキング・コーポレイション・リミテッド,,ザホンコンアンドシャンハイバンキングコーポレイションリミテッド,香港、クイーンズ・ロード・セントラル１番,外国法人・組合,,
E27671,内国法人・組合,上場,有,5500, 3月31日,株式会社ＩＪＴＴ,"IJTT Co.,Ltd.",カブシキガイシャアイジェイティティ,横浜市神奈川区金港町１番地７,輸送用機器,73150,3010401108149
E27677,個人（組合発行者を除く）,,,,,牛田　幸吉,,ウシダ　コウキチ,,個人（組合発行者を除く）,,
E27678,個人（組合発行者を除く）,,,,,寺田　俊彦,,テラダ　トシヒコ,,個人（組合発行者を除く）,,
E27680,個人（組合発行者を除く）,,,,,西里　弘一,,ニシザト　ヒロカズ,,個人（組合発行者を除く）,,
E27693,内国法人・組合,上場,有,6110,11月30日,株式会社ネクステージ,"NEXTAGE Co., Ltd.",カブシキガイシャネクステージ,名古屋市中区新栄町一丁目１番地,小売業,31860,3180001067712
E27697,外国法人・組合（有価証券報告書等の提出義務者以外）,,,337,,ｉシェアーズ・インク,,アイシェアーズインク,アメリカ合衆国、メリーランド州２１２０１、ボルチモア、ウェスト・キャムデン通り３５１番、コーポレーション・トラスト・インコーポレイティッド気付,外国法人・組合（有価証券報告書等の提出義務者以外）,,
E27699,外国法人・組合（有価証券報告書等の提出義務者以外）,,,11725,,Ｆａｒａｌｌｏｎ　Ｃａｐｉｔａｌ　Ｍａｎａｇｅｍｅｎｔ，　Ｌ．Ｌ．Ｃ．,,ファラロンキャピタルマネージメントエルエルシー,米国カリフォルニア州９４１１１、サンフランシスコ、ワン・マリタイム・プラザ、スイート２１００,外国法人・組合（有価証券報告書等の提出義務者以外）,,
E27702,内国法人・組合（有価証券報告書等の提出義務者以外）,,,7122,,株式会社エクシング,,カブシキガイシャエクシング,名古屋市瑞穂区桃園町３番８号,内国法人・組合（有価証券報告書等の提出義務者以外）,,1180001043310
E27722,個人（組合発行者を除く）,,,,,木村　利男,,キムラ　トシオ,,個人（組合発行者を除く）,,
E27723,内国法人・組合（有価証券報告書等の提出義務者以外）,,,99,,株式会社Ｎ・フィールド,,カブシキガイシャエヌフィールド,大阪市北区堂島浜一丁目４番４号アクア堂島東館,内国法人・組合（有価証券報告書等の提出義務者以外）,,5120001103529
E27724,個人（非居住者）（組合発行者を除く）,,,,,土肥　雄治,,ドヒ　ユウジ,,個人（非居住者）（組合発行者を除く）,,
E27725,個人（組合発行者を除く）,,,,,土肥　智雄,,ドヒ　トモオ,,個人（組合発行者を除く）,,
E27736,内国法人・組合（有価証券報告書等の提出義務者以外）,,,100,,ベイビュー・アセット・マネジメント株式会社,,ベイビューアセットマネジメントカブシキカイシャ,千代田区一番町２９－１　番町ハウス,内国法人・組合（有価証券報告書等の提出義務者以外）,,6010001026748
E27739,外国法人・組合（有価証券報告書等の提出義務者以外）,,,585,,ポーラー・キャピタル・エル・エル・ピー,,ポーラーキャピタルエルエルピー,ロンドン、ＳＷ１Ｅ　５ＪＤ、パレス　ストリート１６,外国法人・組合（有価証券報告書等の提出義務者以外）,,
E27742,内国法人・組合（有価証券報告書等の提出義務者以外）,,,1,,株式会社МＨ　ｃａｐｉｔａｌ,,カブシキガイシャエムエイチキャピタル,港区海岸一丁目２番２０号　汐留ビルディング３階,内国法人・組合（有価証券報告書等の提出義務者以外）,,7010001154218
E27743,内国法人・組合（有価証券報告書等の提出義務者以外）,,,97,,有限会社松永榮一,,ユウゲンガイシャマツナガエイイチ,港区高輪一丁目１４番１５―２０３号,内国法人・組合（有価証券報告書等の提出義務者以外）,,9010402036211
E27745,内国法人・組合（有価証券報告書等の提出義務者以外）,,,1050,,明治安田生命２０１３基金特定目的会社,,メイジヤスダセイメイニセンジュウサンキキントクテイモクテキカイシャ,千代田区丸の内三丁目１番１号東京共同会計事務所内,内国法人・組合（有価証券報告書等の提出義務者以外）,,3010005021070
E27747,個人（組合発行者を除く）,,,,,コーアツ工業共栄会　理事長　石堂和雄,,イシドウ　カズオ,,個人（組合発行者を除く）,,
E27757,内国法人・組合（有価証券報告書等の提出義務者以外）,,,255,,株式会社島村企画,,カブシキガイシャシマムラキカク,さいたま市大宮区北袋町１－６０２－１,内国法人・組合（有価証券報告書等の提出義務者以外）,,4030001004274
