ＥＤＩＮＥＴコード,提出者種別,上場区分,連結の有無,資本金,決算日,提出者名,提出者名（英字）,提出者名（ヨミ）,所在地,提出者業種,証券コード,提出者法人番号
E02801,内国法人・組合,上場,有,1988, 2月末日,エコートレーディング株式会社,"ECHO TRADING CO.,LTD.",エコートレーディングカブシキガイシャ,西宮市鳴尾浜２丁目１番２３号,卸売業,74270,4140001068093
E02802,内国法人・組合,上場,有,8100, 3月31日,伯東株式会社,"Hakuto Co.,Ltd.",ハクトウカブシキガイシャ,新宿区新宿一丁目１番１３号,卸売業,74330,7011101017256
E02803,内国法人・組合,上場,無,1312, 5月31日,株式会社オータケ,OTAKE CORPORATION,カブシキガイシャオータケ,名古屋市中区丸の内２丁目１番８号,卸売業,74340,9180001029707
E02804,内国法人・組合,上場,有,2666, 3月31日,コンドーテック株式会社,kondotec inc.,コンドーテックカブシキガイシャ,大阪市西区境川２丁目２番９０号,卸売業,74380,6120001043369
E02805,内国法人・組合,上場,無,1706, 3月31日,中山福株式会社,"NAKAYAMAFUKU CO.,LTD.",ナカヤマフクカブシキガイシャ,大阪市中央区島之内一丁目２２番９号,卸売業,74420,9120001077505
E02806,内国法人・組合,上場,有,829, 3月31日,横浜魚類株式会社,"yokohama gyorui co.,ltd.",ヨコハマギョルイカブシキガイシャ,横浜市神奈川区山内町１番地,卸売業,74430,5020001030634
E02807,内国法人・組合,上場,有,719, 3月31日,ハリマ共和物産株式会社,"Harima-Kyowa Co.,LTD.",ハリマキョウワブッサンカブシキガイシャ,姫路市飾東町庄３１３番地,卸売業,74440,1140001060846
E02809,内国法人・組合,上場,有,1925, 8月31日,ナガイレーベン株式会社,"NAGAILEBEN Co.,Ltd.",ナガイレーベンカブシキガイシャ,千代田区鍛冶町二丁目１番１０号,卸売業,74470,5010001025214
E02810,内国法人・組合,上場,有,820, 9月30日,東北化学薬品株式会社,"TOHOKU  CHEMICAL  CO.,  LTD.",トウホクカガクヤクヒンカブシキガイシャ,弘前市大字神田一丁目３番地の１,卸売業,74460,5420001009282
E02812,内国法人・組合,上場,有,1585, 3月31日,八洲電機株式会社,"Yashima Denki Co.,Ltd.",ヤシマデンキカブシキガイシャ,港区新橋三丁目１番１号,卸売業,31530,9010401029819
E02813,内国法人・組合,上場,有,1690, 3月31日,株式会社Ｍｉｓｕｍｉ,"MISUMI CO., LTD.",カブシキガイシャミスミ,鹿児島市卸本町７番地２０,卸売業,74410,4340001004160
E02814,内国法人・組合,非上場,有,4028, 3月31日,日本酒類販売株式会社,"NIHONSHURUIHANBAI CO.,LTD.",ニホンシュルイハンバイカブシキガイシャ,中央区新川一丁目２５番４号,卸売業,,8010001062097
E02818,内国法人・組合,上場,有,2352, 3月31日,株式会社大水,"DAISUI CO.,LTD.",カブシキガイシャダイスイ,大阪市福島区野田一丁目１番８６号　大阪市中央卸売市場内,卸売業,75380,4120001034601
E02819,内国法人・組合,非上場,有,3840, 3月31日,興和株式会社,"KOWA COMPANY, LTD.",コウワカブシキガイシャ,名古屋市中区錦三丁目６番２９号,卸売業,,1180001035811
E02821,内国法人・組合,上場,有,3559, 3月31日,松田産業株式会社,"MATSUDA SANGYO Co.,Ltd.",マツダサンギョウカブシキガイシャ,新宿区西新宿一丁目２６番２号,卸売業,74560,2011101020140
E02823,内国法人・組合,上場,有,793, 3月31日,株式会社キムラ,"KIMURA CO.,LTD.",カブシキガイシャキムラ,札幌市東区北６条東４丁目１番地７,卸売業,74610,4430001023985
E02824,内国法人・組合,上場,有,12350, 3月31日,株式会社第一興商,"DAIICHIKOSHO CO. , LTD.",カブシキガイシャダイイチコウショウ,品川区北品川５丁目５番２６号,卸売業,74580,6010701005431
E02825,内国法人・組合,上場,有,1088, 3月31日,株式会社ヤギ,"YAGI & CO.,LTD.",カブシキガイシャヤギ,大阪市中央区久太郎町二丁目２番８号,卸売業,74600,6120001077581
E02826,内国法人・組合,上場,有,12500, 3月31日,株式会社アドヴァン,"ADVAN CO .,LTD.",カブシキガイシャ　アドヴァン,渋谷区神宮前４丁目３２番１４号,卸売業,74630,2011001001075
E02827,内国法人・組合,上場,有,898, 3月31日,ＳＰＫ株式会社,SPK CORPORATION,エスピーケイカブシキガイシャ,大阪市福島区福島五丁目５番４号,卸売業,74660,9120001034407
E02828,内国法人・組合,上場,有,3916, 3月31日,萩原電気ホールディングス株式会社,"HAGIWARA ELECTRIC HOLDINGS CO.,LTD.",ハギワラデンキホールディングスカブシキガイシャ,名古屋市東区東桜二丁目２番１号,卸売業,74670,3180001017956
E02832,内国法人・組合,上場,有,4908, 3月31日,アルビス株式会社,"ALBIS Co.,Ltd.",アルビス　カブシキガイシャ,射水市流通センター水戸田三丁目４番地,小売業,74750,3230001012605
E02833,内国法人・組合,上場,無,1148, 3月31日,株式会社鳥羽洋行,"TOBA,INC.",カブシキガイシャトバヨウコウ,文京区水道２－８－６,卸売業,74720,9010001005600
E02835,内国法人・組合,上場,有,5075, 3月31日,アズワン株式会社,AS ONE CORPORATION,アズワンカブシキガイシャ,大阪市西区江戸堀２－１－２７,卸売業,74760,8120001060544
E02836,内国法人・組合,上場,有,1910, 3月31日,ムラキ株式会社,MURAKI CORPORATION,ムラキカブシキガイシャ,多摩市関戸二丁目２４番地２７,卸売業,74770,6013401005189
E02837,内国法人・組合,上場,無,1305, 3月31日,尾家産業株式会社,"oie sangyo co.,ltd",オイエサンギョウカブシキガイシャ,大阪市北区豊崎六丁目１１番２７号,卸売業,74810,5120001061479
E02838,内国法人・組合,上場,有,1819, 3月31日,スズデン株式会社,SUZUDEN CORPORATION,スズデンカブシキガイシャ,千代田区外神田二丁目２番３号,卸売業,74800,1010001003966
E02839,内国法人・組合,上場,有,1405, 3月31日,株式会社シモジマ,"SHIMOJIMA Co.,Ltd.",カブシキガイシャシモジマ,台東区浅草橋５丁目２９番８号,卸売業,74820,4010501024971
E02840,内国法人・組合,上場,有,4993, 3月31日,株式会社ドウシシャ,"DOSHISHA CO.,LTD.",カブシキガイシャ　ドウシシャ,大阪市中央区東心斎橋１－５－５,卸売業,74830,8120001039126
E02841,内国法人・組合,上場,有,1512, 3月31日,サンリン株式会社,"sanrin co.,ltd.",サンリンカブシキガイシャ,東筑摩郡山形村字下本郷４０８２番地３,卸売業,74860,4100001014423
E02842,内国法人・組合,上場,有,1322, 5月31日,小津産業株式会社,ozu corporation,オヅサンギョウカブシキガイシャ,中央区日本橋本町三丁目６番２号,卸売業,74870,8010001039269
E02843,内国法人・組合,上場,有,787, 4月20日,株式会社ヤガミ,YAGAMI INC.,カブシキガイシャヤガミ,名古屋市中区丸の内三丁目２番２９号,卸売業,74880,4180001041518
E02845,内国法人・組合,上場,有,3624, 3月31日,日新商事株式会社,"NISSIN SHOJI CO., LTD.",ニッシンショウジカブシキカイシャ,港区芝浦一丁目１２番３号,卸売業,74900,4010401033255
E02847,内国法人・組合,上場,無,569, 6月30日,西川計測株式会社,"nishikawa keisoku co.,ltd.",ニシカワケイソクカブシキガイシャ,渋谷区代々木三丁目２２番７号,卸売業,75000,1010401021428
E02848,内国法人・組合,上場,無,1079,11月30日,株式会社ティムコ,TIEMCO LTD.,カブシキカイシャティムコ,墨田区菊川三丁目１番１１号,卸売業,75010,6010601021421
E02850,内国法人・組合,上場,有,1690, 3月31日,株式会社高速,KOHSOKU CORPORATION,カブシキガイシャコウソク,仙台市宮城野区扇町七丁目４番２０号,卸売業,75040,4370001005032
E02851,内国法人・組合,上場,有,2554, 3月31日,株式会社たけびし,TAKEBISHI CORPORATION,カブシキガイシャタケビシ,京都市右京区西京極豆田町２９番地,卸売業,75100,1130001001272
E02853,内国法人・組合（有価証券報告書等の提出義務者以外）,,,10045,,黒田電気株式会社,,クロダデンキカブシキガイシャ,大阪市淀川区木川東４丁目１１番３号,内国法人・組合（有価証券報告書等の提出義務者以外）,,1120001055006
E02854,内国法人・組合,非上場,有,1434, 3月31日,五洋インテックス株式会社,"GOYO INTEX CO.,LTD",ゴヨウインテックスカブシキガイシャ,中央区日本橋蛎殻町一丁目３９番５号　水天宮北辰ビル７階,卸売業,,3180001075780
E02855,内国法人・組合,上場,有,1208, 3月31日,株式会社ムサシ,"MUSASHI CO.,LTD.",カブシキガイシャムサシ,中央区銀座八丁目２０番３６号,卸売業,75210,6010001058667
E02856,内国法人・組合,上場,有,827, 3月31日,リックス株式会社,RIX CORPORATION,リックスカブシキガイシャ,福岡市博多区山王一丁目１５番１５号,卸売業,75250,5290001017448
E02858,内国法人・組合,上場,有,1706, 9月30日,株式会社システムソフト,SystemSoft Corporation,カブシキガイシャシステムソフト,千代田区丸の内一丁目８番１号,情報・通信業,75270,7290001017693
E02861,内国法人・組合,上場,有,735,12月31日,清和中央ホールディングス株式会社,SEIWA CHUO HOLDINGS CORPORATION,セイワチュウオウホールディングスカブシキガイシャ,大阪市西区九条南３丁目１番２０号,卸売業,75310,2120001044593
E02864,内国法人・組合,上場,有,6214, 3月31日,丸文株式会社,MARUBUN CORPORATION,マルブンカブシキガイシャ,中央区日本橋大伝馬町８番１号,卸売業,75370,8010001057337
E02865,内国法人・組合,上場,有,896, 9月30日,株式会社アイナボホールディングス,"AINAVO HOLDINGS Co., Ltd.",カブシキガイシャアイナボホールディングス,北区王子二丁目３０番３号　ニッセイ王子ビル６階,卸売業,75390,9011801005756
E02869,内国法人・組合,上場,有,2751, 3月31日,株式会社ハピネット,HAPPINET CORPORATION,カブシキガイシャハピネット,台東区駒形二丁目４番５号,卸売業,75520,5010501011416
E02870,内国法人・組合,上場,有,852, 3月31日,株式会社ウェッズ,"WEDS CO., LTD.",カブシキカイシャ　ウェッズ,大田区大森北１－６－８,卸売業,75510,7010801014505
E02871,内国法人・組合,上場,無,551, 3月31日,株式会社大田花き,"Ota Floriculture Auction Co.,Ltd.",カブシキガイシャオオタカキ,大田区東海二丁目２番１号,卸売業,75550,7010801002063
E02873,内国法人・組合（有価証券報告書等の提出義務者以外）,,,5284,,株式会社ネクスティエレクトロニクス,,カブシキガイシャネクスティエレクトロニクス,港区港南二丁目３番１３号,内国法人・組合（有価証券報告書等の提出義務者以外）,,4010401019485
E02874,内国法人・組合,上場,有,100, 3月31日,ジーエフシー株式会社,"GLOBAL FOOD CREATORS CO.,LTD.",ジーエフシーカブシキガイシャ,羽島郡笠松町田代９７８番地の１,卸売業,75590,8200001011101
E02875,内国法人・組合,上場,有,1005, 3月31日,萬世電機株式会社,MANSEI CORPORATION,マンセイデンキカブシキガイシャ,大阪市福島区福島７丁目１５番３０号,卸売業,75650,2120001036483
E02876,内国法人・組合,上場,有,565, 3月31日,株式会社ケー・エフ・シー,KFC Ltd,カブシキガイシャケーエフシー,大阪市北区西天満３－２－１７,金属製品,34200,3120001063188
E02877,内国法人・組合,上場,有,412,12月31日,株式会社デイトナ,DAYTONA CORPORATION,カブシキガイシャデイトナ,周智郡森町一宮４８０５番地,輸送用機器,72280,3080401017525
E02878,内国法人・組合,上場,有,500, 3月31日,株式会社栄電子,SAKAE ELECTRONICS CORPORATION,カブシキガイシャサカエデンシ,千代田区外神田二丁目９番１０号,卸売業,75670,5010001017343
E02879,内国法人・組合,上場,有,542, 3月31日,橋本総業ホールディングス株式会社,"HASHIMOTO SOGYO HOLDINGS CO.,LTD.",ハシモト　ソウギョウ　ホールディングス　カブシキガイシャ,中央区日本橋小伝馬町９番９号,卸売業,75700,9010001054242
E02881,内国法人・組合,上場,有,2115, 3月31日,日本ライフライン株式会社,"Japan Lifeline Co., Ltd.",ニホンライフラインカブシキガイシャ,品川区東品川二丁目２番２０号,卸売業,75750,2010701020987
E02882,内国法人・組合,上場,有,238, 1月20日,ピープル株式会社,"People Co., Ltd.",ピープルカブシキガイシャ,中央区東日本橋２丁目１５番５号,その他製品,78650,8010001055217
E02887,内国法人・組合,非上場,有,310, 3月31日,株式会社パルテック（定款上の商号　株式会社ＰＡＬＴＥＫ）,PALTEK CORPORATION,カブシキガイシャパルテック,横浜市港北区新横浜二丁目３番地１２,卸売業,,6020001011897
E02888,内国法人・組合,上場,有,570, 1月20日,株式会社タカショー,"TAKASHO CO., LTD.",カブシキガイシャタカショー,海南市阪井４８９番地,卸売業,75900,2170001005748
E02889,内国法人・組合,上場,有,4297, 3月31日,ＶＴホールディングス株式会社,"VT HOLDINGS CO.,LTD.",ブイティホールディングスカブシキガイシャ,名古屋市中区錦三丁目１０番３２号,小売業,75930,5180001094556
E02890,内国法人・組合,非上場,有,3086, 3月31日,株式会社エクセル,"EXCEL CO., LTD.",カブシキガイシャエクセル,港区西新橋三丁目１２番１０号,卸売業,,2010401063122
E02891,内国法人・組合（有価証券報告書等の提出義務者以外）,,,1414,,株式会社マルカ,,カブシキガイシャマルカ,大阪市中央区南新町二丁目２番５号,内国法人・組合（有価証券報告書等の提出義務者以外）,,8120901002091
E02892,内国法人・組合,上場,有,4157, 2月末日,株式会社ＩＤＯＭ,IDOM Inc.,カブシキガイシャイドム,千代田区丸の内二丁目７番３号東京ビルディング,卸売業,75990,1010001069520
E02893,内国法人・組合,非上場,無,60, 3月31日,東京貴宝株式会社,"Tokyo Kiho Co., Ltd.",トウキヨウキホウカブシキガイシャ,台東区東上野１－２６－２,卸売業,,9010501009209
E02894,内国法人・組合,上場,有,3001, 3月31日,株式会社　日本エム・ディ・エム,"Japan Medical Dynamic Marketing, INC.",カブシキガイシャニホンエムディエム,新宿区市谷台町１２番２号,精密機器,76000,8011101016199
E02895,内国法人・組合,上場,有,2816, 3月31日,株式会社カーチスホールディングス,"Carchs Holdings Co., Ltd.",カブシキガイシャカーチスホールディングス,千代田区紀尾井町４番１号　新紀尾井町ビル２Ｆ,卸売業,76020,2010601039038
E02896,内国法人・組合,上場,有,951, 8月31日,株式会社進和,"Shinwa Co., Ltd.",カブシキガイシャシンワ,名古屋市守山区苗代二丁目９番３号,卸売業,76070,2180001000574
E02897,内国法人・組合,上場,有,461, 2月末日,株式会社エスケイジャパン,"SK JAPAN CO., LTD.",カブシキガイシャエスケイジャパン,大阪市中央区南船場一丁目１３番２７号,卸売業,76080,9120001075509
E02898,内国法人・組合,上場,有,2200,12月31日,ダイトロン株式会社,"Daitron Co.,Ltd.",ダイトロンカブシキガイシャ,大阪市淀川区宮原４丁目６番１１号,卸売業,76090,9120001083156
E02899,内国法人・組合,非上場,無,3068, 3月31日,株式会社Ｎｕｔｓ,Nuts Inc.,カブシキガイシャナッツ,港区東麻布３－３－１,卸売業,,6010401050975
E02900,内国法人・組合,上場,有,2144,12月31日,シークス株式会社,SIIX Corp.,シークスカブシキガイシャ,大阪市中央区備後町一丁目４番９号,卸売業,76130,7120001080989
E02902,内国法人・組合,上場,有,1073, 3月31日,田中商事株式会社,"TANAKA CO.,LTD",タナカショウジカブシキガイシャ,品川区南大井三丁目２番２号,卸売業,76190,8010701005900
E02903,内国法人・組合,上場,有,2291, 2月末日,株式会社ＮａＩＴＯ,"Naito&Co.,Ltd.",カブシキガイシャナイトウ,北区昭和町二丁目１番１１号,卸売業,76240,6011501003393
E02905,内国法人・組合,上場,有,1825, 3月31日,株式会社オーハシテクニカ,OHASHI TECHNICA INC.,カブシキガイシャオーハシテクニカ,港区虎ノ門四丁目３番１３号,卸売業,76280,1010401088566
E02909,内国法人・組合,上場,有,1124, 3月31日,株式会社アイティフォー,ITFOR Inc,カブシキガイシャアイティフォー,千代田区一番町２１番地,情報・通信業,47430,3010001022865
E02910,内国法人・組合,上場,無,697, 3月31日,杉田エース株式会社,"SUGITA ACE CO.,LTD",スギタエースカブシキガイシャ,墨田区緑二丁目１４番１５号,卸売業,76350,3010601011400
E02912,内国法人・組合,上場,有,1725, 3月31日,株式会社音通,"ONTSU Co.,Ltd.",カブシキガイシャオンツウ,大阪市北区本庄東一丁目１番１０号,小売業,76470,9120901010556
E02913,内国法人・組合,非上場,有,1243, 9月30日,株式会社トーカン,"TOKAN CO.,LTD.",カブシキガイシャトーカン,名古屋市熱田区川並町４番８号,卸売業,,8180001022373
E02917,内国法人・組合,上場,有,2323, 3月31日,株式会社アスモ,ASMO CORPORATION,カブシキガイシャアスモ,新宿区西新宿２－４－１　新宿ＮＳビル２５階,卸売業,26540,9120001030926
E02920,内国法人・組合,上場,無,300, 6月30日,アトムリビンテック株式会社,"ATOM LIVIN TECH Co.,Ltd.",アトムリビンテックカブシキガイシャ,台東区入谷１丁目２７番４号,金属製品,34260,1010501007351
E02922,内国法人・組合,上場,有,1700, 9月30日,株式会社イメージワン,"ImageONE Co.,Ltd.",カブシキガイシャイメージワン,東京都新宿区新宿六丁目２７番３０号,卸売業,26670,9011101002149
E02923,内国法人・組合,上場,有,414, 2月末日,タビオ株式会社,Tabio Corporation,タビオ　カブシキガイシャ,大阪市浪速区難波中二丁目１０番７０号,卸売業,26680,8120001020754
E02924,内国法人・組合（有価証券報告書等の提出義務者以外）,,,100,,プラス株式会社,,プラスカブシキガイシャ,港区虎ノ門四丁目１番２８号,内国法人・組合（有価証券報告書等の提出義務者以外）,,6010401066617
E02925,内国法人・組合,上場,有,19972, 2月末日,株式会社エービーシー・マート,"ABC-MART,INC.",カブシキガイシャエービーシーマート,渋谷区神南一丁目１１番５号,小売業,26700,2011001033515
E02927,内国法人・組合,上場,有,1209, 3月31日,高千穂交易株式会社,"TAKACHIHO KOHEKI  CO.,LTD.",タカチホコウエキカブシキガイシャ,新宿区四谷１－６－１,卸売業,26760,7011101012356
E02928,内国法人・組合,上場,有,607, 6月30日,オルバヘルスケアホールディングス株式会社,"OLBA HEALTHCARE HOLDINGS,INC.",オルバヘルスケアホールディングスカブシキガイシャ,岡山市北区下石井一丁目１番３号,卸売業,26890,7260001001915
E02931,内国法人・組合,上場,有,4923, 3月31日,伊藤忠食品株式会社,"ITOCHU-SHOKUHIN Co., Ltd.",イトウチュウショクヒンカブシキガイシャ,大阪市中央区城見二丁目２番２２号,卸売業,26920,2120001077362
E02932,内国法人・組合,上場,有,1389,12月31日,ＹＫＴ株式会社,YKT CORPORATION,ワイケイティカブシキガイシャ,渋谷区代々木五丁目７番５号,卸売業,26930,6011001023677
E02934,内国法人・組合,上場,有,529,12月31日,木徳神糧株式会社,"KITOKU SHINRYO CO., LTD.",キトクシンリョウカブシキガイシャ,中央区銀座七丁目２番２２号,卸売業,27000,4010001040882
E02937,内国法人・組合,非上場,有,1396,12月31日,日本ライトン株式会社,LITE-ON JAPAN LTD.,ニホンライトンカブシキガイシャ,千代田区外神田２－１６－２,卸売業,,9010001016382
E02938,内国法人・組合,上場,有,302, 3月31日,株式会社久世,"KUZE CO., LTD.",カブシキガイシャクゼ,豊島区東池袋二丁目２９番７号,卸売業,27080,7013301002723
E02940,内国法人・組合,非上場,有,793, 3月31日,プラマテルズ株式会社,Pla Matels Corporation,プラマテルズカブシキガイシャ,品川区北品川４－７－３５　御殿山トラストタワー５階,卸売業,,7010701019496
E02941,内国法人・組合,上場,有,2142, 3月31日,エレマテック株式会社,Elematec Corporation,エレマテックカブシキガイシャ,港区三田三丁目５番２７号　住友不動産三田ツインビル西館１９階,卸売業,27150,2010401017012
E02946,内国法人・組合,上場,有,2054, 3月31日,株式会社トーメンデバイス,TOMEN DEVICES CORPORATION,カブシキガイシャ　トーメンデバイス,中央区晴海一丁目８番１２号,卸売業,27370,4010001071688
E02947,内国法人・組合,上場,有,8568, 3月31日,株式会社あらた,ARATA CORPORATION,カブシキガイシャ　アラタ,江東区東陽６丁目３番２号,卸売業,27330,5040001020385
E02949,内国法人・組合,上場,有,2777,12月31日,ピクセルカンパニーズ株式会社,PIXEL COMPANYZ INC.,ピクセルカンパニーズカブシキガイシャ,港区六本木六丁目７番６号,卸売業,27430,4010001026485
E02952,内国法人・組合,上場,有,623, 3月31日,石光商事株式会社,"S.ISHIMITSU&CO.,LTD.",イシミツショウジカブシキガイシャ,神戸市灘区岩屋南町４番４０号,卸売業,27500,9140001003021
E02953,内国法人・組合,上場,有,499, 4月30日,株式会社テンポスホールディングス,"TENPOS HOLDINGS Co.,Ltd",カブシキガイシャテンポスホールディングス,大田区東蒲田二丁目３０番１７号,卸売業,27510,5010801007634
E02955,内国法人・組合,上場,有,2495, 3月31日,東京エレクトロンデバイス株式会社,TOKYO ELECTRON DEVICE LIMITED,トウキョウエレクトロンデバイスカブシキガイシャ,横浜市神奈川区金港町１番地４,卸売業,27600,4020001009043
E02956,内国法人・組合,上場,有,865, 5月20日,トシン・グループ株式会社,"toshin group co.,ltd.",トシングループカブシキガイシャ,新宿区新宿一丁目３番７号,卸売業,27610,8011101014467
E02958,内国法人・組合,上場,有,160339, 3月31日,双日株式会社,Sojitz Corporation,ソウジツカブシキガイシャ,千代田区内幸町二丁目１番１号,卸売業,27680,5010401049977
E02959,内国法人・組合（有価証券報告書等の提出義務者以外）,,,669,,株式会社ミューチュアル,,カブシキガイシャミューチュアル,大阪市北区西天満一丁目２番５号,内国法人・組合（有価証券報告書等の提出義務者以外）,,8120001071062
E02960,内国法人・組合,上場,無,2011, 1月31日,新都ホールディングス株式会社,"SHINTO Holdings, Inc.",シントホールディングスカブシキガイシャ,豊島区北大塚３－３４－１,卸売業,27760,7010601010274
E02961,内国法人・組合,上場,有,400,12月31日,株式会社カッシーナ・イクスシー,CASSINA IXC. Ltd.,カブシキガイシャカッシーナイクスシー,港区南青山二丁目１３番１０号,卸売業,27770,9010401088996
E02962,内国法人・組合,上場,有,18454, 3月31日,アルフレッサホールディングス株式会社,Alfresa Holdings Corporation,アルフレッサホールディングスカブシキガイシャ,千代田区大手町一丁目１番３号,卸売業,27840,3010001084757
E02963,内国法人・組合,上場,有,4323,12月31日,アップルインターナショナル株式会社,"APPLE INTERNATIONALCO.,LTD.",アップルインターナショナルカブシキガイシャ,四日市市日永二丁目３番３号,卸売業,27880,7190001014222
E02964,内国法人・組合,上場,有,393, 3月31日,日本プリメックス株式会社,NIPPON PRIMEX INC.,ニホンプリメックスカブシキガイシャ,大田区鵜の木一丁目５番１２号,卸売業,27950,1010801009097
E02966,内国法人・組合,上場,無,867, 3月31日,東京日産コンピュータシステム株式会社,"TOKYO NISSAN COMPUTER SYSTEM CO.,LTD",トウキョウニッサンコンピュータシステムカブシキガイシャ,渋谷区恵比寿一丁目１９番１９号,卸売業,33160,6011001039962
E02967,内国法人・組合,上場,有,1944, 1月31日,クロスプラス株式会社,CROSS PLUS INC.,クロスプラスカブシキカイシャ,名古屋市西区花の木三丁目９番１３号,卸売業,33200,1180001025507
E02968,内国法人・組合,上場,有,521, 5月31日,ミタチ産業株式会社,"MITACHI  CO.,LTD.",ミタチサンギョウカブシキガイシャ,名古屋市中区伊勢山二丁目１１番２８号,卸売業,33210,9180001041117
E02970,内国法人・組合,非上場,有,1581, 3月31日,株式会社テリロジー,"Terilogy Co.,Ltd.",カブシキガイシャテリロジー,千代田区九段北一丁目１３番５号ヒューリック九段ビル４階,卸売業,,5010001023688
E02971,内国法人・組合,上場,有,2437, 9月30日,レカム株式会社,"RECOMM CO.,LTD.",レカムカブシキガイシャ,渋谷区代々木三丁目２５番３号,卸売業,33230,8010401085763
E02977,内国法人・組合,上場,有,1349, 3月31日,株式会社トラスト,"TRUST CO., LTD.",カブシキガイシャトラスト,名古屋市中区錦三丁目１０番３２号,小売業,33470,9180001038906
E02978,内国法人・組合,上場,有,1,12月31日,株式会社レッド・プラネット・ジャパン,"Red Planet Japan,Inc.",カブシキガイシャレッドプラネットジャパン,品川区西五反田一丁目９番３号,卸売業,33500,3010401091543
E02979,内国法人・組合,上場,有,783,12月31日,クリヤマホールディングス株式会社,KURIYAMA HOLDINGS CORPORATION,クリヤマホールディングス　カブシキガイシャ,大阪市中央区城見１－３－７　松下ＩＭＰビル２５階,卸売業,33550,3120001054971
E02980,内国法人・組合,上場,有,671, 3月31日,株式会社アールシーコア,"R.C.CORE CO.,LTD.",カブシキガイシャアールシーコア,目黒区青葉台一丁目４番５号,その他製品,78370,8013201007128
E02982,内国法人・組合,上場,有,649, 9月30日,株式会社ｃｏｔｔａ,"cotta CO.,LTD",カブシキガイシャコッタ,津久見市上青江４４７８番地８,卸売業,33590,6320201000224
E02986,内国法人・組合,上場,有,1087, 3月31日,内外テック株式会社,Naigai Tec Corporation,ナイガイテックカブシキガイシャ,世田谷区三軒茶屋２丁目１１番２２号,卸売業,33740,6010901008705
E02988,内国法人・組合,上場,無,586,11月30日,株式会社バイク王＆カンパニー,BIKE O & COMPANY Ltd.,カブシキガイシャバイクオーアンドカンパニー,港区海岸三丁目９番１５号,卸売業,33770,4011001034569
E02989,内国法人・組合,上場,無,232, 2月末日,株式会社アークコア,"ArkCore, Inc.",カブシキガイシャアークコア,足立区椿ニ丁目２番２号,卸売業,33840,8011801023775
E02991,内国法人・組合,上場,有,918,12月31日,コスモ・バイオ株式会社,"COSMO BIO COMPANY, LIMITED",コスモバイオカブシキガイシャ,江東区東陽二丁目２番２０号,卸売業,33860,6010601023038
E02992,内国法人・組合,上場,有,1311, 3月31日,明治電機工業株式会社,"MEIJI ELECTRIC INDUSTRIES CO., LTD.",メイジデンキコウギョウカブシキガイシャ,名古屋市中村区亀島二丁目１３番８号,卸売業,33880,6180001033042
E02994,内国法人・組合,上場,有,1377, 3月31日,デリカフーズホールディングス株式会社,"DELICA FOODS HOLDINGS CO.,LTD.",デリカフーズホールディングスカブシキガイシャ,足立区六町四丁目１２番１２号,卸売業,33920,8011801015921
E02995,内国法人・組合,上場,有,294, 8月20日,ケイティケイ株式会社,ktk INC.,ケイティケイカブシキガイシャ,名古屋市東区泉二丁目３番３号,卸売業,30350,9180001016399
E02997,内国法人・組合,上場,有,646, 3月31日,クリエイト株式会社,CREATE CORPORATION,クリエイトカブシキガイシャ,大阪市西区阿波座一丁目１３番１５号,卸売業,30240,7120001042923
E02998,内国法人・組合,上場,有,2830, 3月31日,アルコニックス株式会社,ALCONIX CORPORATION,アルコニックスカブシキカイシャ,千代田区永田町２－１１－１,卸売業,30360,1010401042424
E02999,内国法人・組合,上場,有,500,10月31日,株式会社神戸物産,"KOBE BUSSAN CO., LTD.",カブシキガイシャコウベブッサン,加古川市加古川町平野１２５番１,卸売業,30380,5140001044630
E03000,内国法人・組合,上場,無,4, 8月31日,株式会社カワサキ,"Kawasaki&Co.,Ltd",カブシキガイシャカワサキ,泉北郡忠岡町新浜２丁目９番１０号,卸売業,30450,5120101042932
E03003,内国法人・組合,上場,有,1000, 3月31日,株式会社ほくやく・竹山ホールディングス,"HOKUYAKU TAKEYAMA Holdings,Inc.",カブシキガイシャホクヤクタケヤマホールディングス,札幌市中央区北６条西１６丁目１番地５,卸売業,30550,2430001032501
E03004,内国法人・組合,上場,無,1092, 1月31日,株式会社アマガサ,"AMAGASA Co.,Ltd.",カブシキガイシャアマガサ,台東区上野一丁目１６番５号,卸売業,30700,9010501001644
E03005,内国法人・組合,上場,無,344, 3月31日,ディーブイエックス株式会社,DVx Inc.,ディーブイエックスカブシキガイシャ,練馬区小竹町一丁目１６番１号,卸売業,30790,9011601006203
E03006,内国法人・組合,上場,有,5000, 6月30日,あいホールディングス株式会社,Ai Holdings Corporation,アイホールディングスカブシキカイシャ,中央区日本橋久松町１２番８号,卸売業,30760,4010001108077
E03007,内国法人・組合,上場,有,100,11月30日,テクノアルファ株式会社,"Techno Alpha Co.,Ltd.",テクノアルファカブシキガイシャ,品川区西五反田２丁目２７－４　明治安田生命五反田ビル,卸売業,30890,2010701006251
E03012,内国法人・組合（有価証券報告書等の提出義務者以外）,,,100,,株式会社　東急百貨店,,カブシキガイシャ　トウキュウヒャッカテン,渋谷区道玄坂２丁目２４番１号,内国法人・組合（有価証券報告書等の提出義務者以外）,,3011001016584
E03013,内国法人・組合,上場,有,66025, 2月末日,株式会社髙島屋,"Takashimaya Company,Limited",カブシキガイシャタカシマヤ,大阪市中央区難波５丁目１番５号,小売業,82330,5120001077467
