ＥＤＩＮＥＴコード,提出者種別,上場区分,連結の有無,資本金,決算日,提出者名,提出者名（英字）,提出者名（ヨミ）,所在地,提出者業種,証券コード,提出者法人番号
E04603,内国法人・組合,上場,有,10586,12月31日,東京都競馬株式会社,,トウキョウトケイバカブシキガイシャ,大田区大森北１－６－８,サービス業,96720,9010001034995
E04606,内国法人・組合,上場,有,2365, 2月末日,株式会社歌舞伎座,,カブシキガイシャカブキザ,中央区銀座四丁目１２番１５号,サービス業,96610,1010001034763
E04609,内国法人・組合,上場,有,450, 3月31日,株式会社御園座,,カブシキガイシャミソノザ,名古屋市中区栄一丁目６番１４号,サービス業,96640,5180001041087
E04691,内国法人・組合,上場,無,4340, 9月30日,ホウライ株式会社,"HORAI Co.,Ltd.",ホウライカブシキガイシャ,中央区日本橋堀留町一丁目８番１２号,サービス業,96790,9010001108279
E04693,内国法人・組合,上場,有,4180,12月31日,グリーンランドリゾート株式会社,greenland resort company limited,グリーンランドリゾートカブシキガイシャ,荒尾市下井手１６１６番地,サービス業,96560,3330001011679
E04704,内国法人・組合,上場,有,227, 3月31日,ＳＤエンターテイメント株式会社,"SD ENTERTAINMENT,Inc.",エスディーエンターテイメントカブシキガイシャ,札幌市白石区南郷通１丁目北８番１号,サービス業,46500,6430001008290
E04707,内国法人・組合,上場,有,63201, 3月31日,株式会社オリエンタルランド,"ORIENTAL LAND CO.,LTD.",カブシキガイシャオリエンタルランド,浦安市舞浜１番地１,サービス業,46610,3040001029379
E04710,内国法人・組合,上場,有,25021, 3月31日,株式会社ラウンドワン,ROUND ONE Corporation,カブシキガイシャラウンドワン,大阪市中央区難波五丁目１番６０号,サービス業,46800,7120101008007
E04727,内国法人・組合,上場,有,2553, 3月31日,株式会社　極楽湯ホールディングス,"GOKURAKUYU HOLDINGS CO.,LTD.",カブシキガイシャ　ゴクラクユホールディングス,千代田区麹町二丁目４番地,サービス業,23400,5010001063544
E04751,内国法人・組合,上場,有,493, 8月31日,株式会社コシダカホールディングス,"KOSHIDAKA HOLDINGS Co.,LTD.",カブシキガイシャコシダカホールディングス,前橋市大友町一丁目５番地１,サービス業,21570,7070001003674
E04754,内国法人・組合,上場,有,2410,12月31日,株式会社白洋舍,,カブシキガイシャハクヨウシャ,大田区下丸子２丁目１１番８号,サービス業,97310,4011001018621
E04760,内国法人・組合,上場,有,74609,12月31日,株式会社電通グループ,DENTSU GROUP INC.,カブシキガイシャデンツウグループ,港区東新橋一丁目８番１号,サービス業,43240,4010401048922
E04762,内国法人・組合,上場,有,221111, 3月31日,オリックス株式会社,ORIX CORPORATION,オリックスカブシキガイシャ,港区浜松町２丁目４番１号世界貿易センタービル南館内,その他金融業,85910,8010401006942
E04763,内国法人・組合,上場,無,50, 1月31日,株式会社精養軒,Kabushiki kaisha Seiyoken.,カブシキガイシャセイヨウケン,台東区上野公園４番５８号,サービス業,97340,2010501016293
E04764,内国法人・組合,上場,有,2131, 5月31日,株式会社オオバ,"OHBA CO.,LTD.",カブシキカイシャオオバ,千代田区神田錦町三丁目７番１号,サービス業,97650,9013201001170
E04768,内国法人・組合,上場,有,16138, 3月31日,株式会社ジャックス,"JACCS CO., LTD.",カブシキガイシャジャックス,函館市若松町２番５号（上記は登記上の本店所在地であり、実際の業務は下記の場所で行っております。）,その他金融業,85840,2440001001001
E04773,内国法人・組合,上場,有,66392, 3月31日,セコム株式会社,"SECOM CO., LTD.",セコムカブシキガイシャ,渋谷区神宮前一丁目５番１号,サービス業,97350,6011001035920
E04775,内国法人・組合,上場,有,150075, 3月31日,株式会社オリエントコーポレーション,Orient Corporation,カブシキガイシャオリエントコーポレーション,千代田区麹町５丁目２番地１,その他金融業,85850,9010001070784
E04777,内国法人・組合,上場,有,2651, 3月31日,丸紅建材リース株式会社,"Marubeni Construction Material Lease Co.,Ltd.",マルベニケンザイリースカブシキガイシャ,港区芝公園２丁目４番１号,卸売業,97630,1010401028415
E04783,内国法人・組合,上場,有,17830,12月31日,ロイヤルホールディングス株式会社,"ROYAL HOLDINGS Co., Ltd.",ロイヤルホールディングスカブシキガイシャ,福岡市博多区那珂三丁目２８番５号,小売業,81790,2290001017525
E04784,内国法人・組合,上場,無,2572, 2月末日,株式会社東天紅,"Totenko Co., Ltd.",カブシキガイシャトウテンコウ,台東区池之端１－４－１,小売業,81810,5010501016225
E04788,内国法人・組合,上場,有,33196, 3月31日,三菱ＨＣキャピタル株式会社,Mitsubishi HC Capital Inc.,ミツビシエイチシーキャピタルカブシキガイシャ,千代田区丸の内一丁目５番１号,その他金融業,85930,4010001049866
E04795,内国法人・組合,上場,有,3173,12月31日,いであ株式会社,IDEA Consultants.Inc.,イデアカブシキガイシャ,世田谷区駒沢三丁目１５番１号,サービス業,97680,7010901005494
E04796,内国法人・組合,上場,有,1216, 3月31日,株式会社学究社,"GAKKYUSHA CO.,LTD.",カブシキガイシャガッキュウシャ,渋谷区代々木一丁目１２番８号,サービス業,97690,6012401003599
E04799,内国法人・組合,上場,有,2924, 2月末日,セントラル警備保障株式会社,"CENTRAL SECURITY PATROLS CO.,LTD.",セントラルケイビホショウカブシキガイシャ,新宿区西新宿二丁目４番１号　新宿ＮＳビル,サービス業,97400,9011101011216
E04800,内国法人・組合,上場,有,8032, 3月31日,東海リース株式会社,"TOKAI LEASE CO.,LTD.",トウカイリースカブシキガイシャ,大阪市北区天神橋２丁目北２番６号,サービス業,97610,7120001067607
E04801,内国法人・組合,上場,無,2297,12月31日,中道リース株式会社,"Nakamichi Leasing Co., Ltd.",ナカミチリースカブシキガイシャ,札幌市中央区北一条東三丁目３番地,その他金融業,85940,1430001024094
E04803,内国法人・組合,上場,有,15000, 3月31日,株式会社アイネス,INES Corporation,カブシキガイシャアイネス,横浜市都筑区牛久保三丁目９番２号,情報・通信業,97420,2020001030067
E04804,内国法人・組合,上場,有,5000, 3月31日,株式会社メイテック,MEITEC CORPORATION,カブシキガイシャメイテック,名古屋市西区康生通二丁目２０番地１,サービス業,97440,1180001027412
E04806,内国法人・組合,上場,有,33251, 3月31日,ジャフコ　グループ株式会社,"JAFCO Group Co., Ltd.",ジャフコ　グループカブシキガイシャ,港区虎ノ門一丁目２３番１号,証券、商品先物取引業,85950,9010001019930
E04807,内国法人・組合,上場,有,5700, 9月30日,株式会社　ＴＫＣ,TKC Corporation,カブシキガイシャ　テイケイシイ,宇都宮市鶴田町１７５８番地,情報・通信業,97460,5060001002844
E04810,内国法人・組合,上場,有,26200,12月31日,富士ソフト株式会社,FUJI SOFT INCORPORATED,フジソフトカブシキガシヤ,横浜市中区桜木町一丁目１番地,情報・通信業,97490,2020001043507
E04815,内国法人・組合,上場,有,1180, 3月31日,アイエックス・ナレッジ株式会社,IX Knowledge Incorporated,アイエックスナレッジカブシキガイシャ,港区海岸三丁目２２番２３号,情報・通信業,97530,5010401047403
E04816,内国法人・組合,上場,有,16174,12月31日,応用地質株式会社,OYO Corporation,オウヨウチシツカブシキガイシャ,千代田区神田美土代町７番地,サービス業,97550,2010001034531
E04817,内国法人・組合,上場,有,3125,12月31日,株式会社船井総研ホールディングス,Funai Soken Holdings Incorporated,カブシキガイシャフナイソウケンホールディングス,大阪市中央区北浜４丁目４番１０号,サービス業,97570,1120001069955
E04821,内国法人・組合,上場,有,2933, 3月31日,株式会社九州リースサービス,"KYUSHU LEASING SERVICE CO.,LTD.",カブシキガイシャキュウシュウリースサービス,福岡市博多区博多駅前４丁目３番１８号,その他金融業,85960,2290001012609
E04822,内国法人・組合,上場,有,7205, 3月31日,株式会社ＮＳＤ,"NSD CO.,LTD.",カブシキガイシャ　エヌエスディ,千代田区神田淡路町２－１０１,情報・通信業,97590,1011101046616
E04823,内国法人・組合,上場,有,3984, 3月31日,株式会社　進学会ホールディングス,"SHINGAKUKAI HOLDINGS CO., LTD.",カブシキガイシャ　シンガクカイホールディングス,札幌市白石区本郷通一丁目北１番１５号,サービス業,97600,5430001007277
E04824,内国法人・組合,上場,有,2138, 3月31日,株式会社ナガセ,Nagase Brothers Inc.,カブシキガイシャナガセ,武蔵野市吉祥寺南町一丁目２９番２号,サービス業,97330,9012401011590
E04826,内国法人・組合,上場,有,8108, 3月31日,株式会社トーカイ,TOKAI Corp.,カブシキガイシャトーカイ,岐阜市若宮町九丁目１６番地,サービス業,97290,8200001003544
E04828,内国法人・組合,上場,有,3000, 3月31日,日本管財株式会社,"NIPPON  KANZAI  Co.,Ltd.",ニホンカンザイカブシキガイシャ,西宮市六湛寺町９番１６号,サービス業,97280,9140001069797
E04830,内国法人・組合,上場,有,21285, 3月31日,ＳＣＳＫ株式会社,SCSK Corporation,エスシーエスケイカブシキガイシャ,江東区豊洲三丁目２番２０号,情報・通信業,97190,8010001074167
E04834,内国法人・組合,上場,有,2238,11月30日,株式会社ジャステック,"JASTEC Co.,Ltd.",カブシキガイシャジャステック,港区高輪三丁目５番２３号,情報・通信業,97170,4010401014057
E04835,内国法人・組合,上場,有,6497, 2月末日,株式会社乃村工藝社,"NOMURA Co.,Ltd.",カブシキガイシャノムラコウゲイシャ,港区台場２丁目３番４号,サービス業,97160,4010401023652
E04837,内国法人・組合,上場,有,29065, 3月31日,トランス・コスモス株式会社,transcosmos inc.,トランスコスモスカブシキガイシャ,渋谷区東一丁目２番２０号,サービス業,97150,3011001041302
E04841,内国法人・組合,上場,有,3775, 3月31日,ＮＣＳ＆Ａ株式会社,"NCS&A CO.,LTD.",エヌシーエスアンドエーカブシキガイシャ,大阪市北区中之島３丁目３番２３号,情報・通信業,97090,8120001072787
E04846,内国法人・組合,上場,有,2332,12月31日,株式会社アイ・エス・ビー,ISB CORPORATION,カブシキガイシャアイエスビー,品川区大崎５丁目１番１１号,情報・通信業,97020,4010701000269
E04848,内国法人・組合,上場,有,8100, 9月30日,西尾レントオール株式会社,"NISHIO RENT ALL CO., LTD.",ニシオレントオールカブシキガイシャ,大阪市中央区東心斎橋１丁目１１番１７号,サービス業,96990,8120001086432
E04849,内国法人・組合,上場,有,3149, 3月31日,株式会社クレオ,"creo co.,ltd.",カブシキガイシャクレオ,品川区東品川四丁目１０番２７号,情報・通信業,96980,7010401008436
E04850,内国法人・組合,上場,有,1299, 3月31日,株式会社ウィザス,With us Corporation,カブシキガイシャウィザス,大阪市中央区備後町三丁目６番２号ＫＦセンタービル,サービス業,96960,9120001076820
E04853,内国法人・組合,上場,有,6586, 1月31日,株式会社シーイーシー,COMPUTER ENGINEERING & CONSULTING LTD.,カブシキガイシャシーイーシー,座間市東原五丁目１番１１号,情報・通信業,96920,9021001026338
E04855,内国法人・組合,上場,有,1966, 3月31日,株式会社両毛システムズ,"RYOMO SYSTEMS CO.,LTD.",カブシキガイシャリョウモウシステムズ,桐生市広沢町三丁目４０２５番地,情報・通信業,96910,2070001016771
E04856,内国法人・組合,上場,有,1448, 3月31日,株式会社ＫＳＫ,"KSK CO.,LTD.",カブシキガイシャケイエスケイ,稲城市百村１６２５番地２,情報・通信業,96870,1013401001845
E04857,内国法人・組合,上場,有,4618, 3月31日,東洋テック株式会社,"toyo tec co ., ltd",トウヨウテックカブシキカイシャ,大阪市浪速区桜川１丁目７番１８号,サービス業,96860,8120001039200
E04858,内国法人・組合,上場,有,1612, 3月31日,ＫＹＣＯＭホールディングス株式会社,"KYCOM  HOLDINGS CO.,LTD.",カイコム　ホールディングス　カブシキガイシャ,福井市月見五丁目４番４号,情報・通信業,96850,8210001001027
E04859,内国法人・組合,上場,有,23664, 3月31日,株式会社スクウェア・エニックス・ホールディングス,"SQUARE ENIX HOLDINGS CO.,LTD.",カブシキガイシャスクウェアエニックスホールディングス,新宿区新宿六丁目２７番３０号,情報・通信業,96840,5011001027704
E04861,内国法人・組合,上場,有,6113, 3月31日,株式会社ＤＴＳ,DTS CORPORATION,カブシキガイシャディティエス,中央区八丁堀２丁目２３番１号,情報・通信業,96820,9010401018458
E04862,内国法人・組合,上場,有,17829,10月31日,株式会社カナモト,"Kanamoto Co., Ltd.",カブシキガイシャカナモト,札幌市中央区大通東三丁目１番地１９,サービス業,96780,8430001003991
E04867,内国法人・組合,上場,有,2855, 3月31日,株式会社ナガワ,"NAGAWA Co .,Ltd.",カブシキガイシャ　ナガワ,千代田区丸の内一丁目４番１号,サービス業,96630,7430001056297
E04869,内国法人・組合,上場,有,2233, 3月31日,株式会社ビジネスブレイン太田昭和,BUSINESS BRAIN SHOWAOTA INC.,カブシキガイシャビジネスブレインオオタショウワ,港区西新橋一丁目１番１号,情報・通信業,96580,3010401088688
E04873,内国法人・組合,上場,有,1487, 5月31日,日本プロセス株式会社,"Japan Process Development Co.,Ltd.",ニホンプロセスカブシキガイシャ,品川区大崎一丁目１１番１号,情報・通信業,96510,2010401055029
E04874,内国法人・組合,上場,有,3238, 2月末日,イオンディライト株式会社,"AEON DELIGHT CO., LTD.",イオンディライトカブシキガイシャ,大阪市中央区南船場２丁目３番２号,サービス業,97870,1120001081381
E04877,内国法人・組合,上場,有,3198, 3月31日,株式会社ミロク情報サービス,"MIROKU JYOHO SERVICE CO.,LTD",カブシキガイシャミロクジョウホウサービス,新宿区四谷四丁目２９番地１,情報・通信業,99280,4011101020774
E04878,内国法人・組合,上場,有,658, 3月31日,株式会社ソラスト,Solasto Corporation,カブシキガイシャソラスト,港区港南一丁目７番１８号,サービス業,61970,3010001032864
E04884,内国法人・組合,上場,有,1000,11月30日,株式会社協和コンサルタンツ,"KYOWA ENGINEERING CONSULTANTS Co., Ltd.",カブシキガイシャキョウワコンサルタンツ,渋谷区笹塚一丁目６２番１１号,サービス業,96470,2011001006553
E04887,内国法人・組合,上場,有,1772, 3月31日,株式会社タナベコンサルティンググループ,"TANABE CONSULTING GROUP CO.,LTD.",カブシキカイシャタナベコンサルティンググループ,大阪市淀川区宮原３丁目３番４１号,サービス業,96440,3120001133750
E04889,内国法人・組合,上場,有,1367, 3月31日,株式会社セゾン情報システムズ,"SAISON INFORMATION SYSYTEMS CO,.LTD.",カブシキガイシャセゾンジョウホウシステムズ,港区赤坂一丁目８番１号,情報・通信業,96400,7013301005882
E04890,内国法人・組合,上場,無,1545, 3月31日,三協フロンテア株式会社,"SANKYO FRONTIER CO.,LTD.",サンキョウフロンテアカブシキガイシャ,柏市新十余二５番地,サービス業,96390,8040001065642
E04894,内国法人・組合,上場,有,890, 3月31日,ピー・シー・エー株式会社,PCA CORPORATION,ピーシーエーカブシキガイシャ,千代田区富士見１－２－２１,情報・通信業,96290,4010001027327
E04895,内国法人・組合,上場,有,2568, 3月31日,燦ホールディングス株式会社,"SAN HOLDINGS,INC.",サンホールディングスカブシキガイシャ,大阪市中央区北浜二丁目６番１１号,サービス業,96280,6120001079074
E04896,内国法人・組合,上場,有,21894, 4月30日,株式会社アインホールディングス,AIN HOLDINGS INC.,カブシキガイシャアインホールディングス,札幌市白石区東札幌五条二丁目４番３０号,小売業,96270,1430001020787
E04899,内国法人・組合,上場,無,1370, 3月31日,株式会社セレスポ,"CERESPO CO.,LTD.",カブシキガイシャセレスポ,豊島区北大塚一丁目２１番５号,サービス業,96250,9013301006441
E04902,内国法人・組合,上場,無,3395,12月31日,株式会社スペース,"SPACE CO.,LTD.",カブシキガイシャスペース,中央区日本橋人形町三丁目９番４号,サービス業,96220,7010001047784
E04903,内国法人・組合,上場,有,3025,12月31日,株式会社建設技術研究所,"CTI Engineering Co.,Ltd.",カブシキカイシャケンセツギジュツケンキュウショ,中央区日本橋浜町三丁目２１番１号,サービス業,96210,7010001042703
E04904,内国法人・組合,上場,有,2529, 3月31日,株式会社イチネンホールディングス,"ICHINEN HOLDINGS CO.,LTD.",カブシキガイシャイチネンホールディングス,大阪市淀川区西中島４丁目１０番６号,サービス業,96190,9120001053828
E04908,内国法人・組合,上場,有,7964, 3月31日,株式会社共立メンテナンス,"KYORITSU MAINTENANCE CO.,LTD.",カブシキガイシャキョウリツメンテナンス,千代田区外神田２丁目１８番８号,サービス業,96160,1010001014427
E04911,内国法人・組合,上場,有,142520, 3月31日,株式会社エヌ・ティ・ティ・データ,NTT DATA CORPORATION,カブシキガイシャ　エヌティティデータ,江東区豊洲三丁目３番３号,情報・通信業,96130,9010601021385
E04912,内国法人・組合,上場,有,45698, 2月末日,イオンフィナンシャルサービス株式会社,"AEON Financial Service Co.,Ltd.",イオンフィナンシャルサービスカブシキカイシャ,千代田区神田錦町一丁目１番地,その他金融業,85700,2010001010887
E04914,内国法人・組合,上場,有,3341,12月31日,株式会社ラックランド,"LUCKLAND CO., LTD.",カブシキガイシャラックランド,新宿区西新宿三丁目１８番２０号,サービス業,96120,6011101022356
E04916,内国法人・組合,上場,有,722, 3月31日,ウィルソン・ラーニング　ワールドワイド株式会社,WILSON LEARNING WORLDWIDE INC.,ウィルソン　ラーニング　ワールドワイドカブシキガイシャ,港区虎ノ門二丁目１０番１号,サービス業,96100,5010401089759
E04919,内国法人・組合,上場,有,3203, 3月31日,株式会社アイネット,I-NET CORP.,カブシキガイシャアイネット,横浜市西区みなとみらい三丁目３番１号,情報・通信業,96000,7020001030145
E04920,内国法人・組合,上場,無,733, 3月31日,旭情報サービス株式会社,"ASAHI INTELLIGENCE SERVICE CO.,LTD.",アサヒジョウホウサービスカブシキガイシャ,千代田区丸の内１丁目７番１２号,情報・通信業,97990,7010001035087
E04925,内国法人・組合,上場,無,1778, 9月30日,株式会社ステップ,"STEP CO.,LTD.",カブシキガイシャステップ,藤沢市藤沢６０２番地,サービス業,97950,7021001001169
E04926,内国法人・組合,上場,有,11352, 3月31日,株式会社ダスキン,"DUSKIN CO.,LTD.",カブシキガイシャダスキン,吹田市豊津町１番３３号,サービス業,46650,3120901007178
E04931,内国法人・組合,上場,有,6382, 2月末日,株式会社ダイセキ,"Daiseki Co.,Ltd.",カブシキガイシャダイセキ,名古屋市港区船見町１－８６,サービス業,97930,6180001006700
E04932,内国法人・組合,上場,有,1808, 3月31日,株式会社ビケンテクノ,BIKEN TECHNO CORPORATION,カブシキガイシャビケンテクノ,吹田市南金田２丁目１２番１号,サービス業,97910,5120901008067
E04933,内国法人・組合,上場,有,1631, 3月31日,福井コンピュータホールディングス株式会社,"Fukui Computer Holdings,Inc.",フクイコンピュータホールディングスカブシキガイシャ,福井市高木中央１丁目２５０１番地,情報・通信業,97900,8210001002891
E04934,内国法人・組合,上場,有,4000, 3月31日,株式会社ナック,"NAC CO .,LTD.",カブシキガイシャ　ナック,新宿区西新宿１丁目２５番１号,サービス業,97880,9011101015480
E04939,内国法人・組合,上場,有,13780, 3月31日,株式会社ベネッセホールディングス,"Benesse Holdings, Inc",カブシキガイシャベネッセホールディングス,岡山市北区南方三丁目７番１７号,サービス業,97830,6260001006015
E04940,内国法人・組合,上場,有,1092, 3月31日,株式会社ディーエムエス,DMS INC.,カブシキガイシャディーエムエス,千代田区神田小川町一丁目１１番地,サービス業,97820,5010001023358
E04941,内国法人・組合,上場,無,990, 2月末日,株式会社昴,"SUBARU CO., LTD.",カブシキガイシャスバル,鹿児島市加治屋町９番１号,サービス業,97780,7340001002293
E04944,内国法人・組合,上場,有,654, 3月31日,株式会社ハリマビステム,HARIMA B.STEM CORPORATION,カブシキカイシャ　ハリマビステム,横浜市西区みなとみらい２－２－１,サービス業,97800,6020001024214
E04946,内国法人・組合,上場,有,7896, 3月31日,リコーリース株式会社,"RICOH LEASING COMPANY,LTD.",リコーリースカブシキガイシャ,千代田区紀尾井町４番１号,その他金融業,85660,7010601037788
E04948,内国法人・組合,上場,有,54259, 3月31日,株式会社光通信,"HIKARI TSUSHIN,INC.",カブシキガイシャヒカリツウシン,豊島区西池袋一丁目４番１０号,情報・通信業,94350,9013301019047
E04950,内国法人・組合,上場,有,983, 3月31日,札幌臨床検査センター株式会社,SAPPORO CLINICAL LABORATORY INC.,サッポロリンショウケンサセンターカブシキガイシャ,札幌市中央区北３条西１８丁目２番地２,サービス業,97760,7430001020476
E04952,内国法人・組合,上場,有,5500, 3月31日,ＮＳＷ株式会社,NSW Inc.,エヌエスダブリュカブシキガイシャ,渋谷区桜丘町３１番１１号,情報・通信業,97390,1011001017717
E04954,内国法人・組合,上場,有,2347,12月31日,株式会社アルプス技研,Altech Corporation,カブシキガイシャアルプスギケン,横浜市西区みなとみらい二丁目３番５号,サービス業,46410,5020001090389
E04955,内国法人・組合,上場,有,1093,12月31日,オリジナル設計株式会社,"ORIGINAL ENGINEERING CONSULTANTS CO.,LTD",オリジナルセッケイカブシキガイシャ,渋谷区元代々木町３０番１３号,サービス業,46420,8011001065098
E04958,内国法人・組合,上場,有,1475, 2月末日,株式会社市進ホールディングス,"ICHISHIN HOLDINGS CO., LTD.",カブシキガイシャイチシンホールディングス,市川市八幡２丁目３番１１号,サービス業,46450,2040001025619
E04959,内国法人・組合,上場,有,2669, 3月31日,イマジニア株式会社,"Imagineer Co.,Ltd.",イマジニアカブシキガイシャ,新宿区西新宿二丁目７番１号,情報・通信業,46440,4011101002161
E04960,内国法人・組合,上場,有,100, 3月31日,株式会社プラザクリエイト本社,"PLAZA CREATE HONSHA CO.,LTD.",カブシキガイシャプラザクリエイトホンシャ,中央区晴海一丁目８番１０号,サービス業,75020,5010001028349
E04964,内国法人・組合,上場,有,14041, 3月31日,株式会社サニックス,SANIX INCORPORATED,カブシキガイシャサニックス,福岡市博多区博多駅東２丁目１番２３号,サービス業,46510,6290001001327
E04966,内国法人・組合,上場,有,12279, 3月31日,ネットワンシステムズ株式会社,"Net One Systems Co.,Ltd.",ネットワンシステムズカブシキガイシャ,千代田区丸の内二丁目７番２号ＪＰタワー,情報・通信業,75180,7010701007922
E04967,内国法人・組合,上場,有,1051, 3月31日,株式会社ダイオーズ,DAIOHSCORPORATION,カブシキガイシャダイオーズ,港区浜松町二丁目４番１号,サービス業,46530,7010401016356
E04972,内国法人・組合,上場,無,759, 6月30日,株式会社環境管理センター,"ENVIRONMENTAL CONTROL CENTER CO.,LTD.",カブシキガイシャカンキョウカンリセンター,八王子市散田町３丁目７番２３号,サービス業,46570,7013401000164
E04973,内国法人・組合,上場,有,1139, 3月31日,日本空調サービス株式会社,"Nippon Air Conditioning Services Co., Ltd.",ニホンクウチョウサービスカブシキガイシャ,名古屋市名東区照が丘２３９番２,サービス業,46580,6180001002699
E04975,内国法人・組合,上場,有,475, 3月31日,株式会社エイジス,"AJIS CO.,LTD.",カブシキガイシャエイジス,千葉市花見川区幕張町四丁目５４４番４,サービス業,46590,3040001008325
E04976,内国法人・組合,上場,有,2905, 3月31日,株式会社フォーカスシステムズ,Focus Systems Corporation,カブシキガイシャフォーカスシステムズ,品川区東五反田二丁目７番８号,情報・通信業,46620,1010701008901
E04978,内国法人・組合,上場,有,302, 3月31日,株式会社アール・エス・シー,JAPAN RELIANCE SERVICE CORPORATION,カブシキガイシャ　アールエスシー,豊島区東池袋三丁目１番３号　サンシャインシティ,サービス業,46640,8013301006491
E04979,内国法人・組合,上場,有,20171,10月31日,パーク二四株式会社（定款上の商号　パーク２４株式会社）,"PARK24 Co., Ltd.",パークニジュウヨンカブシキガイシャ,品川区西五反田２丁目２０番４号,不動産業,46660,6010001115658
E04980,内国法人・組合,上場,無,520, 3月31日,アイサンテクノロジー株式会社,"AISAN TECHNOLOGY CO.,LTD.",アイサンテクノロジーカブシキガイシャ,名古屋市中区錦三丁目７番１４号　ＡＴビル,情報・通信業,46670,5180001049428
E04981,内国法人・組合,上場,有,972, 8月31日,株式会社明光ネットワークジャパン,"MEIKO NETWORK JAPAN CO.,LTD.",カブシキガイシャメイコウネットワークジャパン,新宿区西新宿７丁目２０番１号,サービス業,46680,5011101055381
E04982,内国法人・組合,上場,有,3371, 3月31日,株式会社ファルコホールディングス,"FALCO HOLDINGS Co.,Ltd.",カブシキガイシャファルコホールディングス,京都市左京区聖護院蓮華蔵町４４番地３,サービス業,46710,1130001007154
E04987,内国法人・組合,上場,無,819,11月30日,川崎地質株式会社,"Kawasaki Geological Engineering Co., Ltd.",カワサキチシツカブシキガイシャ,港区三田二丁目１１番１５号,サービス業,46730,7010401037591
E04988,内国法人・組合,上場,有,2514, 3月31日,株式会社クレスコ,CRESCO LTD.,カブシキガイシャクレスコ,港区港南２丁目１５番１号,情報・通信業,46740,7010401008700
E04990,内国法人・組合,上場,無,50, 3月31日,株式会社　田　谷,"TAYA CO.,Ltd.",カブシキガイシャ　タヤ,渋谷区千駄ヶ谷五丁目２３番１３号,サービス業,46790,7011001013925
E04991,内国法人・組合,上場,無,2089, 3月31日,株式会社　秀英予備校,"SHUEI YOBIKO Co.,Ltd.",カブシキガイシャ　シュウエイヨビコウ,静岡市葵区鷹匠二丁目７番１号,サービス業,46780,3080001002092
E04995,内国法人・組合,上場,有,685, 3月31日,株式会社菱友システムズ,"Ryoyu Systems Co., Ltd.",カブシキガイシャリョウユウシステムズ,港区芝浦一丁目２番３号,情報・通信業,46850,3010401031664
E04996,内国法人・組合,上場,有,10146, 3月31日,株式会社ジャストシステム,JUSTSYSTEMS CORPORATION,カブシキガイシャジャストシステム,徳島市川内町平石若松１０８番地４,情報・通信業,46860,7480001000861
E04997,内国法人・組合,上場,有,970, 3月31日,ＴＤＣソフト株式会社,TDC SOFT Inc.,ティーディーシーソフトカブシキガイシャ,渋谷区代々木三丁目２２番７号,情報・通信業,46870,8011001014542
E04999,内国法人・組合,上場,有,18386,12月31日,トレンドマイクロ株式会社,Trend Micro Incorporated,トレンドマイクロカブシキガイシャ,渋谷区代々木二丁目１番１号　新宿マインズタワー,情報・通信業,47040,9011001030704
E05000,内国法人・組合,上場,有,237404, 3月31日,Ｚホールディングス株式会社,Z Holdings Corporation,ゼットホールディングスカブシキガイシャ,千代田区紀尾井町１番３号,情報・通信業,46890,4010401039979
E05001,内国法人・組合,上場,無,767, 3月31日,日本パレットプール株式会社,"NIPPON PALLET POOL CO.,LTD.",ニッポンパレットプールカブシキカイシャ,大阪市北区芝田二丁目８番１１号,サービス業,46900,4120001072956
E05011,内国法人・組合,上場,有,212, 3月31日,株式会社クリップコーポレーション,CLIP Corporation,カブシキガイシャ　クリップコーポレーション,名古屋市千種区内山三丁目１８番１０号,サービス業,47050,7180001005767
E05014,内国法人・組合,上場,有,998, 3月31日,りらいあコミュニケーションズ株式会社,"Relia,Inc.",リライアコミュニケーションズカブシキガイシャ,渋谷区代々木二丁目６番５号,サービス業,47080,9011001029944
E05015,内国法人・組合,上場,無,479,10月20日,株式会社キタック,KITAC CORPORATION,カブシキガイシャ　キタック,新潟市中央区新光町１０番地２,サービス業,47070,2110001001637
E05017,内国法人・組合,上場,有,592, 3月31日,株式会社ＩＤホールディングス,ID Holdings Corporation,カブシキガイシャアイディーホールディングス,千代田区五番町１２番地１,情報・通信業,47090,7010001011096
E05018,内国法人・組合,上場,有,1337, 3月31日,株式会社アルゴグラフィックス,ARGO GRAPHICS Inc.,カブシキガイシャ　アルゴグラフィックス,中央区日本橋箱崎町５番１４号,情報・通信業,75950,7010001062783
E05020,内国法人・組合,上場,有,92,12月31日,株式会社ＫｅｙＨｏｌｄｅｒ,"KeyHolder,Inc.",カブシキガイシャキーホルダー,渋谷区東三丁目１６番３号,サービス業,47120,1010001110481
E05024,内国法人・組合,上場,有,2890, 2月末日,株式会社　リソー教育,"RISO KYOIKU CO.,LTD.",カブシキガイシャ　リソーキョウイク,豊島区目白三丁目１番４０号,サービス業,47140,2013301009186
E05025,内国法人・組合,上場,有,19178, 3月31日,株式会社オービック,"OBIC Co.,Ltd.",カブシキガイシャオービック,中央区京橋二丁目４番１５号,情報・通信業,46840,8010001039574
E05027,内国法人・組合,上場,無,24935, 5月31日,日本オラクル株式会社,ORACLE CORPORATION JAPAN,ニホンオラクルカブシキガイシャ,港区北青山２丁目５番８号,情報・通信業,47160,4010401078085
