ＥＤＩＮＥＴコード,提出者種別,上場区分,連結の有無,資本金,決算日,提出者名,提出者名（英字）,提出者名（ヨミ）,所在地,提出者業種,証券コード,提出者法人番号
E00004,内国法人・組合,上場,有,1491, 5月31日,カネコ種苗株式会社,"KANEKO SEEDS CO., LTD.",カネコシュビョウカブシキガイシャ,前橋市古市町一丁目５０番地１２,水産・農林業,13760,5070001000715
E00006,内国法人・組合,上場,有,13500, 5月31日,株式会社　サカタのタネ,SAKATA SEED CORPORATION,カブシキガイシャ　サカタノタネ,横浜市都筑区仲町台２－７－１,水産・農林業,13770,6020001008662
E00007,内国法人・組合,上場,有,100, 3月31日,株式会社雪国まいたけ,"YUKIGUNI MAITAKE CO.,LTD.",カブシキカイシャユキグニマイタケ,南魚沼市余川８９番地,水産・農林業,13750,1010001185037
E00008,内国法人・組合,上場,有,5500, 3月31日,ホクト株式会社,HOKUTO CORPORATION,ホクトカブシキガイシャ,長野市南堀１３８番地１,水産・農林業,13790,6100001003151
E00009,内国法人・組合,上場,有,452, 6月30日,株式会社アクシーズ,"AXYZ Co., Ltd",カブシキガイシャアクシーズ,鹿児島市草牟田二丁目１番８号,水産・農林業,13810,5340001000258
E00010,内国法人・組合,上場,有,421, 6月30日,株式会社ホーブ,"HOB Co.,Ltd.",カブシキガイシャホーブ,上川郡東神楽町１４号北１番地,水産・農林業,13820,9450001002677
E00011,内国法人・組合,上場,有,50073,12月31日,住友林業株式会社,"Sumitomo Forestry Co.,Ltd.",スミトモリンギョウカブシキガイシャ,千代田区大手町一丁目３番２号,建設業,19110,4010001090011
E00012,内国法人・組合,上場,有,5664, 3月31日,株式会社　極洋,"KYOKUYO CO., LTD.",カブシキガイシャ　キョクヨウ,港区赤坂三丁目３番５号,水産・農林業,13010,1010401033225
E00014,内国法人・組合,上場,有,30685, 3月31日,株式会社ニッスイ,Nissui Corporation,カブシキガイシャニッスイ,港区西新橋一丁目３番１号,水産・農林業,13320,1010001016860
E00015,内国法人・組合,上場,有,20000, 3月31日,マルハニチロ株式会社,,マルハニチロカブシキガイシャ,江東区豊洲三丁目２番２０号,水産・農林業,13330,2010601040697
E00021,内国法人・組合,上場,有,119457, 3月31日,三菱マテリアル株式会社,MITSUBISHI MATERIALS CORPORATION,ミツビシマテリアルカブシキガイシャ,千代田区丸の内三丁目２番３号,非鉄金属,57110,6010001023786
E00023,内国法人・組合,上場,有,93242, 3月31日,住友金属鉱山株式会社,"Sumitomo Metal Mining Co., Ltd.",スミトモキンゾクコウザンカブシキカイシャ,港区新橋５丁目１１番３号,非鉄金属,57130,9010401015273
E00024,内国法人・組合,上場,有,42178, 3月31日,三井金属鉱業株式会社,"Mitsui Mining and Smelting Company, Limited",ミツイキンゾクコウギョウカブシキガイシャ,品川区大崎一丁目１１番１号,非鉄金属,57060,7010701011370
E00026,内国法人・組合,上場,有,1018, 3月31日,日本精鉱株式会社,"NIHON SEIKO CO.,LTD.",ニホンセイコウカブシキガイシャ,新宿区下宮比町３－２,非鉄金属,57290,2011101016386
E00027,内国法人・組合,上場,有,100, 3月31日,中外鉱業株式会社,"Chugai Mining Co.,Ltd.",チュウガイコウギョウカブシキガイシャ,千代田区丸の内２丁目４番１号,非鉄金属,14910,7010001008720
E00028,内国法人・組合,上場,有,36437, 3月31日,ＤＯＷＡホールディングス株式会社,"DOWA HOLDINGS CO.,LTD.",ドウワホールディングスカブシキガイシャ,千代田区外神田四丁目１４番１号,非鉄金属,57140,1010001008750
E00030,内国法人・組合,上場,有,7000, 3月31日,日本コークス工業株式会社,"NIPPON COKE & ENGINEERING CO., LTD.",ニホンコークスコウギョウカブシキガイシャ,江東区豊洲三丁目３番３号,石油・石炭製品,33150,5010601029770
E00032,内国法人・組合,上場,有,28208, 3月31日,古河機械金属株式会社,"FURUKAWA CO.,LTD.",フルカワキカイキンゾクカブシキガイシャ,千代田区大手町二丁目６番４号,非鉄金属,57150,7010001008803
E00033,内国法人・組合,上場,有,2141, 3月31日,常磐興産株式会社,"Joban Kosan Co.,Ltd.",ジョウバンコウサンカブシキガイシャ,いわき市常磐藤原町蕨平５０番地,サービス業,96750,9380001014473
E00034,内国法人・組合,上場,有,4244, 3月31日,太平洋興発株式会社,TAIHEIYO KOUHATSU INCORPORATED,タイヘイヨウコウハツカブシキガイシャ,台東区元浅草二丁目６番７号,卸売業,88350,8010501031238
E00035,内国法人・組合,上場,有,1100, 3月31日,株式会社ニッチツ,"NITCHITSU CO.,LTD.",カブシキガイシャニッチツ,港区赤坂一丁目１１番３０号,機械,70210,4010401054508
E00036,内国法人・組合,上場,有,4176, 3月31日,日鉄鉱業株式会社,"Nittetsu Mining CO.,Ltd.",ニッテツコウギョウカブシキガイシャ,千代田区丸の内二丁目３番２号,鉱業,15150,5010001008730
E00037,内国法人・組合,上場,有,8571, 3月31日,三井松島ホールディングス株式会社,"MITSUI MATSUSHIMA HOLDINGS CO.,LTD.",ミツイマツシマホールディングスカブシキガイシャ,福岡市中央区大手門一丁目１番１２号,鉱業,15180,5290001010634
E00041,内国法人・組合,上場,有,14288, 3月31日,石油資源開発株式会社,"Japan Petroleum Exploration Co., Ltd.",セキユシゲンカイハツカブシキガイシャ,千代田区丸の内一丁目７番１２号,鉱業,16620,3010001108219
E00043,内国法人・組合,上場,有,290809,12月31日,株式会社ＩＮＰＥＸ,INPEX CORPORATION,カブシキガイシャインペックス,港区赤坂五丁目３番１号,鉱業,16050,7010401078520
E00048,内国法人・組合,上場,有,161699, 3月31日,大和ハウス工業株式会社,"DAIWA HOUSE INDUSTRY CO., LTD.",ダイワハウスコウギョウカブシキガイシャ,大阪市北区梅田三丁目３番５号,建設業,19250,6120001059662
E00052,内国法人・組合,上場,有,122742, 3月31日,大成建設株式会社,taisei corporation,タイセイケンセツカブシキガイシャ,新宿区西新宿一丁目２５番１号,建設業,18010,4011101011880
E00053,内国法人・組合,上場,有,74365, 3月31日,清水建設株式会社,SHIMIZU CORPORATION,シミズケンセツカブシキガイシャ,中央区京橋二丁目１６番１号,建設業,18030,1010401013565
E00055,内国法人・組合,上場,有,57752, 3月31日,株式会社大林組,OBAYASHI  CORPORATION,カブシキガイシャオオバヤシグミ,港区港南二丁目１５番２号,建設業,18020,7010401088742
E00056,内国法人・組合,上場,有,30108, 3月31日,株式会社　熊谷組,"Kumagaigumi Co.,Ltd.",カブシキガイシャクマガイグミ,福井市大手３丁目２番１号,建設業,18610,1210001001082
E00058,内国法人・組合,上場,有,81447, 3月31日,鹿島建設株式会社,KAJIMA  CORPORATION,カジマケンセツカブシキガイシャ,港区元赤坂一丁目３番１号,建設業,18120,8010401006744
E00059,内国法人・組合,上場,有,5012, 5月31日,日本国土開発株式会社,JDC CORPORATION,ニホンコクドカイハツカブシキガイシャ,港区赤坂四丁目９番９号,建設業,18870,3010401022812
E00060,内国法人・組合,上場,有,23513, 3月31日,西松建設株式会社,"Nishimatsu Construction  Co., Ltd.",ニシマツケンセツカブシキガイシャ,港区虎ノ門一丁目１７番１号,建設業,18200,8010401021454
E00063,内国法人・組合,上場,有,5519, 3月31日,飛島建設株式会社,TOBISHIMA CORPORATION,トビシマケンセツカブシキガイシャ,港区港南１丁目８番１５号,建設業,18050,8010001008703
E00064,内国法人・組合,上場,有,4000, 3月31日,松井建設株式会社,"MATSUI CONSTRUCTION CO., LTD.",マツイケンセツカブシキガイシャ,中央区新川一丁目１７番２２号,建設業,18100,7010001034956
E00065,内国法人・組合,上場,有,18293, 3月31日,鉄建建設株式会社,TEKKEN CORPORATION,テッケンケンセツカブシキガイシャ,千代田区神田三崎町二丁目５番３号,建設業,18150,2010001008709
E00066,内国法人・組合,上場,有,7584, 3月31日,東亜道路工業株式会社,TOA ROAD CORPORATION,トウアドウロコウギョウカブシキガイシャ,港区六本木七丁目３番７号,建設業,18820,7010401020201
E00067,内国法人・組合,上場,有,12290, 3月31日,日本道路株式会社,"THE NIPPON ROAD CO.,LTD.",ニッポンドウロカブシキガイシャ,港区新橋一丁目６番５号,建設業,18840,9010401023409
E00069,内国法人・組合,上場,有,3695, 3月31日,株式会社錢高組,THE ZENITAKA CORPORATION,カブシキガイシャゼニタカグミ,大阪市西区西本町二丁目２番４号,建設業,18110,5120001049004
E00073,内国法人・組合,上場,有,3481, 3月31日,株式会社中電工,CHUDENKO CORPORATION,カブシキガイシャチュウデンコウ,広島市中区小網町６番１２号,建設業,19410,9240001006971
E00074,内国法人・組合,上場,有,10264, 3月31日,株式会社関電工,"KANDENKO CO.,LTD.",カブシキガイシャカンデンコウ,港区芝浦４丁目８番３３号,建設業,19420,9010401006818
E00075,内国法人・組合,上場,有,26411, 3月31日,株式会社きんでん,KINDEN CORPORATION,カブシキガイシャキンデン,大阪市北区本庄東二丁目３番４１号,建設業,19440,1120001063033
E00076,内国法人・組合,上場,有,7680, 3月31日,株式会社トーエネック,TOENEC CORPORATION,カブシキガイシャトーエネック,名古屋市中区栄一丁目２０番３１号,建設業,19460,8180001038758
E00078,内国法人・組合,上場,有,7480, 6月30日,日本工営株式会社,"Nippon Koei Co., Ltd.",ニホンコウエイカブシキガイシャ,千代田区麹町５丁目４番地,サービス業,19540,2010001016851
E00079,内国法人・組合,上場,有,2368, 3月31日,徳倉建設株式会社,,トクラケンセツカブシキガイシャ,名古屋市中区錦三丁目１３番５号,建設業,18920,5180001038835
E00080,内国法人・組合,上場,有,18976, 3月31日,東亜建設工業株式会社,TOA CORPORATION,トウアケンセツコウギョウカブシキガイシャ,新宿区西新宿三丁目７番１号,建設業,18850,3011101055078
E00081,内国法人・組合,上場,有,11374, 3月31日,若築建設株式会社,"WAKACHIKU CONSTRUCTION CO.,LTD.",ワカチクケンセツカブシキガイシャ,北九州市若松区浜町１－４－７,建設業,18880,6290801012011
E00082,内国法人・組合,上場,有,14049, 3月31日,東洋建設株式会社,"TOYO CONSTRUCTION CO.,LTD.",トウヨウケンセツカブシキガイシャ,大阪市中央区高麗橋４丁目１番１号,建設業,18900,9120001077496
E00083,内国法人・組合,上場,有,19838, 3月31日,株式会社奥村組,OKUMURA CORPORATION,カブシキガイシャオクムラグミ,大阪市阿倍野区松崎町二丁目２番２号,建設業,18330,7120001004931
E00085,内国法人・組合,上場,有,12003, 3月31日,三井住友建設株式会社,"Sumitomo Mitsui Construction Co.,Ltd.",ミツイスミトモケンセツカブシキガイシャ,中央区佃二丁目１番６号,建設業,18210,2010001131477
E00086,内国法人・組合,上場,有,30449, 3月31日,五洋建設株式会社,"PENTA-OCEAN CONSTRUCTION CO.,LTD.",ゴヨウケンセツカブシキガイシャ,文京区後楽二丁目２番８号,建設業,18930,1010001000006
E00090,内国法人・組合,上場,有,57500, 3月31日,株式会社　長谷工コーポレーション,HASEKO Corporation,カブシキガイシャ　ハセコウコーポレーション,港区芝二丁目３２番１号,建設業,18080,7010401024061
E00091,内国法人・組合,上場,無,508, 3月31日,中央ビルト工業株式会社,"CHUO BUILD INDUSTRY CO.,LTD.",チュウオウビルトコウギョウカブシキガイシャ,中央区日本橋富沢町１１番１２号,金属製品,19710,2010001034861
E00092,内国法人・組合,上場,有,2881, 3月31日,株式会社東京エネシス,TOKYO ENERGY & SYSTEMS INC.,カブシキガイシャトウキョウエネシス,中央区日本橋茅場町一丁目３番１号,建設業,19450,6010401020680
E00093,内国法人・組合,上場,有,4324, 3月31日,大末建設株式会社,"DAISUE CONSTRUCTION CO., LTD.",ダイスエケンセツカブシキガイシャ,大阪市中央区久太郎町二丁目５番２８号,建設業,18140,5120001083408
E00094,内国法人・組合,上場,有,6888, 3月31日,エクシオグループ株式会社,"EXEO Group, Inc.",エクシオグループカブシキガイシャ,渋谷区渋谷三丁目２９番２０号,建設業,19510,3011001031955
E00095,内国法人・組合,上場,有,30736, 3月31日,大豊建設株式会社,DAIHO CORPORATION,ダイホウケンセツカブシキガイシャ,中央区新川一丁目２４番４号,建設業,18220,3010001034869
E00097,内国法人・組合,上場,有,5000, 3月31日,株式会社不動テトラ,Fudo Tetra Corporation,カブシキガイシャフドウテトラ,中央区日本橋小網町７番２号,建設業,18130,4010001141053
E00098,内国法人・組合,上場,有,6119, 3月31日,ライト工業株式会社,"RAITO KOGYO CO., LTD.",ライトコウギョウカブシキガイシャ,千代田区九段北４－２－３５,建設業,19260,7010001008811
E00101,内国法人・組合,上場,無,310, 3月31日,サンユー建設株式会社,"SANYU CONSTRUCTION CO.,LTD.",サンユーケンセツカブシキガイシャ,大田区南雪谷２丁目１７番８号,建設業,18410,9010801004850
E00105,内国法人・組合,上場,有,5061, 3月31日,株式会社ナカノフドー建設,NAKANO CORPORATION,カブシキガイシャナカノフドーケンセツ,千代田区九段北四丁目２番２８号,建設業,18270,4010001008731
E00107,内国法人・組合,上場,有,8105, 3月31日,三機工業株式会社,"SANKI ENGINEERING CO.,LTD.",サンキコウギョウカブシキガイシャ,中央区明石町８番１号,建設業,19610,2010001008683
E00109,内国法人・組合,上場,無,1980, 3月31日,三晃金属工業株式会社,"Sanko Metal Industrial Co., Ltd.",サンコウキンゾクコウギョウカブシキガイシャ,港区芝浦４丁目１３番２３号,建設業,19720,9010401038472
E00112,内国法人・組合,上場,有,2810, 3月31日,東鉄工業株式会社,"TOTETSU KOGYO CO.,LTD.",トウテツコウギョウカブシキガイシャ,新宿区信濃町３４番地,建設業,18350,6011101014147
E00113,内国法人・組合,上場,有,4000, 3月31日,太平電業株式会社,"TAIHEI DENGYO KAISHA,LTD.",タイヘイデンギョウカブシキガイシャ,千代田区神田神保町二丁目４番地,建設業,19680,4010001008748
E00114,内国法人・組合,上場,有,6440, 3月31日,住友電設株式会社,"SUMITOMO DENSETSU CO.,LTD.",スミトモデンセツカブシキガイシャ,大阪市西区阿波座２丁目１番４号,建設業,19490,7120001044515
E00115,内国法人・組合,上場,有,8494, 3月31日,日本電設工業株式会社,"NIPPON DENSETSU KOGYO CO.,LTD",ニッポンデンセツコウギョウカブシキガイシャ,台東区池之端一丁目２番２３号,建設業,19500,6010501016240
E00117,内国法人・組合,上場,無,4329, 3月31日,株式会社イチケン,"ICHIKEN Co., Ltd.",カブシキガイシャイチケン,港区芝浦一丁目１番１号,建設業,18470,7010501028268
E00118,内国法人・組合,上場,有,2000, 3月31日,南海辰村建設株式会社,"Nankai Tatsumura Construction Co., Ltd.",ナンカイタツムラケンセツカブシキガイシャ,大阪市浪速区難波中三丁目５番１９号,建設業,18500,3120001039386
E00119,内国法人・組合,上場,有,6176, 3月31日,中外炉工業株式会社,"Chugai Ro Co.,Ltd.",チュウガイロコウギョウカブシキガイシャ,大阪市中央区平野町３丁目６番１号,建設業,19640,2120001049015
E00120,内国法人・組合,上場,有,9614, 3月31日,株式会社淺沼組,ASANUMA CORPORATION,カブシキガイシャアサヌマグミ,大阪市浪速区湊町一丁目２番３号　マルイト難波ビル,建設業,18520,8120001022651
E00121,内国法人・組合,上場,有,1886, 3月31日,佐田建設株式会社,"Sata Construction Co.,Ltd.",サタケンセツカブシキガイシャ,前橋市元総社町一丁目１番地の７,建設業,18260,9070001001420
E00130,内国法人・組合,上場,有,1640, 3月31日,株式会社　森組,"Mori-Gumi Co.,Ltd.",カブシキガイシャ　モリグミ,大阪市中央区道修町４丁目５番１７号,建設業,18530,4120001077567
E00133,内国法人・組合,上場,有,1000,12月31日,金下建設株式会社,"The Kaneshita Construction Co.,Ltd.",カネシタケンセツカブシキガイシャ,宮津市字須津４７１番地の１,建設業,18970,8130001040495
E00137,内国法人・組合,上場,有,7803, 3月31日,株式会社ユアテック,YURTEC CORPORATION,カブシキガイシャユアテック,仙台市宮城野区榴岡４丁目１番１号,建設業,19340,4370001006286
E00138,内国法人・組合,上場,有,5000, 3月20日,株式会社ヤマト,YAMATO CORPORATION,カブシキガイシャヤマト,前橋市古市町１１８番地,建設業,19670,5070001001977
E00142,内国法人・組合,上場,有,6052, 3月31日,日特建設株式会社,"NITTOC CONSTRUCTION CO.,LTD.",ニットクケンセツカブシキガイシャ,中央区東日本橋３丁目１０番６号,建設業,19290,7010001053304
E00143,内国法人・組合,上場,有,202591, 1月31日,積水ハウス株式会社,"Sekisui House,Ltd.",セキスイハウスカブシキガイシャ,大阪市北区大淀中一丁目１番８８号,建設業,19280,8120001059652
E00146,内国法人・組合,上場,有,12561, 3月31日,株式会社九電工,KYUDENKO CORPORATION,カブシキガイシャキュウデンコウ,福岡市南区那の川一丁目２３番３５号,建設業,19590,6290001001120
E00147,内国法人・組合,上場,有,23001, 3月31日,戸田建設株式会社,TODA CORPORATION,トダケンセツカブシキガイシャ,中央区京橋１－７－１,建設業,18600,6010001034874
E00148,内国法人・組合,上場,有,6808, 3月31日,矢作建設工業株式会社,"YAHAGI CONSTRUCTION CO.,LTD.",ヤハギケンセツコウギョウカブシキガイシャ,名古屋市東区葵三丁目１９番７号,建設業,18700,6180001018506
E00149,内国法人・組合,上場,有,13134, 3月31日,高砂熱学工業株式会社,"Takasago Thermal Engineering Co., Ltd.",タカサゴネツガクコウギョウカブシキガイシャ,新宿区新宿六丁目２７番３０号,建設業,19690,3010001008749
E00153,内国法人・組合,上場,有,3857, 3月31日,株式会社朝日工業社,"ASAHI KOGYOSHA CO.,LTD.",カブシキガイシャアサヒコウギョウシャ,港区浜松町一丁目２５番７号,建設業,19750,5010401000023
E00157,内国法人・組合,上場,有,9812, 3月31日,都築電気株式会社,"TSUZUKI DENKI CO., LTD.",ツヅキデンキカブシキガイシャ,港区新橋六丁目１９番１５号,卸売業,81570,9010401054908
E00161,内国法人・組合,上場,有,6889, 3月31日,明星工業株式会社,"MEISEI INDUSTRIAL Co.,Ltd.",メイセイコウギョウカブシキガイシャ,大阪市西区京町堀１丁目８番５号,建設業,19760,1120001049032
E00165,内国法人・組合,上場,有,100, 3月31日,株式会社ＲＩＳＥ,RISE Inc.,カブシキガイシャライズ,港区西新橋三丁目１６番１１号　愛宕イーストビル３階,不動産業,88360,8010001128641
E00167,内国法人・組合,上場,有,1751, 3月31日,株式会社佐藤渡辺,"WATANABE SATO CO., LTD.",カブシキガイシャサトウワタナベ,港区南麻布一丁目１８番４号,建設業,18070,5010401031200
E00168,内国法人・組合,上場,有,5753, 3月31日,日比谷総合設備株式会社,"Hibiya Engineering,Ltd.",ヒビヤソウゴウセツビカブシキガイシャ,港区三田三丁目５番２７号,建設業,19820,9010401025405
E00173,内国法人・組合,上場,有,1190, 3月31日,株式会社サンテック,Sanyo Engineering & Construction Inc.,カブシキガイシャサンテック,千代田区二番町３番地１３,建設業,19600,4010001008681
E00175,内国法人・組合,上場,有,9116, 3月31日,北野建設株式会社,KITANO CONSTRUCTION CORP.,キタノケンセツカブシキガイシャ,長野市県町５２４番地,建設業,18660,7100001000742
E00176,内国法人・組合,上場,有,2000, 3月31日,世紀東急工業株式会社,"SEIKITOKYU KOGYO CO.,LTD.",セイキトウキュウコウギョウカブシキガイシャ,港区芝公園二丁目９番３号,建設業,18980,1010401015438
E00179,内国法人・組合,上場,有,5315, 3月31日,株式会社植木組,UEKI  CORPORATION,カブシキガイシャウエキグミ,柏崎市駅前１丁目５番４５号,建設業,18670,8110001017149
E00181,内国法人・組合,上場,有,3451, 3月31日,株式会社四電工,YONDENKO CORPORATION,カブシキガイシャヨンデンコウ,高松市花ノ宮町２丁目３番９号,建設業,19390,7470001004244
E00182,内国法人・組合,上場,無,1310, 3月31日,神田通信機株式会社,"KANDA TSUSHINKI CO.,LTD.",カンダツウシンキカブシキガイシャ,千代田区神田富山町２４番地,建設業,19920,6010001013597
E00183,内国法人・組合,上場,有,6455, 3月31日,株式会社大気社,Taikisha Ltd.,カブシキガイシャタイキシャ,新宿区西新宿八丁目１７番１号,建設業,19790,7011101011812
E00185,内国法人・組合,上場,有,1430, 3月31日,日本リーテック株式会社,"NIPPON RIETEC CO.,LTD.",ニッポンリーテックカブシキガイシャ,千代田区神田錦町一丁目６番地,建設業,19380,5011501002891
E00187,内国法人・組合,上場,有,1004, 3月31日,日建工学株式会社,"NIKKEN KOGAKU CO., LTD.",ニッケンコウガクカブシキガイシャ,新宿区西新宿６丁目１０番１号,サービス業,97670,1011101015686
E00189,内国法人・組合,上場,無,590, 3月31日,株式会社協和日成,"KYOWANISSEI CO.,LTD.",カブシキガイシャキョウワニッセイ,中央区入船三丁目８番５号,建設業,19810,5011001006550
E00194,内国法人・組合,上場,有,4479, 3月31日,ダイダン株式会社,"DAI-DAN CO.,LTD.",ダイダンカブシキガイシャ,大阪市西区江戸堀１丁目９番２５号,建設業,19800,6120001045084
E00196,内国法人・組合,上場,有,5158,12月31日,株式会社福田組,FUKUDA CORPORATION,カブシキガイシャフクダグミ,新潟市中央区一番堀通町３番地１０,建設業,18990,9110001004880
E00197,内国法人・組合,上場,有,3873,10月31日,株式会社日本ハウスホールディングス,"NIHON HOUSE HOLDINGS CO., LTD.",カブシキガイシャニホンハウスホールディングス,千代田区飯田橋四丁目３番８,建設業,18730,6400001001397
E00201,内国法人・組合,上場,有,1594, 3月31日,名工建設株式会社,"MEIKO CONSTRUCTION CO.,LTD.",メイコウケンセツカブシキガイシャ,名古屋市中村区名駅一丁目１番４号　ＪＲセントラルタワーズ３４階,建設業,18690,1180001027354
E00204,内国法人・組合,上場,有,5907, 3月31日,日本基礎技術株式会社,"japan foundation engineering co.,ltd.",ニホンキソギジュツカブシキガイシャ,大阪市北区天満１丁目９番１４号,建設業,19140,9120001072753
E00207,内国法人・組合,上場,有,3328, 3月31日,北陸電気工事株式会社,"hokuriku electrical construction co.,ltd.",ホクリクデンキコウジカブシキガイシャ,富山市小中２６９番,建設業,19300,6230001003007
E00208,内国法人・組合,上場,有,4026, 1月31日,株式会社丹青社,"tanseisha co.,ltd.",カブシキガイシャタンセイシャ,港区港南１丁目２番７０号,サービス業,97430,3010501007440
E00209,内国法人・組合,上場,有,3642, 3月31日,株式会社　高田工業所,TAKADA CORPORATION,カブシキガイシャ　タカダコウギョウショ,北九州市八幡西区築地町１番１号,建設業,19660,4290801010231
E00210,内国法人・組合,上場,有,13122, 3月31日,ＮＥＣネッツエスアイ株式会社,NEC Networks & System Integration Corporation,エヌイーシーネッツエスアイカブシキガイシャ,文京区後楽二丁目６番１号,情報・通信業,19730,6010001135680
E00218,内国法人・組合,上場,有,29060, 3月31日,大東建託株式会社,"DAITO TRUST CONSTRUCTION CO.,LTD.",ダイトウケンタクカブシキガイシャ,港区港南二丁目１６番１号,建設業,18780,4010401016607
E00221,内国法人・組合,上場,有,3665, 3月31日,新日本建設株式会社,SHINNIHON CORPORATION,シンニホンケンセツカブシキカイシャ,千葉市美浜区ひび野一丁目４番３,建設業,18790,2040001003186
E00222,内国法人・組合,上場,有,100,12月31日,高橋カーテンウォール工業株式会社,TAKAHASHI  CURTAIN  WALL  CORPORATION,タカハシカーテンウォールコウギョウカブシキガイシャ,中央区日本橋本町１丁目５番４号,建設業,19940,1010001049480
E00225,内国法人・組合,上場,有,2746, 3月31日,株式会社テクノ菱和,TECHNO RYOWA LTD.,カブシキガイシャテクノリョウワ,港区芝大門二丁目１２番８号,建設業,19650,3010401018661
E00227,内国法人・組合,上場,有,5158, 3月31日,新日本空調株式会社,"Shin Nippon Air Technologies Co., Ltd.",シンニッポンクウチョウカブシキガイシャ,中央区日本橋浜町二丁目３１番１号,建設業,19520,2010001062912
E00232,内国法人・組合,上場,有,1710, 3月31日,株式会社テノックス,tenox corporation,カブシキガイシャテノックス,港区芝五丁目２５番１１号,建設業,19050,7010401018815
E00233,内国法人・組合,上場,有,5195, 3月31日,大成温調株式会社,"taisei oncho co.,ltd.",タイセイオンチョウカブシキガイシャ,品川区大井一丁目４９番１０号,建設業,19040,3010701005946
E00238,内国法人・組合,上場,有,2379, 3月31日,株式会社富士ピー・エス,FUJI P.S CORPORATION,カブシキガイシャ　フジピーエス,福岡市中央区薬院一丁目１３番８号,建設業,18480,6290001010204
E00239,内国法人・組合,上場,有,2779, 7月31日,株式会社大盛工業,"OHMORI CO.,LTD.",カブシキガイシャオオモリコウギョウ,千代田区神田多町二丁目１番地,建設業,18440,9011801002605
E00240,内国法人・組合,上場,有,7114,10月31日,株式会社土屋ホールディングス,"TSUCHIYA HOLDINGS CO., LTD.",カブシキガイシャツチヤホールディングス,札幌市北区北９条西３丁目７番地,建設業,18400,7430001010659
E00242,内国法人・組合,上場,有,885, 3月31日,田辺工業株式会社,TANABE ENGINEERING CORPORATION,タナベコウギョウカブシキガイシャ,上越市大字福田２０番地,建設業,18280,5110001019890
E00246,内国法人・組合,上場,有,1408, 8月31日,暁飯島工業株式会社,"AKATSUKI EAZIMA CO., LTD.",アカツキイイジマコウギョウカブシキガイシャ,水戸市千波町２７７０番地の５,建設業,19970,7050001000351
E00248,内国法人・組合,上場,有,942, 6月30日,サイタホールディングス株式会社,SAITA CORPORATION,サイタホールディングスカブシキガイシャ,朝倉市下渕４７２番地,建設業,19990,5290001044368
E00250,内国法人・組合,上場,無,3302, 3月31日,第一建設工業株式会社,DAIICHI KENSETSU CORPORATION,ダイイチケンセツコウギョウカブシキガイシャ,新潟市中央区八千代一丁目４番３４号,建設業,17990,4110001002922
E00251,内国法人・組合,上場,有,1712, 3月31日,株式会社守谷商会,MORIYA CORPORATION,カブシキガイシャ　モリヤショウカイ,長野市南千歳町８７８番地,建設業,17980,7100001003530
E00254,内国法人・組合,上場,有,885, 9月30日,株式会社マサル,MASARU CORPORATION,カブシキガイシャマサル,江東区佐賀一丁目９番１４号,建設業,17950,7010601006280
E00255,内国法人・組合,上場,有,5296, 3月31日,株式会社大本組,"OHMOTO GUMI CO.,LTD",カブシキガイシャオオモトグミ,岡山市北区内山下１丁目１番１３号,建設業,17930,7260001001493
E00258,内国法人・組合,上場,有,989, 9月30日,株式会社ＥＴＳホールディングス,"ETS Holdings Co.,Ltd.",カブシキガイシャイーティーエスホールディングス,豊島区南池袋一丁目１０番１３号,建設業,17890,3011101040583
E00259,内国法人・組合,上場,有,849, 6月30日,株式会社三東工業社,"santo co.,ltd",カブシキガイシャサントウコウギョウシャ,甲賀郡信楽町大字江田６１０番地,建設業,17880,7160001005521
E00260,内国法人・組合,上場,無,866, 3月31日,株式会社ナカボーテック,"Nakabohtec Corrosion Protecting Co.,Ltd.",カブシキガイシャナカボーテック,中央区新川二丁目５番２号,建設業,17870,7010001053015
E00263,内国法人・組合,上場,有,6603, 9月30日,株式会社アジアゲートホールディングス,"Asia Gate Holdings Co., Ltd.",カブシキガイシャ　アジアゲートホールディングス,港区赤坂五丁目３番１号,建設業,17830,7010401066847
E00268,内国法人・組合,上場,有,2888, 3月31日,株式会社　ヤマウラ,YAMAURA CORPORATION,カブシキガイシャ　ヤマウラ,駒ヶ根市北町２２番１号,建設業,17800,6100001021418
E00271,内国法人・組合,上場,無,1581, 3月31日,川崎設備工業株式会社,"KAWASAKI SETSUBI KOGYO CO., LTD.",カワサキセツビコウギョウカブシキガイシャ,名古屋市中区大須一丁目６番４７号,建設業,17770,2180001035307
E00272,内国法人・組合,上場,有,1329, 3月31日,三井住建道路株式会社,"SUMIKEN MITSUI ROAD CO.,LTD.",ミツイスミケンドウロカブシキガイシャ,新宿区西新宿６丁目２４番１号,建設業,17760,1011101036179
E00273,内国法人・組合,上場,有,1970, 3月31日,富士古河Ｅ＆Ｃ株式会社,FUJI FURUKAWA ENGINEERING & CONSTRUCTION CO.LTD.,フジフルカワイーアンドシーカブシキガイシャ,川崎市幸区堀川町５８０番地,建設業,17750,6020001077096
E00276,内国法人・組合,上場,有,413, 9月30日,日本乾溜工業株式会社,"NIPPON  KANRYU  INDUSTRY  CO.,LTD.",ニホンカンリユウコウギヨウカブシキガイシヤ,福岡市東区馬出１丁目１１番１１号,建設業,17710,1290001028382
